	sig_score	HLA_II	HLA_I	B_cell	TLS	g8_RAI	hashi_GMM	hashi_otsu	hashi_top10	hashi_top20	hashi_top30
GSM6591110	0.22676171447622395	0.5803132401356905	0.5813013123746942	-0.6571875582821937	-0.06279575517292742	-0.6908845390035848	0	0	0	0	0
GSM6591111	-0.22509485896383233	0.17577077303407834	0.41349415088466374	-0.46658116239788994	-0.1212141393720015	0.09429559692960139	0	0	0	0	0
GSM6591112	-0.5524611084556527	0.26524120795886724	-0.3742427779586967	-0.9613044586918947	-0.794120710753668	-0.7219331479869011	0	0	0	0	0
GSM6591113	1.4064364803323128	1.31401116778611	1.5218933254570857	1.4121278667271984	1.7843459124206176	-0.04110044766992013	1	1	0	1	1
GSM6591114	0.16041751805176752	0.15085543282895855	0.47480263407223244	-0.2858284953216447	-0.40212645113518936	-0.10476508369679827	0	0	0	0	0
GSM6591115	-0.04081524213105203	-0.32538848956913197	-0.09249433546628419	-0.7524098092550101	-0.984493567339226	-0.35520333145383076	0	0	0	0	0
GSM6591116	-0.05921515808961575	0.40647100407071174	0.2820678304944227	-0.8435030616629176	-0.720240652228875	-0.41277033099412486	0	0	0	0	0
GSM6591117	1.2383969060818378	0.12128983214748512	0.7742015888396594	0.7789814573485785	0.340503281282019	0.40246597813193963	1	1	0	1	1
GSM6591118	0.1761803827569003	0.6041553524348605	0.7013454013583164	-0.4594157818725508	-0.2588978939191976	-0.5700470695849875	0	0	0	0	0
GSM6591119	-0.7275299957529475	-0.06990419460774788	-0.06649277026275974	-0.7253321693625053	-0.6809534783556948	-0.4697344148863639	0	0	0	0	0
GSM6591120	0.28779522789138584	0.6256316888037226	0.41884756364031933	0.15391886117819006	0.4063373421769041	0.23094280081032106	0	0	0	0	0
GSM6591121	-0.34062427738387047	0.6991421434233991	0.5793315535102388	-0.6825904023055033	-0.46852930131745035	-0.4735055793629872	0	0	0	0	0
GSM6591122	2.06701280329485	1.065696143855645	1.4875063506791504	0.37989890654290953	0.20528249229606413	-0.1815003321279615	1	1	1	1	1
GSM6591123	-0.18635317464909146	-0.18035058668665133	-0.1250813192772486	-0.6788571501645734	-0.8205797328042043	-0.5016707805464048	0	0	0	0	0
GSM6591124	-0.18064116956451337	0.9326658068453479	1.1348354248713284	-0.5060312231269019	-0.17506940853970876	0.07317978312362478	0	0	0	0	0
GSM6591125	-0.009635975880375985	1.4400315191526958	1.7703460789598524	-0.31840445851910265	-0.16152535610879062	-0.1998483372532618	0	0	0	0	0
GSM6591126	2.0370974694741255	0.7866999856244549	0.923425861037026	1.6162738865190862	1.1738270161530322	-0.09842855023560229	1	1	1	1	1
GSM6591127	1.4417043197724124	0.6434434558825346	0.8865827088142534	1.649619021183879	1.2780930182959531	0.46186156833036895	1	1	0	1	1
GSM6591128	0.6414876492745143	0.9743134991155449	1.0538867164621744	0.04926174260354919	0.40787872954783316	0.21188110005897803	0	1	0	0	1
GSM6591129	0.1233852768630036	0.851807510836942	0.5796358075625222	-0.47270073650688205	-0.17925209391565997	-0.6298910109632576	0	0	0	0	0
GSM6591130	0.04408929429475489	-0.6121281744444108	-0.5570717278790027	-0.6112916209081676	-0.7846218356427066	-0.18333242698682997	0	0	0	0	0
GSM6591131	0.3383805564965854	0.2710418887040785	0.03565946621806444	0.42110041688799765	0.09173798277986543	-0.549706306531142	0	0	0	0	0
GSM6591132	0.133030813370522	0.622507767935073	0.965422300967806	-0.5615466943442462	-0.41042520661776627	-0.4496763312901705	0	0	0	0	0
GSM6591133	-0.7704575196908361	-1.1860689948114502	-1.4672735286435412	-0.6286014675804424	-1.13256507480351	0.7177452924133645	0	0	0	0	0
GSM6591134	0.3054686859534644	0.43534087667505467	0.5147233873927431	0.33573072192873954	0.4921535144317603	0.12214243684109777	0	0	0	0	0
GSM6591135	-0.05436106711247086	-0.5313107979604338	-0.23696926085072173	0.188476438598673	-0.35286530328127075	0.5329792292075384	0	0	0	0	0
GSM6591136	-0.4388639647380813	-0.8399175364839625	-0.5306497483619462	-0.2916832416402701	-0.7074643334578316	0.5961289822356988	0	0	0	0	0
GSM6591137	0.007889711565262858	-0.8379727007934674	-0.5714819971680307	-0.40041503635476694	-0.7753118203978876	0.44115611315120157	0	0	0	0	0
GSM6591138	-0.015310403662367814	-0.5229800512821129	0.0792336647664557	0.18414939981981646	-0.03191203964424612	0.32935577449104864	0	0	0	0	0
GSM6591139	0.08255120259034854	0.029083421826188883	0.10169024348310993	-0.42916952548740045	-0.4772129738337783	0.15931552926857379	0	0	0	0	0
GSM6591140	0.6601534580396052	0.12413163744550242	0.48533306658242875	-0.43718612377575244	-0.32031327637942597	-0.5780912756378458	0	1	0	0	1
GSM6591141	-0.03552321753076415	-0.5553946801697608	-0.695555147952767	-0.9341669178459027	-0.8841161255296428	-0.37578686177580845	0	0	0	0	0
GSM6591142	-0.12446866287913744	0.01176946421467202	0.2229161518536672	-0.7348109545340086	-0.6875138605412285	-0.2422857847041763	0	0	0	0	0
GSM6591143	0.25809626653464934	-0.09406581370910554	-0.321254361032851	-0.40551166684668644	-0.5990081569557307	-0.4888628918030801	0	0	0	0	0
GSM6591144	0.45207309724019046	0.06650820584587293	-0.06394286324501214	-0.21953469247722923	-0.042545574587010186	-1.3602062397486807	0	1	0	0	1
GSM6591145	0.8787743539498281	0.5894537421576398	-0.1551261706783954	0.6059532273482503	0.3210204866023636	-0.6619075183987749	1	1	0	1	1
GSM6591146	0.7714772302381178	0.72269689160136	0.44258071764369744	-0.4491341504274065	-0.2306018984741999	-0.8721308390310744	1	1	0	0	1
GSM6591147	0.7047073693655261	0.8492573961452751	0.6872017604439771	-0.41585684284684127	-0.12781365841268902	-0.1802540750495148	1	1	0	0	1
GSM6591148	2.0830790878076075	1.0940569979600214	0.9070177011416776	0.8195518464398864	0.637189502425687	-0.5226299473759708	1	1	1	1	1
GSM6591149	-0.24182255228772442	-0.7349846376043586	-0.6933240051263702	-1.0958426408491067	-0.9909676905247234	-0.5098682911068988	0	0	0	0	0
GSM6591150	-0.7279553530358877	-0.3637125775067708	-0.4145674889000274	-0.9044739563721068	-0.6037337919672773	0.6743092586224045	0	0	0	0	0
GSM6591151	0.8217064939409835	0.3553537359537621	0.26268223827456677	0.4538610416847552	0.10892494938643645	-0.4399426894907362	1	1	0	0	1
GSM6591152	-0.009835226398712996	-0.1062294063725934	-0.016173798142976828	0.054668722130774026	0.41963054561156105	-0.8253522549079992	0	0	0	0	0
GSM6591153	0.5695955975502552	0.9058269006297094	0.38050119897411994	0.3664470497200585	0.4494343137142154	0.7055805354567785	0	1	0	0	1
GSM6591154	-0.201164255952834	0.13221043489842565	0.1079837563336114	-0.9780490798933804	-0.7014665114899353	-0.7380196423156363	0	0	0	0	0
GSM6591155	0.2615511920944842	0.5488653297349471	0.272945980038922	-0.4185235328586236	0.02177666453464333	-0.508095943896447	0	0	0	0	0
GSM6591156	-0.23847082719419532	-0.36490196979652734	-0.2844825737989928	-0.4459867798495453	-0.38310079475530484	0.30453730952313346	0	0	0	0	0
GSM6591157	-1.291528666523733	-0.5214934772541111	-0.32730529566980576	-0.7432056166533664	-0.3249591757867669	0.5310361848753766	0	0	0	0	0
GSM6591158	-0.04508878621918555	0.33247330686886684	0.3709837936851712	-0.8810446317260748	-0.7685149422572496	-0.682191851146671	0	0	0	0	0
GSM6591159	-0.06112945791624022	-0.23248095067664148	0.1395176956592254	-0.0894164695817989	-0.10361172988897954	0.661361011891397	0	0	0	0	0
GSM6591160	0.150852092200377	-0.3444492113517218	0.034750793608513846	0.49307918771229536	0.009588526512200083	0.6032366005823229	0	0	0	0	0
GSM6591161	1.7686544504043913	1.0003464410721659	0.8696980639380842	1.059364539929146	0.6054013277244786	0.4185846295596965	1	1	1	1	1
GSM6591162	1.9520885476183345	0.6113073604467439	0.5677491518274909	1.3848876854375571	1.0431718729690282	-0.9629626814009032	1	1	1	1	1
GSM6591163	0.8308047965242534	0.12697440884981195	0.3814691440884821	0.2150653712263609	0.044524350013050946	-0.4045437468308641	1	1	0	1	1
GSM6591164	1.6543705261378765	0.7273470586743052	0.45112171138432927	0.523861394938968	0.31685280898430895	-0.24535461369920367	1	1	1	1	1
GSM6591165	-0.4248975622796247	-0.5895046902801021	-0.6406300553041023	-0.47040915960385504	-0.7705821771653274	0.5400152037947548	0	0	0	0	0
GSM6591166	-0.3776176950493403	-0.5860838142133487	-0.3831964753510153	-0.653926143310544	-0.7214522526402035	0.6077924895124343	0	0	0	0	0
GSM6591167	2.42577144986653	0.8203435423074932	1.0496677423944272	1.0611469004862928	0.4278592861929231	-1.0566604753279163	1	1	1	1	1
GSM6591168	0.6602804471809356	0.04357025340689243	0.14243662409947236	0.1477925904535494	0.03482679481017739	0.21470388014390357	0	1	0	0	1
GSM6591169	0.37928999005311337	0.328482272893758	0.5037288812179049	0.7567047105472414	0.9567215002655937	-0.22392686813704765	0	0	0	0	1
GSM6591170	-0.2902636471639877	-0.4518937103732853	-0.7352157334776774	-0.24924333791922093	-0.4738234851911975	0.7975605704482338	0	0	0	0	0
GSM6591171	-0.3530993487424212	0.04687173339047449	0.19003426539426888	-0.16875888060162783	-0.13854095630574637	0.31198272764797896	0	0	0	0	0
GSM6591172	1.466579551218325	1.4522306405054255	1.3824267423217138	0.1711795334327347	0.22613369803875502	-0.44176574491130804	1	1	0	1	1
GSM6591173	1.4021953129214149	0.9900451797613423	1.154814677873425	0.7874648004059169	0.9825977080478644	-0.04517180583917428	1	1	0	1	1
GSM6591174	0.39281722489205523	0.22390460692421393	-0.18983562324243397	-0.6318988076482198	-0.2560613054604416	-0.4414373332519033	0	0	0	0	1
GSM6591175	-0.13579637683014206	-1.0067867847600573	-1.1169948243962051	-0.5479041492688504	-0.8442676966496316	0.04911555214175417	0	0	0	0	0
GSM6591176	0.42919211622941994	0.7681371358634912	0.7723052511177972	-0.8193759847218298	-0.37399714238022086	-0.8981645669793685	0	1	0	0	1
GSM6591177	-0.6821407012403654	-0.4720043970934139	0.005456575975355603	-0.7696874302306943	-0.6154294969213114	-0.12200007387180717	0	0	0	0	0
GSM6591178	2.687611992098975	0.9388120613705461	1.3670743491959254	0.9266136882149554	0.6427919165933796	-1.1065475982913333	1	1	1	1	1
GSM6591179	0.3851452814554277	-0.38826767142371954	-0.4478984199603093	1.0222560210585538	0.29303820557601085	-0.4604402910879668	0	0	0	0	1
GSM6591180	-0.015483510583760407	0.6745972568914058	0.9242424836731443	-0.7777874321738362	-0.45304689730860015	-0.2905855186669156	0	0	0	0	0
GSM6591181	2.5326759243708628	1.0120723271310397	1.0872038840020923	1.7610303339793054	1.0824615731276743	-0.3612839780009358	1	1	1	1	1
GSM6591182	0.20949956136709624	0.9318283222844526	0.420757804902048	-0.378885007215417	0.10005927233042161	-0.5056800259948856	0	0	0	0	0
GSM6591183	-0.017112209563987846	-0.5116611547893225	-0.9951014183587331	-1.0522579340041478	-0.7483081995922515	-2.197086050808634	0	0	0	0	0
GSM6591184	-0.4584677506885137	-0.07301332153259348	0.06750805529191314	-1.0000949103484231	-0.9969121662254775	-1.2335939275143188	0	0	0	0	0
GSM6591185	-0.5483273797129564	-0.27826493926180185	0.12512802914926013	-0.5967573004945029	-0.5425666346456025	0.3453931055135899	0	0	0	0	0
GSM6591186	-0.9646287613301383	-1.035706089006548	-1.11332231753826	-0.5982104110194575	-1.1722767660528892	1.060767340549152	0	0	0	0	0
GSM6591187	-0.6348046755011647	-0.13417866446683396	0.056326039907990316	-0.4664411851137517	-0.6879113206250992	-0.6235684057167665	0	0	0	0	0
GSM6591188	-0.49897396007817474	1.0241514575734052	1.002959087432101	-0.3208144489681988	-0.21824457822533413	-0.06248569409240294	0	0	0	0	0
GSM6591189	-0.6283986565778455	-0.1073550719258193	-0.049682222884024824	-0.18512771940263817	-0.2064116276612468	0.11873391666520919	0	0	0	0	0
GSM6591190	-0.23686809626967376	0.4545528382819345	0.3316057148835449	-0.6413054296184515	-0.13829984903107265	0.027126580138707525	0	0	0	0	0
GSM6591191	-0.3752412266839601	-0.157282208799372	-0.40570354933765057	0.8294943947720927	0.5924997944562133	1.051505012745991	0	0	0	0	0
GSM6591192	-0.3045457539178327	0.4946788668917531	0.5656349809655062	-0.8456761799494742	-0.5056638103910743	-0.33262736025523504	0	0	0	0	0
GSM6591193	1.507708728031386	0.4757807498158467	0.1964778850407411	0.6786702534784661	0.3768158342616097	-0.3178506460847222	1	1	1	1	1
GSM6591194	2.233530256469699	0.6311832010591804	0.5252082113208765	1.5965807514892616	1.0660432356685134	-1.6304949597027891	1	1	1	1	1
GSM6591195	-0.19326390541532423	0.48190279088618615	0.8394358218554974	-0.805213721854833	-0.4811860217062558	-0.34177623107807503	0	0	0	0	0
GSM6591196	-0.061430717302406124	0.6571890667234851	0.6676484480983227	0.7724656991920055	1.1513844799620225	0.009825919982266694	0	0	0	0	0
GSM6591197	-0.3754174439724993	0.37087052508884477	0.17179381982473688	-0.15193592846037063	0.036873888073827944	-0.08777846205870651	0	0	0	0	0
GSM6591198	2.2545952154866504	1.6945462467908974	1.5965470284164498	2.7918496973410853	2.847661291787308	0.17436958521501905	1	1	1	1	1
GSM6591199	-0.3544312474954497	-0.21249162857389248	-0.15039214526169756	-0.7514409253366624	-0.8193524497235932	-0.48550001417134026	0	0	0	0	0
GSM6591200	0.7327231548858484	1.1496258843725484	1.0936033530871743	0.9595852865055132	1.1950424773169093	0.4785797871334499	1	1	0	0	1
GSM6591201	1.2911976402882976	1.155126998951409	1.2052587818542813	1.127758093202045	1.032326837112887	-0.45856071972648715	1	1	0	1	1
GSM6591202	-0.6908256803967915	0.13036438606997885	0.27556769831340305	-0.804382556475303	-0.6395434879013987	-0.22114465601055794	0	0	0	0	0
GSM6591203	0.13063317984662615	0.8136104071962315	0.9633391215956952	-0.6340148042651897	-0.28582425831154584	-0.707822413941459	0	0	0	0	0
GSM6591204	1.6771044484799043	1.7556398662620158	1.7745044802206005	0.7513094670622479	1.4233403050507671	-1.590488430099624	1	1	1	1	1
GSM6591205	-0.5101192791462188	0.046702798909212154	-0.33812232029654266	-0.693030395712884	-0.6289512789268467	-0.005773962284390328	0	0	0	0	0
GSM6591206	-0.25950800530120255	0.7116858613750522	0.7448391003203773	-0.8503042429482544	-0.6136831852681209	-0.3937705176365348	0	0	0	0	0
GSM6591207	-0.7683645997470963	0.02089501898000578	0.008975664809561325	-0.8568474888668719	-0.4587655108639049	-0.12463178695129774	0	0	0	0	0
GSM6591208	-0.17620727009550696	0.3536029575511908	0.3426138798140277	-0.6989130186963837	0.032856401635500986	-0.4967476963500952	0	0	0	0	0
GSM6591209	-0.6153039270351007	-0.7439714865644362	-0.5935958636755395	-0.5699169133289776	-0.6971372584248444	-0.0007230686917416435	0	0	0	0	0
GSM6591210	0.24368679086307113	0.6465191526237004	0.6618324106097542	-0.3060552603877256	0.09665066519331456	-0.6705139604562865	0	0	0	0	0
GSM6591211	0.28818467026869615	1.1898903489779786	1.185512733443369	0.5877992027903568	1.1008343355286543	0.016324083720158297	0	0	0	0	0
GSM6591212	-1.1769687289872053	-0.372261698190389	-0.3505785612112653	-0.6891689569353413	-0.2984205986251228	0.5458102297148537	0	0	0	0	0
GSM6591213	-0.153405275611814	0.4792157100412745	0.3280211315982257	-0.9168743927785287	-0.6104345986616216	-1.0277655001735733	0	0	0	0	0
GSM6591214	0.13772189480838154	1.058767843312366	1.401980144612886	-0.6235583145555249	-0.05555661955677429	-0.8809745937874951	0	0	0	0	0
GSM6591215	0.6092770412541518	0.6923688189285347	0.3531600133825441	0.7685569368654782	1.1654662773117588	-0.5836120593541078	0	1	0	0	1
GSM6591216	-0.8377182632021278	0.4015844019631354	0.21863063372745903	-0.5604234693417056	0.08638670870683345	0.37486761138584196	0	0	0	0	0
GSM6591217	1.6595504331358504	1.4115477520557125	1.1082668382891245	1.4448972022388025	1.8768105901042407	-0.9751530059458782	1	1	1	1	1
GSM6591218	-0.15497085408839442	0.8003761359440297	1.0619267327172774	-0.5235491618306929	-0.26566625320729376	-0.4933818055446109	0	0	0	0	0
GSM6591219	0.7061295180678644	-0.14958507979859975	0.5269691212313895	0.23025555705348463	-0.01991490571026963	0.3006287174305904	1	1	0	0	1
GSM6591220	-1.2504108690332423	-1.363759449268795	-1.2670571259515107	-0.6631894587129167	-0.8593211320621684	1.1128229481407228	0	0	0	0	0
GSM6591221	1.4596414156753297	-0.4582302338205618	0.12329854787712859	1.1243661180772075	0.22172365502466249	-1.595208140510592	1	1	0	1	1
GSM6591222	2.051667385898565	0.6274821997170481	0.6927315568683104	1.0931254056880022	0.6915894944075612	-1.1132779397513684	1	1	1	1	1
GSM6591223	0.02217202392501888	0.4382018587030796	0.019659505071481547	-0.619413899297986	-0.3470784564359426	-0.08219310971074538	0	0	0	0	0
GSM6591224	2.1800688471799954	1.5876371927332087	1.9099566600957847	1.3124360526864913	1.578271555163255	-0.37299533731518403	1	1	1	1	1
GSM6591225	-0.14198633180643938	0.3022530299207864	0.7219711073045689	0.517701693496938	0.6169843039461506	0.3634261434863422	0	0	0	0	0
GSM6591226	-0.037167868687595584	0.6203080432179473	0.1630409681154903	0.4278707666318769	0.835267252392676	0.31113074366940396	0	0	0	0	0
GSM6591227	-0.11117573186893925	0.4475985072434847	0.4655827581378764	1.285790038918025	1.2643649667674575	0.39676519224083506	0	0	0	0	0
GSM6591228	-0.11196515927241546	0.771471022734157	0.8308263024651513	-0.0664747197155353	0.16814218718999083	0.04341879714160955	0	0	0	0	0
GSM6591229	0.5996105588585009	0.722629125757168	0.8152901814362915	0.22494867483808278	0.3629394820230695	0.16752631160931644	0	1	0	0	1
GSM6591230	-1.3875229208113118	-0.6023250531786905	-0.35696205473505377	-0.5729210812343278	-0.5818263520818081	0.44041903005749283	0	0	0	0	0
GSM6591231	-1.0337556893974198	0.11443724144331299	-0.07813042725676228	-0.32188438975257927	-0.0818046477109395	0.32464735075460527	0	0	0	0	0
GSM6591232	1.3630877304933764	1.4116066859432266	1.2458658614562965	1.5469702617985834	1.5420786593659639	0.19879067868066586	1	1	0	1	1
GSM6591233	1.3743762497344667	0.46747166341810065	0.6153185543767312	0.9771326850949923	0.6546801076077279	-0.011546415459420395	1	1	0	1	1
GSM6591234	0.23485084320276095	0.2408683036157305	0.25145155741624964	-0.6918450834971074	-0.7903684480631318	-0.22933045035811428	0	0	0	0	0
GSM6591235	1.8367954202821262	0.4745964074641152	0.41531790821996806	0.9671646323915848	0.2286936131866597	-0.40375854979121634	1	1	1	1	1
GSM6591236	0.8659649962616768	0.8406059428219722	0.5918273796469868	0.9419563071936469	0.9135466227648364	0.4810462178490647	1	1	0	1	1
GSM6591237	1.9533095651329162	1.6126905258483333	1.5470391274674753	0.557784511011172	0.8714672695343711	-1.2065435824922401	1	1	1	1	1
GSM6591238	1.3799728511895277	1.4421158606290863	1.4005112995869213	0.41106676508168566	0.4072117667167687	-0.6498179040329115	1	1	0	1	1
GSM6591239	0.7790915859598239	0.16115559651901323	-0.32935907058442876	0.3631216033885915	0.38489032296748693	-0.6897669452290438	1	1	0	0	1
GSM6591240	0.3888909889427632	0.05501469563681551	-0.43154405143465807	0.4848194953566662	0.13822506093065218	-0.59187587297832	0	0	0	0	1
GSM6591241	0.8197315429852176	0.47143183694004887	-0.287401512785485	-0.00932304131686564	0.4212390205233625	-0.8705499960308642	1	1	0	0	1
GSM6591242	0.8812900623861907	0.7672735479859448	0.3717789184978787	-1.2176386091150704	-0.7031314155783353	-3.964363218328217	1	1	0	1	1
GSM6591243	0.9906829277895753	-1.1581815611364576	-0.2625981537349715	-1.3453286299261071	-0.4030283245129107	-3.1200602730303317	1	1	0	1	1
GSM6591244	0.5099056419512288	0.1791042066661499	-0.46503682802057056	0.3929611071216263	-0.20846511098870554	-0.17934069326553964	0	1	0	0	1
GSM6591245	-0.09619682213243166	0.9237767076084908	0.9662378545455366	-0.19392232849242885	0.34222148327608043	0.09614635134924943	0	0	0	0	0
GSM6591246	-0.4971773971842254	-0.37258569394345625	-0.2891245590026612	-0.6470675490211769	-0.6876592776480961	-0.20967143083253828	0	0	0	0	0
GSM6591247	-0.22091947564412645	-0.290996906034775	-0.5252567209194033	-0.775187292259215	-0.8610248234157144	-0.15477075791730455	0	0	0	0	0
GSM6591248	2.694017597680557	1.9340927956257896	1.627212150567276	3.059788962793698	3.0110575895956937	-0.5168076659870598	1	1	1	1	1
GSM6591249	-0.8459675249700063	0.4451123444911852	0.37099484676143957	-0.42635972281322315	0.011719849000264397	0.6805114863188374	0	0	0	0	0
GSM6591250	1.9302320120280734	1.0973140382206865	1.266746556127169	1.3926624409974517	1.3396480528939547	-0.7582397717179633	1	1	1	1	1
GSM6591251	1.0051168681700078	0.2662944483805111	-0.2938641651275438	-0.7148390954462592	-0.671779984797327	-2.7128472042970615	1	1	0	1	1
GSM6591252	0.3801714053644947	0.25235349461678647	-0.41652645209834127	-0.5027487359312844	-0.1440767963721754	-0.7169585403118127	0	0	0	0	1
GSM6591253	-0.11403178576467532	0.1690654470273935	-0.34230771753542366	-0.4394380823048754	-0.28672909926009815	-0.33772302626908535	0	0	0	0	0
GSM6591254	-1.5326378953695912	-0.7036978951922115	-0.5799076945544372	-0.4752261265216631	-0.39269859743671537	0.9522241054658519	0	0	0	0	0
GSM6591255	0.4101250225151132	0.28263241230882247	-0.5204553694967741	-0.36777986534000195	-0.3560199842804015	-0.1660729784880282	0	1	0	0	1
GSM6591256	-0.342239546059395	-0.14065514806201643	-0.025894789971796013	-0.7428383927185118	-0.7380148622648752	-0.35048542988804976	0	0	0	0	0
GSM6591257	0.9887776342760896	1.1279350236731482	0.9439926543228716	0.7816229561987478	1.1490207922791316	0.21334100801631917	1	1	0	1	1
GSM6591258	-0.33645009930917785	-0.28668274133644045	0.15183303867603268	-0.6100945512061222	-0.6482887856835761	-0.32649857788903924	0	0	0	0	0
GSM6591259	-0.6311910904567929	-0.07996103574721726	-0.2017127940950282	0.05692038610851235	0.08964421501688237	0.5402050001988067	0	0	0	0	0
GSM6591260	0.32148340946543863	0.7996641329619373	0.8850683201048422	-0.3464877369511137	-0.21857311281690994	-0.5742143361357345	0	0	0	0	0
GSM6591261	2.9521010742255323	1.200768091918387	0.9477877531048517	3.051863085214387	2.302209979203971	-0.6569779800706363	1	1	1	1	1
GSM6591262	-0.27797298487777905	0.16771965612317852	-0.2162082652471055	-0.8040617435804692	-0.5927840235050335	-0.7111948638654194	0	0	0	0	0
GSM6591263	-1.8215433513519304	-1.0253054427880741	-0.7435270177169743	-0.7149849326922256	-0.8258014574759759	0.7511504598511306	0	0	0	0	0
GSM6591264	0.24035171349125362	0.7075135220428678	0.33346880272882307	0.3148694322312548	0.8725283572890351	-0.1381555696475452	0	0	0	0	0
GSM6591265	-1.1482910393575985	0.3303312313771562	-0.03878539300352635	-0.29891498321906573	0.15525232213487547	0.6362260310582184	0	0	0	0	0
GSM6591266	0.03572589798342862	-0.03001356769301995	0.02294494373455132	-0.35991231384823713	-0.6075351067533387	-0.6410741819748985	0	0	0	0	0
GSM6591267	-0.465452652258968	0.191787417404711	-0.15188449059305847	-0.09256630994821768	0.17500478936215025	-0.472087512832435	0	0	0	0	0
GSM6591268	0.4820428694821321	0.8249565204646773	0.8066560092733857	1.233245183223721	1.1190005894301034	0.517477779627197	0	1	0	0	1
GSM6591269	-0.1633356786322624	-0.26142342527243767	-0.28066208147844146	-0.6741982014021141	-0.7573085201742148	-0.27773842403977667	0	0	0	0	0
GSM6591270	-0.3329931955346777	0.45226079459437357	0.21464167643760312	-0.6744624898730108	-0.10626512803247568	-0.484451078507816	0	0	0	0	0
GSM6591271	-0.944171295100124	0.07124944919183404	-0.21068039491652435	-0.5866616346408872	-0.3955464320990947	0.36335356615110387	0	0	0	0	0
GSM6591272	1.2237469650360902	1.754077081553758	1.4302600120992373	0.2285600045680566	0.7214382727229692	-0.0406605651127977	1	1	0	1	1
GSM6591273	1.7179237970480372	0.5041029246802214	0.2169272639928075	1.5750521479809645	0.757853283713772	-0.04971982442129173	1	1	1	1	1
GSM6591274	0.17937521030672376	0.08084046885239285	0.9050064470502623	-0.4580537171941154	-0.42751959911573484	-0.3885110986572203	0	0	0	0	0
GSM6591275	-0.6907916035442023	0.06088381736003294	0.3713506196016242	-0.5771892157206897	-0.6544839663226514	-0.6949573715865311	0	0	0	0	0
GSM6591276	-0.2644810820134733	-0.791136769026525	-1.008423470415715	-0.2878367133457281	-0.43575761673269175	0.14956698440297111	0	0	0	0	0
GSM6591277	-0.22161913558062368	0.09301007599772837	0.39256057522472054	-0.9158884036518039	-1.0296458441510568	-0.5954100970217141	0	0	0	0	0
GSM6591278	0.6978241694843574	1.5396633508828246	0.5275386762566892	-0.6298774523051777	-0.08782072648434604	-0.9660886387235524	0	1	0	0	1
GSM6591279	0.15810022098454002	-1.4809268567451774	-0.4641020718945824	-0.6066649845096963	-0.752806380439965	-0.41199935426803413	0	0	0	0	0
GSM6591280	0.24956346788691752	0.43460792218000455	0.18139324391697112	-0.5938466337570504	-0.6032260265357748	-0.3213024849790886	0	0	0	0	0
GSM6591281	0.036841888248096144	0.4325988156679176	0.5220970820646208	-0.6116277562225618	-0.24595385519467072	-0.40911172859348377	0	0	0	0	0
GSM6591282	0.3813485105962547	0.0758159141186171	-0.2036888663546669	-0.1542446320991111	-0.4028605168185569	0.05576985276452534	0	0	0	0	1
GSM6591283	0.4138884674520225	0.4889569759025038	0.27133175733901915	0.9323973817579049	1.2369519091378784	-1.0849013742119267	0	1	0	0	1
GSM6591284	0.38561334847547796	0.18871767917976423	0.19346041538258016	-0.7655550517251758	-0.6023264860906125	-0.26985366744218353	0	0	0	0	1
GSM6591285	-0.9890427363378593	-1.0913835780873093	-0.6132716619240552	-0.4858298533729475	-0.2660801100641319	0.24790813647789472	0	0	0	0	0
GSM6591286	-0.5139747356215016	0.6298636173622045	-0.18782287703436207	-0.6092782234598512	-0.6777382482359493	-0.3955983207796192	0	0	0	0	0
GSM6591287	-0.3543761299443519	-1.0875242133876037	-1.0286971892749948	-0.8660470133244861	-1.1015593547887785	-0.32756990971904826	0	0	0	0	0
GSM6591288	-0.9512220023221494	0.07595492203688825	0.09572744823934771	-0.3841292501011426	-0.157880762948259	0.35483535161487373	0	0	0	0	0
GSM6591289	-0.6194130689404461	0.22020378091999476	0.13326290246404782	-0.473533780927657	-0.18598303177503958	-0.1298378374087106	0	0	0	0	0
GSM6591290	-0.35505052168346835	0.3774682031414189	0.530579421188084	-0.6890539032834441	-0.5296365313618018	-0.5955585587141329	0	0	0	0	0
GSM6591291	-0.4077611815525032	-1.291890542929393	-0.914980471863628	-0.4537344022771985	-0.8007434379632614	-0.2204457216327335	0	0	0	0	0
GSM6591292	-0.7027343247788045	-0.05929311590321179	-0.6427826017378622	-0.2755429613515879	-0.32706663545649306	-0.2639292811187526	0	0	0	0	0
GSM6591293	-0.5005348877619263	0.29866930302035344	0.27045146399158004	-1.0377420902100092	-0.876027593044241	-0.4697129314194629	0	0	0	0	0
GSM6591294	0.4447555024273923	1.1962310210689637	0.6287254702133822	0.223247006900585	0.48925550684222957	-0.3227354299913797	0	1	0	0	1
GSM6591295	-0.021606383425652506	0.5356042555887538	0.7616223455963441	-0.42594652700543145	-0.25749759470124217	-0.6542083728824959	0	0	0	0	0
GSM6591296	1.049018455821938	1.3500193370100924	1.5947879124646052	0.4179578594372068	0.4798497153003532	-0.5066562741956335	1	1	0	1	1
GSM6591297	-0.13991572438457195	0.6378779452093253	1.6237428062208226	-0.8057182998391612	-0.5729662924346409	-0.9305818253871506	0	0	0	0	0
GSM6591298	0.7099497683395048	0.3638915711923155	0.044095106316607895	0.8557107610044891	0.16773589328771055	-0.7277119953714728	1	1	0	0	1
