gene	n_DM1	n_DM2	mean_β_DM1	mean_β_DM2	Δβ	cohens_d	mw_p
TG	138	358	0.5113521739130436	0.6552093575418994	-0.1438571836288558	-0.9505482644899215	4.3768920676799255e-17
TPO	138	358	0.47753550724637683	0.8757358938547487	-0.39820038660837187	-2.7343358314940143	7.410728101956778e-48
TSHR	138	358	0.09104855072463768	0.15486983240223465	-0.06382128167759697	-0.6744367661248541	1.8136227293220808e-18
PAX8	138	358	0.05144420289855072	0.07090139664804469	-0.01945719374949397	-0.4730652665301348	2.9193314058481863e-10
FOXE1	138	358	0.0661927536231884	0.08560097765363128	-0.019408224030442886	-0.419524371582632	1.6237034956035608e-08
NKX2-1	138	358	0.034083333333333334	0.050104608938547485	-0.01602127560521415	-0.2207326270532769	3.6718994867225597e-06
DIO1	138	358	0.3923572463768116	0.5347076815642459	-0.1423504351874343	-0.6829902909734511	1.3649940977786665e-11
SLC5A5	138	358	0.585258695652174	0.5780388268156424	0.007219868836531584	0.06515641047962958	0.4523397707452458
