sample	group	IGHV_total	IGHV_entropy	IGHV_clonality	IGHV_top1_pct	IGHV_top3_pct	IGKV_total	IGKV_entropy	IGKV_clonality	IGKV_top1_pct	IGKV_top3_pct	IGLV_total	IGLV_entropy	IGLV_clonality	IGLV_top1_pct	IGLV_top3_pct	fam_IGHV3	fam_IGHV4	fam_IGHV5	fam_IGHV1	fam_IGHV2	fam_IGHV6	fam_IGHV7	fam_IGHV8	fam_IGHVI
NG_10	PTC	18.744273	3.050119954555895	0.13505158271135786	14.263177878384505	32.70755286161272	45.676827	2.926468458030079	0.1555996936564067	12.381845175016206	31.254084264653496	12.928802	2.6442748363108537	0.16795782026720796	15.827661371873432	39.761719608669075	0.49133823435030005	0.1760533470676617	0.15690931304724384	0.11672759994479383	0.03765262061644109	0.011924602250511398	0.009394282723048262	0.0	0.0
NG_11	PTC	53.693484	3.114049594755417	0.15582777006102866	12.806097663545172	32.24511748948904	96.820406	2.880769836892839	0.18307563370696311	18.01807461951771	41.72684939990853	64.876086	2.742101681079727	0.1680104954939462	16.21800982260243	40.037324384828025	0.5696023189703987	0.21680384904805206	0.032726540896470785	0.09672423193846016	0.03671093498049037	0.013851475907206914	0.033580648258920945	0.0	0.0
NG_12	PTC	1.685781	2.5544286836366896	0.056727721444378876	18.397288853059802	38.19066652192663	2.456546	2.56653297672782	0.12834567301700506	16.26238629360085	45.80638831920917	1.63625	2.0775285638438015	0.09774080872624946	21.815920550038197	59.97952635599694	0.37396731841205944	0.3075268970287363	0.0	0.19477559659291452	0.0276079751758977	0.0428964379121606	0.05322577487823152	0.0	0.0
NG_16	PTC	2.175614	2.014753698247082	0.18920346628756823	36.05612024927216	61.672888664992975	5.573855	2.3498633220295195	0.21559635259336574	22.77840022749067	59.43800116795288	1.5208449999999998	2.2099240743404582	0.13841414922610318	24.21929913962304	58.248210698657665	0.8093581857811174	0.12343595876842126	0.0	0.06720585545046134	0.0	0.0	0.0	0.0	0.0
NG_18	PTC	307.292918	3.0615713839640715	0.22133592128734947	13.954391230064079	38.186166399057726	469.98749799999996	2.7188586386103495	0.25786464068847437	18.412468707837842	44.85410248082812	243.580235	2.7004912624557926	0.23419875999498474	16.754720677562364	41.47776316908471	0.5512314442599682	0.10965064609787073	0.10561706469265265	0.1561949859189401	0.05667290711854286	0.007121029714065849	0.0132878102970144	0.0	0.00022411190094527336
NG_21	PTC	56.631511	3.223522500895775	0.13755820334482372	8.746739955428701	24.537632414575693	91.099833	3.109032914326457	0.15136328670462496	12.002244833972417	30.595338193430056	68.178688	3.0685134458881493	0.09781376922365626	8.250560644405477	23.511810611550636	0.5713481492662275	0.17731792464446167	0.08285514402043767	0.0812855938101316	0.03246374619953192	0.030341023392436064	0.024388418666773704	0.0	0.0
NG_22	PTC	37.822708000000006	3.0977359127443136	0.14840892374152836	8.414045868952586	24.906278524530816	72.581838	2.8645648463846083	0.2006279593938044	13.00804479489759	36.74078217749184	34.672734000000005	2.4405214135375513	0.2418093936141571	22.18212731652485	54.8755168830932	0.4564246959789341	0.1374160200269108	0.04799804392641584	0.24541846659948297	0.05822325043463306	0.036711411567886675	0.017808111465736402	0.0	0.0
NG_32	PTC	42.757424	2.8846910077072287	0.2282113449523916	26.09794032493632	44.45340299265924	50.13212	2.945577225457125	0.15756589291581224	11.538141614597588	28.91533212638923	13.824685000000002	2.8239843553489172	0.12267993268595645	11.621552317466906	32.93465276062347	0.600273767661962	0.20176264594424584	0.02216529695521414	0.130654035659398	0.012169465588011102	0.00569992242750639	0.027274865763662472	0.0	0.0
NG_35	PTC	233.707065	3.201619958615451	0.2010597046400272	14.983230823595342	33.4516297143178	485.52147999999994	2.839726890266451	0.25829384468586936	23.205136876745396	46.522730364061346	326.07027000000005	2.7681552462166383	0.21501070951389822	15.301586679460227	38.9112380592073	0.48135350123026865	0.27092174128325985	0.04007785130500868	0.13915978962809702	0.05447123303696445	0.006382190457100644	0.006619906847916643	0.0	0.0010137862113838963
TH_1	PTC_HT	5564.810729999999	3.2145174918320905	0.25997663807410576	12.662160101894429	30.216287643623062	7647.9492230000005	2.8825499844840885	0.2739702653487909	18.103484314935024	38.59111598340694	3438.9873719999996	2.925521500248037	0.2221840342816822	16.753885335290498	35.085264599221105	0.5689929765140457	0.22718754892855095	0.027045761356918614	0.14959970812879744	0.021888693598030067	0.004459535140380238	0.0005690707471734624	0.0	0.00025670558610355477
