link_type	raw_link	resolved_path	exists	file_size	notes
img_src	assets/p1_onepage_audit/fig11_narrative_storyline.png	project/manuscript_v8/assets/p1_onepage_audit/fig11_narrative_storyline.png	true	125872	ok
img_src	assets/p1_onepage_audit/fig01_clinical_workflow_current_vs_future.png	project/manuscript_v8/assets/p1_onepage_audit/fig01_clinical_workflow_current_vs_future.png	true	121172	ok
img_src	assets/p1_onepage_audit/fig14_clinical_timeline.png	project/manuscript_v8/assets/p1_onepage_audit/fig14_clinical_timeline.png	true	100454	ok
img_src	assets/p1_onepage_audit/fig02_dataset_suitability_matrix.png	project/manuscript_v8/assets/p1_onepage_audit/fig02_dataset_suitability_matrix.png	true	229329	ok
img_src	assets/p1_onepage_audit/fig03_gene_set_hierarchy.png	project/manuscript_v8/assets/p1_onepage_audit/fig03_gene_set_hierarchy.png	true	179004	ok
img_src	assets/p1_onepage_audit/fig12_rai_biology_pathway.png	project/manuscript_v8/assets/p1_onepage_audit/fig12_rai_biology_pathway.png	true	232528	ok
img_src	assets/p1_onepage_audit/fig16_two_layer_architecture.png	project/manuscript_v8/assets/p1_onepage_audit/fig16_two_layer_architecture.png	true	142190	ok
img_src	assets/p1_onepage_audit/fig04_main_evidence_chain.png	project/manuscript_v8/assets/p1_onepage_audit/fig04_main_evidence_chain.png	true	116505	ok
img_src	assets/p1_onepage_audit/fig18_main_figures_meaning.png	project/manuscript_v8/assets/p1_onepage_audit/fig18_main_figures_meaning.png	true	209124	ok
img_src	../results/p_external_expression_validation/external_dm1_nonoverlap_scatter_grid.png	project/results/p_external_expression_validation/external_dm1_nonoverlap_scatter_grid.png	true	215692	ok
img_src	assets/p1_onepage_audit/deepdive_loo_combined.png	project/manuscript_v8/assets/p1_onepage_audit/deepdive_loo_combined.png	true	101598	ok
img_src	../results/p_external_expression_validation/external_direction_consistency_forest.png	project/results/p_external_expression_validation/external_direction_consistency_forest.png	true	471900	ok
img_src	../results/p_external_expression_validation/external_rai_lineage_boxplots.png	project/results/p_external_expression_validation/external_rai_lineage_boxplots.png	true	297441	ok
img_src	../results/dm1_subcluster_diagnosis_2026_05_07/FINAL_dm_survival_pfi_fix.png	project/results/dm1_subcluster_diagnosis_2026_05_07/FINAL_dm_survival_pfi_fix.png	true	190492	ok
img_src	assets/p1_onepage_audit/deepdive_dm1_subAB_histogram.png	project/manuscript_v8/assets/p1_onepage_audit/deepdive_dm1_subAB_histogram.png	true	69774	ok
img_src	assets/p1_onepage_audit/fig15_korean_cohort_applicability.png	project/manuscript_v8/assets/p1_onepage_audit/fig15_korean_cohort_applicability.png	true	111900	ok
img_src	assets/p1_onepage_audit/fig13_mechanism_cascade.png	project/manuscript_v8/assets/p1_onepage_audit/fig13_mechanism_cascade.png	true	134427	ok
img_src	assets/p1_onepage_audit/fig_panel_combos.png	project/manuscript_v8/assets/p1_onepage_audit/fig_panel_combos.png	true	192166	ok
img_src	assets/p1_onepage_audit/fig08_claim_boundary_board.png	project/manuscript_v8/assets/p1_onepage_audit/fig08_claim_boundary_board.png	true	142028	ok
img_src	assets/p1_onepage_audit/fig09_reviewer_risk_heatmap.png	project/manuscript_v8/assets/p1_onepage_audit/fig09_reviewer_risk_heatmap.png	true	146535	ok
img_src	assets/p1_onepage_audit/fig17_future_validation_board.png	project/manuscript_v8/assets/p1_onepage_audit/fig17_future_validation_board.png	true	159625	ok
anchor_href	assets/p1_onepage_audit/fig12_thyroid_pathway.pptx	project/manuscript_v8/assets/p1_onepage_audit/fig12_thyroid_pathway.pptx	true	31155	ok
anchor_href	assets/p1_onepage_audit/deepdive_rai8_leave_one_out.tsv	project/manuscript_v8/assets/p1_onepage_audit/deepdive_rai8_leave_one_out.tsv	true	295	ok
anchor_href	assets/p1_onepage_audit/deepdive_nonoverlap8_leave_one_out.tsv	project/manuscript_v8/assets/p1_onepage_audit/deepdive_nonoverlap8_leave_one_out.tsv	true	294	ok
anchor_href	assets/p1_onepage_audit/deepdive_dm1_subAB_redivered.tsv	project/manuscript_v8/assets/p1_onepage_audit/deepdive_dm1_subAB_redivered.tsv	true	4643	ok
anchor_href	assets/p1_onepage_audit/deepdive_dm1_subAB_phenotype.tsv	project/manuscript_v8/assets/p1_onepage_audit/deepdive_dm1_subAB_phenotype.tsv	true	183	ok
