dropped	pooled_r	ci_lo	ci_hi
GSE241184	0.8780104994888736	0.8761330779769287	0.8798612875333894
GSE193581 PTC	0.8976673388483973	0.8959830729536963	0.8993257808326666
GSE193581 PTC+ATC	0.8744835789252997	0.8723121910139858	0.8766204746902191
GSE184362	0.8733444143416739	0.8709577165813902	0.8756899019576564
GSE184362 multi-site	0.8675951876902364	0.8653527711955421	0.8698028655620638
