gene	coef_FVPTCup	abs_coef
TPO	0.6825318518969764	0.6825318518969764
DIO1	0.5091719750461967	0.5091719750461967
TG	0.3921801608060995	0.3921801608060995
TSHR	-0.3872502816222082	0.3872502816222082
SLC5A5	-0.3531456329819473	0.3531456329819473
FOXE1	-0.22074789645239973	0.22074789645239973
PAX8	0.12401668955358174	0.12401668955358174
NKX2-1	-0.031229669765871187	0.031229669765871187
