gene	mean_DM1	mean_DM2	log2FC_DM2vDM1	t	p	q_BH
C16orf78	0.022162013786002938	0.01459119150835786	-0.007570822277645078	1.5849862780186776	0.11533207531884568	0.23292580702107898
AC137936.2	0.24183788348955143	0.28463085916986425	0.04279297568031282	-1.589995981297481	0.11533381808464137	0.23292580702107898
BNC2-AS1	0.6773655435316029	0.5069444414854234	-0.17042110204617955	1.5882209412053536	0.11534322764870392	0.23293568888535734
AL135841.1	0.06446356625644045	0.08588355949565941	0.021419993239218962	-1.5868627846946182	0.11539071937727312	0.23302247390906
RPS26	6.781037955897115	7.0005542658345385	0.21951630993742377	-1.5853071087494457	0.11541652173637361	0.23306545387751498
PCDHGA1	0.7737359871882262	0.9076086370987236	0.1338726499104974	-1.5878746120891414	0.11543945014435321	0.23309955378642333
CA1	0.15685709223046673	0.1304582142116192	-0.02639887801884752	1.5871315022872696	0.11544244779952738	0.23309955378642333
AL671883.3	0.021754392582434265	0.013247003743157817	-0.008507388839276448	1.585347430512329	0.11548824519119309	0.23318289776027062
TUBG1	4.578229463461367	4.685522073104146	0.1072926096427782	-1.5870252465013972	0.11549982934693481	0.23319238777223422
AC123595.2	0.7607394474367918	0.8921592182492778	0.13141977081248601	-1.5875529649349311	0.11550198832050497	0.23319238777223422
FOXCUT	0.18672500626378558	0.34505161804945117	0.1583266117856656	-1.5928362586691083	0.11552857824953776	0.2332369409943498
LINC01700	0.014769402963183438	0.007833109875303602	-0.006936293087879837	1.5844616254323336	0.11554584205369117	0.2332608754070481
PSMC2	6.389224407968345	6.483194121996205	0.09396971402786036	-1.5849104812151475	0.11554947928993806	0.2332608754070481
TBC1D3P7	0.002270661886138722	0.0	-0.002270661886138722	1.590847247858235	0.11558812031652059	0.23332974743450755
HTRA1	6.616047143264411	6.4244627989757115	-0.19158434428869953	1.5857239995260037	0.11563452602137177	0.23341428747656467
LINC01206	0.07272292252630841	0.019320339166353423	-0.053402583359954986	1.589771841243843	0.11564485416777	0.23342599932873742
AC079926.1	0.010734980764499635	0.0069063898052477285	-0.003828590959251907	1.584297298265835	0.11568305003423875	0.23349395829938277
AC022306.3	0.23600969635492403	0.28435506625514095	0.04834536990021693	-1.588679614492478	0.11570577919456976	0.2335306952679036
CLK3	5.907867848016229	5.791943004253285	-0.11592484376294454	1.5896114870643583	0.11571158463843886	0.23353327330918236
HINT1	7.5733388711886205	7.6914775620654465	0.11813869087682605	-1.5832927752811499	0.11574402159826376	0.23358959772681884
CIR1P1	0.01429877633015168	0.00927631796171316	-0.00502245836843852	1.5831785147710546	0.1157627240592809	0.2336182004473843
AL031681.1	0.0018962188480451138	0.00037981576902722724	-0.0015164030790178866	1.5855282793983578	0.11579202838527933	0.23366819548234913
LINC00550	0.0028633736812779596	0.0005634120524289072	-0.0022999616288490524	1.5856158823722517	0.11580540839077276	0.23368605259980102
SIAH1	3.575166316567774	3.684075539638759	0.10890922307098494	-1.5850017230503102	0.11584082529369402	0.23374708358138646
BNIP3P30	0.4453147738941985	0.5344918006376937	0.08917702674349526	-1.5872900313237384	0.11584587151162737	0.23374708358138646
ELOBP4	0.0050069505715827625	0.0017633568952574235	-0.003243593676325339	1.5848063115973923	0.11584924968828905	0.23374708358138646
AC006160.1	0.3019211943908762	0.2609909781157882	-0.04093021627508803	1.5828275256484472	0.11585545105683516	0.2337504511699091
DDX56	6.090331405512056	6.213945858673551	0.12361445316149489	-1.5895937207949966	0.11587744813525082	0.23378568673971856
DBF4B	3.2355130975757875	3.07606139930887	-0.1594516982669174	1.5843989403790182	0.11588394155448778	0.23378889241441445
GAS2	1.0508689341401374	1.1279366256572312	0.0770676915170938	-1.5863593293734428	0.11589391324262184	0.23378889241441445
LINC01120	0.0040404419358191866	0.0012967737530466474	-0.002743668182772539	1.58442177050064	0.11589790456426644	0.23378889241441445
RPL19P5	0.1445039819396106	0.17206151706257838	0.027557535122967797	-1.5851382503228661	0.1158981751631893	0.23378889241441445
BVES	1.6657358897839971	1.9220872125104405	0.25635132272644334	-1.5824373275581307	0.1159072361650529	0.23378889241441445
AL024497.1	0.007553523884494716	0.020995002924012615	0.013441479039517899	-1.5934791345701922	0.11590935937809724	0.23378889241441445
CTDSPL	4.805023338657884	4.637602510021153	-0.16742082863673158	1.5836023335737233	0.11591335709654174	0.23378889241441445
DDX55P1	0.021288693645187626	0.030904508128304534	0.009615814483116908	-1.5874261248352042	0.11591982048336807	0.23378889241441445
PYGO2	6.5388362181438575	6.681484624200072	0.14264840605621476	-1.5884283268171835	0.11591983473884915	0.23378889241441445
HIF3A	1.485996519833396	1.7305250653424056	0.2445285455090096	-1.58387373966023	0.11594426630417358	0.23382197135168642
RARRES2P4	0.0168048642618364	0.026992531028834883	0.010187666766998484	-1.5873679409400723	0.11595176972368422	0.23382197135168642
DAB1-AS1	0.002928309688808193	0.006557918540244553	0.0036296088514363605	-1.5898865920241048	0.11596030711630512	0.23382197135168642
EBNA1BP2	5.676835673742937	5.7659514177109745	0.0891157439680379	-1.5822046943351118	0.11596898808071314	0.23382197135168642
AC104805.1	0.03215597711387562	0.046438488228620435	0.014282511114744816	-1.5852019549585852	0.11596933222301563	0.23382197135168642
FUT1	3.0872899736548525	3.258219454290163	0.17092948063531033	-1.5882495929842542	0.11596987716837319	0.23382197135168642
OR8B12	0.0036839198439344778	0.001255440371799178	-0.0024284794721352995	1.582375165696819	0.11597073856919626	0.23382197135168642
MGAT4C	5.651306805811465	5.190408487215407	-0.46089831859605734	1.5868688437347218	0.11597250605297511	0.23382197135168642
RN7SKP57	0.001167958337031705	0.004018928861324937	0.0028509705242932325	-1.59252334227056	0.11599444933167537	0.23385707086633928
UROC1	0.03365993225782146	0.021112708016157947	-0.012547224241663515	1.582030225065751	0.11600756398466847	0.23387436889005125
NDUFA5P10	0.002133378723902505	0.00043637725277160546	-0.0016970014711308993	1.5843473583349827	0.11602150848478984	0.2338933384901908
AC009268.1	0.012895838934928332	0.008187202187298933	-0.0047086367476294	1.5821805227486943	0.11603048255284536	0.23390228686602746
PRXL2AP2	0.041775184712658675	0.03015466315431646	-0.011620521558342214	1.5818323236018654	0.11604533847846824	0.23392309113498225
MIR570	0.35407385818100395	0.417640666558155	0.06356680837715106	-1.5865648348680932	0.11606142166997443	0.2339463675919355
RPL19P14	0.006038914412153308	0.003100218467816389	-0.0029386959443369193	1.581739291147258	0.11607630878359283	0.23396723137550385
H1-10	5.683439590891766	5.862673288473206	0.1792336975814406	-1.5862702191035496	0.11609942016211315	0.2339964372405791
RPL36AP36	0.013432586556675612	0.008623294948458921	-0.004809291608216691	1.581783686508668	0.11609987265965756	0.2339964372405791
AP003357.1	0.002669178461720656	0.0007932232142413492	-0.001875955247479307	1.582856426144008	0.11612837424518853	0.23404473518254604
IQCD	2.3276254870754634	2.207223601993856	-0.12040188508160732	1.583493043946295	0.11614875560596588	0.23406991176836256
CYHR1	5.771399873851665	5.665979571510054	-0.10542030234161182	1.5844623040437962	0.11614994342063703	0.23406991176836256
RN7SKP224	0.0017563736270144593	0.0	-0.0017563736270144593	1.588291371204324	0.11616513190895504	0.23409137315173864
HMCN2	2.1301932163764308	2.531482819765885	0.4012896033894542	-1.5898164794395184	0.11620388002271145	0.23416030742718294
AL022163.1	0.002503086041198231	0.0006742834095222328	-0.001828802631675998	1.5834034610066299	0.11622260267561191	0.23418668799049944
IGLVIV-64	0.003664196619737068	0.000903335382894069	-0.002760861236842999	1.5841654848076234	0.11622605316253971	0.23418668799049944
AL133353.1	0.0017631657389342368	0.0038707936463473914	0.0021076279074131545	-1.585178470365751	0.11624570784000686	0.23421714013909886
Z84468.2	0.0029417788122599628	0.0007304923265040945	-0.0022112864857558685	1.584026323122514	0.11625053231317672	0.2342177105054995
OR5C1	0.008524275731811002	0.004197794908796957	-0.004326480823014045	1.5812526368722806	0.11626096158723448	0.23422957275284312
SOCS2P2	0.0011058597585059888	0.0	-0.0011058597585059888	1.5876802936421643	0.11630342905916174	0.23430453813924335
SNX18P13	0.055434256442731	0.035680255804507774	-0.019754000638223225	1.5809073003934506	0.11630725716257743	0.23430453813924335
AC233263.2	0.0023200593944856223	0.00045131568661979096	-0.0018687437078658315	1.583402242788279	0.1163321272914714	0.2343454860139968
RPL28P2	0.11353980853214042	0.09194024153245077	-0.02159956699968965	1.582122568580265	0.11633851389069691	0.23434919796112966
NKX2-5	0.03103422898496039	0.012279443140428366	-0.018754785844532024	1.5818321934417319	0.11634343789531618	0.23434996352183393
AC027237.2	0.12038840022831258	0.09618551643240747	-0.024202883795905114	1.582322988016555	0.11640239667046869	0.23445956672066987
PSG7	0.019679673543293516	0.0034680992353898284	-0.016211574307903688	1.5861819437879903	0.11640757691316846	0.2344608440099879
DMTF1	5.851528780701433	5.644561760763185	-0.20696701993824806	1.5825750307352484	0.11641920511887766	0.23446829032044453
CCAT2	0.03731331795044882	0.023276201054871732	-0.01403711689557709	1.5846627642132427	0.11642036643514064	0.23446829032044453
AP001999.2	0.012668723584964552	0.07555235130874123	0.06288362772377667	-1.594685309640595	0.1164517088662392	0.2345222551863572
AC093849.1	0.02949708974238582	0.04260045452933006	0.013103364786944242	-1.5858356873195036	0.11649000638392978	0.23459022214934772
AC011195.1	0.0026254489516037505	0.0008814463221266745	-0.001744002629477076	1.580074518334315	0.11652642356163567	0.23465439728116036
LINC01699	0.004218829385500724	0.00154673155686526	-0.0026720978286354636	1.5799369836761945	0.11653205763251707	0.23465658052238933
RPL7L1P11	0.0037172801254365517	0.00949002642147108	0.005772746296034529	-1.5897216849096962	0.11655989496428365	0.23470347178729417
AL121988.1	0.005008516399239194	0.010467649739942598	0.0054591333407034036	-1.587953635079137	0.116569184516521	0.2347130132839484
PHKG1	0.8093500694895379	0.7292122658758474	-0.0801378036136905	1.5819218887512076	0.11660688895284137	0.23477976540518605
AC034195.1	0.03831656815831009	0.06261545122426149	0.024298883065951397	-1.5881683957121722	0.11661476742615032	0.23478646218130372
MTATP6P4	0.0005839077401104147	0.0024859608416746034	0.0019020531015641888	-1.5891392175356986	0.11663176323098644	0.23480411466824166
GPR158-AS1	0.008299755244430038	0.0031265556324445035	-0.005173199611985534	1.5793997594433486	0.11663264066333841	0.23480411466824166
ABHD15	4.229121828258111	4.376227044521923	0.147105216263812	-1.582754994466695	0.11663986554569421	0.23480949395579973
MIR548B	0.0043330941956638315	0.0016050404204989257	-0.0027280537751649056	1.5793413960708202	0.11664526436001171	0.23481119688146931
AL133395.1	0.005138922923619366	0.0022978691612252004	-0.0028410537623941652	1.5793385841406833	0.11666409120193444	0.23483992973141432
AC135507.1	0.17772216193465756	0.22291122012937417	0.04518905819471661	-1.5829691864569282	0.11668664884586387	0.234876169993622
LINC02732	0.07495480265858341	0.04693570852935534	-0.028019094129228074	1.582704079746607	0.11669894071475229	0.23489174446484154
MTCO2P20	0.006052044745237051	0.002042953824482933	-0.004009090920754119	1.5820705591722484	0.11676835113182348	0.2350222815045529
ANKRD20A1	0.07637309801269584	0.10012125463900445	0.02374815662630861	-1.5827624205699065	0.11680978088451849	0.23509649324246462
LINC01198	0.007585066216327435	0.004217019141661688	-0.0033680470746657466	1.578511333316446	0.11683121963404826	0.23512814367367754
RHOXF2B	0.00028886493182500984	0.003467981125801267	0.0031791161939762574	-1.5926391113730956	0.11683904893236699	0.23512814367367754
PCDHGB7	2.8964620500683114	2.6225052419130783	-0.27395680815523304	1.5790837996925262	0.11683926830896796	0.23512814367367754
RNU6-476P	0.03814390520200633	0.02942892869603998	-0.008714976505966348	1.5784284434058282	0.11684374285905072	0.23512814367367754
AC090820.1	0.004207268948705765	0.0013667033737294546	-0.0028405655749763102	1.578322350843559	0.11688283163532082	0.23519752106104766
AP003472.1	0.031774027005911816	0.014901700628493744	-0.016872326377418072	1.5800352917562095	0.11688733978973344	0.23519752106104766
TDGP1	0.013949807071005212	0.009077441897053128	-0.004872365173952084	1.5782337723940503	0.11689331404726867	0.23520036589707533
MIR1322	0.0002574468473677136	0.002017552253255089	0.0017601054058873754	-1.5907163081344227	0.11690950396668227	0.23522064756282088
AC012618.1	0.20522007549916718	0.16177670687158444	-0.043443368627582746	1.5799466115944187	0.11691251560137571	0.23522064756282088
AC099845.1	0.011025538683323333	0.02288989940306596	0.011864360719742627	-1.5887363887993566	0.11692773774573341	0.2352420966061422
AP001266.2	0.12945619180197607	0.10147693793774014	-0.02797925386423593	1.5782606547172287	0.11693469485096088	0.2352469165331353
RPS3AP1	0.002565186267320314	0.0008633110923934181	-0.001701875174926896	1.578227537374819	0.1169474464995024	0.2352633929775456
CFAP54	1.271481298594805	1.4744416421203081	0.20296034352550318	-1.583701386086593	0.11696252858154849	0.23528455609114524
TRAV7	0.0014970278191637825	0.0	-0.0014970278191637825	1.5847125829779953	0.11697694727367022	0.23530438311526458
AC009075.1	0.008535794711142242	0.004416950222884968	-0.004118844488257274	1.5780217322229912	0.11698575066059853	0.23531291359476245
AC010973.2	0.19551551535602557	0.15841668341459814	-0.037098831941427435	1.5788699225432903	0.11700914693815771	0.23535079537414866
RNU6-7	0.010232267273996083	0.017521252511437962	0.00728898523744188	-1.5847048703232243	0.11703013940578424	0.2353838393929458
OXGR1	0.2141876929472919	0.1571084365931295	-0.05707925635416239	1.5784047918971293	0.11703514072072972	0.23538471893034804
GMCL2	0.009476291210966286	0.01493969568128763	0.005463404470321344	-1.578861898699768	0.11705038321823312	0.23540619498117124
ADAD1P2	0.004328726710946813	0.0016973262422097163	-0.0026314004687370968	1.5783228256785995	0.11705522585387788	0.23540675446238635
AC048383.1	0.007205128703721453	0.0029904579939817543	-0.0042146707097396995	1.5777062568561173	0.11706261449124639	0.2354124338989137
CHMP1AP1	0.0037246493325559043	0.009898109932387171	0.006173460599831267	-1.5883973420400428	0.11709145469865125	0.23546125022919792
AL591543.1	0.017416170678130796	0.033166305861644	0.015750135183513203	-1.589133826638607	0.11713439801178469	0.2355384218285942
PHKG1P1	0.001980296174722821	0.0	-0.001980296174722821	1.5839621525450984	0.11714774986318133	0.2355560860635391
MAP3K2	6.116844761467719	6.2450305052677155	0.12818574379999692	-1.577360739468359	0.11715860432787419	0.23556559657049006
H4C6	0.012835211792203151	0.007513882292141506	-0.005321329500061645	1.577045667542892	0.11716161472117037	0.23556559657049006
TRAJ37	0.0021694234783940923	0.00044319950394523637	-0.001726223974448856	1.5791166245435395	0.11722420485767847	0.23568225250779315
CYCSP44	0.002092313083609183	0.0048247318332124214	0.0027324187496032383	-1.5812451264551601	0.11725860693720744	0.23571765028298566
ABHD14A	4.121813839679602	4.3388248913918455	0.21701105171224366	-1.577550694611502	0.11726439689252577	0.23571765028298566
AC004491.1	0.025113981995500332	0.01590019117499855	-0.00921379082050178	1.5765985006746215	0.11726499709308866	0.23571765028298566
AP001574.1	0.019528005076387325	0.052206977522497894	0.032678972446110566	-1.5904488029180006	0.11726664407692408	0.23571765028298566
AL138689.1	0.12503804177753558	0.09436806889840946	-0.030669972879126123	1.5765254902488306	0.11726902928841501	0.23571765028298566
ARAP2	5.7019027624645044	5.50317090994626	-0.19873185251824488	1.580137388423646	0.11726923393494486	0.23571765028298566
CRTC1P1	0.006644546996651132	0.003348765675513907	-0.0032957813211372247	1.5774084272554145	0.11729399532622291	0.23575099121063592
AC018695.5	0.003975848542396624	0.0010304653062446036	-0.00294538323615202	1.578725995165373	0.11729496324630469	0.23575099121063592
AC016542.2	0.006629324885860686	0.0037217157751945184	-0.0029076091106661674	1.5762760557229252	0.11732116011811985	0.2357923101572999
KPTN	2.0150950680552073	2.1188916673961997	0.10379659934099239	-1.5787626829637897	0.1173246648167028	0.2357923101572999
AL161901.1	0.003989151702582606	0.0007090149912219946	-0.003280136711360611	1.5812762696569742	0.11734115272148268	0.23581625727536717
CHCHD2P1	0.006535846026091399	0.0008114253318995964	-0.005724420694191802	1.5822146690072993	0.11735511348025196	0.23583512401147577
AC123777.1	0.004765803388218986	0.002199257778179087	-0.002566545610039899	1.5761281264833598	0.11736499745983178	0.23584579696058308
AL445670.1	0.028025173499985012	0.04371849945752423	0.015693325957539216	-1.5826633106554733	0.11737564098229751	0.23585164812487
AC092894.1	0.04996558630144733	0.1443111392043418	0.09434555290289447	-1.5861168519689182	0.11737705534612476	0.23585164812487
RPL7P19	0.08497493926803391	0.06464964708589742	-0.020325292182136495	1.5764796050060594	0.11740085243069655	0.23589027439850177
AL591069.1	0.020552255171586712	0.012104415487530296	-0.008447839684056416	1.5758506071695835	0.1174204398712617	0.23592043967121631
SLC30A7	5.332500150228711	5.226302608715314	-0.10619754151339666	1.5758002090610919	0.1174345924761207	0.23593968337995516
AL161431.1	0.05101444350247	0.02583247286113393	-0.025181970641336072	1.5760905354103942	0.11746830113825048	0.23599821444058003
RPL7AP52	0.0017373480121534123	0.0004438240657195654	-0.0012935239464338469	1.5760846113651004	0.11748390674774281	0.23602037264755715
KIF26A	2.395833678212168	2.614703230975292	0.21886955276312392	-1.5768804780063095	0.1175097617062762	0.23606311885013395
RPL15P5	0.14776482340616012	0.1274327662698289	-0.02033205713633121	1.5769666281026298	0.117520369299999	0.2360752327754985
AC040160.2	0.2786953598591019	0.23350201537952128	-0.045193344479580594	1.575537058308485	0.11753164993787178	0.23608869771746055
LINC01440	0.0028957959854474706	0.000957107742889209	-0.0019386882425582617	1.5756785256474517	0.11755093552840831	0.23609559343772907
AL355388.2	0.15593243464661866	0.13310054578765673	-0.022831888858961924	1.577543359770712	0.11755096987377493	0.23609559343772907
WDR7-OT1	0.020680246711404688	0.030222241506400162	0.009541994794995474	-1.5787499870361408	0.11755438981330156	0.23609559343772907
TOMM40P3	0.0019125885924825062	0.004571607531005259	0.0026590189385227525	-1.5817864724047728	0.11755593520358669	0.23609559343772907
ATP4B	0.6029180442959234	0.716425051961714	0.11350700766579058	-1.5779816556866364	0.11755797183621365	0.23609559343772907
AC079949.2	0.5891384519810354	0.7368342486582651	0.14769579667722965	-1.5806626995901327	0.11756587099382909	0.23610187228179202
CNBP	8.459657903171369	8.374811197141858	-0.08484670602951105	1.5781038192712895	0.11757025408036961	0.23610187228179202
AC092338.3	0.740429860254809	0.6607818664096319	-0.07964799384517707	1.5768651092034367	0.11757494912095277	0.23610210746268032
KRT18P23	0.05038851087495334	0.039321976502560835	-0.011066534372392509	1.5755957384327919	0.11758728662375204	0.2361176888464954
FAM133A	0.28214819419099424	0.3827863659872866	0.10063817179629236	-1.5783879306929978	0.11762404854949356	0.23618231185094726
TH2LCRR	0.16685365691048915	0.1400380521421085	-0.026815604768380658	1.5761952482681696	0.11766489120202465	0.23625512336888654
RN7SL357P	0.004051945601291545	0.0014738632232419017	-0.002578082378049643	1.5752586593035762	0.11766954316898884	0.23625526606444625
AL133415.1	0.002598052094204378	0.0008933168828812981	-0.0017047352113230797	1.5749393135993364	0.11767472453340176	0.23625647162432506
AC226118.1	0.7194034793571712	0.8499990309952183	0.13059555163804715	-1.5777234203435018	0.11768876886582436	0.23627226891141215
CYRIB	5.472429090677811	5.347276834703537	-0.1251522559742737	1.5747122846112107	0.11769175530953928	0.23627226891141215
AC018638.3	0.0210530405629999	0.029445401649749053	0.008392361086749154	-1.5774183970238118	0.1177141903143451	0.23630810989342704
SNORD11	0.02218634000453364	0.015313352930493112	-0.006872987074040528	1.5757590174898781	0.11774562091292115	0.23636200579803035
EIF3EP2	0.004192577966300274	0.0017525872953362165	-0.0024399906709640573	1.5744850297412731	0.11777408001143046	0.23640272304057378
RNU7-151P	0.011925220712389424	0.017760927833261254	0.005835707120871831	-1.5785936065266104	0.11777507204801843	0.23640272304057378
AL050341.1	0.002120215904534924	0.006481621713127319	0.004361405808592395	-1.583110855667224	0.117821820831281	0.23648735503220417
AC015819.4	0.0009478582598108135	0.004404170973050029	0.0034563127132392155	-1.5862458916242455	0.1178333469136591	0.23650128555903854
AC010359.2	0.47841842438859106	0.5462660633291445	0.06784763894055346	-1.5770241517238097	0.1178380214489711	0.23650146391443497
PCDHB13	2.241687378160065	1.9655967016859097	-0.2760906764741551	1.5783156292640983	0.11785368621676866	0.2365236988459657
RNU6-12P	0.0033400046240137384	0.006978767464662303	0.0036387628406485645	-1.5813252764374672	0.11788305246716396	0.2365667817066305
AC093072.1	0.0018930468828426345	0.0068966811273971475	0.005003634244554513	-1.586186725402252	0.11788432717765548	0.2365667817066305
RFC1	5.812038208563246	5.940742117812634	0.12870390924938757	-1.5743568036501783	0.11790438791516558	0.23659680251088483
RN7SL719P	0.003322771929308677	0.00776316617171077	0.0044403942424020935	-1.5795207030422562	0.11790846197957812	0.23659680251088483
AL603882.1	0.09001970548814349	0.10911329344154659	0.0190935879534031	-1.5785432185224129	0.11794951886243157	0.23666997960592326
PDS5A	6.972225093104425	6.868609562519772	-0.10361553058465311	1.5735367771202333	0.1179563678604076	0.23667451431810854
AC036108.3	0.48210895698656137	0.5456601302524524	0.06355117326589105	-1.5748199176742814	0.11800502389485691	0.23676292948272126
DBR1	3.981936035074787	4.086446484634206	0.1045104495594189	-1.5738427176471768	0.11803126061817891	0.23680635785894183
MIR1256	0.0010990162326462332	0.003359572005021616	0.0022605557723753824	-1.5817882188661356	0.11804001927724528	0.2368147179447095
AC005786.2	0.0014478919515229815	0.007545376454129986	0.006097484502607004	-1.5864675953043226	0.11805119196942006	0.2368279202828252
RNASE1	6.01449486122293	5.7933104779649245	-0.22118438325800582	1.5748239023396138	0.1180948406844443	0.23690157851669102
LINC02388	0.025259109522196108	0.011714801478737094	-0.013544308043459014	1.5756250550045892	0.11809709511893834	0.23690157851669102
TBCCD1	3.42922912255942	3.5601754732837088	0.13094635072428895	-1.5728665853329866	0.11811179120741222	0.23692184355844104
PLCH1-AS1	0.017058603994844896	0.029578453815462792	0.012519849820617896	-1.577725461293052	0.1181392301441822	0.23696766706036299
MARCHF4	0.6439141012871763	0.5072716617694645	-0.13664243951771182	1.573540037818267	0.11814511431956347	0.23697025340944916
AF131216.2	0.006244803088657947	0.003266260036126098	-0.0029785430525318484	1.572506522501142	0.1181913815581542	0.2370538349723981
BZW1-AS1	0.005676316455575966	0.0016247552613112418	-0.004051561194264724	1.5762185668131616	0.11824519566723644	0.2371525460370232
HNRNPCP9	0.012145478924498083	0.005324075174947052	-0.006821403749551032	1.5749629559093143	0.11827369299947768	0.23720047607540293
AL139246.1	0.09741276229793538	0.16222733251258056	0.06481457021464518	-1.5819522851390393	0.11829043599502599	0.23722482972381967
CLEC4E	1.3932156946980694	1.1553742571193335	-0.23784143757873588	1.5724383124558172	0.11832704708428587	0.23727586591191743
LRRC27	4.028395439293928	4.143498660496898	0.11510322120297012	-1.5758645491274301	0.11833013021361381	0.23727586591191743
AP001604.1	0.01217213341144066	0.022066579240768307	0.009894445829327648	-1.5758563431899957	0.1183331200573581	0.23727586591191743
AC148477.9	0.0009178655968999951	0.003806331966757315	0.00288846636985732	-1.5805483954739006	0.11833428756971397	0.23727586591191743
AC073107.2	0.059727056470308605	0.07667311307984374	0.01694605660953514	-1.5757916430338827	0.1183449825104111	0.2372880852185655
VEZF1	6.2031190777389265	6.053015672844221	-0.15010340489470586	1.5734478781307404	0.11835532997280587	0.2372996068894565
C5orf66	0.3486736625997716	0.30109500826097174	-0.047578654338799875	1.5732721278206252	0.1183627115145302	0.23730518129569197
RNU2-28P	0.007860427750593542	0.013657404072358378	0.005796976321764836	-1.5805244514369765	0.11836876203872905	0.2373080868177031
ZC3H14	5.68605708166692	5.8111844541646445	0.1251273724977242	-1.5724281135113567	0.11839295179594114	0.2373473566012543
ERHP2	0.0005823706736961593	0.0023725013119003	0.0017901306382041406	-1.5805416604493523	0.11845245807134341	0.23745742109734774
AC022784.2	0.0762839578500098	0.16853116321931494	0.09224720536930514	-1.579218431321472	0.1184618640103921	0.23746704658239903
ACSM3	1.903233723594083	2.126424137811517	0.2231904142174339	-1.576823914730771	0.118480364207313	0.2374949008367197
FTH1P10	0.15149300328666615	0.11224255999858612	-0.03925044328808003	1.5722161755781199	0.11851463447251413	0.23754741821868802
AL117382.2	0.0017046673340702185	0.00043637725277160546	-0.001268290081298613	1.571623902382198	0.11851577574330208	0.23754741821868802
MSGN1	0.005379483862136384	0.002187957944026618	-0.003191525918109766	1.571499466073654	0.1185277771662288	0.23756224077300964
AC009303.1	0.022476668337772312	0.015461351467285087	-0.007015316870487225	1.571957720123428	0.11854203515030598	0.23758158476826954
AL021707.7	0.2591460485750454	0.21655913477160657	-0.04258691380343885	1.5730987069590132	0.11856938536382834	0.23762716564677405
OOSP4B	0.0036891916717842646	0.0015810930645558869	-0.002108098607228378	1.5710060944933024	0.1185809819526339	0.23764117207014343
WDR70	4.698774195058516	4.6197599041559645	-0.07901429090255174	1.5737235898198225	0.11860416090324315	0.23767838803325544
AC010636.2	0.010745008371723444	0.006332898228560441	-0.004412110143163003	1.5707330351145015	0.11862502204275512	0.23771095647639787
AC034199.2	0.003333346283812825	0.001297595421789333	-0.002035750862023492	1.570747699385805	0.11865868786937044	0.23776918051810206
TUBB8P9	0.005334724420650849	0.010693185464933306	0.005358461044282457	-1.577253252849469	0.11867473548071418	0.23779209789356048
NOL6	5.47895973482762	5.3869514640581135	-0.09200827076950624	1.5714040927046906	0.11868589567593378	0.23780522080771596
AL109653.3	0.008009424338971368	0.004238493994675341	-0.003770930344296027	1.570119086614694	0.1187510160188369	0.23792645585468686
ASB13	3.695529673885704	3.589416696076652	-0.10611297780905238	1.57024319895307	0.11877891782269284	0.23797311427968149
AC127496.2	0.06886233529686839	0.053405058906375834	-0.015457276390492554	1.5705548844778445	0.11878823293053012	0.23798253215084336
AC136628.2	0.003062675508966848	0.0011622277466721998	-0.0019004477622946484	1.5702049527422919	0.1188235526007719	0.23803557418962132
AL359511.3	0.12858382051254952	0.08460846856445203	-0.043975351948097485	1.5708768762335492	0.11882393953371469	0.23803557418962132
SDAD1-AS1	0.020343676220254164	0.012556018195302348	-0.007787658024951816	1.5702943770757927	0.11885204138958838	0.23807638787442084
CPNE6	0.44516966692831367	0.2598279174529332	-0.18534174947538046	1.5700547688501438	0.11885354555789183	0.23807638787442084
CDY2A	0.0005590883864325778	0.002146440431468227	0.001587352045035649	-1.5779332317260335	0.11886258193409556	0.23808524159814526
GREB1L	3.3930576712950598	3.101781779460938	-0.29127589183412184	1.572006832756966	0.11888435068986267	0.23811959697382334
GXYLT1P4	0.013719741997489862	0.022662266746336437	0.008942524748846575	-1.572885815002897	0.11891069265456079	0.2381631092414104
SNORD115-32	0.0	0.0015704657348967219	0.0015704657348967219	-1.5844295633146883	0.11893553133260817	0.23820360735303228
NUBP1	3.5215696261676044	3.6247120729130518	0.10314244674544737	-1.5692756794964777	0.11895235939568218	0.23822782182365712
RPS24P16	0.01129646988305552	0.018475112790291345	0.007178642907235825	-1.5751821238328783	0.11895685995704507	0.23822782182365712
FAM169B	0.021658059953363267	0.032261755755224705	0.010603695801861438	-1.5753521650785005	0.1189666647299034	0.23823820636716772
AC020892.1	0.004239432302505238	0.0015011159837437181	-0.00273831631876152	1.5712756157049912	0.11897240468043636	0.23824045035871969
RPS4XP14	0.2881372373693843	0.24798269951392357	-0.04015453785546072	1.5713068926070204	0.11899062705672446	0.23826768907530313
BX284613.2	0.08941347516491255	0.05884419433197958	-0.03056928083293297	1.5697057334415525	0.11903216794771568	0.238341617025876
AL359547.1	0.00350316960742742	0.0014339206553064582	-0.002069248952120962	1.568775973785252	0.11906098942838474	0.23839007177496366
RPS6P3	0.007771633254894248	0.0042776700516871215	-0.0034939632032071266	1.5686588090701115	0.1190859279160678	0.2384307483343018
GMPS	5.660667121843475	5.765039836460152	0.10437271461667663	-1.5685736141095288	0.1191069206484876	0.23845470119864204
MAST4	5.3629738197737895	5.213212179742427	-0.14976164003136283	1.5698828600145007	0.11910713843367235	0.23845470119864204
