	score_8gene	score_fvptc_like	score_cptc_like	score_dicer1_axis	score_eif1ax_axis
score_8gene	1.0	0.905465498876638	-0.4054477497103619	0.010082860734631873	-0.0398690519498386
score_fvptc_like	0.905465498876638	1.0	-0.4453502394097829	0.00987615286780726	-0.050419105691850624
score_cptc_like	-0.4054477497103619	-0.4453502394097829	1.0	-0.00021702844485072507	-0.04148936349775042
score_dicer1_axis	0.010082860734631873	0.00987615286780726	-0.00021702844485072507	1.0	-0.030136171531253895
score_eif1ax_axis	-0.0398690519498386	-0.050419105691850624	-0.04148936349775042	-0.030136171531253895	1.0
