gene_symbol	DIO1	FOXE1	NKX2-1	PAX8	SLC5A5	TG	TPO	TSHR
DIO1	1.0	0.5475316871538004	-0.0021114345584389758	0.5602694796242426	0.3138967083574698	0.43960298998417047	0.8071213746339665	0.2906112424418556
FOXE1	0.5475316871538004	1.0	0.16498888686480292	0.7007978696381071	0.28881081948869913	0.680156624340394	0.5762082597341263	0.7052088452006632
NKX2-1	-0.0021114345584389758	0.16498888686480292	1.0	0.45299365385545687	0.0036997144192922626	0.25506584162269696	-0.01890374765709203	0.3538643294147125
PAX8	0.5602694796242426	0.7007978696381071	0.45299365385545687	1.0	0.22630163709116732	0.6136172875122792	0.49849279782662603	0.6239016160722052
SLC5A5	0.3138967083574698	0.28881081948869913	0.0036997144192922626	0.22630163709116732	1.0	0.28709548847291483	0.39719933090280124	0.24177677581909837
TG	0.43960298998417047	0.680156624340394	0.25506584162269696	0.6136172875122792	0.28709548847291483	1.0	0.6186282504652134	0.7155386504756123
TPO	0.8071213746339665	0.5762082597341263	-0.01890374765709203	0.49849279782662603	0.39719933090280124	0.6186282504652134	1.0	0.4849841766089503
TSHR	0.2906112424418556	0.7052088452006632	0.3538643294147125	0.6239016160722052	0.24177677581909837	0.7155386504756123	0.4849841766089503	1.0
