sample	group	domain	n_spots	obs_AP_TLS_composite	pred_AP_TLS_composite	obs_HLA_II_AP	pred_HLA_II_AP	obs_B_TLS	pred_B_TLS	obs_CD74_MIF_axis	pred_CD74_MIF_axis	obs_Thyrocyte	pred_Thyrocyte
C1	Control	1	206	1.520232162346058	-0.6555003870024585	1.9782497370828551	-0.42038359020742233	1.0622145876092604	-0.7480423460169318	1.14963999360396	-0.5830643722273544	6.0010458933091275	0.3587371782531177
C1	Control	2	233	1.2406123964522031	-0.48382164312418335	1.2873995711141442	-0.29584862550855884	1.1938252217902618	-0.5608275810825194	0.5656417585291537	-0.36836519912028187	5.59129974891132	0.3548510595450286
C1	Control	3	255	1.6389940718955283	-1.0005050519762468	2.2411392695293624	-1.007969937156279	1.0368488742616941	-0.9209288239712381	1.434699632474465	-0.959486957829605	6.0489893013867695	0.9531994235389591
C1	Control	4	187	2.028340073587277	-0.4266545866362441	2.0918080600042663	-0.2823016299751774	1.9648720871702887	-0.4816558400236602	1.4066511013091247	-0.3023252311302348	5.716405094723788	0.31846095090558635
C1	Control	5	210	1.3155027902283651	-0.9213125320435384	1.7287257020787676	-0.9953565135338165	0.9022798783779622	-0.8075445436770402	0.959666810416038	-0.9602896216971282	6.075832113438039	0.844792571938142
C1	Control	6	211	2.4137914749600644	-0.9135313131060445	2.683984665319423	-0.8585145203606862	2.143598284600706	-0.8781457586509986	1.7852009028165425	-0.983809924372127	4.8712812136067765	0.6003578111381657
C2	Control	1	224	1.5243578076935813	-0.7987074631756576	2.1724698823574498	-0.7623144069552009	0.8762457330297125	-0.7589297399919788	1.580837623569261	-0.9028403097266569	5.751571497737028	0.5823131199140155
C2	Control	2	247	1.3981707328652204	-1.0988867221732828	2.3040328526843084	-1.3831801806631425	0.49230861304613205	-0.8172843117351334	1.677966765747686	-1.183228539208431	6.16962229113102	1.0541640996472652
C2	Control	3	259	1.5365056704993674	-0.8814520497828611	2.348061597973637	-0.8275820069991423	0.7249497430250983	-0.84685381330599	1.6834288672571391	-0.9523952740134836	6.3768042936449	0.7075538363814833
C2	Control	4	235	1.701664139508082	-0.7805300963570337	2.513437235995644	-0.6813433013560315	0.8898910430205206	-0.7848268647631178	1.7504923714740113	-0.8181925373503822	5.965278751660529	0.5808468814303807
C2	Control	5	204	2.408087190655589	-1.4902042115886933	2.9371575750385825	-1.2574060592534269	1.8790168062725963	-1.5278751984131373	2.1698412396573845	-1.4338206785714296	6.161147875018965	0.8041561957367924
C2	Control	6	204	1.2950273060606408	-1.0246989268551951	1.401698964523873	-1.0627733592136357	1.1883556475974086	-0.9161510833154334	0.9618420102154658	-1.108598987637454	5.3683645138100005	0.7562343710111511
C2	Control	7	220	1.5187367893599344	-0.8508884112024248	2.3211912091092763	-0.930229137075361	0.7162823696105931	-0.7283702128289746	1.7706246606609672	-0.9445587631099835	6.168060424179508	0.7396356062601223
C2	Control	8	227	1.8110021765393247	-0.7526505874245095	2.480972780293854	-0.7278385632745581	1.141031572784796	-0.7087325205641031	1.8550316731960097	-0.8661333030255507	6.280957875825508	0.5300489284897248
C2	Control	9	233	1.298885041728064	-1.2004093334334176	2.101084547793539	-1.569014233362806	0.49668553566258883	-0.8534044999536915	1.481183154233802	-1.298855852461346	6.040285022603655	1.2285261741450015
C2	Control	10	237	1.7409796320285043	-0.919027081775316	2.3591361784348264	-0.9332257820845749	1.1228230856221812	-0.835209350492042	1.814407451442344	-0.9283941808213767	6.377356591246111	0.822080303564123
GD1	GD	1	235	3.177068513001042	0.752811963415336	3.4085450762990748	0.6274260501962241	2.9455919497030094	0.7824732425531824	3.837564320020188	0.6283714576772155	6.903432253527352	-0.5262561883646898
GD1	GD	2	202	3.6991181991022057	0.7312092900118344	3.984969506840472	0.5701274348211666	3.4132668913639397	0.7843522805154456	4.046359079163392	0.5750713077558943	6.431464315733842	-0.5509896091942469
GD1	GD	3	264	2.94561428339848	0.8092785359702668	3.2220968648066695	0.6941337674371985	2.6691317019902905	0.8289988018841165	3.744677883317686	0.6930467808993535	6.655279798842066	-0.9707360014848303
GD1	GD	4	230	3.6621546094035704	0.7648545055279249	3.7504444641030017	0.5666484280084537	3.5738647547041382	0.8388421801148644	3.9306963772394443	0.5581684061335355	6.87495837160023	-0.421991738048855
GD1	GD	5	230	2.7848301317457604	0.7436607597561832	3.1927364531831355	0.6273102536489227	2.3769238103083854	0.7683101471172227	3.757257406888881	0.6241693222018283	6.964557848770728	-0.8978786442732715
GD1	GD	6	210	4.534301997820576	0.5721044383261238	4.455515001306748	0.4158442515070718	4.613088994334403	0.6324029226081774	4.3100799895124275	0.4136477671334901	6.443893860973494	-0.3590837817828535
GD1	GD	7	232	3.0972733415918032	0.6006547218960127	3.3560955324775064	0.5629453837237055	2.8384511507061014	0.5857206422341726	3.7424548339190924	0.5691363926391404	6.917850834945728	-0.2057267890240141
GD1	GD	8	250	2.810095153528559	0.8275033090516206	3.1621016986196233	0.6678319098765	2.458088608437496	0.8736351070020871	3.6892909006994232	0.6827954076588223	6.726468414956913	-0.6071937504742375
GD1	GD	9	199	4.276809631068108	0.7582903747562413	4.478810918717703	0.6196395687702231	4.074808343418514	0.7958167635912766	4.1819808708640025	0.6096871565833102	6.37131532502513	-0.8752131535909307
GD1	GD	10	227	3.444780539713507	0.8638207000970709	3.7687254081708477	0.7550008634878327	3.1208356712561653	0.8761477343282996	3.929591650092018	0.7446592470630505	6.18973971166093	-0.980789386112649
GD2	GD	1	245	4.3166571328132095	-0.4530309236098953	4.4523891608004735	-0.3976572521697628	4.180925104825947	-0.4577095490823844	4.0814756301382	-0.538376419234594	5.29724617306184	0.234286456242248
GD2	GD	2	224	4.641016255532596	-0.3004307998558904	4.833850854525826	-0.24048812429791422	4.448181656539364	-0.31711355365319893	4.3349761524256305	-0.4488717521856566	5.09791653312205	0.10264309475958386
GD2	GD	3	221	4.96742002702893	-0.3909638466593081	4.683218102750143	-0.258934733994617	5.251621951307718	-0.4442672860643578	4.140014770210055	-0.5181219261136114	4.959665894349449	0.13064340158400767
GD2	GD	4	173	5.3492308471713566	-0.7570700222481325	5.2111792514728315	-0.7683511610051245	5.4872824428698825	-0.7041747785299045	4.745965677540689	-0.850088766330938	4.776520362886823	0.3777424188679152
GD2	GD	5	213	5.276013769295767	-0.7723034219606695	4.540007134067866	-0.6137196287023283	6.012020404523673	-0.8178159566918669	3.945361334891385	-0.7970578336218576	4.547758360668281	0.48087370876593005
GD2	GD	6	208	4.7566323289794825	-0.5383792255808721	4.676386816296715	-0.40117021761696764	4.8368778416622495	-0.5856968959108513	4.182345419766931	-0.629089202628574	4.605040137415003	0.22738114420580302
GD2	GD	7	274	5.350944128510457	-0.7209847031436396	4.777781361791225	-0.726365438452358	5.924106895229689	-0.6737468594293001	4.051522497991036	-0.7585908203316413	4.55162843561006	0.5026664391611665
GD2	GD	8	180	5.032909652032096	-0.9366306852770054	5.1543149220709426	-0.656836832719398	4.911504381993249	-1.0429792662137605	4.832393591727906	-0.8642563004599986	5.127024246597796	0.3454419707396914
GD2	GD	9	219	5.602556628231186	-0.5660388666560376	5.221325556019105	-0.5169222170591864	5.983787700443268	-0.5601474088239938	4.726843934739988	-0.5343017575814158	4.980731592206803	0.5142176172134744
GD2	GD	10	214	5.024442813751476	-0.5953025979759886	5.0136147988199875	-0.4585694226879801	5.035270828682962	-0.6388609015379095	4.578980072545504	-0.6860709504083632	5.044075572414917	0.2740726885792065
GD3	GD	1	192	4.073551416102127	-1.1949097677499314	3.282095805851856	-1.0654070236775017	4.865007026352398	-1.2141471058816604	2.9687317284208716	-1.1020040124164463	6.330515306611427	0.67971703874596
GD3	GD	2	215	2.2030136027700564	-0.8243206424602482	1.5797243977609077	-0.780252634393814	2.826302807779205	-0.8137466435401812	2.0135141524134155	-0.8543847965186459	6.829516943146558	0.38709187995790406
GD3	GD	3	232	2.5405679166327957	-1.3132770406686989	1.5658741570186903	-1.184360933877185	3.515261676246902	-1.327353991836462	1.7167492468108352	-1.2449445527674194	6.481477115969754	0.7232646171510212
GD3	GD	4	204	2.6305062767297285	-1.2488089798968551	1.844143459692246	-1.0292746348002006	3.4168690937672115	-1.3132587513626874	2.0473885278557544	-1.1091820483708186	6.7367474257358175	0.6609078345740067
GD3	GD	5	196	2.544055488447496	-1.1999408235580145	1.746234554818646	-1.1283827671247586	3.3418764220763464	-1.1884512703924845	1.9603747035573342	-1.1835264410012476	6.590594642068163	0.632851374405074
GD3	GD	6	235	3.3969756731859646	-1.2788640915115908	2.5766096239389733	-1.0917142095722554	4.217341722432956	-1.3250244466812522	2.3110543565274666	-1.1532559885157934	6.279201743141331	0.7080398629174638
GD3	GD	7	219	2.0500567297897856	-1.003937460025862	1.5307706911918746	-0.9365256955771419	2.5693427683876964	-0.9982973475417062	2.077320061971939	-0.9869507818023926	6.770592764299158	0.5263324735157978
GD3	GD	8	212	3.124855960826172	-1.350799000581185	2.248122234119545	-1.2579970669024985	4.001589687532799	-1.3443159828546634	2.2319648862094894	-1.2369551476211025	6.5908989300407175	0.9447729417517652
GD3	GD	9	186	2.539612589387876	-1.3127645996299355	1.6898813790755625	-1.1882679701820489	3.389343799700188	-1.3245347217644672	1.8682969453860456	-1.2792143171701247	6.466052391226611	0.6088438214441971
GD3	GD	10	242	2.8093314940350393	-1.4039769505446984	1.9841900159882495	-1.2360994621438552	3.63447297208183	-1.434858262804073	2.06826403746995	-1.2504420913504852	6.856663064027505	0.9437796189114027
HT1	HT	1	179	5.734582007448506	0.8594445304001467	4.853355512503613	0.7520811455089297	6.615808502393398	0.8626012150068564	4.054597831347338	0.5775944429120765	3.042908490278243	-1.0839229988204155
HT1	HT	2	239	5.79831816764709	0.6254876863156396	5.085459127976742	0.5740935976737386	6.511177207317438	0.6115529341523309	4.405887058456632	0.7262355283425211	2.2659643366225732	-0.36381391447870337
HT1	HT	3	244	5.3067272058120745	0.4817313356766447	4.748475144623764	0.48085240567715526	5.864979267000386	0.4475076132306492	4.031825800614486	0.6388184486303956	2.911188691408896	-0.28259170724290433
HT1	HT	4	231	5.735679774383682	0.43839140579800306	4.8403958917704095	0.4802607763920576	6.6309636569969586	0.3813478412272948	4.241218697684675	0.6401096603244607	2.650710065112153	-0.2578066185907245
HT1	HT	5	220	5.978490503573634	0.9271986025303137	5.185225687793761	0.7458095308138801	6.7717553193535105	0.970398002097118	4.51156353633064	0.7660632598392606	2.704148324791812	-0.6457649678127503
HT1	HT	6	230	5.367926702946502	0.9822650455369406	4.7219433055698925	0.8533541830092138	6.013910100323111	0.9896387824857393	3.8741695966207694	0.6660304484006155	2.3400478909050344	-1.1545435182206785
HT1	HT	7	237	5.707852220667651	0.44622581632282954	4.674948959611691	0.45984759571205985	6.74075548172361	0.40576237400246606	4.198562012886163	0.5979007862017538	1.9655198585719544	-0.3101347252293841
HT1	HT	8	213	5.932399936711623	0.9089479113601242	5.229858062870756	0.8774293649178069	6.63494181055249	0.8624975189154963	4.455180359628142	0.7343180679506641	3.10253699960221	-1.077164142239936
HT1	HT	9	248	5.581319819801536	0.7326169258379189	5.028510929215149	0.5031108976011798	6.134128710387921	0.8190609556310912	4.376956532864546	0.5700224997035924	2.166931706679018	-0.2938665409315916
HT2	HT	1	200	5.865296317732909	0.7839806910850952	4.923405487125406	0.801320858327749	6.807187148340413	0.7103426011268843	4.381223569740423	0.8733078383779186	4.061261535352471	-0.1272491166463125
HT2	HT	2	217	5.847749331475674	0.4745553675356047	4.882791176991633	0.46734402236563083	6.812707485959715	0.4412904581822082	4.2924743160122905	0.5988113474287402	4.2318131105718635	-0.4258837680106456
HT2	HT	3	238	5.943954717537457	0.32801109643072823	5.041770855091778	0.37328696627159885	6.846138579983135	0.2729186800807556	4.506030544997864	0.46352356308724507	3.786809849914106	-0.1375264132457165
HT2	HT	4	202	6.0345969407667885	0.8442919727549624	5.00578091318387	0.7964884888951639	7.063412968349709	0.807446277223539	4.303662993500531	0.8448994762711652	4.164694024003367	-0.3670501367476694
HT2	HT	5	228	5.992929238703919	0.4213187679452845	4.883216160932544	0.44562002493203173	7.102642316475292	0.3721760693106274	4.169737432232747	0.5471544871246065	3.6269166520988936	-0.35474995182046853
HT2	HT	6	241	5.820122400731992	0.7632883760990345	4.871333022841862	0.7485521618863227	6.768911778622121	0.7117878389348788	4.207028767577296	0.8337314915079109	4.232236060874381	-0.15307326158646792
HT2	HT	7	219	5.881059710099001	0.704820507520781	4.907857221097811	0.7102298553234405	6.85426219910019	0.6451194487282592	4.237587357669229	0.7587651934699945	4.228437417024586	-0.27593955767293177
HT2	HT	8	197	6.137411480035596	0.675992988579256	5.0286194657918015	0.6647971005507304	7.24620349427939	0.6291977158130062	4.501758512493225	0.7754492035746423	3.696901590769683	-0.051904156430301114
HT2	HT	9	241	5.85418309594941	0.5084798717812975	4.797056022722039	0.48365582414060365	6.911310169176782	0.48375643550561415	4.245906507115453	0.6077344800808441	3.766875851091752	-0.4384404192702068
HT2	HT	10	213	5.915281259906611	0.47474135436592785	4.98338096697423	0.4821542430459326	6.847181552838995	0.4321215265899955	4.314864266597654	0.5441350676387118	4.486871741630108	-0.43548629513452797
HT2	HT	11	232	5.691681374341484	0.6219400110303044	4.882348123159054	0.6345958200547742	6.501014625523915	0.5642248968576701	4.23097373482696	0.717280019561646	4.456677334214504	-0.08306067785925117
HT2	HT	12	197	5.747481474298117	0.34251967304591846	4.7620691055269955	0.3760086478711589	6.732893843069238	0.29379738939277456	4.192463277658078	0.44665133248355576	4.240331816381293	-0.23864796398921367
HT3	HT	1	199	5.681196756146281	0.5932353610623851	4.891840380114086	0.5739655363769331	6.470553132178477	0.5607622118891753	3.984100755642221	0.7111842822217113	2.843251080697535	-0.4239283075992766
HT3	HT	2	199	5.493735812021249	0.9263276271480042	4.541259485832385	0.8788106870154833	6.446212138210118	0.8863392264839608	3.73955305488119	0.8245632642979779	3.9214927003815307	-0.7862888170629476
HT3	HT	3	225	5.8124355497221325	0.515252870180539	4.989701156264887	0.47895232419283656	6.635169943179376	0.4990801978389802	4.318487669858135	0.6129822037146957	3.945457863821627	-0.3745387316190156
HT3	HT	4	230	5.883780249816369	1.2353810833616279	5.077068221996941	1.2966255978316528	6.690492277635795	1.1054128635783396	4.2643847185733	1.2312076770095117	3.4075932997042133	-0.7198924819810274
