territory_label_set	covariate_set	outcome	n	residual_beta_high	residual_pearson_r	residual_p
arm_level_expression_cnv	sample_only	TACSTD2_z	43180	0.4237251045586886	0.09890813191625634	2.5876821342716134e-94
arm_level_expression_cnv	sample_only	TROP2_raw	43180	1.9463029645888266	0.2027933340684299	0.0
arm_level_expression_cnv	sample_only	Macrophage_TAM_z	43180	0.2704613411618949	0.12053430270765687	1.9237457449019803e-139
arm_level_expression_cnv	sample_only	TLS_B_z	43180	0.08041397332896542	0.04287209423214356	4.986116687233498e-19
arm_level_expression_cnv	sample_only	Tcell_cytotoxic_z	43180	0.33826389444869076	0.1601115398032611	7.67300819960458e-246
arm_level_expression_cnv	sample_only	RAI_thyroid_z	43180	0.15361443109156403	0.13783658207214422	3.952887198175995e-182
arm_level_expression_cnv	sample_only	EMT_stress_z	43180	0.17893094533599105	0.16183719194429172	3.4096796299759468e-251
arm_level_expression_cnv	sample_qc	TACSTD2_z	43180	-0.35691380947598106	-0.0863713884790201	2.7505128249153566e-72
arm_level_expression_cnv	sample_qc	TROP2_raw	43180	-0.37681710364694904	-0.04689536531766071	1.8475216480096563e-22
arm_level_expression_cnv	sample_qc	Macrophage_TAM_z	43180	0.1806370141636661	0.07595496009767314	2.843730055928166e-56
arm_level_expression_cnv	sample_qc	TLS_B_z	43180	0.04056848730979842	0.020835665020589696	1.4914067110320363e-05
arm_level_expression_cnv	sample_qc	Tcell_cytotoxic_z	43180	0.1926552438993988	0.08648500054576722	1.791965175964312e-72
arm_level_expression_cnv	sample_qc	RAI_thyroid_z	43180	-0.058027369275051144	-0.05507472976745207	2.27726648830093e-30
arm_level_expression_cnv	sample_qc	EMT_stress_z	43180	-0.04299075657886206	-0.042792378995722184	5.790226234148409e-19
arm_level_expression_cnv	sample_qc_composition	TACSTD2_z	43180	-0.36038389260987314	-0.08745590578136256	4.4980540362609896e-74
arm_level_expression_cnv	sample_qc_composition	TROP2_raw	43180	-0.3822453289960448	-0.0477143889799161	3.3967689426572655e-23
arm_level_expression_cnv	sample_qc_composition	Macrophage_TAM_z	43180	0.1763611036457498	0.0742308576172109	8.041305438037881e-54
arm_level_expression_cnv	sample_qc_composition	TLS_B_z	43180	0.03997473852394393	0.020529680222140557	1.986950687434828e-05
arm_level_expression_cnv	sample_qc_composition	Tcell_cytotoxic_z	43180	0.19031435343909148	0.08545614997828749	8.501066409459336e-71
arm_level_expression_cnv	sample_qc_composition	RAI_thyroid_z	43180	-0.056279618787752915	-0.0534793665196547	9.966631545632703e-29
arm_level_expression_cnv	sample_qc_composition	EMT_stress_z	43180	-0.044585124235189226	-0.04475162200275062	1.3565640801737795e-20
gene_bin_infercnv_lite	sample_only	TACSTD2_z	43180	0.4742787397123389	0.10951849748640878	2.5453689190496276e-115
gene_bin_infercnv_lite	sample_only	TROP2_raw	43180	2.141415355415732	0.22072430586047914	0.0
gene_bin_infercnv_lite	sample_only	Macrophage_TAM_z	43180	0.29070575112785285	0.12816371930740536	1.540668815297274e-157
gene_bin_infercnv_lite	sample_only	TLS_B_z	43180	0.08241181494802732	0.04346489868958504	1.6261871456556354e-19
gene_bin_infercnv_lite	sample_only	Tcell_cytotoxic_z	43180	0.3570052685622674	0.1671658768994702	4.2054853378794044e-268
gene_bin_infercnv_lite	sample_only	RAI_thyroid_z	43180	0.16277911615178087	0.1444897968902577	4.041619574206803e-200
gene_bin_infercnv_lite	sample_only	EMT_stress_z	43180	0.1953641533171658	0.17480094387713974	2.4360844332434354e-293
gene_bin_infercnv_lite	sample_qc	TACSTD2_z	43180	-0.36559839890506896	-0.08671439105148998	7.531141626952246e-73
gene_bin_infercnv_lite	sample_qc	TROP2_raw	43180	-0.34774359362074037	-0.042416887576626344	1.1667144430949728e-18
gene_bin_infercnv_lite	sample_qc	Macrophage_TAM_z	43180	0.20705059947729437	0.0853308811282889	1.3557279582772025e-70
gene_bin_infercnv_lite	sample_qc	TLS_B_z	43180	0.05029775455033129	0.025319055073683996	1.4254358301012647e-07
gene_bin_infercnv_lite	sample_qc	Tcell_cytotoxic_z	43180	0.20978074618201034	0.09230089829717199	2.497210011991597e-82
gene_bin_infercnv_lite	sample_qc	RAI_thyroid_z	43180	-0.06413548140798736	-0.0596620533296798	2.354586469780532e-35
gene_bin_infercnv_lite	sample_qc	EMT_stress_z	43180	-0.03740084682069813	-0.03648825737435597	3.337919887402981e-14
gene_bin_infercnv_lite	sample_qc_composition	TACSTD2_z	43180	-0.36969294443311035	-0.0879399625210735	7.0540161771802835e-75
gene_bin_infercnv_lite	sample_qc_composition	TROP2_raw	43180	-0.3544993442784235	-0.04337544662577115	1.9275921837763557e-19
gene_bin_infercnv_lite	sample_qc_composition	Macrophage_TAM_z	43180	0.2033011343254751	0.0838769859055023	2.902748229134429e-68
gene_bin_infercnv_lite	sample_qc_composition	TLS_B_z	43180	0.049842632751505966	0.02509105203198341	1.8427410461579476e-07
gene_bin_infercnv_lite	sample_qc_composition	Tcell_cytotoxic_z	43180	0.20799164700168088	0.09154592488725952	5.169810626215654e-81
gene_bin_infercnv_lite	sample_qc_composition	RAI_thyroid_z	43180	-0.06264938062116995	-0.05835434957590417	6.8151026809133905e-34
gene_bin_infercnv_lite	sample_qc_composition	EMT_stress_z	43180	-0.03838382459891138	-0.037764904385080816	4.158923119544138e-15
