histology_subtype	tds_score	brs_like_surrogate_score	dedifferentiation_proxy_score
ATC	4.843004510767524	2.040346139481961	2.7672866601159427
FTC	4.860113360194141	-0.9511751904670293	-1.9472139008604095
FVPTC	7.7699507247226345	-1.5361272322502018	-3.816666130827591
MTC	2.6484089285714285	-0.17216242897727319	0.10932669642857151
PDTC	9.472726052492646	-1.2315917184936978	-2.0838736150367643
cPTC	6.4527249211500886	2.723649124321063	-2.330360123398322
normal	8.31015813495928	-2.5138480492085598	-4.904373148599568
unknown	5.149144562629932	1.0861006393968498	-1.5899844643410532
