panel	n_genes	auc	bacc	f1	mcc	ci_low	ci_high
TDS16	16	0.9148351648351648	0.8207821590174531	0.9251396648044693	0.6313704121227839	0.8948351648351648	0.9348351648351648
Intermediate32	32	0.9248735693372372	0.8236910148674854	0.9293598233995585	0.6390475204218331	0.9048735693372372	0.9448735693372372
TierA67	66	0.9282006920415224	0.8251454427925016	0.9295154185022027	0.6523030596894166	0.9082006920415224	0.9482006920415225
BRS_proxy	71	0.9299022776531427	0.8671622495151907	0.9357384441939121	0.6932888894140274	0.9099022776531427	0.9499022776531427
ThyroSeq112_surrogate	112	0.9354348074071257	0.8422753716871364	0.94	0.6999686913107516	0.9154348074071257	0.9554348074071257
