	sample	stage	pc1	pc2	cohort
290	TCGA-DJ-A1QG-01A	pre	-4.187878759585385	-9.639062141250703	TCGA-THCA
291	TCGA-EM-A4G1-01A	pre	-1.3766433998963572	-9.961960935642447	TCGA-THCA
292	TCGA-BJ-A4O9-01A	pre	-0.7838872969257089	-15.079552639950258	TCGA-THCA
293	TCGA-DE-A4MD-01A	pre	-7.561130108696569	-13.865962854237306	TCGA-THCA
294	TCGA-DE-A4MD-06A	pre	-1.8456194097053202	-2.367688934502068	TCGA-THCA
295	TCGA-EM-A3FL-01A	pre	-5.57379843712418	-10.925994718287663	TCGA-THCA
296	TCGA-FY-A3I4-01A	pre	7.291904102145046	-7.81198482489177	TCGA-THCA
297	TCGA-DJ-A3UM-01A	pre	4.543745270358929	-13.274236021205857	TCGA-THCA
298	TCGA-EM-A2OY-01A	pre	-17.873494132248545	-7.502415873513487	TCGA-THCA
299	TCGA-DJ-A3UK-01A	pre	4.714937800201029	-13.649106159716384	TCGA-THCA
300	TCGA-EM-A3AJ-01A	pre	5.563238079200003	-2.816084771182517	TCGA-THCA
301	TCGA-FY-A3R9-01A	pre	-9.00705470084136	-11.086157201474391	TCGA-THCA
302	TCGA-L6-A4EQ-01A	pre	0.750643957712726	-14.406113372583615	TCGA-THCA
303	TCGA-DJ-A3UO-01A	pre	3.2639744538895004	-12.750609907812933	TCGA-THCA
304	TCGA-DJ-A1QD-01A	pre	5.95342674773209	-13.889343291450983	TCGA-THCA
305	TCGA-DJ-A4V2-01A	pre	6.202376402295806	-10.568572446185545	TCGA-THCA
306	TCGA-EL-A4K7-01A	pre	-4.920997747034161	-12.048356585857313	TCGA-THCA
307	TCGA-MK-A4N6-01A	pre	4.326149300723758	-9.043276067387882	TCGA-THCA
308	TCGA-EL-A3GP-01A	pre	5.520570311243813	0.6151542211234079	TCGA-THCA
309	TCGA-EL-A3GU-01A	pre	7.168735497490891	-6.485601124542583	TCGA-THCA
310	TCGA-FE-A238-01A	pre	4.1817295894640845	-10.84639214630745	TCGA-THCA
311	TCGA-CE-A3ME-01A	pre	4.8385091335076895	-12.503154150050815	TCGA-THCA
312	TCGA-EL-A3ZL-11A	pre	3.421367248065774	-8.145159665182787	TCGA-THCA
313	TCGA-EM-A4FO-01A	pre	5.322322750694913	-2.1948872890273967	TCGA-THCA
314	TCGA-IM-A420-01A	pre	2.2708973803691657	-6.98194825489719	TCGA-THCA
315	TCGA-DJ-A2Q1-01A	pre	-2.4978886901180903	-0.2235390879431701	TCGA-THCA
316	TCGA-FK-A3SH-01A	pre	1.3536421412516841	-11.759500738676286	TCGA-THCA
317	TCGA-EM-A1CS-11A	pre	1.363119542255865	-10.232423932838715	TCGA-THCA
318	TCGA-EM-A1YE-01A	pre	-6.4928354270276465	-10.480148102409455	TCGA-THCA
319	TCGA-KS-A4I5-01A	pre	3.198432769765696	-12.67396758135723	TCGA-THCA
320	TCGA-EL-A3GV-01A	pre	9.654783467973395	-10.15964403900734	TCGA-THCA
321	TCGA-FE-A233-01A	pre	2.969936758132266	-15.392574507115118	TCGA-THCA
322	TCGA-EL-A3MX-01A	pre	-3.239661464154754	-5.429384523270469	TCGA-THCA
323	TCGA-BJ-A45D-01A	pre	-3.1223687766752044	-9.887893423336555	TCGA-THCA
324	TCGA-EL-A3ZP-11A	pre	4.7252811854745636	-2.206391846911076	TCGA-THCA
325	TCGA-MK-A4N7-01A	pre	5.166002742535843	-13.896916645913931	TCGA-THCA
326	TCGA-ET-A25N-01A	pre	7.902002213121647	-14.272383334502747	TCGA-THCA
327	TCGA-DJ-A2PQ-01A	pre	4.8667693340092475	-14.552163664216934	TCGA-THCA
328	TCGA-E8-A438-01A	pre	-4.1185514488878106	-10.785544746267492	TCGA-THCA
329	TCGA-EM-A22I-01A	pre	2.6998257622221487	-11.135620423245461	TCGA-THCA
330	TCGA-DJ-A1QO-01A	pre	3.9215760027595383	-8.806734205706338	TCGA-THCA
331	TCGA-E8-A3X7-01A	pre	-1.2395114418090707	-10.808589996752398	TCGA-THCA
332	TCGA-EL-A3MW-11A	pre	4.559393752033432	-8.192622677154827	TCGA-THCA
333	TCGA-E3-A3E2-01A	pre	7.595778442324732	-6.584111871792344	TCGA-THCA
334	TCGA-E8-A434-01A	pre	6.688382638285768	-9.287021934239437	TCGA-THCA
335	TCGA-EL-A3MZ-01A	pre	3.2867104088576338	-7.74583286886166	TCGA-THCA
336	TCGA-ET-A3DQ-01A	pre	9.20187694912131	-7.2444528924072875	TCGA-THCA
337	TCGA-J8-A3O1-01A	pre	6.737241194780942	-11.173189461999005	TCGA-THCA
338	TCGA-BJ-A0Z2-01A	pre	-1.761353157961127	-9.959366161486424	TCGA-THCA
339	TCGA-DJ-A2PN-01A	pre	6.694357041063224	-12.867822779919393	TCGA-THCA
340	TCGA-EL-A3CV-01A	pre	12.423032196982845	-3.234380466657833	TCGA-THCA
341	TCGA-FE-A239-01A	pre	-4.739312100855942	-7.502055876903071	TCGA-THCA
342	TCGA-BJ-A3PR-11A	pre	-3.852325901354604	-0.6635504555774063	TCGA-THCA
343	TCGA-BJ-A28W-11A	pre	-14.502081330965591	-3.905656444403465	TCGA-THCA
344	TCGA-DE-A4M8-01A	pre	3.3860387363386892	-4.32638401320643	TCGA-THCA
345	TCGA-BJ-A28W-01A	pre	-7.312221666984485	4.351359659703885	TCGA-THCA
346	TCGA-EM-A22L-01A	pre	-3.2274717427629076	-13.762324632397315	TCGA-THCA
347	TCGA-BJ-A28T-01A	pre	5.5252136665458345	-2.227609954352697	TCGA-THCA
348	TCGA-EM-A3FQ-06A	pre	-6.611630950203983	-9.504481153757533	TCGA-THCA
349	TCGA-DJ-A4V0-01A	pre	4.842327810330596	-6.204585066726022	TCGA-THCA
350	TCGA-EL-A3H2-01A	pre	-1.2428294625462233	-10.860775558215291	TCGA-THCA
351	TCGA-DJ-A3UY-01A	pre	7.803643589344721	-8.924139484523566	TCGA-THCA
352	TCGA-J8-A3O2-01A	pre	10.723750701693449	-6.039942938295412	TCGA-THCA
353	TCGA-EM-A2CO-01A	pre	-14.013562884826861	-9.64663332846885	TCGA-THCA
354	TCGA-FE-A3PB-01A	pre	3.1773826385671655	-2.241426230726134	TCGA-THCA
355	TCGA-EL-A3ZM-01A	pre	-1.6513333477181227	-4.569265154931189	TCGA-THCA
356	TCGA-BJ-A4O8-01A	pre	7.597335727424414	-3.441127412973293	TCGA-THCA
357	TCGA-EM-A1YC-11A	pre	-5.76836475230005	-3.538429351758951	TCGA-THCA
358	TCGA-EM-A3AP-01A	pre	0.7772627351551596	-11.33979692990943	TCGA-THCA
359	TCGA-FE-A3PA-01A	pre	-0.8842001534048539	-8.266087047962998	TCGA-THCA
360	TCGA-ET-A25P-01A	pre	2.7630576254013617	-13.067834906269372	TCGA-THCA
361	TCGA-EL-A3ZH-01A	pre	0.4161020315863328	-11.545437452338609	TCGA-THCA
362	TCGA-DJ-A2PU-01A	pre	4.926877369707794	-15.61833324570085	TCGA-THCA
363	TCGA-ET-A3DP-01A	pre	7.505626830718722	-12.160082726862687	TCGA-THCA
364	TCGA-DO-A1JZ-11A	pre	-3.751436323499432	-12.719076684468943	TCGA-THCA
365	TCGA-DJ-A2QC-01A	pre	0.08969348983277395	-12.734840895438714	TCGA-THCA
366	TCGA-KS-A41J-11A	pre	1.6245019510561718	-7.054772524273066	TCGA-THCA
367	TCGA-MK-A4N9-01A	pre	3.7964656427063894	-13.069479954216195	TCGA-THCA
368	TCGA-EL-A3GS-01A	pre	5.014065015240699	-13.931502116283434	TCGA-THCA
369	TCGA-MK-A84Z-01A	pre	-0.17827369770404194	-9.855333257644562	TCGA-THCA
370	TCGA-EM-A3OA-01A	pre	-2.7204886452537633	-9.535030838645815	TCGA-THCA
371	TCGA-DJ-A3VA-01A	pre	5.35371846076515	-11.101838350331622	TCGA-THCA
372	TCGA-H2-A2K9-11A	pre	3.210720346161378	-6.218953213703436	TCGA-THCA
373	TCGA-BJ-A191-01A	pre	2.010874965016532	-7.84274138129308	TCGA-THCA
374	TCGA-EL-A3ZG-01A	pre	3.8620511751922617	-11.093197490351619	TCGA-THCA
375	TCGA-EL-A3ZG-11A	pre	-1.957676254253539	-7.641058446651016	TCGA-THCA
376	TCGA-EM-A3O9-01A	pre	-19.007825209337906	-0.6556845350447512	TCGA-THCA
377	TCGA-EL-A3N2-01A	pre	3.2085168411870932	-11.759745934009567	TCGA-THCA
378	TCGA-DJ-A3UV-01A	pre	9.440135544808587	-7.835831966317896	TCGA-THCA
379	TCGA-FE-A3PD-01A	pre	6.882795498819629	-10.028851992488299	TCGA-THCA
380	TCGA-IM-A4EB-01A	pre	1.7686544724734812	-5.728828953104623	TCGA-THCA
381	TCGA-ET-A3BN-01A	pre	5.496356791490809	-16.913542471596063	TCGA-THCA
382	TCGA-BJ-A45E-01A	pre	-13.224526574359645	3.6887111220816085	TCGA-THCA
383	TCGA-EL-A3ZO-11A	pre	4.9949036903232935	-6.667850741409348	TCGA-THCA
384	TCGA-FY-A40L-01A	pre	2.6350378733545954	-8.897795906944904	TCGA-THCA
385	TCGA-E3-A3E5-01A	pre	3.6791633262806602	-13.05562930212618	TCGA-THCA
386	TCGA-EL-A3D5-01A	pre	0.6984458334800027	-11.384188263877862	TCGA-THCA
387	TCGA-DJ-A3UW-01A	pre	0.5716113697169836	-5.233241096026342	TCGA-THCA
388	TCGA-EL-A3D0-01A	pre	2.451756542484072	-11.831269806421902	TCGA-THCA
389	TCGA-BJ-A290-11A	pre	1.4374164522612298	-9.617736661181231	TCGA-THCA
390	TCGA-EL-A4K6-01A	pre	-16.381333357871146	-7.97636416186195	TCGA-THCA
391	TCGA-ET-A3BV-01A	pre	8.251793197533258	-1.9829755922894792	TCGA-THCA
392	TCGA-H2-A3RH-01A	pre	7.571415090425429	-11.709091206573692	TCGA-THCA
393	TCGA-FY-A4B3-01A	pre	8.675923678860098	-9.443129197691528	TCGA-THCA
394	TCGA-EL-A3CW-01A	pre	7.356888962727142	-4.145548993962891	TCGA-THCA
395	TCGA-FY-A3NP-01A	pre	0.03873049265117632	-14.776210912235115	TCGA-THCA
396	TCGA-EL-A3ZM-11A	pre	-0.23163746988733772	-8.162892485868445	TCGA-THCA
397	TCGA-DJ-A2PP-01A	pre	-1.5330545575935628	-12.940898687999939	TCGA-THCA
398	TCGA-EL-A4K0-01A	pre	8.17385715204683	-9.276914823493703	TCGA-THCA
399	TCGA-DJ-A13T-01A	pre	6.167863492635472	-15.634399640074635	TCGA-THCA
400	TCGA-EM-A1CW-11A	pre	0.6166642155650617	-9.417370090466703	TCGA-THCA
401	TCGA-KS-A41J-01A	pre	-0.9541865532934851	-11.557746636415473	TCGA-THCA
402	TCGA-ET-A2N0-01A	pre	-8.277401438351276	-8.2624657902319	TCGA-THCA
403	TCGA-H2-A2K9-01A	pre	0.1105360204217811	-10.117610279698258	TCGA-THCA
404	TCGA-EM-A1CT-01A	pre	-1.3053070852716038	-14.128277612812722	TCGA-THCA
405	TCGA-EL-A3CN-01A	pre	2.4602043292420377	-7.371508023259735	TCGA-THCA
406	TCGA-BJ-A0ZA-01A	pre	0.2911881841039454	-12.605039479572	TCGA-THCA
407	TCGA-BJ-A3PU-11A	pre	2.893840012773633	-9.35875341110034	TCGA-THCA
408	TCGA-KS-A41L-11A	pre	3.0594086367058466	-7.376889697689961	TCGA-THCA
409	TCGA-KS-A41L-01A	pre	-13.06712450388611	-6.637947517953672	TCGA-THCA
410	TCGA-E8-A433-01A	pre	1.938416610347996	-6.660991014201643	TCGA-THCA
411	TCGA-E8-A242-01A	pre	3.5759512949808387	-6.630223019731513	TCGA-THCA
412	TCGA-EL-A4JW-01A	pre	7.246825531946449	-9.949041941640278	TCGA-THCA
413	TCGA-KS-A4I9-01A	pre	0.4282269753349638	-10.55648517251268	TCGA-THCA
414	TCGA-EM-A1CU-11A	pre	1.5180850661744956	-8.671914827907196	TCGA-THCA
415	TCGA-BJ-A28R-01A	pre	3.9204789050060764	-12.518507743015478	TCGA-THCA
416	TCGA-BJ-A28S-01A	pre	-0.2844288187522093	-13.614691917306223	TCGA-THCA
417	TCGA-FY-A4B4-01A	pre	6.0971446507958635	-8.648711192016593	TCGA-THCA
418	TCGA-BJ-A45J-01A	pre	5.317549546923996	-11.768915338988606	TCGA-THCA
419	TCGA-BJ-A28Z-01A	pre	3.7754797495260104	-4.289160921171407	TCGA-THCA
420	TCGA-EM-A3AR-01A	pre	7.486170529382383	-10.117437826097591	TCGA-THCA
421	TCGA-DJ-A3US-01A	pre	5.782070540433649	-7.966899194266322	TCGA-THCA
422	TCGA-BJ-A2N8-01A	pre	5.99908703916225	-9.199054501488801	TCGA-THCA
423	TCGA-BJ-A2N8-11A	pre	-3.6037467320880014	-14.017049158211494	TCGA-THCA
424	TCGA-FE-A231-01A	pre	-1.9570510137979698	-11.776899001738808	TCGA-THCA
425	TCGA-DE-A2OL-01A	pre	1.4213487088886787	-14.238879855457933	TCGA-THCA
426	TCGA-EM-A1CV-01A	pre	2.989610070626121	-15.941086508121163	TCGA-THCA
427	TCGA-DJ-A13O-01A	pre	2.8811702647595334	-7.224601521520095	TCGA-THCA
428	TCGA-EL-A3MY-01A	pre	9.415924878933247	-2.232165724338471	TCGA-THCA
429	TCGA-BJ-A45H-01A	pre	7.544622575039132	-9.541287783184092	TCGA-THCA
430	TCGA-DJ-A3V2-01A	pre	5.836088748375868	-7.811287237237825	TCGA-THCA
431	TCGA-FK-A3S3-01A	pre	5.429170942350722	-13.891422078145354	TCGA-THCA
432	TCGA-ET-A39T-01A	pre	2.9700884272921604	-14.926887550905745	TCGA-THCA
433	TCGA-DJ-A2Q7-01A	pre	5.309906575005127	-13.201469298899646	TCGA-THCA
434	TCGA-DE-A69K-01A	pre	7.577031849453029	-12.822772195589637	TCGA-THCA
435	TCGA-ET-A25M-01A	pre	4.443836683414047	-13.056525997254173	TCGA-THCA
436	TCGA-GE-A2C6-11A	pre	5.545317918500993	-2.8351146018682605	TCGA-THCA
437	TCGA-DJ-A4V5-01A	pre	11.28217913016387	-4.8506247758919265	TCGA-THCA
438	TCGA-DE-A4M9-01A	pre	0.9968084073285111	-10.36616450233474	TCGA-THCA
439	TCGA-BJ-A0Z9-01A	pre	3.847498196803291	-8.66608978750176	TCGA-THCA
440	TCGA-ET-A39N-01A	pre	-1.420186433903539	-8.58252957827338	TCGA-THCA
441	TCGA-BJ-A0ZH-01A	pre	1.7228482640710683	-10.704072348039949	TCGA-THCA
442	TCGA-E8-A416-01A	pre	3.487698837005772	-5.6168031075977884	TCGA-THCA
443	TCGA-EL-A3T2-11A	pre	-1.1319430750372617	-12.491172091246716	TCGA-THCA
444	TCGA-KS-A4ID-01A	pre	-2.5454061439705296	-5.992252763007641	TCGA-THCA
445	TCGA-DJ-A13U-01A	pre	1.6611594878156593	-14.992979686560309	TCGA-THCA
446	TCGA-EL-A3T2-01A	pre	-1.5632238530886318	-13.91608078658708	TCGA-THCA
447	TCGA-FY-A40K-01A	pre	6.679515942659924	-8.779189746100212	TCGA-THCA
448	TCGA-DE-A4MA-01A	pre	-10.471893730096564	-9.478764729842597	TCGA-THCA
449	TCGA-DJ-A2Q0-01A	pre	-11.175672720754797	-5.275419915810921	TCGA-THCA
450	TCGA-EL-A3T6-01A	pre	5.2837548294091	-6.845897198146069	TCGA-THCA
451	TCGA-EL-A3H1-11A	pre	2.7758077705354527	-6.641627429120024	TCGA-THCA
452	TCGA-KS-A41F-01A	pre	-12.450623923142583	-11.098736870497575	TCGA-THCA
453	TCGA-EL-A3T8-01A	pre	7.044125704300325	-11.396943434799015	TCGA-THCA
454	TCGA-EL-A3ZR-11A	pre	4.034578754675477	-5.9859729793900645	TCGA-THCA
455	TCGA-EM-A3O8-01A	pre	-1.016407132757692	-13.70695647005852	TCGA-THCA
456	TCGA-L6-A4EP-01A	pre	0.5711501136683158	-9.994882321106894	TCGA-THCA
457	TCGA-J8-A3YG-01A	pre	5.888062336233822	-6.44876650483673	TCGA-THCA
458	TCGA-DE-A69J-01A	pre	8.568279281750126	-11.784468956711684	TCGA-THCA
459	TCGA-J8-A3YH-06A	pre	7.2681719698926806	-8.864499315404771	TCGA-THCA
460	TCGA-E8-A419-01A	pre	1.0147231079849808	-3.889055225302409	TCGA-THCA
461	TCGA-DJ-A2Q2-01A	pre	6.295652261621727	-10.988983116212816	TCGA-THCA
462	TCGA-BJ-A0ZG-01A	pre	-0.8915972229818135	-9.487618975525455	TCGA-THCA
463	TCGA-EM-A2OW-01A	pre	-7.930829547757182	-8.8368633510154	TCGA-THCA
464	TCGA-EL-A3ZS-11A	pre	-2.6547683858077655	11.34429102308643	TCGA-THCA
465	TCGA-BJ-A3F0-01A	pre	-3.381100163528065	-12.408129403620645	TCGA-THCA
466	TCGA-EL-A3CY-01A	pre	11.322559673157473	1.9839826729611527	TCGA-THCA
467	TCGA-EM-A3AQ-01A	pre	3.4997521442993116	-13.331715391603645	TCGA-THCA
468	TCGA-J8-A4HW-06A	pre	9.16585480727852	-4.9170734263938884	TCGA-THCA
469	TCGA-J8-A4HW-01A	pre	5.943550900680375	-12.601524430158724	TCGA-THCA
470	TCGA-L6-A4ET-01A	pre	-0.26091009917609426	-15.698318983343142	TCGA-THCA
471	TCGA-DJ-A3V4-01A	pre	6.59995251699392	-10.4687516836511	TCGA-THCA
472	TCGA-EL-A3H2-11A	pre	2.4337071418183878	-9.522281256279555	TCGA-THCA
473	TCGA-BJ-A291-01A	pre	-4.745053828312665	-10.362337472199169	TCGA-THCA
474	TCGA-J8-A3NZ-01A	pre	6.222261353939677	-11.453162728680942	TCGA-THCA
475	TCGA-DJ-A3UU-01A	pre	6.496737922417609	-11.00533568358241	TCGA-THCA
476	TCGA-EL-A4K4-01A	pre	4.399731571944062	-9.300064649199898	TCGA-THCA
477	TCGA-J8-A3YF-01A	pre	3.6559281840245785	-6.363566698191056	TCGA-THCA
478	TCGA-ET-A25I-01A	pre	-7.394650043338268	-10.372075154875269	TCGA-THCA
479	TCGA-DJ-A3VI-01A	pre	1.2155672651520335	-11.471757478848813	TCGA-THCA
480	TCGA-CE-A3MD-01A	pre	4.441997010018891	-8.639712978574435	TCGA-THCA
481	TCGA-DJ-A2Q5-01A	pre	6.19882452872584	-7.399207883675245	TCGA-THCA
482	TCGA-ET-A3DP-11A	pre	2.571324507538683	-10.67999282367955	TCGA-THCA
483	TCGA-EM-A22P-01A	pre	10.24861866859535	-3.7630988492399817	TCGA-THCA
484	TCGA-EL-A4KI-01A	pre	-6.317149615626431	-7.978485881202299	TCGA-THCA
485	TCGA-EL-A3ZN-01A	pre	5.117573081916067	-8.372537007425464	TCGA-THCA
486	TCGA-DJ-A1QN-01A	pre	6.6535337097863545	-12.446387300432388	TCGA-THCA
487	TCGA-BJ-A2N9-01A	pre	-9.64645228461555	-5.777991295233998	TCGA-THCA
488	TCGA-DE-A7U5-01A	pre	7.7556870591441935	-3.3719416749321836	TCGA-THCA
489	TCGA-EL-A3D6-01A	pre	3.3047929986461013	-4.371911503680481	TCGA-THCA
490	TCGA-E8-A414-01A	pre	10.353947606887889	-5.918281361217568	TCGA-THCA
491	TCGA-DJ-A4UP-01A	pre	8.907238915778477	-7.012660692163554	TCGA-THCA
492	TCGA-EL-A3CM-01A	pre	2.8485224269423237	-10.38651356300078	TCGA-THCA
493	TCGA-EL-A3CR-01A	pre	4.4148838787246065	-2.3020724774636663	TCGA-THCA
494	TCGA-EM-A1CT-11A	pre	0.275497817991866	-10.680093664688165	TCGA-THCA
495	TCGA-BJ-A3PT-01A	pre	3.0558089752245627	-7.488519211788636	TCGA-THCA
496	TCGA-ET-A3BW-01A	pre	2.920257454788705	-17.016594721947865	TCGA-THCA
497	TCGA-EM-A2CM-01A	pre	-9.317764729199814	-10.012904999377078	TCGA-THCA
498	TCGA-DJ-A2PR-01A	pre	6.570761699428726	-14.151146441229898	TCGA-THCA
499	TCGA-EL-A3GZ-01A	pre	8.087441893175809	-11.037633235121813	TCGA-THCA
500	TCGA-E8-A44M-01A	pre	4.587297546677139	-2.4367734045951845	TCGA-THCA
501	TCGA-DJ-A3V9-01A	pre	8.747037078018629	-9.886733659130515	TCGA-THCA
502	TCGA-EL-A3N2-11A	pre	-1.1778215107065604	-10.760244445740751	TCGA-THCA
503	TCGA-DJ-A13X-01A	pre	4.779225250300881	-14.824946118612278	TCGA-THCA
504	TCGA-EM-A3O6-01A	pre	-2.9851927557415516	-8.490762221769202	TCGA-THCA
505	TCGA-DE-A0XZ-01A	pre	4.187788510471505	-8.83889752641668	TCGA-THCA
506	TCGA-DJ-A3V6-01A	pre	4.006452911707539	-8.813692352545356	TCGA-THCA
507	TCGA-EM-A4FH-01A	pre	-1.7090549631497063	-10.30790089709389	TCGA-THCA
508	TCGA-ET-A3DW-01A	pre	-0.2526173251920553	-12.98105465675958	TCGA-THCA
509	TCGA-ET-A39P-01A	pre	4.270294657475218	-12.957882787371043	TCGA-THCA
510	TCGA-BJ-A3PU-01A	pre	-1.6061530120512029	-8.941532993624595	TCGA-THCA
511	TCGA-EM-A2CN-01A	pre	-4.386485901203176	-12.891709084904704	TCGA-THCA
512	TCGA-FY-A40N-01A	pre	3.4880050322278593	-11.706727989899047	TCGA-THCA
513	TCGA-ET-A3BU-01A	pre	9.151370567779468	-14.183177956107144	TCGA-THCA
514	TCGA-KS-A4IC-01A	pre	2.025426031746763	-12.752685594284586	TCGA-THCA
515	TCGA-EL-A3GQ-01A	pre	7.853676763198006	-8.649357343209	TCGA-THCA
516	TCGA-J8-A3YD-01A	pre	2.981504227760884	-11.383287328307292	TCGA-THCA
517	TCGA-EM-A4FQ-01A	pre	-0.6108584457235229	-9.189829547450355	TCGA-THCA
518	TCGA-FY-A3WA-01A	pre	-5.758397971271942	-10.712708563580662	TCGA-THCA
519	TCGA-FY-A3TY-11A	pre	1.2797029893397698	-9.237675624234647	TCGA-THCA
520	TCGA-ET-A2MX-11C	pre	0.6440548063122554	-8.067034383120278	TCGA-THCA
521	TCGA-ET-A2MX-01A	pre	-3.9704032442795887	-11.842708221708163	TCGA-THCA
522	TCGA-FY-A3I5-01B	pre	-4.636979172440549	-4.522350408106941	TCGA-THCA
523	TCGA-IM-A41Y-01A	pre	-2.0602828280236283	-13.690720190988031	TCGA-THCA
524	TCGA-BJ-A28R-11A	pre	4.196395259821993	-4.369378118069735	TCGA-THCA
525	TCGA-EM-A2OV-01A	pre	-7.948849223997234	-10.915343693364301	TCGA-THCA
526	TCGA-E3-A3E3-01A	pre	3.036425409833929	-13.260593779932215	TCGA-THCA
527	TCGA-ET-A3BQ-01B	pre	7.397735992991113	-14.083119246206406	TCGA-THCA
528	TCGA-J8-A3O0-01A	pre	6.182777566316972	-9.604171395080426	TCGA-THCA
529	TCGA-EL-A3CL-01A	pre	5.7166353344441285	-14.149975364812372	TCGA-THCA
530	TCGA-EL-A3T3-01A	pre	3.1245490673866625	-10.560559412887143	TCGA-THCA
531	TCGA-ET-A25J-01A	pre	1.6685772415491607	-13.036538809827128	TCGA-THCA
532	TCGA-EL-A3ZT-01A	pre	3.216114044981547	-10.340430315753471	TCGA-THCA
533	TCGA-EL-A3ZT-11A	pre	-4.4185840515248485	-10.382210723195136	TCGA-THCA
534	TCGA-EM-A3AI-01A	pre	-4.779162812560533	-8.769633550022613	TCGA-THCA
535	TCGA-EM-A22O-01A	pre	-2.744320913407033	-14.670357010569468	TCGA-THCA
536	TCGA-ET-A40Q-01A	pre	2.090365631726348	-6.570677279560254	TCGA-THCA
537	TCGA-FY-A4B0-01A	pre	3.542609650067393	-6.057965717431883	TCGA-THCA
538	TCGA-ET-A39K-01A	pre	0.1893799658780848	-11.425386924708302	TCGA-THCA
539	TCGA-EM-A2CQ-01A	pre	-0.7337375690818232	-13.479398643593797	TCGA-THCA
540	TCGA-EM-A2CS-01A	pre	6.655855685454339	-13.759779039740737	TCGA-THCA
541	TCGA-EM-A2CS-06A	pre	3.6735209048455677	-12.631849027030336	TCGA-THCA
542	TCGA-FY-A40M-01A	pre	2.4409602265661188	-7.198412927402908	TCGA-THCA
543	TCGA-ET-A4KN-01A	pre	-29.79393466046035	-1.0586777254476676	TCGA-THCA
544	TCGA-KS-A41I-11A	pre	3.8189372338623135	-0.13842973843393835	TCGA-THCA
545	TCGA-KS-A41I-01A	pre	-26.24999272973539	-4.761538296182166	TCGA-THCA
546	TCGA-DJ-A4UL-01A	pre	0.9540745578574168	-12.448855070058174	TCGA-THCA
547	TCGA-ET-A40P-01A	pre	4.683762243198014	-7.57843535551244	TCGA-THCA
548	TCGA-DJ-A3V5-01A	pre	5.70423293151877	-9.576573607450769	TCGA-THCA
549	TCGA-FE-A22Z-01A	pre	0.595376563641765	-10.17068668245387	TCGA-THCA
550	TCGA-FE-A237-01A	pre	6.822800926373872	-10.77672674807289	TCGA-THCA
551	TCGA-FK-A3SG-01A	pre	6.260123807712635	-12.658204378831185	TCGA-THCA
552	TCGA-GE-A2C6-01A	pre	7.797848741875154	-6.197417887676044	TCGA-THCA
553	TCGA-EM-A22Q-01A	pre	-18.80797922612721	-9.917597830770296	TCGA-THCA
554	TCGA-FY-A3W9-01A	pre	-1.2605426333911072	-12.42880469190452	TCGA-THCA
555	TCGA-DE-A4MC-01A	pre	2.5246259117504057	-8.923258828392136	TCGA-THCA
556	TCGA-EL-A4K9-01A	pre	5.461347893416842	-10.82905276124142	TCGA-THCA
557	TCGA-FK-A3SB-01A	pre	6.82015457837875	-15.06922943117043	TCGA-THCA
558	TCGA-H2-A422-01A	pre	-1.2029527093344348	-15.09056956196604	TCGA-THCA
559	TCGA-EM-A3FM-01A	pre	-3.667807296094648	-9.824605219697615	TCGA-THCA
560	TCGA-DJ-A13S-01A	pre	-2.78616691638398	-13.862683047100107	TCGA-THCA
561	TCGA-EM-A3SY-01A	pre	-15.304104526498417	-4.889846447031316	TCGA-THCA
562	TCGA-EM-A2P1-01A	pre	2.8033916996549784	-1.9840971287369955	TCGA-THCA
563	TCGA-EL-A3T1-01A	pre	4.7945352038694224	-7.2260757836765706	TCGA-THCA
564	TCGA-EL-A3T1-11A	pre	8.678000865342845	-3.192833321825038	TCGA-THCA
565	TCGA-DJ-A2PS-01A	pre	9.367031157692015	-11.134351399370617	TCGA-THCA
566	TCGA-EL-A3TB-11A	pre	2.2665293986313215	-8.64461026845001	TCGA-THCA
567	TCGA-EL-A3TB-01A	pre	3.9551943555872366	-13.318889961848468	TCGA-THCA
568	TCGA-BJ-A45C-01A	pre	-4.691346611662039	-12.67723627660215	TCGA-THCA
569	TCGA-DJ-A3UX-01A	pre	6.555770110349988	-10.166600643590844	TCGA-THCA
570	TCGA-DJ-A2PX-01A	pre	8.035743385503354	-8.068483397795452	TCGA-THCA
571	TCGA-EL-A3ZS-01A	pre	11.237828091527541	-4.22257637043511	TCGA-THCA
572	GSM671255	pre	-82.84140790837623	46.182534959345574	GSE27155
573	GSM671256	pre	-84.58515376840812	46.225781260448834	GSE27155
574	GSM671257	pre	-83.73211071799825	46.783741490820404	GSE27155
575	GSM671258	pre	-83.63245813133689	46.37242319839099	GSE27155
576	GSM671259	pre	-83.49249533343763	46.66907129231866	GSE27155
577	GSM671260	pre	-83.53882843285919	46.178720170305105	GSE27155
578	GSM671261	pre	-84.17487788610536	45.38583955786437	GSE27155
579	GSM671262	pre	-83.37490730551328	46.56504447964626	GSE27155
580	GSM671263	pre	-83.95228307350472	45.687235703478336	GSE27155
581	GSM671264	pre	-83.97144889655469	44.903537488575985	GSE27155
582	GSM671265	pre	-83.30850140175305	46.010444496814294	GSE27155
583	GSM671266	pre	-84.80265590568288	45.63673328885566	GSE27155
584	GSM671267	pre	-85.35756638269329	46.80715895575433	GSE27155
585	GSM671268	pre	-83.27909020437355	46.19478157061247	GSE27155
