	sample	stage	pc1	pc2	cohort
586	GSM671269	pre	-83.44832107626951	46.29812284037633	GSE27155
587	GSM671270	pre	-83.19907253877614	46.20954220818684	GSE27155
588	GSM671271	pre	-83.21136656487612	47.46001277077014	GSE27155
589	GSM671297	pre	-83.54986699394013	45.4327599199809	GSE27155
590	GSM671298	pre	-83.57366796588099	46.162764647056854	GSE27155
591	GSM671299	pre	-83.11499463597346	45.517920981172466	GSE27155
592	GSM671300	pre	-83.42094521394293	45.47950401090187	GSE27155
593	GSM671301	pre	-83.23668445269139	46.58174073823668	GSE27155
594	GSM671302	pre	-84.0166446254479	45.363928506691344	GSE27155
595	GSM671303	pre	-82.90130670272089	46.956947997257664	GSE27155
596	GSM671304	pre	-82.2957960449528	44.90250094901603	GSE27155
597	GSM671305	pre	-81.69159222414291	46.30525390706662	GSE27155
598	GSM671306	pre	-81.77350937122807	47.90091009465711	GSE27155
599	GSM671307	pre	-82.98008798198931	45.31829079846488	GSE27155
600	GSM671308	pre	-82.76778336277386	46.016780383560395	GSE27155
601	GSM671309	pre	-81.98033243355187	45.48334090956815	GSE27155
602	GSM671310	pre	-82.29754583471633	46.57013771887227	GSE27155
603	GSM671311	pre	-82.98186396965176	45.159932196098936	GSE27155
604	GSM671312	pre	-82.2445805110208	45.6533752734115	GSE27155
605	GSM671313	pre	-82.09477151047649	45.83681650355737	GSE27155
606	GSM671314	pre	-82.18906648418596	45.38136469601745	GSE27155
607	GSM671315	pre	-82.11205163090587	46.68386386072493	GSE27155
608	GSM671316	pre	-82.50095335256377	45.103774361362255	GSE27155
609	GSM671317	pre	-83.2470892367769	45.19793123914637	GSE27155
610	GSM671318	pre	-82.731095597765	44.85499392615686	GSE27155
611	GSM671319	pre	-82.00822124054443	46.389369544989314	GSE27155
612	GSM671320	pre	-83.02244874700237	45.41094694345367	GSE27155
613	GSM671321	pre	-83.00250359478646	45.276052036652025	GSE27155
614	GSM671322	pre	-82.21144985579383	45.60455804084294	GSE27155
615	GSM671323	pre	-81.97750253813211	47.40738943116633	GSE27155
616	GSM671324	pre	-82.5399636669169	46.09884188568752	GSE27155
617	GSM671325	pre	-82.45358087550721	46.840099011900904	GSE27155
618	GSM671326	pre	-82.64260836007264	47.183351584141164	GSE27155
619	GSM671327	pre	-82.27081826906846	46.551892333427745	GSE27155
620	GSM671328	pre	-82.54697570584514	46.91501102445395	GSE27155
621	GSM671329	pre	-81.299477709585	47.490635297255736	GSE27155
622	GSM671330	pre	-82.19948625432602	45.895565149963815	GSE27155
623	GSM671331	pre	-82.27399858676357	45.058110990214196	GSE27155
624	GSM671332	pre	-82.15526198635364	46.097078362619	GSE27155
625	GSM671333	pre	-82.16977832920408	47.58738341646634	GSE27155
626	GSM671334	pre	-82.09670832931896	46.03971695462241	GSE27155
627	GSM671335	pre	-82.83440937221627	46.82941814419684	GSE27155
628	GSM671336	pre	-82.35598508541916	47.395487655442366	GSE27155
629	GSM671337	pre	-82.1238311484138	46.19878065053059	GSE27155
630	GSM671338	pre	-82.29719720719697	44.83285386395918	GSE27155
631	GSM671339	pre	-83.17355830527953	45.396607763550065	GSE27155
632	GSM671340	pre	-84.03334817201763	45.9806305232497	GSE27155
633	GSM671341	pre	-82.94199892503521	45.05142181960074	GSE27155
634	GSM671342	pre	-82.57037442752772	46.9137595641159	GSE27155
635	GSM671343	pre	-82.7101172895857	44.90220448658674	GSE27155
636	GSM671344	pre	-83.20463551215359	45.63189812820816	GSE27155
637	GSM671345	pre	-82.58501719210275	45.38605648213729	GSE27155
638	GSM671346	pre	-84.29070546974282	45.11980829958574	GSE27155
639	GSM671347	pre	-81.68923872147525	47.76610042850821	GSE27155
640	GSM671352	pre	-85.74751782075958	47.881651771223844	GSE27155
641	GSM671353	pre	-86.28035924498101	47.00413044357387	GSE27155
642	GSM2024824	pre	135.36559691436176	67.99877119190567	GSE76039
643	GSM2024825	pre	132.63992166384003	72.10519797792239	GSE76039
644	GSM2024826	pre	137.59335937585752	68.24221361655482	GSE76039
645	GSM2024827	pre	119.51413654487806	47.812387055335954	GSE76039
646	GSM2024828	pre	121.14035968850915	38.89050306353959	GSE76039
647	GSM2024829	pre	133.97083690591987	55.369633898363816	GSE76039
648	GSM2024830	pre	94.74292184459344	43.93823560308663	GSE76039
649	GSM2024831	pre	128.46052534066396	73.3483509760158	GSE76039
650	GSM2024832	pre	124.93022588763496	46.32352218153339	GSE76039
651	GSM2024833	pre	125.85124265977939	49.036387774253086	GSE76039
652	GSM2024834	pre	130.43259626490257	71.57475790356773	GSE76039
653	GSM2024835	pre	128.5567212251215	51.85974446352166	GSE76039
654	GSM2024836	pre	126.84193852613988	70.06706591989482	GSE76039
655	GSM2024837	pre	113.0510383748639	43.81196413992563	GSE76039
656	GSM2024838	pre	125.07921606836175	74.43840886857285	GSE76039
657	GSM2024839	pre	135.28950154130172	72.44346491135389	GSE76039
658	GSM2024840	pre	126.25886981859823	78.11413379804262	GSE76039
659	GSM2024841	pre	122.49167942771601	50.16450397489977	GSE76039
660	GSM2024842	pre	124.54844553065506	37.46731342798628	GSE76039
661	GSM2024843	pre	123.6132259704627	50.090691714336906	GSE76039
662	GSM2024844	pre	118.543034250845	41.57155906324598	GSE76039
663	GSM2024845	pre	132.02768662713441	71.27883521535834	GSE76039
664	GSM2024846	pre	135.54880778810804	63.79371563607802	GSE76039
665	GSM2024847	pre	136.01255783658218	70.58194001392357	GSE76039
666	GSM2024848	pre	131.5553513096923	68.3866597424696	GSE76039
667	GSM2024849	pre	139.48273859498653	53.972268201901386	GSE76039
668	GSM2024850	pre	124.78565901550824	39.73615274189194	GSE76039
669	GSM2024851	pre	132.25399069042552	75.33947651632117	GSE76039
670	GSM2024852	pre	131.49262873120932	68.50682845075235	GSE76039
671	GSM2024853	pre	132.90247004539395	63.98949729923367	GSE76039
672	GSM2024854	pre	130.99172547728625	43.50641968120191	GSE76039
673	GSM2024855	pre	134.07084161288668	41.92176335256924	GSE76039
674	GSM2024856	pre	128.6190088710233	46.26259897343982	GSE76039
675	GSM2024857	pre	120.64756677550162	73.57420136107493	GSE76039
676	GSM2024858	pre	137.21732649924866	72.66850187055401	GSE76039
677	GSM2024859	pre	116.8427415451662	39.73922877571962	GSE76039
678	GSM2024860	pre	138.7039305919055	62.236173610384746	GSE76039
679	TCGA-DJ-A2Q6-01A	post	13.188673265892053	4.2952961971778425	TCGA-THCA
680	TCGA-FK-A3SE-01A	post	12.81602820515877	2.7030261287044954	TCGA-THCA
681	TCGA-DJ-A2QA-01A	post	12.480030805718043	1.2556024504656764	TCGA-THCA
682	TCGA-FY-A2QD-01A	post	12.753492113313385	-10.239814162106958	TCGA-THCA
683	TCGA-EL-A3GR-01A	post	12.90576941647298	4.2271369081419	TCGA-THCA
684	TCGA-EL-A3T7-01A	post	13.074750515132125	5.531974761448647	TCGA-THCA
685	TCGA-EL-A3T7-11A	post	12.614279987567528	-9.023833379167234	TCGA-THCA
686	TCGA-FE-A230-01A	post	12.6284553184359	4.792735979111021	TCGA-THCA
687	TCGA-EM-A3FO-01A	post	12.609943418285964	5.239427025769177	TCGA-THCA
688	TCGA-DJ-A3VB-01A	post	12.66205430860569	6.255922951020829	TCGA-THCA
689	TCGA-BJ-A28X-11A	post	13.101244451722975	-3.442384096152385	TCGA-THCA
690	TCGA-BJ-A28X-01A	post	12.983478874852706	5.051223417415159	TCGA-THCA
691	TCGA-DJ-A2QB-01A	post	12.604211790406838	-7.507153651035025	TCGA-THCA
692	TCGA-DO-A1K0-01A	post	13.063231878803968	3.024421134682611	TCGA-THCA
693	TCGA-EL-A4KD-01A	post	13.150884923718474	-0.16171131184066148	TCGA-THCA
694	TCGA-BJ-A192-01A	post	13.079076660686084	-5.393388062078551	TCGA-THCA
695	TCGA-L6-A4EU-01A	post	12.520455314331357	6.004573430073565	TCGA-THCA
696	TCGA-DJ-A3V0-01A	post	12.858908507412101	4.333888557969702	TCGA-THCA
697	TCGA-EM-A2P2-01A	post	12.987317143161548	-2.990630958464492	TCGA-THCA
698	TCGA-BJ-A45G-01A	post	13.25825527321523	-5.4393410559478985	TCGA-THCA
699	TCGA-FY-A3R7-01A	post	13.212061971896954	-0.009860757554284068	TCGA-THCA
700	TCGA-DJ-A3VG-01A	post	12.744293512021104	-5.4920246309280465	TCGA-THCA
701	TCGA-ET-A25O-01A	post	13.363108285214231	0.6779756014807159	TCGA-THCA
702	TCGA-DJ-A3UR-01A	post	13.622989145140624	1.1725568577138459	TCGA-THCA
703	TCGA-E8-A415-01A	post	13.306934674180523	1.0309079750674064	TCGA-THCA
704	TCGA-DJ-A4UR-01A	post	12.275068842682915	-2.989370049978966	TCGA-THCA
705	TCGA-DJ-A13L-01A	post	12.855955303822121	5.974177912940472	TCGA-THCA
706	TCGA-BJ-A45I-01A	post	12.988741473575411	6.683167655473565	TCGA-THCA
707	TCGA-ET-A40S-01A	post	13.327329689269373	2.8226020756519246	TCGA-THCA
708	TCGA-EL-A3CZ-01A	post	12.675191593576635	-7.048749940346499	TCGA-THCA
709	TCGA-EM-A2P3-01A	post	13.343545594391678	4.6098375719897335	TCGA-THCA
710	TCGA-BJ-A2N7-11A	post	12.822292877219374	-7.848772056285706	TCGA-THCA
711	TCGA-BJ-A2N7-01A	post	13.04137023407555	-4.027905925820888	TCGA-THCA
712	TCGA-EL-A3GW-01A	post	13.158539439041371	-4.174924121917542	TCGA-THCA
713	TCGA-DJ-A13P-01A	post	13.454612849593163	1.7513713530503874	TCGA-THCA
714	TCGA-ET-A39O-01A	post	12.888448991837551	6.215391846533731	TCGA-THCA
715	TCGA-IM-A3ED-01A	post	13.066118312686097	5.151118518901743	TCGA-THCA
716	TCGA-ET-A39L-01A	post	13.139192467298304	-2.548533629587545	TCGA-THCA
717	TCGA-FY-A3YR-01A	post	12.64436067117089	4.3378900577448665	TCGA-THCA
718	TCGA-KS-A4IB-01A	post	12.934023557336895	1.131353299266306	TCGA-THCA
719	TCGA-EM-A3ST-11A	post	13.08884081325651	-8.53447643450553	TCGA-THCA
720	TCGA-EM-A3ST-01A	post	13.157832044360964	-2.9647278359759013	TCGA-THCA
721	TCGA-E8-A413-01A	post	13.203468249301444	3.373809234692686	TCGA-THCA
722	TCGA-EL-A3TA-01A	post	13.32238328191781	1.571390051707278	TCGA-THCA
723	TCGA-EL-A3TA-11A	post	13.021671822630031	-8.031886403791516	TCGA-THCA
724	TCGA-DJ-A2PW-01A	post	13.359014044703676	5.6346046873144235	TCGA-THCA
725	TCGA-DJ-A2PO-01A	post	13.398805316810595	3.4373293854196207	TCGA-THCA
726	TCGA-ET-A3BT-01A	post	13.459969705801809	4.512400597564303	TCGA-THCA
727	TCGA-EM-A2CJ-01A	post	12.811906297421075	-9.066128832048937	TCGA-THCA
728	TCGA-DJ-A3VD-01A	post	12.982387774939621	5.5246333304243045	TCGA-THCA
729	TCGA-DJ-A1QE-01A	post	12.960981816375117	5.844287735163852	TCGA-THCA
730	TCGA-BJ-A0ZB-01A	post	13.154813163072225	3.4701356696882537	TCGA-THCA
731	TCGA-IM-A3U3-01A	post	13.318664154522002	4.803783411999565	TCGA-THCA
732	TCGA-BJ-A45F-01A	post	12.296787793467603	-6.215914877709057	TCGA-THCA
733	TCGA-EL-A4KG-01A	post	13.140694775569612	7.17046243418238	TCGA-THCA
734	TCGA-ET-A39S-01A	post	13.154480478993197	1.3403010623152876	TCGA-THCA
735	TCGA-E8-A436-01A	post	13.024592281176034	4.453070261883477	TCGA-THCA
736	TCGA-EM-A22K-01A	post	12.938832484800296	-5.148924344725268	TCGA-THCA
737	TCGA-E3-A3DY-01A	post	13.409186968822993	4.158103264359683	TCGA-THCA
738	TCGA-KS-A4I7-01A	post	13.370377330186155	4.379153366207949	TCGA-THCA
739	TCGA-4C-A93U-01A	post	12.332193316604894	6.726933915420355	TCGA-THCA
740	TCGA-ET-A25G-01A	post	12.691225097737474	5.36711865552961	TCGA-THCA
741	TCGA-EL-A3H4-01A	post	12.589184026712642	4.095105587493288	TCGA-THCA
742	TCGA-EL-A3ZL-01A	post	12.782664346568083	3.018381730997303	TCGA-THCA
743	TCGA-DJ-A3VE-01A	post	13.278865122020669	4.800844858392723	TCGA-THCA
744	TCGA-DJ-A1QL-01A	post	12.933201337330434	-8.339663267098313	TCGA-THCA
745	TCGA-FE-A234-01A	post	13.008842140728488	5.842491111246544	TCGA-THCA
746	TCGA-H2-A26U-01A	post	12.924751213949675	7.418572659922173	TCGA-THCA
747	TCGA-EM-A1CS-01A	post	13.509667154976126	1.8156185178826099	TCGA-THCA
748	TCGA-CE-A484-01A	post	12.983790868294186	-3.234164106300264	TCGA-THCA
749	TCGA-DJ-A3VJ-01A	post	13.03253372424282	5.214030967940401	TCGA-THCA
750	TCGA-ET-A39M-01A	post	12.746234996072562	4.588406467458736	TCGA-THCA
751	TCGA-EL-A3MX-11A	post	12.812288874107235	-8.679959536590339	TCGA-THCA
752	TCGA-BJ-A2P4-01A	post	12.611563596203911	-4.6126726480547395	TCGA-THCA
753	TCGA-ET-A2MY-01A	post	13.186245580074832	2.7733805967554006	TCGA-THCA
754	TCGA-EL-A3ZP-01A	post	12.981851178974873	5.242411609892586	TCGA-THCA
755	TCGA-E8-A418-01A	post	13.318798629120833	4.218849163848546	TCGA-THCA
756	TCGA-DJ-A2Q4-01A	post	13.05116039012236	5.627808033264174	TCGA-THCA
757	TCGA-EL-A3MW-01A	post	13.353159691847308	2.2580753048249447	TCGA-THCA
758	TCGA-BJ-A0YZ-01A	post	12.856661464228331	-6.36865508840237	TCGA-THCA
759	TCGA-E8-A2JQ-01A	post	12.590325980782454	6.267592331627502	TCGA-THCA
760	TCGA-E8-A2JQ-11A	post	12.901596560699321	-3.646948585581379	TCGA-THCA
761	TCGA-FY-A3NM-01A	post	12.378358306312396	-11.013316701706037	TCGA-THCA
762	TCGA-EM-A4FN-01A	post	12.644409936346353	5.122918337353837	TCGA-THCA
763	TCGA-EL-A3H7-01A	post	12.522654709486684	6.886912289579803	TCGA-THCA
764	TCGA-EL-A3H7-11A	post	12.590286705617757	-4.203117726054783	TCGA-THCA
765	TCGA-BJ-A2NA-11A	post	12.918457533751589	-6.313382206565813	TCGA-THCA
766	TCGA-DJ-A1QF-01A	post	13.093681750526972	2.2325629223450485	TCGA-THCA
767	TCGA-BJ-A2NA-01A	post	13.227978012494031	4.341904782330153	TCGA-THCA
768	TCGA-BJ-A3PR-01A	post	12.9810474849346	3.653107720542248	TCGA-THCA
769	TCGA-KS-A4I3-01A	post	13.395090064756767	1.9936360723519284	TCGA-THCA
770	TCGA-DJ-A2PY-01A	post	13.060220676453385	5.168604877797597	TCGA-THCA
771	TCGA-EL-A3H8-01A	post	13.234783958753995	4.622415729416908	TCGA-THCA
772	TCGA-EL-A3CO-01A	post	12.98306491531232	-1.3277237511838946	TCGA-THCA
773	TCGA-EL-A4K2-01A	post	12.93859856656416	-5.245990491371093	TCGA-THCA
774	TCGA-FE-A23A-01A	post	12.348359948313213	5.788790859991268	TCGA-THCA
775	TCGA-EL-A4K1-01A	post	11.59735232863951	4.08162197479003	TCGA-THCA
776	TCGA-DJ-A3VF-01A	post	12.577716478984707	6.186628522522825	TCGA-THCA
777	TCGA-CE-A482-01A	post	13.207738626540621	3.35546854412503	TCGA-THCA
778	TCGA-EM-A3SU-01A	post	12.7141895517661	4.818938262545904	TCGA-THCA
779	TCGA-FE-A3PC-01A	post	12.20915399143881	4.021434726676703	TCGA-THCA
780	TCGA-EM-A3FQ-01A	post	13.087072736096546	3.5636115074632206	TCGA-THCA
781	TCGA-EL-A3GO-01A	post	12.483320974632353	-7.707200910359894	TCGA-THCA
782	TCGA-E8-A44K-01A	post	12.852449113732755	4.403476803077541	TCGA-THCA
783	TCGA-EM-A3SU-06A	post	13.083470956912187	6.409028422350049	TCGA-THCA
784	TCGA-DJ-A3UZ-01A	post	13.421651537443807	-2.0143017901178992	TCGA-THCA
785	TCGA-BJ-A0ZE-01A	post	12.075848409784646	-6.955569952745282	TCGA-THCA
786	TCGA-E8-A432-01A	post	13.329989915799771	1.4176381047373063	TCGA-THCA
787	TCGA-BJ-A18Y-01A	post	13.020267347607842	-5.32586597353393	TCGA-THCA
788	TCGA-DJ-A4UT-01A	post	12.97565415795251	3.7007892391804464	TCGA-THCA
789	TCGA-DJ-A2Q3-01A	post	13.141310069643358	3.838205663192186	TCGA-THCA
790	TCGA-ET-A40R-01A	post	13.164953863189902	0.10816484775600294	TCGA-THCA
791	TCGA-EM-A2CR-01A	post	12.046201852555189	-2.754031502697572	TCGA-THCA
792	TCGA-J8-A4HY-01A	post	13.228592779141051	-0.5693009948841208	TCGA-THCA
793	TCGA-DJ-A3UP-01A	post	13.302033170042836	-3.9422703804782593	TCGA-THCA
794	TCGA-EM-A3FR-01A	post	12.980611585982523	-8.464485886171508	TCGA-THCA
795	TCGA-DJ-A4UQ-01A	post	13.289169328349102	2.3795160611676303	TCGA-THCA
796	TCGA-ET-A4KQ-01A	post	13.184035467722607	-6.052228307560231	TCGA-THCA
797	TCGA-CE-A481-01A	post	13.407083353747671	1.2691684470641302	TCGA-THCA
798	TCGA-EM-A3O3-01A	post	12.239866653419579	6.133671364088507	TCGA-THCA
799	TCGA-EM-A2CP-01A	post	12.693329381812296	-4.906914357149139	TCGA-THCA
800	TCGA-EL-A3GZ-11A	post	12.857593887156924	-8.656585978146914	TCGA-THCA
801	TCGA-EL-A3H3-01A	post	12.252056905589955	3.3264102970601	TCGA-THCA
802	TCGA-EL-A3CS-01A	post	12.937632696555387	0.17878486193711562	TCGA-THCA
803	TCGA-BJ-A0Z3-01A	post	13.489638754600103	3.2855286430167734	TCGA-THCA
804	TCGA-DJ-A2PT-01A	post	12.881113335334469	6.680990476268956	TCGA-THCA
805	TCGA-ET-A39I-01A	post	12.963272308019741	-6.599684499588953	TCGA-THCA
806	TCGA-FK-A3SD-01A	post	12.44606446333365	-11.203382574186135	TCGA-THCA
807	TCGA-DJ-A13W-01A	post	8.73869931116121	-7.602808271068545	TCGA-THCA
808	TCGA-DJ-A13R-01A	post	9.940881129628432	-4.569355241979626	TCGA-THCA
809	TCGA-DJ-A1QI-01A	post	13.371158364586174	4.829524924281306	TCGA-THCA
810	TCGA-EL-A3ZK-01A	post	13.032207617255452	2.978000954810033	TCGA-THCA
811	TCGA-ET-A3DW-11A	post	12.849000844312371	-8.121456429191785	TCGA-THCA
812	TCGA-EL-A4JZ-01A	post	13.13886349571824	5.598533568934809	TCGA-THCA
813	TCGA-ET-A2N4-01A	post	13.472187457097375	0.582027540093414	TCGA-THCA
814	TCGA-ET-A3DS-01A	post	12.36019842035571	-10.004675908369775	TCGA-THCA
815	TCGA-EL-A3D4-01A	post	13.041091193575527	-1.9668719801993886	TCGA-THCA
816	TCGA-DJ-A2PZ-01A	post	13.15193539597388	2.932016653410576	TCGA-THCA
817	TCGA-FY-A3RA-01A	post	13.206283452140594	2.212373896910917	TCGA-THCA
818	TCGA-EM-A4FV-01A	post	13.569736916118012	1.2896659487523605	TCGA-THCA
819	TCGA-EM-A3AN-01A	post	13.385524906214474	1.90286242387195	TCGA-THCA
820	TCGA-DJ-A3UN-01A	post	13.34318072498128	1.7837462067742667	TCGA-THCA
821	TCGA-J8-A42S-01A	post	13.26387167101577	3.139247098634354	TCGA-THCA
822	TCGA-EL-A4JX-01A	post	12.224764288739122	6.826755684535931	TCGA-THCA
823	TCGA-DE-A0Y2-01A	post	12.725493814814971	3.910179960322893	TCGA-THCA
824	TCGA-EL-A4JV-01A	post	13.025194475549721	-6.335626520803069	TCGA-THCA
825	TCGA-KS-A4I1-01A	post	12.927021111108385	5.063508263166421	TCGA-THCA
826	TCGA-CE-A27D-01A	post	13.015554330406735	0.32812051666841974	TCGA-THCA
827	TCGA-BJ-A0Z0-01A	post	12.601176696601199	-8.606154987200593	TCGA-THCA
828	TCGA-EL-A3CU-01A	post	13.114538946523764	5.55152248695334	TCGA-THCA
829	TCGA-EM-A1CV-11A	post	12.702907299402291	-10.073037150505673	TCGA-THCA
830	TCGA-EL-A3MY-11A	post	12.786165847935319	-8.555347254307026	TCGA-THCA
831	TCGA-EM-A2CK-01A	post	12.863118308449568	-7.176035028718575	TCGA-THCA
832	TCGA-FK-A4UB-01A	post	12.555766568768421	1.7784714381085083	TCGA-THCA
833	TCGA-ET-A2N5-01A	post	12.950705417480874	-6.630161762476283	TCGA-THCA
834	TCGA-ET-A2N5-11B	post	12.813199693739069	-10.151720359959302	TCGA-THCA
835	TCGA-EM-A2P0-01A	post	13.194011687024272	2.017921842268473	TCGA-THCA
836	TCGA-H2-A421-01A	post	12.758384590817453	5.69465964058811	TCGA-THCA
837	TCGA-CE-A483-01A	post	13.363294409120583	1.9797427633744888	TCGA-THCA
838	TCGA-FY-A76V-01A	post	13.224520794805782	-1.0600625514285738	TCGA-THCA
839	TCGA-EL-A3GX-01A	post	13.218507739879495	6.588744476722006	TCGA-THCA
840	TCGA-DO-A2HM-01B	post	13.08597031247426	5.657594910799065	TCGA-THCA
841	TCGA-IM-A3U2-01A	post	12.8424682377017	6.480564994852214	TCGA-THCA
842	TCGA-EL-A3T0-11A	post	12.847312436145423	-6.881750284868624	TCGA-THCA
843	TCGA-EL-A3T0-01A	post	13.14035957440268	0.2730753799985787	TCGA-THCA
844	TCGA-E3-A3E1-01A	post	13.208095134584164	2.6587306231622465	TCGA-THCA
845	TCGA-ET-A3BX-01A	post	13.031323831092495	5.250159787524138	TCGA-THCA
846	TCGA-BJ-A0ZJ-01A	post	13.381473419668966	0.2940432215775602	TCGA-THCA
847	TCGA-EL-A3T9-01A	post	12.582247756702833	5.303957579873135	TCGA-THCA
848	TCGA-EM-A1YD-01A	post	12.660443658681833	-8.268513786785029	TCGA-THCA
849	TCGA-EL-A3T6-11A	post	12.656604369020622	-4.981531673881016	TCGA-THCA
850	TCGA-ET-A3BP-01A	post	13.256327124581185	1.3761097881908353	TCGA-THCA
851	TCGA-EL-A3H1-01A	post	13.061406639555692	-8.004414985563457	TCGA-THCA
852	TCGA-DJ-A3VK-01A	post	13.246507841200028	-3.200407991698207	TCGA-THCA
853	TCGA-EM-A4FR-01A	post	12.178826850939648	-2.2156849522553337	TCGA-THCA
854	TCGA-EM-A22M-01A	post	12.341189325280183	4.599537036753774	TCGA-THCA
855	TCGA-EL-A3T8-11A	post	12.977941840406002	-6.757695898925389	TCGA-THCA
856	TCGA-EL-A3ZR-01A	post	13.024669758533562	-5.503773600938045	TCGA-THCA
857	TCGA-DJ-A4UW-01A	post	13.065730725446505	2.0912778797273464	TCGA-THCA
858	TCGA-DJ-A13V-01A	post	13.239788144026315	5.027112724035348	TCGA-THCA
859	TCGA-E8-A417-01A	post	13.241222701854017	3.207230907302301	TCGA-THCA
860	TCGA-EM-A2P1-06A	post	12.672263543051553	5.900772037531039	TCGA-THCA
861	TCGA-DJ-A1QQ-01A	post	13.003290722658022	4.404545913022885	TCGA-THCA
862	TCGA-ET-A39R-01A	post	13.251432928399803	3.8014499972649687	TCGA-THCA
863	TCGA-ET-A3DR-01A	post	12.945649238312383	0.597409743412901	TCGA-THCA
864	TCGA-ET-A2N3-01B	post	12.908952835681179	-9.512364751958472	TCGA-THCA
865	TCGA-CE-A485-01A	post	13.295249620708534	3.2127682513064744	TCGA-THCA
866	TCGA-ET-A3DT-01A	post	12.60873479145716	5.566418443857426	TCGA-THCA
867	TCGA-CE-A13K-01A	post	13.383874237554204	2.1415322640968704	TCGA-THCA
868	TCGA-DJ-A3V8-01A	post	13.158945572471048	3.7841163209395514	TCGA-THCA
869	TCGA-BJ-A290-01A	post	13.101976185504196	2.6744360534261014	TCGA-THCA
870	TCGA-ET-A3BO-01A	post	13.316314157859713	5.62367913871204	TCGA-THCA
871	TCGA-EL-A3N3-01A	post	12.658558232239088	5.62325165578864	TCGA-THCA
872	TCGA-EL-A3N3-11A	post	12.766081140844605	-5.5394338775247425	TCGA-THCA
873	TCGA-DJ-A1QH-01A	post	13.26705186327147	5.429954509699043	TCGA-THCA
874	TCGA-J8-A3O2-06A	post	13.382850816733736	4.715129761869095	TCGA-THCA
875	TCGA-DJ-A2Q9-01A	post	12.917080475368815	4.182983580742007	TCGA-THCA
876	TCGA-BJ-A190-01A	post	12.373463497986716	-11.357548758563265	TCGA-THCA
877	TCGA-DE-A3KN-01A	post	13.36294212264968	1.3245087016267547	TCGA-THCA
878	TCGA-EM-A3AL-01A	post	13.0020075348767	-9.1034992087532	TCGA-THCA
879	TCGA-ET-A25R-01A	post	13.009335453665592	5.660819370023053	TCGA-THCA
880	TCGA-EM-A1YC-01A	post	12.25648911719841	-9.93337594685755	TCGA-THCA
881	TCGA-ET-A3DO-01A	post	12.635887838707937	6.516482215806828	TCGA-THCA
882	TCGA-EM-A3SZ-01A	post	12.941920432999053	5.546548350564537	TCGA-THCA
883	TCGA-BJ-A18Z-01A	post	12.879798199006133	5.457842261391746	TCGA-THCA
884	TCGA-EM-A4FK-01A	post	12.766043891469923	-8.914087423578145	TCGA-THCA
885	TCGA-EM-A3FK-01A	post	12.91827536694557	4.541593215698305	TCGA-THCA
886	TCGA-EM-A3SX-01A	post	13.429488345621873	0.9296411128172817	TCGA-THCA
887	TCGA-EL-A3ZH-11A	post	12.642881192571087	-8.756116286558303	TCGA-THCA
888	TCGA-BJ-A0Z5-01A	post	13.142590564986826	1.8939203224170746	TCGA-THCA
889	TCGA-EM-A4FM-01A	post	12.42346241878905	6.813094272761702	TCGA-THCA
890	TCGA-EL-A3GY-01A	post	13.07865134737958	5.323940682589926	TCGA-THCA
891	TCGA-DO-A1JZ-01A	post	13.076413606611462	3.0789740776511776	TCGA-THCA
892	TCGA-EM-A3AO-01A	post	12.514661959740081	2.521299053714931	TCGA-THCA
893	TCGA-ET-A39J-01A	post	13.090219141281693	3.6810322683612458	TCGA-THCA
894	TCGA-E8-A437-01A	post	12.787093560830101	1.4690014689112678	TCGA-THCA
895	TCGA-EM-A2OZ-01A	post	13.539185645755921	1.771599138376239	TCGA-THCA
896	TCGA-EM-A1CW-01A	post	12.60991481036071	-6.87121009661533	TCGA-THCA
897	TCGA-BJ-A2N9-11A	post	12.899321751766703	-4.868432000280955	TCGA-THCA
898	TCGA-DJ-A3VM-01A	post	12.804352469649178	-4.368718627528372	TCGA-THCA
899	TCGA-EM-A2CL-01A	post	12.645252508803125	-10.181283599768301	TCGA-THCA
900	TCGA-ET-A40T-01A	post	13.393301209198217	4.322883044449373	TCGA-THCA
901	TCGA-ET-A25K-01A	post	12.80114158098113	3.8383032683045544	TCGA-THCA
902	TCGA-FE-A236-01A	post	13.046579663216573	1.4192805889651876	TCGA-THCA
903	TCGA-EL-A3ZQ-01A	post	12.345266983766551	4.884848343717234	TCGA-THCA
904	TCGA-EL-A3ZQ-11A	post	12.689978676842918	-6.0609040720269105	TCGA-THCA
905	TCGA-EL-A3CP-01A	post	13.119241434851869	3.433990385655095	TCGA-THCA
906	TCGA-DJ-A1QM-01A	post	12.630540456950103	-0.9369050174872898	TCGA-THCA
907	TCGA-DJ-A3UQ-01A	post	12.936738838388791	5.0320805916291995	TCGA-THCA
908	TCGA-BJ-A0ZF-01A	post	13.001896894988045	-6.748676803808287	TCGA-THCA
909	TCGA-EM-A3O7-01A	post	13.741625105155668	1.7383643456909081	TCGA-THCA
910	TCGA-IM-A3EB-01A	post	12.872663440624386	5.420511343879701	TCGA-THCA
911	TCGA-EL-A3ZO-01A	post	12.487160610792191	7.119290589054408	TCGA-THCA
912	TCGA-EL-A3H5-01A	post	10.731445967963829	5.211413668897766	TCGA-THCA
913	TCGA-EL-A3ZK-11A	post	12.840573003967492	-5.8919804226176336	TCGA-THCA
914	TCGA-EM-A3AK-01A	post	13.28704946627714	2.2201983095764763	TCGA-THCA
