contrast	group_a	group_b	module	n_group_a	n_group_b	mean_group_a	mean_group_b	cohens_d_group_a_minus_b	mannwhitney_p	claim_boundary	fdr_q
ATC_vs_PTC	ATC	PTC	RAI_differentiation_protein	113	177	-0.6970088705680058	0.033917690937862496	-1.9885331759797542	1.0576157087886774e-36	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	4.2304628351547094e-35
ATC_vs_PTC	ATC	PTC	HLA_I_APM_protein	113	177	0.47330417350987236	0.004223583959070433	0.6427820331899473	6.22158740631864e-06	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	1.9143345865595817e-05
ATC_vs_PTC	ATC	PTC	HLA_II_APC_protein	113	177	0.32627666130199107	0.06354263305792775	0.30303840827126627	0.04883516883782383	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.06976452691117689
ATC_vs_PTC	ATC	PTC	CD8_cytotoxic_protein	113	177	0.11063249955374907	-0.045892366566946986	0.21217868628928555	0.2028910894067779	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.27984977849210746
ATC_vs_PTC	ATC	PTC	IFN_APM_activation_protein	113	177	0.4402264017770062	0.06836362487604056	0.5848548147785365	1.9023689825496998e-05	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	5.4353399501419996e-05
ATC_vs_PTC	ATC	PTC	checkpoint_suppression_protein	113	177	0.18032033824915733	-0.07959366977716029	0.49466151355057136	0.009754962175638695	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.018580880334549896
ATC_vs_PTC	ATC	PTC	myeloid_suppressive_protein	113	177	0.7971896143594186	-0.2875971893006654	1.6789347008426991	1.4889916438906362e-24	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	1.9853221918541816e-23
ATC_vs_PTC	ATC	PTC	TLS_B_cell_protein	113	177	0.017849316673568358	-0.022106357435735358	0.0785886765338496	0.8790265718710613	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.90156571473955
ATC_vs_PTC	ATC	PTC	TGFB_barrier_single_protein	113	177	0.8894150927252107	-0.1884751755998683	1.1716865361687334	1.8112547544213438e-20	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	1.8112547544213437e-19
ATC_vs_PTC	ATC	PTC	protein_aggressive_visibility_score	113	177	1.9675026584372968	-0.31729129627945746	1.9525612678454032	1.0088301210172681e-28	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	2.0176602420345365e-27
PDTC_vs_PTC	PDTC	PTC	RAI_differentiation_protein	46	177	-0.20451350780578695	0.033917690937862496	-0.5357284388610751	0.00019274134405338126	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.0004535090448314853
PDTC_vs_PTC	PDTC	PTC	HLA_I_APM_protein	46	177	-0.5479811822320197	0.004223583959070433	-0.821661180840575	3.0921854240456367e-06	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	1.0307284746818789e-05
PDTC_vs_PTC	PDTC	PTC	HLA_II_APC_protein	46	177	-0.10737389736461714	0.06354263305792775	-0.17603258977249608	0.015404841699372517	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.027004946533915098
PDTC_vs_PTC	PDTC	PTC	CD8_cytotoxic_protein	46	177	-0.20562430782551913	-0.045892366566946986	-0.24879844706237741	0.22430186524258433	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.2894217616033346
PDTC_vs_PTC	PDTC	PTC	IFN_APM_activation_protein	46	177	-0.39171280999332814	0.06836362487604056	-0.7475283433727051	2.3791288260578415e-05	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	6.344343536154244e-05
PDTC_vs_PTC	PDTC	PTC	checkpoint_suppression_protein	46	177	-0.058113591005236345	-0.07959366977716029	0.05725300234215198	0.480995813391519	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.5344397926572433
PDTC_vs_PTC	PDTC	PTC	myeloid_suppressive_protein	46	177	-0.1905874259011102	-0.2875971893006654	0.2362595304184988	0.30912746935249047	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.3636793757088123
PDTC_vs_PTC	PDTC	PTC	TLS_B_cell_protein	46	177	-0.3075434445620879	-0.022106357435735358	-0.6210161142754156	6.925910755120676e-08	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	3.0781825578314113e-07
PDTC_vs_PTC	PDTC	PTC	TGFB_barrier_single_protein	46	177	0.2314690920093111	-0.1884751755998683	0.7325238194517139	0.0064223930765740025	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.012844786153148005
PDTC_vs_PTC	PDTC	PTC	protein_aggressive_visibility_score	46	177	-0.5340551003273429	-0.31729129627945746	-0.19867015576357006	0.030887769401772017	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.05147961566962003
ATC_vs_PDTC	ATC	PDTC	RAI_differentiation_protein	113	46	-0.6970088705680058	-0.20451350780578695	-1.1709384819584705	1.499077811435067e-08	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	8.371339135945182e-08
ATC_vs_PDTC	ATC	PDTC	HLA_I_APM_protein	113	46	0.47330417350987236	-0.5479811822320197	1.047093498893013	1.6742678271890363e-08	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	8.371339135945182e-08
ATC_vs_PDTC	ATC	PDTC	HLA_II_APC_protein	113	46	0.32627666130199107	-0.10737389736461714	0.3376955595122622	0.003383677619421668	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.007123531830361405
ATC_vs_PDTC	ATC	PDTC	CD8_cytotoxic_protein	113	46	0.11063249955374907	-0.20562430782551913	0.40261927280586607	0.047710039194960856	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.06976452691117689
ATC_vs_PDTC	ATC	PDTC	IFN_APM_activation_protein	113	46	0.4402264017770062	-0.39171280999332814	1.0483727043890232	7.744474220845431e-08	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	3.0977896883381725e-07
ATC_vs_PDTC	ATC	PDTC	checkpoint_suppression_protein	113	46	0.18032033824915733	-0.058113591005236345	0.35787391268457197	0.04252880268909446	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.06542892721399148
ATC_vs_PDTC	ATC	PDTC	myeloid_suppressive_protein	113	46	0.7971896143594186	-0.1905874259011102	1.0853965068340155	1.7171493721839954e-09	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	1.1447662481226636e-08
ATC_vs_PDTC	ATC	PDTC	TLS_B_cell_protein	113	46	0.017849316673568358	-0.3075434445620879	0.6396552278835983	1.0250146446305295e-06	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	3.727325980474653e-06
ATC_vs_PDTC	ATC	PDTC	TGFB_barrier_single_protein	113	46	0.8894150927252107	0.2314690920093111	0.5155275024440698	0.00012971875429297673	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.00032429688573244183
ATC_vs_PDTC	ATC	PDTC	protein_aggressive_visibility_score	113	46	1.9675026584372968	-0.5340551003273429	1.4693769826641496	3.350341323104119e-11	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	2.6802730584832955e-10
ATC_P_vs_PTC_P	ATC_P	PTC_P	RAI_differentiation_protein	20	99	0.6059029696781347	0.7256778349259255	-0.29030767243032735	0.25107982654523486	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.31384978318154355
ATC_P_vs_PTC_P	ATC_P	PTC_P	HLA_I_APM_protein	20	99	-0.2859827978420536	-0.22145388521136602	-0.1255469776151762	0.47508966791095997	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.5344397926572433
ATC_P_vs_PTC_P	ATC_P	PTC_P	HLA_II_APC_protein	20	99	-0.5577026386931652	-0.36757659502607287	-0.23867046894056881	0.21231530529726106	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.2830870737296814
ATC_P_vs_PTC_P	ATC_P	PTC_P	CD8_cytotoxic_protein	20	99	0.10810511504773843	0.008231685287454231	0.12996892164983556	0.30261042279270833	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.3636793757088123
ATC_P_vs_PTC_P	ATC_P	PTC_P	IFN_APM_activation_protein	20	99	-0.3538237423096098	-0.36199909516473844	0.018760285095530096	0.9971648466340288	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.9971648466340287
ATC_P_vs_PTC_P	ATC_P	PTC_P	checkpoint_suppression_protein	20	99	-0.07919032461852109	-0.02010872582407396	-0.11221607996000638	0.5071497409553642	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.5482699902220154
ATC_P_vs_PTC_P	ATC_P	PTC_P	myeloid_suppressive_protein	20	99	-0.09149965384745765	-0.2713897511198062	0.5128474248154928	0.03964902300854824	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.06343843681367717
ATC_P_vs_PTC_P	ATC_P	PTC_P	TLS_B_cell_protein	20	99	-0.08045014553219698	0.18346327743546342	-0.6305162458983914	0.0010131680764421194	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.0022514846143158206
ATC_P_vs_PTC_P	ATC_P	PTC_P	TGFB_barrier_single_protein	20	99	-0.4450351948541158	-0.7102977450876378	0.6127677445656935	0.01552784425700118	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.027004946533915098
ATC_P_vs_PTC_P	ATC_P	PTC_P	protein_aggressive_visibility_score	20	99	-0.9833854213676462	-1.2185214712570975	0.27013069602322454	0.6163558626699437	Bulk proteomics contrast validates protein-level directionality, not spatial localization.	0.6487956449157303
