sample_id	condition	n_spots	n_tumor_high_spots	slide_fraction_cd8_high	tumor_high_neighbor_cd8_high_fraction	tumor_high_neighbor_cd8_access_ratio	tumor_barrier_high_neighbor_cd8_high_fraction	tumor_barrier_low_neighbor_cd8_high_fraction	barrier_high_minus_low_cd8_neighbor_fraction	hla_low_tumor_neighbor_barrier_high_fraction	hla_low_tumor_neighbor_delivery_high_fraction	hla_low_tumor_neighbor_cd8_high_fraction	rai_low_tumor_neighbor_mapk_high_fraction	rai_low_tumor_neighbor_aggressive_high_fraction	rai_low_tumor_neighbor_barrier_high_fraction	delivery_high_neighbor_cd8_low_fraction	delivery_high_neighbor_barrier_high_fraction	claim_boundary
GSM7980860_N-1	normal	3363	841	1.0	1.0	1.0	1.0	1.0	0.0	0.1803030303030303	0.21363636363636362	1.0	0.28174603174603174	0.2896825396825397	0.23015873015873015	0.8941736028537456	0.29488703923900117	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980861_N-2	normal	3798	950	0.25013164823591366	0.27614035087719296	1.1039800554016619	0.30941358024691357	0.26634877384196187	0.043064806404951694	0.2130952380952381	0.24404761904761904	0.20952380952380953	0.22916666666666666	0.2048611111111111	0.1701388888888889	0.7105263157894737	0.29964912280701755	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980862_N-3	normal	4500	1125	1.0	1.0	1.0	1.0	1.0	0.0	0.20242656449553	0.2164750957854406	1.0	0.2391304347826087	0.25	0.21557971014492755	0.9121481481481482	0.2765925925925926	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980863_N-4	normal	2997	750	1.0	1.0	1.0	1.0	1.0	0.0	0.21274509803921568	0.2235294117647059	1.0	0.23129251700680273	0.24319727891156462	0.2534013605442177	0.8006666666666666	0.288	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980864_PTC-1	PTC	2243	561	0.2501114578689255	0.31699346405228757	1.2674088054710893	0.38596491228070173	0.3029327610872675	0.08303215119343421	0.07650273224043716	0.09562841530054644	0.15300546448087432	0.1388888888888889	0.2361111111111111	0.18055555555555555	0.7130124777183601	0.4215686274509804	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980865_PTC-2	PTC	4896	1224	0.25	0.22889433551198257	0.9155773420479303	0.29971988795518206	0.22126696832579185	0.07845291962939022	0.17641843971631205	0.2526595744680851	0.17553191489361702	0.19298245614035087	0.27850877192982454	0.2916666666666667	0.6659858387799564	0.3571623093681917	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980866_PTC-3	PTC	4475	1119	1.0	1.0	1.0	1.0	1.0	0.0	0.148014440433213	0.19494584837545126	1.0	0.2567049808429119	0.2567049808429119	0.26436781609195403	0.8458445040214477	0.39544235924932974	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980867_PTC-4	PTC	4699	1175	0.2500532028091083	0.2804255319148936	1.121463467632413	0.26458333333333334	0.28449197860962566	-0.019908645276292325	0.2113289760348584	0.20915032679738563	0.24074074074074073	0.2169811320754717	0.2861635220125786	0.3522012578616352	0.6228368794326241	0.3313475177304965	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980868_LPTC-1	locally_advanced_PTC	1503	376	0.25016633399866933	0.2632978723404255	1.0524912290629242	0.2840909090909091	0.2569444444444444	0.027146464646464696	0.1564625850340136	0.20748299319727892	0.17006802721088435	0.34408602150537637	0.46236559139784944	0.5483870967741935	0.7092198581560284	0.39893617021276595	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980869_LPTC-2	locally_advanced_PTC	4129	1033	1.0	1.0	1.0	1.0	1.0	0.0	0.21052631578947367	0.28596491228070176	1.0	0.3333333333333333	0.36666666666666664	0.43333333333333335	0.7825104872539529	0.33768957728299454	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980870_LPTC-3	locally_advanced_PTC	4355	1089	0.2500574052812859	0.3933272115090297	1.5729476640237139	0.37037037037037035	0.4005636070853462	-0.03019323671497587	0.22666666666666666	0.22	0.16	0.1527777777777778	0.3055555555555556	0.4027777777777778	0.623201714110805	0.36960514233241504	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980871_LPTC-4	locally_advanced_PTC	4688	1172	1.0	1.0	1.0	1.0	1.0	0.0	0.12446351931330472	0.2088698140200286	1.0	0.18681318681318682	0.23076923076923078	0.17582417582417584	0.7933731513083049	0.35665529010238906	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980872_ATC-1	ATC	4672	1168	0.25	0.23187785388127855	0.9275114155251142	0.3592436974789916	0.1992831541218638	0.1599605433571278	0.14237516869095818	0.199055330634278	0.1774628879892038	0.24315068493150685	0.22146118721461186	0.1997716894977169	0.4252283105022831	0.3543093607305936	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980873_ATC-2	ATC	2656	664	0.25	0.4585843373493976	1.8343373493975903	0.5432357043235704	0.4109803921568628	0.1322553121667076	0.08928571428571429	0.10714285714285714	0.07738095238095238	0.43148148148148147	0.48174603174603176	0.3814814814814815	0.1395582329317269	0.3488955823293173	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980874_ATC-3	ATC	1604	401	0.25	0.23940149625935161	0.9576059850374065	0.34226190476190477	0.22270531400966184	0.11955659075224292	0.10775862068965517	0.13793103448275862	0.1336206896551724	0.2627669452181987	0.29526462395543174	0.16527390900649955	0.200332502078138	0.44970906068162925	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
GSM7980875_ATC-4	ATC	2566	642	0.25019485580670303	0.3011422637590862	1.2036309171430144	0.5561403508771929	0.25685557586837293	0.29928477500882	0.08333333333333333	0.20897435897435898	0.1576923076923077	0.3695652173913043	0.43478260869565216	0.48188405797101447	0.6895119418483905	0.34865005192107995	Slide-level summary of spot-neighborhood proxies; use for ROI hypothesis generation, not biological replicate p-values.
