sample_id	group	RAI_differentiation_protein	HLA_I_APM_protein	HLA_II_APC_protein	CD8_cytotoxic_protein	IFN_APM_activation_protein	checkpoint_suppression_protein	myeloid_suppressive_protein	TLS_B_cell_protein	TGFB_barrier_single_protein	protein_aggressive_visibility_score
F1_127C|ATC	ATC	-0.8566777193553028	0.69216055356905	-0.07382375727088877	0.25853996538761964	0.05509438320542036	-0.33917569789666546	-0.417014655642619	-0.34427270213606603	1.0236855429232723	1.1318236172817338
F1_130C|ATC	ATC	-0.6770377790107451	0.37410827943747144	0.3735261501649827	0.32514212077175625	0.38714769278830674	-0.33917569789666546	0.6389281619274181	-0.21664622665403685	0.24168457067902438	1.6900742203756347
F1_131C|ATC	ATC	-0.9544686798688351	0.7562709105533533	0.15276190078259771	0.4458841632296567	0.815586492480066	-0.33917569789666546	2.042964582899088	-0.49487312144073053	1.3960234963427531	3.7537041733212764
F1_132C|ATC	ATC	-0.6093857711579688	-0.01270950493097025	0.6468600201000773	0.11799355458198313	-0.4264626761928553	-0.33917569789666546	0.49532944205756574	-0.1145494385264859	1.6042178089330195	1.0920057082845642
F2_130C|ATC	ATC	-1.070535597039552	1.3470119024444236	0.9602186710880389	0.23514102814093446	1.3297811072181822	0.16569993472260147	1.3588685564757557	-0.31995725718159657	-0.25149622595117693	3.7764160559597313
F2_132C|ATC	ATC	-0.7974587679657105	0.5276289166771726	0.10844164790270681	0.18615121962371212	0.7482400987112755	0.31816917762872104	0.34578329144329656	-0.41147970215049706	0.6886892283197507	1.6708709760861797
F4_128C|ATC	ATC	-0.3783976374613198	2.1789286802977355	3.3399166024393248	-0.6811539118511545	0.8138836154684231	-0.33917569789666546	2.317356048176344	-0.21734023267035438	2.769308516699706	4.874682365935399
F4_129N|ATC	ATC	-0.1263461579686577	1.05900949915291	0.8101056437782808	-0.6811539118511545	0.7389256005737102	-0.33917569789666546	0.7164965167109587	0.10648928896331096	-0.10614886815635331	1.9018521738325265
F4_129C|ATC	ATC	-0.26642203764878947	-1.0954956720501592	-1.0719360851177104	-0.6811539118511545	-0.8799405496802339	-0.33917569789666546	-0.10962718289836212	-0.32955330683421274	0.972316692684494	-0.9387008172997319
F4_133N|ATC	ATC	1.115622743922081	-0.6443816114915745	-0.7782026667450247	-0.6811539118511545	-0.6464942618307736	-0.33917569789666546	1.5960890396008085	-0.16472079828829403	1.0296415033483086	-0.1639153158128468
F4_133C|ATC	ATC	-0.5457454625044572	-0.2948912407990066	-0.26612141826257524	-0.6811539118511545	0.013220824969489398	-0.33917569789666546	0.23674996814114846	-0.3761152575666425	0.689073033619548	0.4876041898465991
F5_129C|ATC	ATC	-0.8262468027349426	-0.5004527153176931	-1.3990958674463903	0.2612638126993095	-0.3933045816500388	0.07709211738903762	1.1324586042801	-0.5635598862468697	5.115155585219804	1.4582526916973495
F5_131C|ATC	ATC	-0.7262331261446808	0.5926145948392498	0.16962606088292925	0.16753329252273758	0.017770213327711504	0.8341798390940806	0.1434122058776378	-0.08331425233529739	1.4791865450074655	1.4622599268615684
F6_131N|ATC	ATC	-0.8201280638234717	2.6533550886433703	0.8641388866379504	1.272370802636567	2.263302724693879	0.6993578015248495	0.7927547378574196	0.27031417279528974	2.151687283696366	4.266237890324262
F6_133C|ATC	ATC	-0.7939021606473098	-1.213093630219962	-1.2437345713439472	0.044543196444137734	-0.8501713025670319	4.2818585953397275	-0.8023788523292313	-0.608482653967063	-0.2547030355356196	-1.2215703219018836
F7_127C|ATC	ATC	-0.19765423527169065	0.6383154833627998	0.814197631715586	-0.6811539118511545	0.3713860529223633	-0.33917569789666546	-0.166245039769291	0.21781578043058544	-0.41923077242622214	0.6697246788651994
F7_130C|ATC	ATC	-0.47720209423593696	-0.24859950053717	-0.24634001464687255	-0.6811539118511545	-0.17733430479401335	-0.33917569789666546	-0.07392486935949154	-0.43912289157685636	-0.23281363069877192	0.1546777243392754
F7_131C|ATC	ATC	-0.46301134404448946	-0.03219656357459301	0.3060795108622077	-0.6811539118511545	-0.341386645254518	-0.33917569789666546	-0.16781935521576857	-0.11365283956904448	0.3406130035560921	0.2629954252541279
F8_127C|ATC	ATC	0.02933820169301782	0.16509516229123936	1.1899419814826229	-0.6811539118511545	0.09015910582689077	-0.33917569789666546	0.6128376240976815	-0.0727253312029414	0.02342845324066303	0.748594584695903
F8_128N|ATC	ATC	-1.014257820344684	1.993238654584409	3.37047957494906	-0.6811539118511545	1.9093342074847737	-0.33917569789666546	0.7821408639857388	-0.532389505011965	0.9266101336640893	3.789637338914832
F8_128C|ATC	ATC	-0.9254932402522579	0.15595961054791807	-0.4198779227054551	-0.6811539118511545	0.14844554226006082	-0.33917569789666546	1.4387166978944244	0.359267200306061	2.1714218543841244	2.5201695486946
F8_130N|ATC	ATC	-0.9566808846365423	-0.2974439520989755	-0.2058728773120078	-0.6811539118511545	-0.13963653170663703	-0.33917569789666546	1.0436873785431757	-0.047971478533519955	1.5889827738622024	1.7029243110807426
F8_133N|ATC	ATC	-0.7708608764470136	-0.3939378295028767	-1.134677976868204	-0.6811539118511545	-0.5252197569317532	-0.33917569789666546	-0.16862136766933505	-0.41002121272650704	-0.30962790002933777	0.20830167927480187
F9_127N|ATC	ATC	-1.0041024804945318	-0.5290122383739349	-1.3737007702833075	-0.6811539118511545	-0.2488286520476694	-0.33917569789666546	-0.46913967175909865	-0.28727385717813814	0.12285001777565209	0.005950570361498264
F9_131N|ATC	ATC	-0.93661556490697	0.43301733067830794	0.2637548618005852	-0.6811539118511545	0.6402079303233027	-0.33917569789666546	0.7406341006223965	-0.22504269222260562	0.6617562729296577	2.1102669962076743
F9_131C|ATC	ATC	-0.8496229844578869	0.7858766697147431	0.6113195777737672	-0.6811539118511545	0.5451144418932204	-0.33917569789666546	0.2821829016365439	-0.04913943183929822	1.274801500017687	1.917682555809174
F9_132N|ATC	ATC	-0.9882166005889461	0.44687366660796163	-0.29328517123837916	-0.6811539118511545	0.6917236441539738	-0.33917569789666546	0.9117496630179396	-0.3005517225420622	0.5215004413505536	2.3468399302148475
F9_132C|ATC	ATC	-0.6165897517120753	0.21378121804538236	0.16895829522592928	-0.6811539118511545	0.5042472992951383	-0.33917569789666546	0.6593449189117379	0.14388080009434087	0.9411077973407503	1.4897158886691955
F9_133C|ATC	ATC	-0.8074016430194846	0.774163713368919	1.1597028907028375	-0.6811539118511545	0.7703686080418513	-0.33917569789666546	0.23037019707640427	0.9623882149951489	0.3327313291154823	1.8119355534648078
F10_128N|ATC	ATC	0.23041888581682257	0.16198813622554264	-0.0028971203305125327	0.7434914843710756	-0.06961116656850279	1.4369882166788053	-0.10834016762055454	0.21049698918702334	-0.2134221586881046	-0.17677091721183447
F10_128C|ATC	ATC	-0.7670582109660986	0.03361960200096035	0.3502028190321996	-0.0762795965740129	0.10041044383180367	0.8670532289523782	1.8617333614202058	-0.39335869032587567	2.1107835246320605	2.6624111743872647
F10_129N|ATC	ATC	-0.9740342966641492	1.160938495735531	0.19158347274842835	0.5183377146078829	1.1953424423729984	1.6252728570889519	0.24811861430012505	-0.42628079747301323	1.2771688808896187	2.3830914066998057
F10_130C|ATC	ATC	-0.6326358934577383	2.5746362243205483	3.4873881857590963	0.28767800387969583	1.2984717461251423	1.1333121831571025	1.0706637956411584	-0.29182918896460136	0.838596600142393	4.277935913419444
F10_132N|ATC	ATC	-0.7689156450968643	1.692351414667271	2.5495617106535846	1.0525824303353792	0.7304119171532174	0.6202860212238237	0.8286527481354666	1.4807312256229446	0.30353159636385924	3.2899198078996017
F10_133C|ATC	ATC	-0.849164725605286	-0.1840166728898077	-0.4906933935888769	0.14252803311924384	0.049740433121626154	1.066167527918771	0.9213003504456193	0.05731460056227213	0.8241937247443182	1.5864484031610977
F11_127N|ATC	ATC	-0.9266236777952676	-0.44159096726046476	0.0720891933057011	0.2001509814559827	-0.1809232806609401	-0.06461923596072355	-0.8532933898500239	-0.3856825838622327	-0.7185235990161011	-0.3682606793152211
F11_127C|ATC	ATC	-0.8716963907138233	0.5829782112572526	-0.3501106438815512	0.45611050666057323	1.0516781438025986	0.7150744533635026	1.5594373289474568	-0.18063352762816712	2.2027476358873526	3.0141119309185327
F11_128N|ATC	ATC	-0.9775831865291199	0.7673045995020772	0.2956918313879719	0.7980007022265785	1.233730372065254	0.18112385384266785	0.703034354942363	-0.3216049755351481	1.9882818865460798	2.44792214097356
F11_129C|ATC	ATC	-0.8326003960219869	0.23595616823892152	0.5564412420866615	0.5004437562995288	0.409581286462862	0.06311111241183151	1.565092245022302	0.1879175335851518	0.19204953180592166	2.63364880928321
F11_133C|ATC	ATC	-0.8297789304926554	-0.3113130885923607	-0.5907816952691451	0.020643802641094	-0.36114131666533733	0.1427810161707113	1.2322375950527944	-0.2932621947100491	-0.22081738898738046	1.7507034369530892
F12_127C|ATC	ATC	-0.7214600557145633	0.8581424270753713	0.6609254112370855	2.058387391212758	0.9885868534192227	0.2483997641290853	0.8695163632792776	0.677466615778339	0.9671088618324721	2.4491188460692124
F12_132C|ATC	ATC	-0.8500451072390812	-0.8504912370895086	-1.4838871042375112	1.3355842912731117	-0.49093250172015485	0.6277101813152969	-0.06018840373071607	0.1545418682670743	0.8393447297154074	-0.06063453358114343
