sample	lineage	lin_TF_score	inflam_score	mod4_score	DM1_portable
TCGA-AB-2803-03	acute myeloid leukemia	0.7350873011087511	-0.5423634999077301	-1.1786772501623954	-2.456128051178877
TCGA-AB-2805-03	acute myeloid leukemia	-0.7364862188080127	0.4157574447290086	0.3104763991040804	1.4627200626411017
TCGA-AB-2806-03	acute myeloid leukemia	-0.3082512661707936	-0.888929856672489	0.0004083965217267134	-0.5802701939799686
TCGA-AB-2807-03	acute myeloid leukemia	-0.38536487383428986	-0.05611096538780223	-0.05327115957780005	0.27598274886868757
TCGA-AB-2808-03	acute myeloid leukemia	-0.4184061885174025	-0.20767674835787406	0.28282318148680496	0.4935526216463334
TCGA-AB-2810-03	acute myeloid leukemia	0.9069466548756063	-0.5613622597108127	-0.3654536183355053	-1.8337625329219243
TCGA-AB-2811-03	acute myeloid leukemia	1.1070960138523174	0.005990277451409731	-0.43088768451897197	-1.5319934209198796
TCGA-AB-2812-03	acute myeloid leukemia	0.19879324261571435	-1.0170796134917703	-0.4105540316666283	-1.626426887774113
TCGA-AB-2813-03	acute myeloid leukemia	-0.432069877206517	0.75528597182624	0.5676066967955177	1.754962545828275
TCGA-AB-2814-03	acute myeloid leukemia	-0.7629361061560063	0.047305040070060395	-0.4444992119062576	0.3657419343198091
TCGA-AB-2815-03	acute myeloid leukemia	0.04469358780855956	0.11896865227808405	0.3012329553519505	0.37550801982147497
TCGA-AB-2816-03	acute myeloid leukemia	-0.03002505684327532	-0.3996972782151676	-0.35605379764765455	-0.7257260190195468
TCGA-AB-2817-03	acute myeloid leukemia	0.07010774205264303	0.5659502004497677	0.06050153383322873	0.5563439922303535
TCGA-AB-2818-03	acute myeloid leukemia	0.11980367492919963	0.07869186404346969	0.04181172391935392	0.0006999130336239751
TCGA-AB-2819-03	acute myeloid leukemia	-0.401083204196097	0.25833946020805937	0.260652472859454	0.9200751372636102
TCGA-AB-2820-03	acute myeloid leukemia	0.1600048382619271	-0.11167996355806875	0.3751350758386218	0.10345027401862594
TCGA-AB-2821-03	acute myeloid leukemia	-0.007650978049354135	0.24472225285536178	0.5075210001766367	0.7598942310813526
TCGA-AB-2822-03	acute myeloid leukemia	0.07920120851321967	-0.2205783741478068	0.0472013626660908	-0.2525782199949356
TCGA-AB-2823-03	acute myeloid leukemia	0.07940207555234974	-0.2541049259466548	-0.35543672163203305	-0.6889437231310376
TCGA-AB-2824-03	acute myeloid leukemia	-0.026900562444642423	0.5617456995132933	0.2537901807718535	0.8424364427297892
TCGA-AB-2825-03	acute myeloid leukemia	-0.15438588409279397	0.20577011207851106	-0.005801421940487809	0.3543545742308172
TCGA-AB-2826-03	acute myeloid leukemia	0.14889616323592642	-0.4739849660666405	0.11306061258490589	-0.509820516717661
TCGA-AB-2828-03	acute myeloid leukemia	-0.13811926005582692	0.08344049642986319	0.24996366106159215	0.4715234175472822
TCGA-AB-2830-03	acute myeloid leukemia	-0.21281391902745295	0.340658305263713	-0.14666473639766267	0.4068074878935033
TCGA-AB-2832-03	acute myeloid leukemia	-1.0067779371413015	-0.34864007580993417	-0.3201584533103136	0.3379794080210537
TCGA-AB-2833-03	acute myeloid leukemia	0.028063621929224347	0.08129764683750226	0.696248852326471	0.7494828772347489
TCGA-AB-2834-03	acute myeloid leukemia	-0.5519826122931425	-0.2807135428323857	0.05175028489451203	0.32301935435526885
TCGA-AB-2835-03	acute myeloid leukemia	-0.15229981382387425	-0.4849085344645536	0.008477969082025028	-0.32413075155865434
TCGA-AB-2836-03	acute myeloid leukemia	0.23613089368438064	0.716333271517272	0.29250650129954503	0.7727088791324364
TCGA-AB-2837-03	acute myeloid leukemia	0.06056829595836899	0.49842421712004864	0.059277546332255016	0.49713346749393467
TCGA-AB-2838-03	acute myeloid leukemia	0.4843235744681065	1.2179243749681505	0.34322329160938064	1.0768240921094248
TCGA-AB-2839-03	acute myeloid leukemia	0.4624573707968581	-0.5104352118136476	0.013958932655285158	-0.9589336499552206
TCGA-AB-2840-03	acute myeloid leukemia	-0.21359851654050607	-0.6891791676927247	-0.7352049533654456	-1.2107856045176641
TCGA-AB-2841-03	acute myeloid leukemia	0.4735965944679293	-0.2369429380173168	-0.590708084263066	-1.301247616748312
