benchmark_scope	method	method_family	n_scored	n_pos	prevalence	AUPRC	AUROC	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20	coverage	claim_boundary
strict_product_demo_set_n89	TransPHLA	public_predictor	89.0	21.0	0.23595505617977527	0.2705407343898538	0.5434173669467787	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	TransPHLA_wave3	public_predictor	89.0	21.0	0.23595505617977527	0.2705407343898538	0.5434173669467787	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	v1_gated_cqk_hla	CROSS_Neo_v1_internal	89.0	21.0	0.23595505617977527	0.5333982427105284	0.7521008403361344	0.8	0.19047619047619047	3.390476190476191	0.5	0.23809523809523808	2.119047619047619	0.45	0.42857142857142855	1.9071428571428573	1.0	internal locked/product component; not external validation
strict_product_demo_set_n89	MHCflurry_affinity_inverse	public_predictor	89.0	21.0	0.23595505617977527	0.435970096723636	0.5840336134453782	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619	0.35	0.3333333333333333	1.4833333333333332	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	BigMHC_EL	public_predictor	89.0	21.0	0.23595505617977527	0.3675725039808758	0.617296918767507	0.4	0.09523809523809523	1.6952380952380954	0.5	0.23809523809523808	2.119047619047619	0.45	0.42857142857142855	1.9071428571428573	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	DeepImmuno	public_predictor	89.0	21.0	0.23595505617977527	0.3843951506683566	0.6036414565826329	0.6	0.14285714285714285	2.5428571428571427	0.4	0.19047619047619047	1.6952380952380954	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	DeepImmuno_wave3	public_predictor	89.0	21.0	0.23595505617977527	0.3843951506683566	0.6036414565826329	0.6	0.14285714285714285	2.5428571428571427	0.4	0.19047619047619047	1.6952380952380954	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	PRIME_score	public_predictor	89.0	21.0	0.23595505617977527	0.32387265770946433	0.5791316526610645	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	TSCAPE	public_predictor	89.0	21.0	0.23595505617977527	0.3080853776102414	0.5056022408963585	0.2	0.047619047619047616	0.8476190476190477	0.4	0.19047619047619047	1.6952380952380954	0.25	0.23809523809523808	1.0595238095238095	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	PRIME_rank_inverse	public_predictor	89.0	21.0	0.23595505617977527	0.3031109208379474	0.5686274509803921	0.2	0.047619047619047616	0.8476190476190477	0.4	0.19047619047619047	1.6952380952380954	0.35	0.3333333333333333	1.4833333333333332	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	PRIME_wave11	public_predictor	89.0	21.0	0.23595505617977527	0.3031109208379474	0.5686274509803921	0.2	0.047619047619047616	0.8476190476190477	0.4	0.19047619047619047	1.6952380952380954	0.35	0.3333333333333333	1.4833333333333332	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	Public_all_mean	public_predictor_panel	89.0	21.0	0.23595505617977527	0.40101550884301757	0.5973389355742296	0.6	0.14285714285714285	2.5428571428571427	0.3	0.14285714285714285	1.2714285714285714	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	Public_immunogenicity_mean	public_predictor_panel	89.0	21.0	0.23595505617977527	0.3923958561015	0.592436974789916	0.6	0.14285714285714285	2.5428571428571427	0.3	0.14285714285714285	1.2714285714285714	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	MHCnuggets	public_predictor	89.0	21.0	0.23595505617977527	0.3132153427809179	0.49369747899159666	0.4	0.09523809523809523	1.6952380952380954	0.3	0.14285714285714285	1.2714285714285714	0.15	0.14285714285714285	0.6357142857142857	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	NetMHCpan_4_1	public_predictor	89.0	21.0	0.23595505617977527	0.2886669617197754	0.5444677871148459	0.2	0.047619047619047616	0.8476190476190477	0.3	0.14285714285714285	1.2714285714285714	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	NetMHCpan_wave3	public_predictor	89.0	21.0	0.23595505617977527	0.2886669617197754	0.5444677871148459	0.2	0.047619047619047616	0.8476190476190477	0.3	0.14285714285714285	1.2714285714285714	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	BigMHC_IM	public_predictor	89.0	21.0	0.23595505617977527	0.28571434693791914	0.5969887955182072	0.2	0.047619047619047616	0.8476190476190477	0.2	0.09523809523809523	0.8476190476190477	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	BigMHC_IM_wave11	public_predictor	89.0	21.0	0.23595505617977527	0.28571434693791914	0.5969887955182072	0.2	0.047619047619047616	0.8476190476190477	0.2	0.09523809523809523	0.8476190476190477	0.3	0.2857142857142857	1.2714285714285714	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
strict_product_demo_set_n89	NetMHCstabpan	public_predictor	89.0	21.0	0.23595505617977527	0.2344557574586446	0.44992997198879564	0.4	0.09523809523809523	1.6952380952380954	0.2	0.09523809523809523	0.8476190476190477	0.15	0.14285714285714285	0.6357142857142857	1.0	competitor benchmark only; public predictor scores are not clean CROSS-Neo training features
locked_split_best_available	v2_pre_policy_best::exact_peptide_hla_holdout::fast_nested_esm2_qk_gate	CROSS_Neo_v2_internal				0.636884934026875					0.7							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::near_peptide_cluster_holdout::rule_gate_rf_qk_fallback_train_selected	CROSS_Neo_v2_internal				0.518668956892469					0.7							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::hla_stratified_group_5fold::v2_cf_plm_lr	CROSS_Neo_v2_internal				0.5631973069258118					0.5							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::hla_supertype_heldout::v2_multimodal_lr	CROSS_Neo_v2_internal				0.5854203140701997					0.6							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::source_heldout_CEDAR::v2_plm_lr_frozen_hash_pilot	CROSS_Neo_v2_internal				0.9577452240817368					1.0							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::source_heldout_NEPdb::source_qk_compact_gamma1	CROSS_Neo_v2_internal				0.4064256547560919					0.4							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::source_heldout_TESLA_mmc4::v2_plm_lr_frozen_hash_pilot	CROSS_Neo_v2_internal				0.092309143103137					0.0							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::source_heldout_TESLA_mmc7_validation::v2_groupdro_proxy_cf_esm2_35m_lr_fast	CROSS_Neo_v2_internal				0.0387278898950252					0.0							internal locked split; not external validation
locked_split_best_available	v2_pre_policy_best::low_prevalence_stress_split::v2_esm2_650m_lr_fast	CROSS_Neo_v2_internal				0.0814706349415643					0.1							internal locked split; not external validation
locked_split_best_available	fast_esm2_qk_gate::exact_peptide_hla_holdout::fast_nested_esm2_qk_gate	CROSS_Neo_v2_internal				0.636884934026875					0.7							internal locked split; not external validation
locked_split_best_available	fast_esm2_qk_gate::near_peptide_cluster_holdout::rule_gate_rf_qk_fallback_train_selected	CROSS_Neo_v2_internal				0.518668956892469					0.7							internal locked split; not external validation
locked_split_best_available	fast_esm2_qk_gate::hla_stratified_group_5fold::v2_cf_plm_lr	CROSS_Neo_v2_internal				0.5631973069258118					0.5							internal locked split; not external validation
locked_split_best_available	fast_esm2_qk_gate::hla_supertype_heldout::v2_multimodal_lr	CROSS_Neo_v2_internal				0.5854203140701997					0.6							internal locked split; not external validation
wave11_public_test::cedar_partial	BigMHC_IM	public_or_prior_internal_competitor	898.0	840.0			0.5423											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::dbpepneo2_mhci	BigMHC_IM	public_or_prior_internal_competitor	467.0	467.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	BigMHC_IM	public_or_prior_internal_competitor	319.0	136.0			0.7477											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::mcpas	BigMHC_IM	public_or_prior_internal_competitor	82.0	82.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::neodb	BigMHC_IM	public_or_prior_internal_competitor	552.0	552.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	DeepImmuno	public_or_prior_internal_competitor	319.0	136.0			0.7019											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	ESM2_Bayesian	public_or_prior_internal_competitor	311.0	130.0			0.7841											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	GP_quantum	public_or_prior_internal_competitor	319.0	136.0			0.587											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::cedar_partial	MHCflurry	public_or_prior_internal_competitor	845.0	787.0			0.7372											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::dbpepneo2_mhci	MHCflurry	public_or_prior_internal_competitor	463.0	463.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	MHCflurry	public_or_prior_internal_competitor	319.0	136.0			0.6367											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::mcpas	MHCflurry	public_or_prior_internal_competitor	80.0	80.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::neodb	MHCflurry	public_or_prior_internal_competitor	549.0	549.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::nepdb	MHCflurry	public_or_prior_internal_competitor	413.0	151.0			0.6546											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc4	MHCflurry	public_or_prior_internal_competitor	599.0	37.0			0.7564											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc7	MHCflurry	public_or_prior_internal_competitor	310.0	4.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	NetMHCpan_4.1	public_or_prior_internal_competitor	319.0	136.0			0.5669											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::cedar_partial	PRIME	public_or_prior_internal_competitor	898.0	840.0			0.6839											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::dbpepneo2_mhci	PRIME	public_or_prior_internal_competitor	467.0	467.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	PRIME	public_or_prior_internal_competitor	319.0	136.0			0.5673											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::mcpas	PRIME	public_or_prior_internal_competitor	80.0	80.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::neodb	PRIME	public_or_prior_internal_competitor	551.0	551.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::nepdb	PRIME	public_or_prior_internal_competitor	609.0	263.0			0.6198											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc4	PRIME	public_or_prior_internal_competitor	605.0	37.0			0.8054											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc7	PRIME	public_or_prior_internal_competitor	310.0	4.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::cedar_partial	RF_biophys	public_or_prior_internal_competitor	909.0	851.0			0.9555											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::dbpepneo2_mhci	RF_biophys	public_or_prior_internal_competitor	467.0	467.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	RF_biophys	public_or_prior_internal_competitor	319.0	136.0			0.7531											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::mcpas	RF_biophys	public_or_prior_internal_competitor	82.0	82.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::neodb	RF_biophys	public_or_prior_internal_competitor	552.0	552.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::nepdb	RF_biophys	public_or_prior_internal_competitor	572.0	151.0			0.9731											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc4	RF_biophys	public_or_prior_internal_competitor	605.0	37.0			0.8839											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc7	RF_biophys	public_or_prior_internal_competitor	310.0	4.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	Structure_LR	public_or_prior_internal_competitor	311.0	130.0			0.6894											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::cedar_partial	TransPHLA	public_or_prior_internal_competitor	736.0	678.0			0.7281											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::dbpepneo2_mhci	TransPHLA	public_or_prior_internal_competitor	457.0	457.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	TransPHLA	public_or_prior_internal_competitor	318.0	135.0			0.5797											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::mcpas	TransPHLA	public_or_prior_internal_competitor	65.0	65.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::neodb	TransPHLA	public_or_prior_internal_competitor	534.0	534.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::nepdb	TransPHLA	public_or_prior_internal_competitor	562.0	150.0			0.6941											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc4	TransPHLA	public_or_prior_internal_competitor	605.0	37.0			0.7221											context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::tesla_mmc7	TransPHLA	public_or_prior_internal_competitor	310.0	4.0														context only; AUROC-only public benchmark, possible overlap/training-status caveats
wave11_public_test::itsndb	VQC	public_or_prior_internal_competitor	319.0	136.0			0.5985											context only; AUROC-only public benchmark, possible overlap/training-status caveats
