cohort	n	stage_rho	stage_p	PFI_HR_continuous	PFI_HR_continuous_p	PFI_HR_dichotomy	PFI_HR_dichotomy_p
All TCGA-THCA	561						
Dark matter (BRAF-neg AND RAS-neg)	154	0.09422676631087847	0.24507922437027327	1.1298647238149737	0.6970712648680254	1.199948380523838	0.7971538400524836
