DM1_q	Endothelial	Epithelial	Immune_B	Immune_T	Macrophage	Stromal
Q1_low	0.18758416374899003	0.3311338540263937	0.11836789657958524	0.12119579854565042	0.12873687045515755	0.112981416644223
Q2	0.19733117670845127	0.24706833805095027	0.14975064024801185	0.13303679741205013	0.14665049198005123	0.12616255560048525
Q3	0.1772954024538223	0.1887555615477956	0.1820142914925172	0.15140892544155318	0.1615208305244708	0.13900498853984092
Q4_high	0.16951893275838836	0.09904325562592642	0.2192426896644657	0.1812424201590082	0.16480258725239186	0.16615011453981943
