sample	type	category	RAI_8	NONOVERLAP	DM1_like	TACSTD2_z	FN1_z	TACSTD2_raw
TCGA-4C-A93U-01	01	primary_tumor	-0.9270161880343918	-0.8954007059578726	0.9270161880343918	0.8370104914754583	1.4710892322643054	13.94
TCGA-BJ-A0YZ-01	01	primary_tumor	0.2679090628711259	0.09848434372354414	-0.2679090628711259	0.37937177207155615	-0.7947591369475374	12.58
TCGA-BJ-A0Z0-01	01	primary_tumor	1.128961725640122	1.1042648002364652	-1.128961725640122	-1.2728386045998852	-1.8095664095020343	7.67
TCGA-BJ-A0Z2-01	01	primary_tumor	0.8191023807621834	1.0610564856591012	-0.8191023807621834	-2.1813860622399854	-1.3370987612963343	4.97
TCGA-BJ-A0Z3-01	01	primary_tumor	-0.39569502486762265	-0.0572918052843234	0.39569502486762265	1.0288149547550351	0.5960259119960022	14.51
TCGA-BJ-A0Z9-01	01	primary_tumor	-1.4803468236884394	-2.0246392418750214	1.4803468236884394	0.06979263835715169	1.0718207971608973	11.66
TCGA-BJ-A0ZA-01	01	primary_tumor	1.182852436325065	1.00993801199819	-1.182852436325065	-1.1988088117551365	-1.3470804721739194	7.89
TCGA-BJ-A0ZB-01	01	primary_tumor	-0.5765886299767813	-0.04279367296411804	0.5765886299767813	1.0355449359227393	0.7257881534046101	14.53
TCGA-BJ-A0ZC-01	01	primary_tumor	1.0397955810780988	0.955265719482368	-1.0397955810780988	-2.144371165817611	-1.160755202458995	5.08
TCGA-BJ-A0ZE-01	01	primary_tumor	0.34929172517436147	0.742334380392917	-0.34929172517436147	-1.8045071168485365	-1.8062391725428393	6.09
TCGA-BJ-A0ZF-01	01	primary_tumor	0.6412407951463542	0.6471221024103431	-0.6412407951463542	-0.6671402995064849	-1.233954415561287	9.47
TCGA-BJ-A0ZH-01	01	primary_tumor	-0.3358147322032712	-0.5006297277320088	0.3358147322032712	1.025449964171183	0.7856784186701213	14.5
TCGA-BJ-A18Y-01	01	primary_tumor	1.0734141749133344	1.0153623240840228	-1.0734141749133344	-1.3737883221154519	-1.1108466480710695	7.37
TCGA-BJ-A18Z-01	01	primary_tumor	-0.3734019240903757	-0.6944190520739901	0.3734019240903757	0.6620309811151428	1.0884569819568728	13.42
TCGA-BJ-A191-01	01	primary_tumor	0.0930646468394834	-0.3902864229097337	-0.0930646468394834	-0.43159095863682956	-0.7015965020900756	10.17
TCGA-BJ-A192-01	01	primary_tumor	0.3160967353641363	0.09439816753088848	-0.3160967353641363	-2.1107212599790888	-1.0143567762544121	5.18
TCGA-BJ-A28R-01	01	primary_tumor	-0.027269693296183284	-0.15243082479699038	0.027269693296183284	-0.25324645769266196	0.7457515751597801	10.7
TCGA-BJ-A28R-11	11	normal_adjacent	0.8314011857848933	0.7246273310008051	-0.8314011857848933	-1.3367734256930772	-1.1840458611733606	7.48
TCGA-BJ-A28S-01	01	primary_tumor	0.6018259612195955	0.6180758062595553	-0.6018259612195955	-1.1584289247489097	-1.1940275720509463	8.01
TCGA-BJ-A28T-01	01	primary_tumor	0.7003186576110791	0.587649842271317	-0.7003186576110791	-0.28353137294733194	0.07364970940237592	10.61
TCGA-BJ-A28V-01	01	primary_tumor	0.9895778017978494	1.5131580244020828	-0.9895778017978494	-1.8684419379417285	-1.4003162635210404	5.9
TCGA-BJ-A28X-01	01	primary_tumor	-0.5651243572243427	-0.40799574635017644	0.5651243572243427	0.32553192272992054	0.8854955274459737	12.42
TCGA-BJ-A28X-11	11	normal_adjacent	0.23881855395680995	0.41991243468645956	-0.23881855395680995	-1.2459186799290674	-1.2139909938061164	7.75
TCGA-BJ-A28Z-01	01	primary_tumor	-0.6413491779559952	-0.6899200334243621	0.6413491779559952	0.116902506531083	0.8455686839356324	11.8
TCGA-BJ-A290-01	01	primary_tumor	-0.5876005693473787	-0.5901739719173054	0.5876005693473787	0.5880011882703937	0.5960259119960022	13.2
TCGA-BJ-A290-11	11	normal_adjacent	1.09041651634284	0.9111346914908944	-1.09041651634284	-1.3670583409477475	-1.1574279654998	7.39
TCGA-BJ-A2N7-01	01	primary_tumor	0.544941325521243	0.5277397195926212	-0.544941325521243	-0.32391125995355835	-0.5052895214975666	10.49
TCGA-BJ-A2N7-11	11	normal_adjacent	1.027470023120915	1.1145229155568828	-1.027470023120915	-0.48543080797846516	-0.7781229521515625	10.01
TCGA-BJ-A2N8-01	01	primary_tumor	0.2798810368529068	0.4864873992451369	-0.2798810368529068	-0.1220118249224251	-0.5052895214975666	11.09
TCGA-BJ-A2N8-11	11	normal_adjacent	1.2021767293627799	1.4242042188044421	-1.2021767293627799	-0.40130604338215964	-0.6916147912124907	10.26
TCGA-BJ-A2N9-01	01	primary_tumor	0.6747626474011119	0.6651202536623384	-0.6747626474011119	-1.4276281714570875	-1.3237898134595536	7.21
TCGA-BJ-A2N9-11	11	normal_adjacent	0.8404339579247034	0.828356598187752	-0.8404339579247034	-1.1617939153327619	-1.2738812590716282	8.0
TCGA-BJ-A2NA-01	01	primary_tumor	-0.35798067296672675	-0.3185831253485708	0.35798067296672675	1.0153549924196263	0.9387313187930949	14.47
TCGA-BJ-A2NA-11	11	normal_adjacent	0.9484874150247307	0.684261200170109	-0.9484874150247307	-1.1718888870843187	-1.5101150831744778	7.97
TCGA-BJ-A2P4-01	01	primary_tumor	0.43355221393450566	0.724337700895769	-0.43355221393450566	-1.589147719481994	-1.100864937193484	6.73
TCGA-BJ-A3EZ-01	01	primary_tumor	-0.3360664703213757	-0.46252278669540586	0.3360664703213757	0.9413251995748774	0.8455686839356324	14.25
TCGA-BJ-A3F0-01	01	primary_tumor	1.184394208857312	0.6751124414024977	-1.184394208857312	-1.5050229548856884	-1.0709198045607284	6.98
TCGA-BJ-A3PR-01	01	primary_tumor	-0.459459273416187	-0.5565212330855854	0.459459273416187	0.6855859152021084	0.5194994619345153	13.49
