gene	mean_hi	mean_lo	log2FC	delta_mean	t	p	fdr
A2BP1	2.0935384615384613	2.757076923076923	-0.3970303180085842	-0.6635384615384616	-2.449875526455281	0.014994583617313744	0.02562547254336562
A2LD1	6.686538461538461	6.524769230769231	0.03532731303981735	0.16176923076923	3.036617323250779	0.00264049291465917	0.00511925451392023
A2M	12.987	13.274615384615384	-0.03159944826118829	-0.2876153846153837	-3.544832821440477	0.0004667736004206905	0.0010105306355200651
A2ML1	0.6153846153846154	0.806	-0.3887378200626065	-0.19061538461538463	-1.593937628360736	0.11220569632734465	0.1607973576434724
A4GALT	8.01046153846154	8.12	-0.01959192941706802	-0.10953846153845959	-1.142937212789546	0.25412425267502314	0.32955409686174125
A4GNT	0.679	0.8002307692307692	-0.23668307888684137	-0.12123076923076914	-1.4308906246723894	0.15369991432700164	0.21257472656516732
AAA1	0.2314615384615385	0.02353846153846154	3.2438753313999595	0.20792307692307696	4.853859117614399	3.1302329018129944e-06	9.103793947332594e-06
AAAS	9.324615384615385	9.536307692307691	-0.03238313214454911	-0.21169230769230651	-5.636858547303598	4.625835116366755e-08	1.6746322507319605e-07
AACS	9.047076923076922	9.583	-0.08301671353925427	-0.5359230769230781	-12.189516214016743	2.827544476000963e-27	1.378847698154389e-25
AACSL	0.12584615384615383	0.24315384615384614	-0.944710729397715	-0.11730769230769231	-2.909911483919121	0.00394273264165464	0.007428808841149941
AADAC	0.3896153846153846	0.6736923076923078	-0.7884809417319593	-0.2840769230769232	-2.648851673797171	0.008585925511498744	0.015329076506745734
AADACL2	0.07107692307692308	0.03915384615384615	0.8439992410893026	0.03192307692307693	1.2994977239333478	0.19499666069297192	0.2618406333983069
AADACL3	0.03507692307692308	0.015615384615384618	1.118556610351908	0.019461538461538464	1.3943307640942009	0.16472311020909583	0.2256616477107125
AADACL4	0.14330769230769233	0.12453846153846151	0.2010187705438814	0.018769230769230816	0.49302175811962556	0.622433622958908	0.699811734903964
AADAT	6.791230769230769	7.055076923076922	-0.054980812812308155	-0.26384615384615273	-2.6713326304554244	0.008092765715562372	0.014515505865847936
AAGAB	9.909230769230769	10.197461538461539	-0.04136097726919625	-0.2882307692307702	-7.403195596470865	2.3227393403772616e-12	1.4350237333116215e-11
AAK1	10.377384615384615	11.267230769230771	-0.11867910778419052	-0.8898461538461557	-12.318076741937812	1.1279662306799121e-27	6.030506957254842e-26
AAMP	11.290153846153848	11.471384615384613	-0.02297237372647399	-0.18123076923076553	-5.680578255133271	3.646985802338312e-08	1.338445093350117e-07
AANAT	0.6133846153846154	1.3633076923076926	-1.1509550565210214	-0.7499230769230771	-8.66037844806972	5.46639393050885e-16	5.212497324354235e-15
AARS	11.712384615384615	11.990769230769232	-0.03388651862448649	-0.278384615384617	-4.541346910018466	8.703738901561833e-06	2.3805989828012848e-05
AARS2	8.68946153846154	8.63323076923077	0.009365146040579158	0.056230769230769084	1.7252758664953824	0.08571227190974191	0.1263769708637605
AARSD1	9.32776923076923	9.509153846153847	-0.027781924757912527	-0.18138461538461748	-3.630921518141702	0.0003422226266957498	0.0007554656479638434
AASDH	7.853384615384615	8.100153846153846	-0.044629159505191675	-0.24676923076923085	-4.255614088532063	2.93949284721811e-05	7.515291177258755e-05
AASDHPPT	9.604846153846154	9.667846153846153	-0.009431031094592266	-0.06299999999999883	-1.6033832150792025	0.11013711628745507	0.15808676483125586
AASS	7.882076923076924	8.492461538461539	-0.10759379635657368	-0.6103846153846151	-7.312174555213114	4.133288092657404e-12	2.4717857425650015e-11
AATF	10.082	10.01469230769231	0.00966280148242036	0.06730769230769162	2.4590379661724455	0.01459051148409201	0.02497858578789268
AATK	6.130076923076924	7.086384615384616	-0.20911283734424088	-0.9563076923076919	-6.852326892767613	5.438900611699204e-11	2.844856804030182e-10
ABAT	10.647384615384617	11.533769230769229	-0.11535455430237103	-0.8863846153846122	-8.31500331429424	5.472300979955099e-15	4.621404324083841e-14
ABCA10	3.458384615384616	3.946307692307692	-0.19035355969215184	-0.48792307692307624	-3.0333587161175153	0.0026695027063931257	0.005168809823847106
ABCA1	9.770076923076923	9.819076923076922	-0.007216747412367324	-0.04899999999999949	-0.5385642827521918	0.5906671686280621	0.6705594432611212
ABCA11P	6.854615384615384	7.078153846153846	-0.0462907555274141	-0.22353846153846213	-3.802982638846244	0.00017910015957543928	0.0004129985708282341
ABCA12	2.9209230769230765	0.7769230769230769	1.9092187880878246	2.1439999999999997	11.854154727341262	6.748693686244435e-25	2.297689575101132e-23
ABCA13	6.057615384615385	6.408615384615384	-0.0812496663392362	-0.3509999999999991	-1.5841124792225352	0.11457185189787	0.16373103991808932
ABCA17P	3.984538461538462	4.314076923076923	-0.11461162693706449	-0.32953846153846156	-3.1470459001595	0.0018458706167293532	0.003657535350010001
ABCA2	11.485615384615386	11.76776923076923	-0.035009692341789606	-0.28215384615384487	-3.424483208880362	0.0007174250961688341	0.0015084737017970263
ABCA3	11.012923076923077	11.341	-0.04234662380122376	-0.3280769230769227	-4.7903261117502325	2.8223203609270964e-06	8.251529052952619e-06
ABCA4	4.957692307692308	4.231923076923077	0.2283054358930749	0.7257692307692309	5.0994127961484	6.610642071156279e-07	2.0898749880018237e-06
ABCA5	8.54546153846154	9.026384615384616	-0.07898084566817294	-0.48092307692307656	-6.815444249710934	6.614701601096922e-11	3.4215123172214614e-10
ABCA6	5.290153846153847	4.388538461538461	0.2695131108898249	0.9016153846153854	4.229260911351605	3.265055742148555e-05	8.299070742393195e-05
ABCA7	8.941769230769232	9.258153846153846	-0.05015871026466052	-0.3163846153846137	-4.133577717650306	4.8329491991153015e-05	0.00012012160660755103
ABCA8	6.79576923076923	8.10723076923077	-0.2545380099537588	-1.311461538461539	-6.4511375825511195	5.588197910337989e-10	2.5740566098101617e-09
ABCA9	4.413769230769231	4.069076923076923	0.11728196595695309	0.3446923076923074	1.4750114732956638	0.1414454406325594	0.1975828329717932
ABCB10	8.110384615384614	8.206153846153846	-0.016933793537756016	-0.09576923076923194	-1.5736788542099862	0.11678734932481377	0.16656090876265556
ABCB11	0.37484615384615383	0.1733846153846154	1.1078694725264704	0.20146153846153844	2.5038749979229618	0.013073617683162234	0.02260031753412939
ABCB1	6.129307692307692	6.976153846153846	-0.18667915793998502	-0.8468461538461538	-6.670778758065357	1.542422797563658e-10	7.61566619383884e-10
ABCB4	3.6059230769230766	3.6016153846153847	0.0017240180082802067	0.004307692307691902	0.03284114968360963	0.9738281168419755	1.0
ABCB5	0.41923076923076924	0.25007692307692314	0.7430523657264986	0.1691538461538461	2.3404975927209044	0.02011488435592549	0.03360939007301622
ABCB6	8.341615384615384	9.241615384615386	-0.14780141400149815	-0.9000000000000021	-11.365335543593476	1.2069900253831958e-23	3.371361254573743e-22
ABCB7	8.793384615384614	8.495	0.049798862903169414	0.2983846153846148	6.363344261602247	9.088154016833651e-10	4.075574529611072e-09
ABCB8	9.382076923076923	9.828384615384616	-0.06704000447288071	-0.44630769230769296	-8.465388817454343	1.9807100215999584e-15	1.7656959072274056e-14
ABCB9	7.354153846153847	7.0727692307692305	0.05627636390597607	0.28138461538461623	3.9249989809074304	0.00011152305607562413	0.00026426227391880926
ABCC10	8.808076923076925	8.891	-0.01351709701379403	-0.0829230769230751	-1.9041619038322286	0.05800154541134871	0.08874435290616998
ABCC11	2.88	3.477230769230769	-0.271783993417614	-0.597230769230769	-2.034600748025402	0.04295335644268964	0.06739776886031934
ABCC12	0.34800000000000003	0.9169230769230768	-1.3951462226600793	-0.5689230769230769	-3.937659307429211	0.00011415468707743946	0.0002700257388692859
ABCC13	0.38892307692307687	0.2835384615384615	0.4545658634654811	0.10538461538461535	1.7589611380313148	0.07977469072913032	0.11844968713621296
ABCC1	10.306615384615386	10.596230769230772	-0.039976703077183415	-0.28961538461538616	-4.498642670799662	1.043539679260104e-05	2.8312236837861686e-05
ABCC2	1.935846153846154	2.149230769230769	-0.1507821391033852	-0.21338461538461506	-2.0040447644654047	0.04611150668325603	0.07187527387497125
ABCC3	10.400384615384613	9.204846153846155	0.17615335250350023	1.195538461538458	5.487417506608632	1.0808550937321005e-07	3.743876341204661e-07
ABCC4	7.099846153846154	7.477230769230769	-0.0747060418615507	-0.37738461538461543	-2.059278482588352	0.040475676869339276	0.06387130254631325
ABCC5	7.774	7.637538461538463	0.02554605216550978	0.1364615384615373	1.700242128087245	0.0903003145362454	0.1324662706273039
ABCC6	7.915923076923076	8.359846153846153	-0.07870912286418003	-0.44392307692307664	-4.48537384296594	1.184851515512106e-05	3.193095512400044e-05
ABCC6P1	4.5576923076923075	3.7619230769230767	0.27676623912318604	0.7957692307692308	4.199805680693411	3.6831320914906215e-05	9.286993593503128e-05
ABCC6P2	6.323923076923078	6.331538461538461	-0.0017360003680613452	-0.007615384615382581	-0.07131357279061207	0.943206214240213	0.9784257277728045
ABCC8	3.073	7.264461538461537	-1.2409372829464091	-4.191461538461537	-14.279817533498791	2.730981877346498e-34	4.672254828493634e-32
ABCC9	6.83546153846154	7.360076923076923	-0.10666704899084757	-0.5246153846153829	-3.6074557033459818	0.00037581534291659426	0.0008239522629301238
ABCD1	8.037538461538462	8.171153846153846	-0.02378314443886715	-0.1336153846153838	-2.3789108720051435	0.018109261006009146	0.030489021523156287
ABCD2	3.2913076923076923	2.7323076923076925	0.2684512981511928	0.5589999999999997	3.2527117950918	0.0012977453635600019	0.0026302676667875526
ABCD3	10.306076923076922	10.281923076923078	0.0033848130207940327	0.024153846153843972	0.5285309943648276	0.5975885426956169	0.676583730300613
ABCD4	9.556615384615386	9.780384615384616	-0.033387989877105895	-0.22376923076923028	-5.93637543145659	9.479940165886031e-09	3.763743407573781e-08
ABCE1	10.01853846153846	9.776076923076921	0.0353409453415832	0.24246153846153895	5.912694467194952	1.0646339117055024e-08	4.200833020817598e-08
ABCF1	10.361923076923077	10.379	-0.0023754412732810235	-0.017076923076922768	-0.5450085822303448	0.5862286600562621	0.6666264756261804
ABCF2	10.188692307692307	10.002307692307694	0.02663336769995569	0.18638461538461293	5.9452733980646455	9.52679076721355e-09	3.7816128084086265e-08
ABCF3	10.117384615384616	10.272153846153847	-0.02190017097653666	-0.15476923076923121	-6.341184913627073	1.025887082631953e-09	4.557465002018535e-09
ABCG1	8.833538461538463	8.80276923076923	0.00503343772496739	0.030769230769234213	0.3391966338021694	0.7347381509630175	0.8012415935021114
ABCG2	6.858615384615384	8.17976923076923	-0.25410881749386005	-1.3211538461538455	-8.872863588105938	1.6749464622054017e-16	1.715900741969905e-15
ABCG4	4.837230769230769	4.777846153846154	0.01781725980421256	0.059384615384614925	0.4020695436109502	0.6879777637239198	0.7597121987943962
ABCG5	0.5656153846153846	1.0569230769230769	-0.9007930517805787	-0.4913076923076922	-6.1937781645219205	2.358501045987457e-09	1.0020700843154489e-08
ABCG8	0.10776923076923078	0.08676923076923077	0.30948332852071736	0.02100000000000002	0.6256374906247262	0.532125766041518	0.6148782561396051
ABHD10	9.782076923076923	10.115384615384615	-0.04833360236829135	-0.33330769230769164	-7.829265316293541	1.2769570292854028e-13	9.144027837889544e-13
ABHD11	10.185461538461539	10.096153846153847	0.012704302951735762	0.08930769230769187	1.4298020058862935	0.15401646806188993	0.2129981872220007
ABHD12	11.779153846153847	11.56723076923077	0.026190143225388963	0.21192307692307644	3.5820863665268154	0.0004073182407218745	0.000888749440112667
ABHD12B	1.1613076923076922	0.8204615384615385	0.5007271036071446	0.3408461538461537	3.6911474132834985	0.0002737879756643864	0.0006129626107295368
ABHD13	8.910384615384615	8.86523076923077	0.007328696070764677	0.04515384615384477	1.0920676074007456	0.27583253646633105	0.35369384462926445
ABHD14A	9.595692307692309	10.402615384615384	-0.11647582694846212	-0.8069230769230753	-10.645936091528764	3.537488004536864e-22	7.842832476581189e-21
ABHD14B	11.332384615384616	11.608	-0.034664930053954914	-0.27561538461538504	-4.720301987220157	3.88248868948578e-06	1.1155702280635838e-05
ABHD15	8.359384615384615	8.622615384615385	-0.04472352065962513	-0.2632307692307698	-5.063527201674916	7.960569604141648e-07	2.4890419429337197e-06
ABHD1	3.0686153846153847	3.7829230769230766	-0.3018248598210604	-0.7143076923076919	-5.486999252207484	9.807212905672264e-08	3.4177912231107044e-07
ABHD2	10.846461538461538	10.626384615384614	0.029570875539459366	0.22007692307692395	2.7751239409348933	0.005922009621441706	0.010849442934874016
ABHD3	9.589692307692307	9.03053846153846	0.08666319849091957	0.5591538461538459	6.760472466098711	9.272411589564879e-11	4.713112402420574e-10
ABHD4	10.012692307692307	10.085692307692309	-0.010479122965857865	-0.07300000000000217	-1.50626023094648	0.13322437577815163	0.1872840615396777
ABHD5	9.433	9.463538461538462	-0.004662553716019161	-0.030538461538462514	-0.6050984082686651	0.5456864434231893	0.6277565103372227
ABHD6	7.641615384615385	8.164615384615386	-0.09549518718604312	-0.5230000000000015	-7.274988980432995	4.420516123979164e-12	2.6351102214080208e-11
ABHD8	8.843692307692306	9.044461538461539	-0.03238216244850601	-0.20076923076923237	-3.521326665427072	0.0005077874517068793	0.0010929834748943418
ABI1	10.361230769230769	10.04923076923077	0.04410598985462873	0.3119999999999994	8.54169779441914	1.457898152886088e-15	1.3202756541134269e-14
ABI2	10.997153846153847	11.004461538461538	-0.0009582763246843209	-0.007307692307691127	-0.14111226892194398	0.8878917274007513	0.9320661227968208
ABI3	7.778307692307693	8.087153846153846	-0.056168668783879806	-0.30884615384615355	-3.095258686802563	0.002185133135439531	0.004286744698573681
ABI3BP	8.761846153846154	8.741615384615386	0.0033345985619967736	0.02023076923076772	0.08603756555383547	0.9315048663699708	0.9684895627760306
ABL1	11.417384615384616	11.610076923076923	-0.024143224022453273	-0.19269230769230639	-3.7778977384724497	0.00020687213516953215	0.00047147923346253274
ABL2	9.51923076923077	9.01676923076923	0.07822595354939758	0.5024615384615405	9.454547310845907	3.666413132793404e-18	4.71035429388289e-17
ABLIM1	12.327461538461538	11.957923076923075	0.04390529986226927	0.3695384615384629	4.100209580989769	5.589716788982999e-05	0.00013784610892230746
ABLIM2	8.014230769230771	8.684384615384616	-0.11584567919682902	-0.6701538461538448	-9.727273577252879	2.9853996994631457e-19	4.427066019763534e-18
ABLIM3	7.4622307692307706	7.009538461538462	0.09027503792017386	0.45269230769230884	3.6159870805773044	0.00036449209801261425	0.0008004945199185891
ABO	7.062076923076923	7.601769230769231	-0.1062281923665516	-0.5396923076923086	-3.550389424173144	0.0004576988651098544	0.0009920352302264896
ABP1	5.075615384615384	4.979692307692307	0.027520674135678803	0.09592307692307678	0.3130297129823683	0.7545193149962831	0.8188657691188694
ABR	11.335461538461539	10.561615384615385	0.10200329934778679	0.7738461538461543	8.709290389996609	3.7975480765422036e-16	3.703736912656126e-15
ABRA	0.5614615384615386	0.46723076923076917	0.26453470458025513	0.0942307692307694	0.835012118421154	0.40472493998621956	0.4876259645364836
ABT1	9.12776923076923	9.097846153846154	0.004736759313230254	0.029923076923076053	0.9317929125608209	0.35232076869365586	0.4331224779210033
ABTB1	9.01576923076923	8.615846153846153	0.06545067263598982	0.39992307692307705	5.812229874257194	1.9227663619156402e-08	7.316847712720685e-08
ABTB2	9.137153846153845	7.024923076923077	0.3792149500141554	2.1122307692307682	13.046188524721995	4.9223025443738415e-30	3.994263685217192e-28
ACAA1	10.709923076923076	10.936692307692308	-0.030225564594639064	-0.22676923076923217	-4.083917163710849	6.144497542224484e-05	0.00015073071399434657
ACAA2	10.888384615384613	10.669615384615385	0.02927904611732098	0.21876923076922772	2.4051100780589354	0.016932852718608105	0.028696670489765923
ACACA	9.581307692307693	9.764692307692307	-0.027349183197847567	-0.1833846153846146	-3.8657482867332367	0.00014051821022687853	0.00032838233989275083
ACACB	8.67676923076923	9.838923076923077	-0.18132281655944385	-1.1621538461538474	-11.096850797059757	3.8579786507501005e-23	1.003856802280096e-21
ACAD10	9.117230769230769	9.766461538461538	-0.0992297473002915	-0.6492307692307691	-10.677817061566236	2.8950162296510673e-22	6.524114510948014e-21
ACAD11	8.603692307692308	9.046615384615384	-0.07241399712551165	-0.4429230769230763	-7.447237870285768	1.4452701616830568e-12	9.129660436724048e-12
ACAD8	9.855230769230769	10.405307692307693	-0.07835033033539704	-0.550076923076924	-7.044208786287	2.0025755698801057e-11	1.1031878573645795e-10
ACAD9	9.91046153846154	9.893846153846152	0.002420535819456961	0.01661538461538825	0.6044070416428078	0.5461109403262966	0.6281744511933477
ACADL	8.166846153846155	8.532076923076923	-0.06311036106087443	-0.36523076923076836	-2.365181728820942	0.018955495909161516	0.03178862367383482
ACADM	9.62246153846154	10.002307692307692	-0.05584929345489392	-0.3798461538461524	-4.881923065223694	1.8440530891297778e-06	5.501876169137384e-06
ACADS	9.030923076923077	9.646307692307692	-0.09509318161130695	-0.615384615384615	-9.177619250577429	1.5936630825375695e-17	1.8781804296496156e-16
ACADSB	9.018923076923077	9.422692307692307	-0.06317730456193502	-0.40376923076923	-4.704104476253794	4.2214820884531656e-06	1.2068935701983496e-05
ACADVL	12.855076923076924	12.874923076923075	-0.002225396658773264	-0.019846153846151182	-0.315940594717772	0.7523105646719392	0.817019461104259
ACAN	4.916923076923077	4.893615384615385	0.006853671041062473	0.02330769230769203	0.10550579610682809	0.9160599687047754	0.9564031304673026
ACAP1	7.2777692307692305	5.9404615384615385	0.2928766624850563	1.337307692307692	7.680206252304891	3.312934428555657e-13	2.266395995276496e-12
ACAP2	10.164769230769231	10.162615384615384	0.0003056996791006791	0.002153846153847283	0.03728638653756527	0.9702868218744686	0.9996983063877768
ACAP3	8.921999999999999	8.881307692307693	0.006594291290478849	0.04069230769230536	0.644485782400727	0.5198359805498827	0.6026105409762332
ACAT1	10.20776923076923	10.440769230769233	-0.0325572343597568	-0.23300000000000232	-2.412789221617243	0.01652962111366727	0.028064267405192612
ACAT2	7.940230769230769	7.81676923076923	0.022605621361685584	0.12346153846153918	2.3277438639206682	0.020711607264555888	0.03453336287999126
ACBD3	10.512846153846155	10.389538461538462	0.017020109680191884	0.12330769230769256	2.4802316070192907	0.013768329847104759	0.023684474042450516
ACBD4	8.950384615384616	9.128692307692308	-0.028455380621869537	-0.17830769230769228	-2.8717709533453712	0.004422671089302735	0.008268594614642123
ACBD5	9.730923076923077	10.218769230769231	-0.07056579754116865	-0.4878461538461547	-8.179630090580146	1.3240363692124405e-14	1.0634767863822928e-13
ACBD6	8.699307692307693	8.612846153846155	0.014408866959226253	0.08646153846153837	2.1192057687045267	0.03509524306382927	0.05602685381807271
ACBD7	7.887153846153847	7.010076923076923	0.17005162583708278	0.877076923076924	4.99147424705187	1.1108970227566442e-06	3.41264639790422e-06
ACCN1	0.781	0.575	0.4410997958650401	0.20600000000000007	2.152095332070145	0.03231970428557032	0.051927025276471965
ACCN2	4.3218461538461534	4.718153846153847	-0.12654671168509019	-0.39630769230769314	-2.8585639925012605	0.00462786745044466	0.008634143834753624
ACCN3	2.407153846153846	2.982076923076923	-0.3088736178303752	-0.5749230769230769	-3.765221823833263	0.00020637122115035373	0.0004704942998574972
ACCN4	0.47861538461538466	0.22423076923076923	1.09047400643299	0.25438461538461543	4.250185328328634	3.1620133205685786e-05	8.052474925053014e-05
ACCN5	0.0031538461538461538	0.08076923076923077	-4.299038379367636	-0.07761538461538461	-3.507580057391528	0.0006154824063449011	0.0013080593998199604
ACCS	8.081153846153846	8.439692307692306	-0.06262152008992984	-0.35853846153846014	-4.169650409199385	4.169779594117393e-05	0.00010448325955838258
ACCSL	0.016076923076923075	0.016461538461538458	-0.03213262094080878	-0.00038461538461538256	-0.035185055861887624	0.9719597432353289	1.0
ACD	8.44576923076923	8.374923076923078	0.012151443680852188	0.07084615384615134	1.3816494712297758	0.16829352642044731	0.22990857715010535
ACE	8.790615384615386	9.823692307692307	-0.16028395269583798	-1.033076923076921	-9.481806126851076	1.8320573396459635e-18	2.4360192475991988e-17
ACE2	5.306923076923077	5.541538461538462	-0.062399413328563705	-0.23461538461538467	-2.1481249297326914	0.032640101367151904	0.052413084166416005
ACER1	0.3981538461538462	0.4321538461538462	-0.11793461501328181	-0.03400000000000003	-0.5481300554486592	0.5840998407061334	0.6646843151541999
ACER2	6.189769230769231	5.8883846153846156	0.07200178785353399	0.3013846153846158	2.043337217071146	0.04203534158186964	0.06607852700427133
ACER3	7.722307692307692	7.674384615384616	0.008979802603228197	0.04792307692307585	0.7334893547796688	0.4639417921756654	0.5475553316106013
ACHE	4.3609230769230765	5.074307692307691	-0.21853096075210124	-0.7133846153846148	-4.345824042820048	2.0014337990321534e-05	5.2248067379261694e-05
ACIN1	11.701846153846152	11.812846153846154	-0.013619291072056677	-0.11100000000000243	-3.1589093993807036	0.0017731609401464056	0.0035243483494245046
ACLY	11.039230769230768	11.049538461538463	-0.0013463413156153913	-0.010307692307694793	-0.24520245419338033	0.806496794494026	0.8641187407213795
ACMSD	0.6107692307692308	0.8079999999999999	-0.40315215498265444	-0.1972307692307691	-1.7751602395776536	0.07705910920039458	0.11478910984502254
ACN9	7.269615384615384	7.786538461538462	-0.09908990445129369	-0.5169230769230779	-7.6566812865370455	4.1924386165753386e-13	2.8219922884685803e-12
ACO1	11.085999999999999	10.772615384615385	0.04136657617550161	0.3133846153846136	3.524320036561967	0.0005025824583422251	0.0010824609598999036
ACO2	11.58469230769231	11.757846153846154	-0.021402245918762445	-0.17315384615384488	-2.387807210018908	0.017686387424650403	0.029855413075815886
ACOT11	7.764000000000001	8.457153846153846	-0.12335687730824489	-0.6931538461538445	-5.808555266546405	1.8596268379966985e-08	7.094989590052447e-08
ACOT12	1.202	0.5537692307692308	1.1166769638848268	0.6482307692307692	4.115196389059383	5.6333861842093545e-05	0.0001388229724664723
ACOT13	9.317153846153847	9.359153846153847	-0.006488092480262313	-0.041999999999999815	-1.1787046697486623	0.23960181885982587	0.3132738085079751
ACOT1	8.55569230769231	8.752230769230769	-0.03276239275362369	-0.19653846153845933	-3.5511244437969554	0.00045582057513283416	0.0009884859414256981
ACOT2	8.049461538461541	8.246846153846153	-0.03494592623652246	-0.19738461538461216	-4.026632760202879	7.444719149708405e-05	0.00018074749780453353
ACOT4	5.799923076923077	5.772692307692308	0.006788263264723658	0.02723076923076917	0.2849061322160642	0.7759449863566553	0.8379438519752845
ACOT6	1.251769230769231	2.3311538461538457	-0.8965422783525888	-1.0793846153846147	-8.15468032610571	1.5505758520140687e-14	1.2309869389732726e-13
ACOT7	8.611846153846153	7.5967692307692305	0.1809141682151704	1.015076923076923	10.993739890151717	2.6095689571373586e-23	7.003196168631369e-22
ACOT8	8.707923076923079	8.802076923076923	-0.015513544520086558	-0.09415384615384426	-1.7109940745727625	0.08836529538030292	0.12992476646548873
ACOT9	9.299538461538463	8.838461538461539	0.07335575494457042	0.4610769230769236	11.033815619918578	2.0835389773329706e-23	5.628296737453407e-22
ACOX1	10.762846153846155	10.771923076923077	-0.001216081441432361	-0.009076923076921872	-0.24530335447611115	0.8064172137346675	0.8640785698315617
ACOX2	9.05569230769231	9.779153846153847	-0.11087291534308075	-0.723461538461537	-13.129779173003145	1.7935096367770242e-30	1.6292368514616067e-28
ACOX3	8.602846153846153	8.547615384615385	0.009290961776406089	0.05523076923076786	1.1845601361536906	0.23729154880448453	0.31066867527300984
ACOXL	3.382846153846154	3.0895384615384613	0.13080575859810675	0.2933076923076925	2.1124598450902283	0.03561709704852031	0.05681135905571611
ACP1	10.59146153846154	10.737923076923076	-0.019811433668212884	-0.1464615384615371	-4.635092659110634	5.750219968924493e-06	1.616044024120737e-05
ACP2	9.997307692307693	9.863999999999997	0.019364874885952857	0.1333076923076959	3.0655666502226353	0.002403332124780807	0.004687034152346344
ACP5	9.539846153846153	7.685307692307692	0.3118264905237348	1.8545384615384606	9.561287712543619	1.3219061796018906e-18	1.793703494198732e-17
ACP6	9.06776923076923	9.163153846153847	-0.01509491006065364	-0.09538461538461718	-1.2765304637068637	0.20291598480005932	0.27100345875261633
