TF	n_high	n_low	mean_high	mean_low	delta	p	fdr
NFKBIB	130	130	1.3568669323460036	0.8714051699366602	0.48546176240934347	1.3807056177653073e-20	1.5327833379829352e-19
IRX1	130	130	0.27431976416109555	-0.12586880093860855	0.40018856509970413	1.587449573376734e-20	1.737123390295112e-19
GLIS3	130	130	-1.695059893345894	-2.0440134332098436	0.3489535398639496	2.002108707623879e-20	2.130021208388738e-19
TEF	130	130	-1.0007860927688284	-0.6647335703504197	-0.33605252241840866	2.002108707623879e-20	2.130021208388738e-19
NEUROG3	130	130	-5.409236498745867	-4.897294660574529	-0.5119418381713379	2.2653410198365278e-20	2.37705646739011e-19
PAX8	130	130	-1.0342797600740476	-0.5799265139954037	-0.4543532460786439	2.6025307455220808e-20	2.6939710149593434e-19
E2F5	130	130	-0.3561108663898198	0.13747156865244442	-0.49358243504226423	3.4858236151828627e-20	3.5601878523067634e-19
RFXANK	130	130	3.2479047115831996	1.6739768215004713	1.5739278900827283	3.763852067614102e-20	3.744299589340782e-19
IKZF2	130	130	-0.9509562072800042	-1.4425315530272598	0.4915753457472556	3.763852067614102e-20	3.744299589340782e-19
LHX1	130	130	-0.6379251836457047	-0.17008055334907504	-0.4678446302966297	4.320637024360002e-20	4.2430871290509763e-19
REL	130	130	0.09735471216132671	-1.2425414806839745	1.3398961928453013	4.883445214956412e-20	4.73508738564128e-19
CEBPD	130	130	-2.9729547788908333	-3.7226004734135976	0.7496456945227643	5.0351135662963934e-20	4.821121239728797e-19
SOX2	130	130	-2.985278890467974	-2.4705145911102604	-0.5147642993577137	5.271387392585169e-20	4.939828011413974e-19
CTBP1	130	130	-1.3060306689564192	-0.8777231962081596	-0.42830747274825953	5.3525551559707547e-20	4.939828011413974e-19
CTCF	130	130	1.201651647437985	1.5156742948860793	-0.31402264744809427	5.3525551559707547e-20	4.939828011413974e-19
PAWR	130	130	-1.307111686525556	-1.6347767325764118	0.32766504605085567	6.235324642678077e-20	5.686022233680246e-19
PIAS1	130	130	-2.0941383075546756	-1.7000450700131502	-0.39409323754152537	8.327281651916426e-20	7.504350288668214e-19
ETV3	130	130	-0.9654023285759447	-0.6295722055376856	-0.3358301230382591	8.454821115775823e-20	7.530689505446837e-19
ZNF148	130	130	-0.18885620633526437	-0.5478381216629392	0.35898191532767487	9.403291509611237e-20	8.279219880876101e-19
STAT1	130	130	4.3111805566165735	2.8686224078179765	1.442558148798597	1.0299433094223128e-19	8.965188352471495e-19
KDM2A	130	130	0.5365042146307566	0.8856768031150206	-0.349172588484264	1.1279885426647252e-19	9.708305884058197e-19
NKX2-5	130	130	-2.3237453154999006	-1.8059438640228647	-0.5178014514770359	1.3122911060313627e-19	1.116905541355582e-18
LMX1A	130	130	-1.849756132354296	-1.3840359568549316	-0.4657201754993643	1.4587085640367627e-19	1.227879956101275e-18
RARG	130	130	0.6475280932964834	0.023905555317642116	0.6236225379788413	1.5495062053885436e-19	1.2901323405735047e-18
HLF	130	130	-0.5223880019724076	-0.22295815686116982	-0.2994298451112378	2.190903169417899e-19	1.8045503524452805e-18
IRF1	130	130	-0.1836101501890286	-1.454305708154535	1.2706955579655064	2.5079499210501625e-19	2.043712382472792e-18
RUNX2	130	130	-0.3016020655606776	-0.9837093498169143	0.6821072842562367	2.5458614364528107e-19	2.052768274024056e-18
FOXC2	130	130	0.047563610632581965	0.4033455730968817	-0.3557819624642997	2.8702514098691774e-19	2.2902214374581147e-18
RFX5	130	130	2.8864071178943793	1.3869666639783287	1.4994404539160506	3.140037047335738e-19	2.4796581219166757e-18
TFAP4	130	130	2.4525486076009497	2.0668255840540835	0.3857230235468663	3.2841760012671043e-19	2.56701920099041e-18
NR3C2	130	130	0.7581662758857162	0.2262772048724104	0.5318890710133057	3.7012871304167196e-19	2.863824183736573e-18
AHR	130	130	-2.8120787200963644	-3.3102811980927274	0.49820247799636297	3.813490668513122e-19	2.9211338520810512e-18
NR4A3	130	130	-1.6510146415355713	-2.126131408510759	0.4751167669751877	4.1706562368921136e-19	3.1630917598607516e-18
ESRRA	130	130	-0.6939938834778132	-0.31372874348004354	-0.3802651399977697	4.361435801031445e-19	3.2753527682255753e-18
IRF8	130	130	-0.8765472676970458	-1.669308988094341	0.7927617203972952	5.452520328704178e-19	4.0549811376576705e-18
TFDP1	130	130	2.411390793381304	2.0574650606059253	0.35392573277537887	6.8124352311565535e-19	5.017620564486461e-18
KLF4	130	130	0.4241197567201053	0.027430571421039364	0.39668918529906594	7.228464345805036e-19	5.2733368465587215e-18
SREBF2	130	130	2.0350980651474866	2.3796445616537976	-0.344546496506311	9.15870072903375e-19	6.61845731928288e-18
SOX17	130	130	-2.8938295908788354	-2.5406169284132787	-0.3532126624655567	9.860382697523982e-19	7.0589281741153e-18
SP3	130	130	-0.008758502845984338	-0.6102238096802927	0.6014653068343083	1.06151097287107e-18	7.528864863141107e-18
ZBTB17	130	130	1.6660508020438032	1.3425497437177112	0.323501058326092	1.1259731850263954e-18	7.912802382846045e-18
SP1	130	130	2.209820723137876	1.167115423263671	1.042705299874205	1.159639029055569e-18	8.002554020329422e-18
MEOX2	130	130	-0.16961096182706212	-0.6473070854370554	0.47769612360999325	1.159639029055569e-18	8.002554020329422e-18
RBPJ	130	130	-1.1288172231757658	-1.637572168917707	0.5087549457419411	1.9961076104852714e-18	1.3651950264568909e-17
RXRG	130	130	-0.023615951314884854	-0.5076976978450508	0.48408174653016595	3.0474111848480387e-18	2.065767227958936e-17
NR2F2	130	130	-0.933845286548059	-0.5742261532705429	-0.35961913327751605	3.3739353310854794e-18	2.267047775097787e-17
ZNF202	130	130	-0.1592997646311098	-0.5076143242453569	0.34831455961424707	3.57578565626616e-18	2.381784184956416e-17
ZNF395	130	130	0.4549997214617791	0.8878710423888535	-0.4328713209270744	3.901113212459966e-18	2.57607993167615e-17
NFKB1	130	130	-0.19107029320175845	-1.8370064919819251	1.6459361987801666	4.015918681778633e-18	2.6292253933696008e-17
PHF20	130	130	-0.017711956202872838	-0.28866159054382673	0.27094963434095387	4.9184550598561186e-18	3.1928276066523616e-17
FOXI1	130	130	0.8455674271703554	1.1487679199569807	-0.3032004927866253	4.990094825324661e-18	3.212111458990496e-17
ATF2	130	130	1.3156049601581077	0.680169644493845	0.6354353156642627	5.06276445711655e-18	3.231731311792731e-17
GABPA	130	130	-0.014994069695231895	0.3159471651846797	-0.33094123487991156	5.7656135564294045e-18	3.649966929111507e-17
MBD2	130	130	0.7229584076354163	0.417859290149283	0.3050991174861333	6.854496958615049e-18	4.303725139589449e-17
STOX1	130	130	-0.08472710222584275	-0.36584815805346727	0.28112105582762453	6.953906422396206e-18	4.330644162240239e-17
NRL	130	130	-0.8829821370884877	-0.6009115373319314	-0.28207059975655635	7.802124427760609e-18	4.819699444890828e-17
TTF1	130	130	0.8762652957078022	1.3277932457187935	-0.45152795001099133	9.676797935036343e-18	5.92994177459027e-17
BTG2	130	130	1.2495008482197438	1.0331781260837358	0.216322722136008	1.2342476893294789e-17	7.503442301796674e-17
SPI1	130	130	-0.45230827596645845	-2.159807893550046	1.7074996175835877	1.4858734186668795e-17	8.962039674793935e-17
KDM5B	130	130	-0.06795105955109185	-0.52600083517196	0.4580497756208681	1.689087442695667e-17	1.0108132664881883e-16
NR5A1	130	130	-3.9833286023873753	-3.6087661151200057	-0.3745624872673696	2.1505493102983044e-17	1.2769928462701558e-16
FOXO4	130	130	0.943703251380684	0.5945142168132962	0.3491890345673878	2.37489506968009e-17	1.3993612487499608e-16
NONO	130	130	-1.5316850002816322	-1.2059147339444214	-0.32577026633721085	2.5133009392190042e-17	1.469609556825769e-16
MAF	130	130	-2.4738321667374397	-2.957269794360949	0.4834376276235095	2.6222995377382658e-17	1.521728368111751e-16
FOXQ1	130	130	-0.36540011508952613	-0.7773378066019249	0.41193769151239873	2.814418313890448e-17	1.6209356604812654e-16
SMAD9	130	130	-0.7175841959328738	-0.43486723102553265	-0.28271696490734116	2.89509636745027e-17	1.6538203231164912e-16
FOXP3	130	130	-0.6919852437294867	-0.9835837154254405	0.2915984716959539	2.936286735559306e-17	1.6538203231164912e-16
FOXP1	130	130	-3.513933546826515	-3.058036616602959	-0.45589693022355604	2.936286735559306e-17	1.6538203231164912e-16
SALL4	130	130	-1.027569688270031	-0.7219916686545592	-0.3055780196154717	3.1069091664611304e-17	1.7371477529264422e-16
YY1	130	130	1.7794987750180058	2.0872878986830563	-0.3077891236650505	3.1958516095287146e-17	1.7739292267384024e-16
MEF2C	130	130	-2.948657864191239	-2.633115271308556	-0.3155425928826827	3.478025534289375e-17	1.9166673088242167e-16
ARID4A	130	130	1.0428078639738037	0.8612906659387232	0.18151719803508048	4.356295070308755e-17	2.383515731326076e-16
TET1	130	130	-0.36235800816191854	-0.6590452514869504	0.2966872433250318	4.4804265753524483e-17	2.434047345191472e-16
STAT4	130	130	-1.9037509860635877	-2.4888259164539583	0.5850749303903706	4.739248964107865e-17	2.556524441201848e-16
ZEB2	130	130	-0.41430568289760245	-0.7916116076544859	0.37730592475688346	4.8741356010229845e-17	2.6109006086598646e-16
HTATIP2	130	130	0.6231647801184627	0.2625558148500524	0.36060896526841024	5.529505141391535e-17	2.9413895404902194e-16
INSM1	130	130	-0.6283587695468669	-0.3476379767865363	-0.2807207927603306	5.607484284511827e-17	2.962298594438662e-16
STAT5B	130	130	0.10702660794293173	-0.34205328376575883	0.44907989170869056	6.271630773950751e-17	3.290458337565942e-16
HMGA1	130	130	-0.1610042285704868	-0.8302426515843332	0.6692384230138464	1.2063451862434693e-16	6.286125256207467e-16
PATZ1	130	130	0.25999967904132404	-0.1630855371861239	0.42308521622744794	1.275060110317999e-16	6.599297597997211e-16
STAT2	130	130	0.4097221153366616	-0.35769213556491447	0.767414250901576	1.3108506006369707e-16	6.739003758979326e-16
SOX5	130	130	-1.5189570950444353	-2.269587268740082	0.7506301736956469	1.3291154857357596e-16	6.787349747157278e-16
HDAC4	130	130	0.8217227942597912	1.163650071326602	-0.3419272770668108	1.385429039606925e-16	7.028070492310626e-16
BATF	130	130	-1.0800063144590384	-1.4987202305025078	0.4187139160434694	1.404717991462585e-16	7.079039351712764e-16
ETS1	130	130	1.9211754817861806	0.8013613368830919	1.1198141449030887	1.4641876062683047e-16	7.330507884977264e-16
EGR1	130	130	1.9867459412228488	1.2269468575004134	0.7597990837224353	1.526138041498396e-16	7.591050258362152e-16
RCOR2	130	130	1.0109990442938432	0.8379966594575398	0.17300238483630348	2.6097655407889e-16	1.289729293060837e-15
ZNF335	130	130	-0.5553858423688518	-0.733596118031256	0.17821027566240422	3.033899090470432e-16	1.4897222457053533e-15
MLX	130	130	-0.04015056569892012	-0.43973429749941734	0.3995837318004972	3.384355276506796e-16	1.6512204724867552e-15
PPARGC1A	130	130	-1.4722543113940367	-1.099103423530084	-0.3731508878639527	3.6731031184174886e-16	1.7807575877897445e-15
TBP	130	130	0.18280099122006754	-0.06089964004027263	0.24370063126034017	3.826449429082364e-16	1.8434341274698684e-15
NR1D1	130	130	1.2972628975269112	0.9994500951334323	0.29781280239347885	4.505495353474544e-16	2.1570059004759378e-15
MAFB	130	130	-2.625843466668823	-2.967472143150034	0.3416286764812111	5.375415091932916e-16	2.5417086175435888e-15
SPIB	130	130	-1.3732307792447849	-1.9919847440800347	0.6187539648352498	5.375415091932916e-16	2.5417086175435888e-15
MYBL2	130	130	1.110885599857308	0.8082702910039379	0.30261530885337007	5.448807963998967e-16	2.560605460382337e-15
CTNNB1	130	130	-2.812853705693129	-3.5866152231544364	0.7737615174613075	5.523188085052e-16	2.5797329714328243e-15
KAT7	130	130	1.1601096069682255	0.6584207363761976	0.5016888705920279	5.674962544357237e-16	2.6345583690773596e-15
STAT5A	130	130	-1.1621504196837293	-1.992594873522417	0.8304444538386877	6.41039195667073e-16	2.9580483366323973e-15
NFKBIZ	130	130	-0.9181810158087962	-1.5268205601226683	0.6086395443138721	6.497689233165876e-16	2.980377217128779e-15
FEV	130	130	-1.616036511872562	-1.3728757433724759	-0.24316076850008606	9.104144699156133e-16	4.1264939879015375e-15
OVOL1	130	130	1.3668013856274082	1.6499927880819	-0.2831914024544919	9.104144699156133e-16	4.1264939879015375e-15
KMT2A	130	130	1.735654441765394	1.474154825562309	0.26149961620308515	1.0842293705906568e-15	4.88540998748496e-15
PRDM16	130	130	-0.99009166325637	-0.5376127183887809	-0.4524789448675891	1.1909655195845966e-15	5.334968350887725e-15
HNF4G	130	130	-3.3152908684497615	-2.995442157694879	-0.3198487107548824	1.2734778842071606e-15	5.638636180940376e-15
STAT6	130	130	-0.9924352390648756	-1.5726821674920628	0.5802469284271872	1.2734778842071606e-15	5.638636180940376e-15
KAT6B	130	130	0.3417224890838648	-0.18357367418298787	0.5252961632668527	1.3256618664642747e-15	5.835959710986405e-15
SMARCB1	130	130	-0.21649224433088954	-0.5471505642567989	0.3306583199259093	1.3435202605571399e-15	5.880780111924395e-15
MESP2	130	130	-0.634527944668275	-0.8762381539487997	0.24171020928052467	1.36161557936119e-15	5.9261223510833605e-15
BCL6	130	130	-2.7017034047253756	-3.2771331883827943	0.5754297836574187	1.3799509162400823e-15	5.97199097084691e-15
EGR2	130	130	0.8622305856218193	0.3844218672299274	0.47780871839189193	1.9520557397401543e-15	8.400419644050327e-15
TP53	130	130	6.562517284366847	6.1257901097879905	0.43672717457885657	2.5458026469201486e-15	1.0894328645479518e-14
NCOA3	130	130	1.7974157531093138	1.403191433955723	0.3942243191535908	2.5797589909118405e-15	1.0978307705769277e-14
CEBPB	130	130	-1.1520097739166222	-1.748685541845011	0.5966757679283887	2.6490151622281312e-15	1.1210749250092534e-14
MYT1	130	130	-1.9441910839143068	-1.7033182658673929	-0.24087281804691396	2.7201014163109053e-15	1.1448338927989855e-14
ATOH7	130	130	-3.659722533953945	-3.3288583730530057	-0.3308641609009393	2.8302665838194724e-15	1.1846908214238885e-14
IRF4	130	130	-1.6615326299153594	-2.361392964637477	0.6998603347221175	2.8679556502538217e-15	1.1939424065730584e-14
DACH1	130	130	-0.7690635870650097	-1.0650335174946022	0.2959699304295925	2.9448224367679268e-15	1.2193156684130983e-14
PITX3	130	130	-2.380195704436897	-2.670334122367453	0.29013841793055617	2.9840129820283338e-15	1.2288999700181202e-14
TFDP2	130	130	0.4221761222495628	0.14913433159035222	0.2730417906592106	3.734476319633742e-15	1.529737358737672e-14
MSX2	130	130	1.2843583164866608	0.9115584693970231	0.37279984708963765	5.465825029398953e-15	2.227032964106169e-14
SPIC	130	130	-1.3773301627469554	-1.9140165206397524	0.536686357892797	6.478798518746362e-15	2.625798764740589e-14
FOXM1	130	130	-1.2222733846318752	-1.6471655944103798	0.4248922097785046	7.478591284446955e-15	3.0150531178349304e-14
PBRM1	130	130	1.515900367728503	1.2408770804997595	0.2750232872287435	7.776661171712304e-15	3.118807569388285e-14
PRDM2	130	130	-1.0379753065853121	-0.7593110853529659	-0.27866422123234624	8.857179931187754e-15	3.533645743380115e-14
MKX	130	130	-0.493149290379809	-0.7387068060294266	0.24555751564961764	9.700136289521314e-15	3.849898651696025e-14
ZNF24	130	130	0.04172373420554559	-0.3384485627766693	0.3801722969822149	9.826831752327291e-15	3.880078929011704e-14
MTA1	130	130	0.14341230299962746	-0.22893720611101642	0.3723495091106439	1.178123803733232e-14	4.627911967485414e-14
SPDEF	130	130	-0.5889780340156882	-0.17314729284507382	-0.41583074117061436	1.1934635587280353e-14	4.6642504387024236e-14
NR1I3	130	130	-3.5351162820434077	-3.2275095633277253	-0.30760671871568235	1.3234670548103418e-14	5.1460698679427504e-14
MYB	130	130	1.8192183573098342	1.2494042977091457	0.5698140596006884	1.3757291149874468e-14	5.322265162022142e-14
LMX1B	130	130	0.060747063313053136	-0.26930407919576405	0.3300511425088172	1.5056998135941675e-14	5.795809332729307e-14
MTA3	130	130	1.993206806147037	1.7553302497962293	0.23787655635080762	1.5252271399735497e-14	5.841619946098695e-14
IRF5	130	130	-2.761482095164474	-3.2278926530895147	0.4664105579250406	1.5450035765887556e-14	5.887924077945209e-14
ETV5	130	130	-0.9987831719421387	-1.480451539131498	0.48166836718935935	1.669071140375108e-14	6.329249967957093e-14
UTF1	130	130	-1.1995828587624864	-0.9492104752267106	-0.25037238353577573	1.8737617421012734e-14	7.070450711574264e-14
ZNF384	130	130	-1.8749030047982393	-2.3879903284198183	0.5130873236215789	2.4211429345803536e-14	9.091154352394857e-14
CREB3	130	130	0.4446555289746633	-0.08735481111329482	0.5320103400879581	2.4838504713993972e-14	9.281119322399698e-14
HIC1	130	130	-0.06926617525638769	-0.5732925755829077	0.50402640032652	2.6140959741090525e-14	9.720376292075408e-14
TP63	130	130	2.975393632866643	2.5519856726937626	0.4234079601728804	3.0464785507099796e-14	1.1273442366395383e-13
PAX3	130	130	-0.6085697561605293	-0.948077329681011	0.33950757352048166	3.3730503389352116e-14	1.2421906536655633e-13
RELB	130	130	0.03510982742827448	-0.6782121536557011	0.7133219810839756	4.0807833936000223e-14	1.495636401673501e-13
IRF7	130	130	-3.7597016243962353	-4.161299460676262	0.40159783628002677	4.2929735935559565e-14	1.5659132250780299e-13
ELF3	130	130	0.08450291413816312	-0.3305279268586395	0.41503084099680265	5.597963422832455e-14	2.0322464369145311e-13
RLF	130	130	-0.14501760384329676	0.07325645757633546	-0.21827406141963224	6.27011239050613e-14	2.2655217410979695e-13
MZF1	130	130	0.5646256319575755	0.30865445852302154	0.255971173434554	7.763137244321085e-14	2.7918136756572537e-13
FEZF2	130	130	-1.291685843575965	-1.4880497121020106	0.1963638685260456	8.474922142853013e-14	3.03354689786234e-13
ZNF300	130	130	0.021187417429980034	-0.3881155986374863	0.40930301606746633	9.135792026939255e-14	3.25489148494673e-13
ID1	130	130	0.1736073415469942	-0.0944531081052703	0.2680604496522645	9.971004009055572e-14	3.5360134587669296e-13
JDP2	130	130	1.7718837364298627	1.4771548123469194	0.2947289240829434	1.0351517906412616e-13	3.654038118116158e-13
KLF9	130	130	1.554825670904052	1.8062746382797226	-0.2514489673756706	1.232451283921389e-13	4.330539832494422e-13
POU2F2	130	130	-2.1138962210091017	-2.6802202307799146	0.5663240097708129	1.3115164727163653e-13	4.587313324660895e-13
ZNF219	130	130	-0.9033204307071356	-0.5412658722220377	-0.36205455848509793	1.4129935809118986e-13	4.919786740811429e-13
ETV7	130	130	-0.0739615779484551	-0.5136076742960017	0.43964609634754664	1.54116154843152e-13	5.341763557006988e-13
VENTX	130	130	0.8695049884900932	0.5149752696209358	0.3545297188691574	2.1252397032790862e-13	7.300150729649238e-13
SNAI1	130	130	0.8092933780047358	0.43992303395633714	0.36937034404839864	2.1252397032790862e-13	7.300150729649238e-13
MEOX1	130	130	-0.20366215584373012	-0.5205481356837418	0.31688597984001166	2.5560298994121976e-13	8.740709388168497e-13
NFIC	130	130	-0.6942817468455582	-0.38924479010465496	-0.30503695674090325	2.587620028525603e-13	8.809408630447164e-13
NOTO	130	130	-0.0628064519147172	-0.49830547370475203	0.43549902179003486	2.9253804925272993e-13	9.915227687061556e-13
ZNF804A	130	130	-1.1391198572422432	-0.9034520830578969	-0.23566777418434626	4.595315922689298e-13	1.550666077876653e-12
SREBF1	130	130	1.7574397699370239	2.0692592694163285	-0.31181949947930465	5.064230714961218e-13	1.7014038279211813e-12
SMAD4	130	130	-1.4184442413162297	-1.993564977398023	0.5751207360817934	5.126052164570194e-13	1.7071982426351169e-12
TBX10	130	130	0.7053863563710467	0.4432487680655579	0.26213758830548883	5.126052164570194e-13	1.7071982426351169e-12
