hla	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10
HLA-A*02:01	3	3	1.0				1.0	1.0	1.0	1.0	1.0	1.0
