split_name	fold_id	sample_id	exact_peptide_hla_hit_train	exact_peptide_hit_train	near_peptide_similarity_train	near_positive_peptide_similarity_train	same_hla_near_peptide_similarity_train	source_protein_window_similarity_train	wt_self_similarity	tcr_motif_similarity_if_available	same_hla_train_density	same_hla_positive_rate_train	train_fold_prevalence	retrieval_leakage_risk
repeated_stratified_5x5_internal	rs_00	CNV0_02425	0	0	0.8663690476190476	0.8663690476190476	0.8663690476190476		0.0	0.0	29	0.3103448275862069	0.22535211267605634	near_hit
repeated_stratified_5x5_internal	rs_00	CNV0_02477	0	0	0.08333333333333333	0.027777777777777776	0.0		0.0	0.0	0		0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02478	0	0	0.1	0.05	0.1		0.0	0.0	3	0.0	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02479	0	0	0.09285714285714286	0.09285714285714286	0.025		0.0	0.0	3	0.0	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02513	0	0	0.08333333333333333	0.05555555555555555	0.08333333333333333		0.0	0.0	29	0.3103448275862069	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02516	0	0	0.08333333333333333	0.05555555555555555	0.0		0.0	0.0	1	1.0	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02518	0	0	0.08333333333333333	0.05555555555555555	0.08333333333333333		0.0	0.0	29	0.3103448275862069	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02544	0	0	0.08333333333333333	0.05555555555555555	0.08333333333333333		0.0	0.0	2	0.0	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02545	0	0	0.08333333333333333	0.027777777777777776	0.08333333333333333		0.0	0.0	15	0.06666666666666667	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02551	0	0	0.075	0.05	0.075		0.0	0.0	12	0.08333333333333333	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02555	0	0	0.08333333333333333	0.08333333333333333	0.0		0.0	0.0	2	0.0	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02557	0	0	0.10256410256410256	0.027777777777777776	0.10256410256410256		0.0	0.0	29	0.3103448275862069	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02564	0	0	0.13034188034188032	0.08333333333333333	0.08333333333333333		0.0	0.0	2	0.0	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02568	0	0	0.2361111111111111	0.1111111111111111	0.2361111111111111		0.0	0.0	12	0.08333333333333333	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02573	0	0	0.05555555555555555	0.027777777777777776	0.05555555555555555		0.0	0.0	12	0.08333333333333333	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02580	0	0	0.5882936507936508	0.08333333333333333	0.5882936507936508		0.0	0.0	15	0.06666666666666667	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02581	0	0	0.1111111111111111	0.027777777777777776	0.1111111111111111		0.0	0.0	15	0.06666666666666667	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_00	CNV0_02588	0	0	0.2032828282828283	0.05555555555555555	0.2032828282828283		0.0	0.0	15	0.06666666666666667	0.22535211267605634	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02396	0	0	0.1111111111111111	0.05555555555555555	0.1111111111111111		0.0	0.0	13	0.07692307692307693	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02415	0	0	0.10256410256410256	0.10256410256410256	0.10256410256410256		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02442	0	0	0.075	0.05555555555555555	0.0		0.0	0.0	0		0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02452	0	0	0.1111111111111111	0.08333333333333333	0.1111111111111111		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02512	0	0	0.05555555555555555	0.027777777777777776	0.027777777777777776		0.0	0.0	1	1.0	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02515	0	0	0.1111111111111111	0.05555555555555555	0.1111111111111111		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02517	0	0	0.08333333333333333	0.08333333333333333	0.08333333333333333		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02537	0	0	0.44027777777777777	0.05555555555555555	0.44027777777777777		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02559	0	0	0.10256410256410256	0.10256410256410256	0.10256410256410256		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02561	0	0	0.05555555555555555	0.05555555555555555	0.05555555555555555		0.0	0.0	26	0.34615384615384615	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02567	0	0	0.08333333333333333	0.05555555555555555	0.08333333333333333		0.0	0.0	14	0.07142857142857142	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02582	0	0	0.08333333333333333	0.05555555555555555	0.08333333333333333		0.0	0.0	13	0.07692307692307693	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02583	0	0	0.1111111111111111	0.08333333333333333	0.1111111111111111		0.0	0.0	13	0.07692307692307693	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02587	0	0	0.08333333333333333	0.05555555555555555	0.08333333333333333		0.0	0.0	13	0.07692307692307693	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02589	0	0	0.08333333333333333	0.05	0.08333333333333333		0.0	0.0	13	0.07692307692307693	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02594	0	0	0.2032828282828283	0.08333333333333333	0.2032828282828283		0.0	0.0	13	0.07692307692307693	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02655	0	0	0.08333333333333333	0.05555555555555555	0.027777777777777776		0.0	0.0	1	0.0	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_01	CNV0_02712	0	0	0.027777777777777776	0.027777777777777776	0.0		0.0	0.0	0		0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_02	CNV0_02398	0	0	0.1111111111111111	0.05555555555555555	0.1111111111111111		0.0	0.0	11	0.0	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_02	CNV0_02401	0	0	0.1	0.1	0.1		0.0	0.0	2	1.0	0.23943661971830985	clean_no_reference
repeated_stratified_5x5_internal	rs_02	CNV0_02416	0	0	0.14772727272727273	0.14772727272727273	0.14772727272727273		0.0	0.0	25	0.32	0.23943661971830985	clean_no_reference
