study	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10
ITSNdb_Val	9	5	0.5555555555555556	0.8111111111111111	0.6	0.3714520087815859	0.6	0.6	1.0799999999999998	0.5555555555555556	1.0	1.0
