scope	condition	axis	n_high	n_low	mean_high	mean_low	delta_high_low	cohen_d	mw_p
pooled_cancer_spots	PTC_LPTC_ATC	log_total_counts	13726	13662	8.827082521896916	7.115473772968763	1.7116087489281524	1.2846563490829666	0.0
pooled_cancer_spots	PTC_LPTC_ATC	n_genes_by_counts	13726	13662	2943.217324785079	1470.1737666520276	1473.0435581330516	0.998653664850005	0.0
pooled_cancer_spots	PTC_LPTC_ATC	pct_mito	13726	13662	2.9840182755958	3.154941551160247	-0.17092327556444742	-0.049630828628432905	2.2200992965906142e-51
GSM7980864_PTC-1	PTC	log_total_counts	736	680	8.900143951614337	6.734425553172696	2.1657183984416415	5.167017325847769	2.2888930638270808e-232
GSM7980864_PTC-1	PTC	n_genes_by_counts	736	680	2870.0366847826085	496.52794117647056	2373.508743606138	4.327690015301328	2.0061667282103436e-232
GSM7980864_PTC-1	PTC	pct_mito	736	680	5.36334602788972	19.10206601905956	-13.738719991169841	-2.441296802945176	5.4495246869539176e-207
GSM7980865_PTC-2	PTC	log_total_counts	2436	871	9.187041221666249	7.039896933613265	2.147144288052984	5.185843067077687	0.0
GSM7980865_PTC-2	PTC	n_genes_by_counts	2436	871	3407.5611658456487	731.3122847301952	2676.2488811154535	4.078369015836801	0.0
GSM7980865_PTC-2	PTC	pct_mito	2436	871	3.5665246336407517	3.686826756406799	-0.12030212276604724	-0.0923228666444282	0.10066456695659856
GSM7980866_PTC-3	PTC	log_total_counts	2096	514	8.956197707384565	7.112178113344304	1.8440195940402608	4.558755718121456	3.1571823395093716e-262
GSM7980866_PTC-3	PTC	n_genes_by_counts	2096	514	3061.1278625954196	810.8385214007782	2250.2893411946416	4.800620032739546	3.911517844820673e-271
GSM7980866_PTC-3	PTC	pct_mito	2096	514	6.187558651583837	2.9638521565063276	3.223706495077509	1.710165219941011	8.363663113540228e-166
GSM7980867_PTC-4	PTC	log_total_counts	1176	1085	7.90069455693209	5.942013276393176	1.9586812805389142	3.4936088702785812	0.0
GSM7980867_PTC-4	PTC	n_genes_by_counts	1176	1085	1416.5246598639455	343.43870967741935	1073.0859501865261	3.3074774605301536	0.0
GSM7980867_PTC-4	PTC	pct_mito	1176	1085	2.8196915190592295	2.537900680991233	0.28179083806799676	0.23014357485110704	1.8185411946548946e-07
GSM7980868_LPTC-1	LPTC	log_total_counts	530	317	9.473202535556496	7.837357930053924	1.6358446055025722	3.460360563313069	8.841293314398773e-130
GSM7980868_LPTC-1	LPTC	n_genes_by_counts	530	317	4322.854716981132	1351.2239747634069	2971.630742217725	3.3280839731871845	3.1254209971459917e-131
GSM7980868_LPTC-1	LPTC	pct_mito	530	317	3.556833680665054	5.938221162641812	-2.3813874819767586	-1.8011650832628565	1.7065226621694996e-72
GSM7980869_LPTC-2	LPTC	log_total_counts	1116	1323	9.158272931957564	6.356725421356319	2.801547510601245	4.921032666479439	0.0
GSM7980869_LPTC-2	LPTC	n_genes_by_counts	1116	1323	3740.4157706093188	466.51927437641723	3273.8964962329014	3.815497263645856	0.0
