gene_symbol	log2FC_BRAF_vs_RAS	pvalue	FDR
RPL4	0.04940836097073564	0.3952321089890082	0.5458809797107206
AC091133.4	-0.001772823317906776	0.39524215450353045	0.5458809797107206
FTLP8	-0.0016662099049191289	0.39531847537415743	0.5459653591942865
AC008525.1	-0.0029856034932866015	0.3953243678925363	0.5459653591942865
RPL21P36	-0.002056095003568051	0.39534388588098734	0.5459777311250453
B3GALNT1P1	-0.0040127192123498735	0.39539144898242723	0.5460288322165443
AK3	-0.04272848559372289	0.39545807778880726	0.5461062592877458
RN7SKP86	0.0017771104339460932	0.3954876270185009	0.5461324786967728
LINC02059	-0.00300148704698726	0.39560146559398707	0.546275089524651
AL137072.1	-0.0011338544643980381	0.39562473275495597	0.5462926285215853
AL159174.1	-0.00408284623247231	0.39566645078635326	0.5463356435160265
PBOV1	-0.0029357606147139004	0.3957356231620629	0.5464042856408047
AC103853.2	-0.0025602330275891344	0.39573729855313344	0.5464042856408047
AL358176.3	-0.004084189817091761	0.395769714589127	0.5464344510552293
AC096759.1	-0.0008372015511172174	0.39580061400307726	0.5464625209328715
LINC00411	-0.0014940515123741433	0.39582228540537245	0.5464778489879674
BNIP3P34	0.0048489696811567385	0.3958837829196607	0.5465481592501705
RN7SL20P	0.0010765156725493046	0.39590187706219326	0.5465585456483937
RNU6-531P	-0.010908818983685231	0.396009947013777	0.5466931434170914
CSPG4P5	0.00044861834871734983	0.3960733596715981	0.5467660860912135
RNA5SP82	0.010936789935021382	0.3960971154614326	0.5467842813460929
AC108868.2	-0.0017272879377417758	0.39614443324058546	0.5468217386776498
RNU4-31P	-0.0016937475850631318	0.3961470962103407	0.5468217386776498
AC002310.3	-0.005055603399531906	0.396159351010706	0.5468217386776498
OR7E24	0.0024785648127738273	0.39616655402147	0.5468217386776498
AC093866.1	-0.24124023338923695	0.39625134825095504	0.5469241780557229
RPS7P6	0.001314452773128371	0.3962810571956339	0.5469505827725649
MT1B	-0.0044475906221165245	0.3962984098516668	0.5469599322772565
IFNA10	-0.001731037931928211	0.3963122461885413	0.5469644282874393
SEC11A	-0.04786335428351851	0.3963623022806953	0.5470189108776711
AC093074.1	-0.0020417710400009365	0.3964222215583449	0.5470780327450226
MICOS10P2	-0.004721776836446277	0.3964263030872857	0.5470780327450226
TDGF1P3	-0.0020988051336379987	0.3965032470002943	0.5471696128033527
AL590240.2	0.00039838509596891995	0.39653129611460375	0.5471851105582148
MUCL3	0.05671763957535303	0.39653881241363864	0.5471851105582148
AC093725.2	-0.0009580038826657491	0.39654622645474835	0.5471851105582148
ENOX1-AS1	0.0015819350273876976	0.39661393498220854	0.5472639346246461
ARFGAP1	0.06192227500313585	0.3966873604662664	0.547350642761204
AC022858.1	-0.0014684894933050807	0.39673596893366403	0.5474003865903686
LARGE-AS1	-0.0041230334329938195	0.39674458624260156	0.5474003865903686
CDC27P1	-0.0018277607546188278	0.3968109330769073	0.5474587880107108
MTND6P17	-0.002387932964267163	0.3968112750551178	0.5474587880107108
AC253536.7	0.003228933423819906	0.3968254194063489	0.5474587880107108
CCNQP2	-0.0009524291850373312	0.3968292676981553	0.5474587880107108
AC113410.5	-0.00632264746961346	0.39684889969243026	0.547471264166531
AC017101.1	-0.002313709031719775	0.3968726242023713	0.5474893853190876
MIR1291	0.0010139891036130416	0.39700959296028726	0.5476637228040525
OVOL1-AS1	-0.015837122446904134	0.39705924032662854	0.547708100921704
AC093028.1	-0.0009052277695017407	0.3970629496141156	0.547708100921704
MIR1256	-0.001106259596561417	0.3970865727274288	0.5477176654532078
TRPV5	-0.004880991862821087	0.39709107012056116	0.5477176654532078
AC091953.1	-0.0008582080965680835	0.39716253388344186	0.5478016233236269
RPL7P45	0.0011444988203379823	0.39719379523956927	0.5478301274859735
GAGE12J	0.0004637284316869183	0.3972151975748225	0.5478450324212714
ZNF99	-0.03494528449849771	0.3972574835062999	0.5478887387556278
RNU4-62P	0.012758103536911689	0.39734363248476234	0.5479929360894146
RN7SL563P	0.00042663407705853567	0.3973844927783902	0.5480346700438475
PDIA3P2	0.005262787552933766	0.39740389592997083	0.5480468109240161
AC092625.1	0.0012595129234354505	0.397447977182361	0.5480868087791547
AL929601.3	-0.0017124676963644531	0.3974541004248342	0.5480868087791547
AP001122.1	-0.011331235009973614	0.39751051464794324	0.5481499839807242
AC104563.1	0.014904623403614287	0.3975305469614766	0.5481629880546242
SEC63P1	-0.054228270604029793	0.3975630255931935	0.5481931534594895
AC092979.2	-0.0012542155157143227	0.3975955502242556	0.5482212194318622
HNRNPCL1	0.0028340550809312116	0.3976045858632872	0.5482212194318622
AC122719.3	-0.003244761842750828	0.39763549646462015	0.5482492189121793
IGSF11-AS1	-0.0011535888986153933	0.39765690880448806	0.5482641212988254
AC022308.1	-0.001642267831608435	0.3977697302479463	0.548393530137428
AL449363.1	-0.0005823281833845106	0.3977719820660676	0.548393530137428
AC106872.6	-0.004284153098937617	0.3978931770208265	0.5485366073110532
AL132655.1	-0.005040739621078181	0.39789698006345836	0.5485366073110532
PRAMEF20	0.0011345399538644075	0.3980052322098104	0.5486601541169901
AC006305.2	-0.0016822989937309847	0.39800782145416114	0.5486601541169901
CKMT2-AS1	0.0689269815878868	0.3980345240026379	0.5486823352093524
AC103993.1	0.0005598255954173303	0.39809347096343584	0.548748962187568
RPL23AP42	0.016304100481638883	0.3981061402692945	0.5487517962272355
AC021683.5	0.01094890261127636	0.39813407873352963	0.5487756766505403
AC099535.2	-0.0031855055923815222	0.39814706895444435	0.5487789521545263
RNU6-634P	-0.0005379133223844155	0.39816455898875464	0.5487884295565423
LINC02540	-0.0031640353258451156	0.3981941432185176	0.548814575384396
NOC3L	0.06256049900433425	0.3982306747534194	0.5488502947474556
AC092448.1	0.00079086272288897	0.39824934972456444	0.5488614025524811
AC008937.1	-0.0026485295850585348	0.398261410058661	0.5488633938127518
MIR605	-0.00048692719106868134	0.3983099890460329	0.5489157117553196
RNA5SP190	0.0006250248176468121	0.3983383071261107	0.5489401058569905
S100A11P7	-0.0011513576145570671	0.398385814696258	0.5489704644045814
OIT3	-0.09478766750035894	0.3983878022998467	0.5489704644045814
ADPGK-AS1	0.012894783826342654	0.39839218948995636	0.5489704644045814
TIMM9P3	0.00044268711162563727	0.3984267231499693	0.549003419069531
AC008517.1	0.0004410366707503722	0.398453613343745	0.5490222609928407
NT5C3AP1	-0.026441849027629805	0.39846858014739345	0.5490222609928407
RNF7P1	-0.0024683640434439227	0.3984722529401466	0.5490222609928407
MIR6821	-0.0011900179408875881	0.3985140264264077	0.5490651856623493
AC092916.1	-0.003831270692259958	0.3985327161011815	0.549071607349592
AC023762.1	-0.0005273559050470012	0.3985399263543022	0.549071607349592
GLRX5P1	-0.0016841577363148523	0.39856515385991453	0.549085350331729
RNU7-115P	0.0019019527904654658	0.3985711411747664	0.549085350331729
VPS13A	-0.06885003469716189	0.3986026484505018	0.5491141248930178
MTRNR2L12	-0.158810467856489	0.3986304744226937	0.549137826700529
APOBEC3B-AS1	-0.0014433795105524565	0.39865411022720953	0.5491557551869676
AL133334.1	0.0046238504780038645	0.3986827756712515	0.5491791771311931
OR1D2	0.002070453932279598	0.39869235635147116	0.5491791771311931
AL445985.1	-0.015650313356056947	0.3987767843791723	0.5492808391597817
AC084824.2	-0.002720916020852497	0.39880428263470924	0.5493005732037985
HMGN1P33	0.000752492353329799	0.39881235915011204	0.5493005732037985
AC012568.1	-0.0034815030623769477	0.3988357740378486	0.5493181902198434
AC091173.1	0.0005924682297479596	0.39887414849683694	0.5493564096289512
SPACA7	-0.004430712439659937	0.39892148698952684	0.5494069725455889
GRM1	-0.034590351022253885	0.39898580264408845	0.5494809136166516
UGT2A3P7	-0.0013019802767313426	0.3990273487078982	0.5495234934368519
TBC1D5	-0.05621236715460576	0.399043020601567	0.549530439131267
RN7SL96P	-0.0011178873079721648	0.39910134972247246	0.54959612704551
BTF3P5	0.008117685022169183	0.3992543047848434	0.5497905269214023
RNU6-1206P	-0.0069593134715275895	0.399263784327031	0.5497905269214023
USP26	0.0018612739561904299	0.3992778955444469	0.5497953157535509
AK4P4	-0.003865711888251272	0.3994680653483984	0.5500256548980129
ARL4AP4	-0.010587572766936698	0.39947529717717967	0.5500256548980129
AC012613.2	0.001716628995842657	0.3994770886726401	0.5500256548980129
AC012506.4	-0.0019634730304990532	0.39954006184250035	0.5500977114346294
RNU1-8P	-0.0026805825049073975	0.39958045588333474	0.5501386773976658
SPEM1	-0.00110093265070486	0.3996193426145001	0.5501775659842927
LRRC2P1	0.0010953661091596338	0.3996476402839876	0.550201874354119
POLR3DP1	0.0029200873998346862	0.3997118811685341	0.5502741966251276
AC245047.2	0.00039564415355571844	0.39972145824010796	0.5502741966251276
AC015818.9	0.0026373442657805475	0.3997440272596049	0.5502906143781946
AC090515.5	-0.004393259107863177	0.3997855351084393	0.5503225676523598
ZNHIT1P1	-0.0015062451123944941	0.3997885262956499	0.5503225676523598
Z84468.2	0.0009665412687720465	0.3998255010150702	0.5503588122166868
AC093525.6	-0.037977366818153696	0.39993198306184813	0.5504907289681281
AL137802.1	-0.0009466770817068463	0.39996147297040924	0.5505166648509754
AC010531.8	-0.0006872666477159036	0.3999877963009113	0.5505382409142104
RNU6-1209P	0.003628865255568294	0.4000660287305457	0.5506312609669418
AC104333.3	-0.006525955426495159	0.40009246593859615	0.55065298956236
AC100868.1	-0.0006090989617542766	0.4001336988248957	0.5506950799627983
ENDOG	-0.07064983086510046	0.4002666212179257	0.5508589541694783
RNU6-1247P	0.0012250581149219793	0.4002740775983928	0.5508589541694783
DARS2	0.057098259327663214	0.40029078389582795	0.5508672830254687
AC104041.1	-0.0880829032623272	0.40031772034118096	0.5508896894634414
RPL21P123	-0.005035912787661086	0.4003539838829621	0.5509148870176956
AC092590.1	0.0006814529330250567	0.40036508632026296	0.5509148870176956
OR7E12P	0.007344402917575675	0.40036799628055686	0.5509148870176956
HNRNPA1P56	0.003431109380329426	0.40040918522308266	0.5509463842936971
OR1E2	-0.0007712258230270176	0.4004165801753802	0.5509463842936971
AC011239.1	0.0006346098288675822	0.4004228537248289	0.5509463842936971
RN7SL505P	0.001114113175527337	0.4004673750821609	0.5509929790906636
AC073130.3	0.017514897365814686	0.4004994014036483	0.5510223802600913
NREP-AS1	-0.0017816954692387438	0.40053531983444074	0.5510571346350529
ARL13A	-0.022320518579511117	0.4005881659280405	0.5511151756464107
EID3	-0.04262606363742538	0.40062739901142025	0.5511544857644806
PCYT1A	0.034942310121080844	0.4006642576333725	0.5511905272636198
AC096743.2	0.000541117693812027	0.40072179204238617	0.5512550095984976
MIR4294	-0.003530358458436819	0.4007708669559027	0.5513078514629914
AC034159.2	0.0014287970607293077	0.40087867952365014	0.5514313090157752
EDA2R	0.08554951208692607	0.4008819442071205	0.5514313090157752
AL161652.1	0.0019477702063532328	0.40094521753540724	0.5514941350703312
AC012186.1	-0.0012131906493904408	0.400948950512412	0.5514941350703312
AC103974.1	-0.020083684067319585	0.4009749807646218	0.5515029940770803
AL049646.2	0.0005986495882481836	0.40097982693513345	0.5515029940770803
RNA5SP88	-0.001196232259533095	0.40098739084673674	0.5515029940770803
MIR892A	-0.0010090479967118748	0.4010113340993632	0.5515212538775728
AC093525.8	-0.0423835909047614	0.40110646348102985	0.5516374142259122
UGT2A3	-0.014073680969590264	0.40112636485663594	0.5516501108774206
AC104759.1	-0.0020450402864351175	0.4012777683665975	0.551831637002074
SAMM50P1	-0.0018722157857338946	0.4012797054000461	0.551831637002074
AC106872.8	0.0011713280905844732	0.40130578042980036	0.5518457042811097
XRRA1	-0.07746768286009109	0.4013150358431821	0.5518457042811097
SYNC	-0.08932979485475379	0.4013219543299166	0.5518457042811097
AC018878.1	0.0010212995205020501	0.40133599505213896	0.5518503347741023
AC092634.7	-0.00048000114052179784	0.40136309791656977	0.5518711167866511
RIMBP3	0.04758390536870938	0.4013724562054238	0.5518711167866511
LINC01370	-0.0010843162806734657	0.40138741937122224	0.5518770145238578
EEF1A1P40	0.0013026157038460665	0.4014872299478804	0.5519995675484021
OR10J6P	0.0004309660312555985	0.4015053631670589	0.5520076719817721
AC009159.2	-0.016407556683419616	0.4015144771756631	0.5520076719817721
USP32P3	0.054772080893241926	0.4015513066505154	0.5520436267664189
AP000317.2	-0.006361229137286012	0.4015634143808512	0.5520455936492297
MIR6859-3	-0.0006941183021826166	0.40158152003208264	0.5520558057945495
MTND5P4	-0.0013147706941723598	0.4016621764511207	0.5521181673615827
NAT8L	0.16859018202610443	0.40166777284995636	0.5521181673615827
PPIAP17	-0.001950473528399989	0.40166785382174613	0.5521181673615827
MIR4663	0.0005152650023037397	0.4016746291123521	0.5521181673615827
DDX39A	-0.06584319588240106	0.40168027586788824	0.5521181673615827
PHBP12	-0.005851555588937074	0.4016936090021572	0.5521218161960693
CFL1P2	-0.005604124938160739	0.40171395513339136	0.552128951822848
AL078621.1	-0.042911081622977965	0.4017201577948267	0.552128951822848
OR52T1P	-0.0013514740497553883	0.4018330072535325	0.552264910929898
UBE2E4P	0.02318276606473274	0.401851115921468	0.552264910929898
AC130307.1	0.0009597094331388589	0.4018511232980934	0.552264910929898
FKBP14	-0.043464743440308595	0.40190442748927035	0.5523089455794953
AL137786.1	0.00551401758539969	0.40190452902063534	0.5523089455794953
LINC02579	0.0019083727781624591	0.4019401771729757	0.5523432537023664
AC055714.1	-0.0024443309426184874	0.4020295172614426	0.5524513411068311
AC073348.1	-0.0014990855503531596	0.402059122311187	0.5524773396757013
LINC01440	-0.0020989360094629396	0.40208235599348247	0.5524945820741739
AFM	0.003116521213810156	0.40214892024217647	0.5525606255495573
RPS3AP21	0.03610172187708394	0.4021523280642512	0.5525606255495573
RBBP4P4	-0.0029417092167138455	0.40216248066020793	0.5525606255495573
AP006748.1	0.0006575524225191976	0.4021824024492364	0.5525733135691784
MTCYBP44	0.0003568818039868104	0.4022304488700156	0.5526246413619771
AC044860.2	-0.000643877760227642	0.40241769627775636	0.5528672096600179
PRPS1P1	-0.0008428712105692433	0.40244346480640364	0.552874300153156
HOXD-AS2	0.021010811953621644	0.40244424339633644	0.552874300153156
MIR8067	0.00043660439169760723	0.4025405440589666	0.5529918207059545
WIPF2	0.03661888840859895	0.4025511787817329	0.5529918207059545
OFD1P6Y	-0.0010995792598736025	0.4025727696744736	0.5530067877267989
RPS15AP3	0.0004752610561157826	0.4026125832733083	0.5530432521190743
RPL7P23	0.036628093387022886	0.40262070735366856	0.5530432521190743
COX6CP14	-0.0016001134008098708	0.4026482838385844	0.5530664382230001
TTLL3	0.12269832355549637	0.4026975580600115	0.5531194257082283
AC007919.1	0.0015376818529131819	0.40273139990540596	0.5531401576388124
DDX55	-0.05125366476610438	0.40273404831953225	0.5531401576388124
MTND6P20	-0.001517971149483933	0.40276659776983637	0.553170168705616
AC092053.2	-0.013540808898091283	0.40286794220122707	0.5532946604927947
AC021006.1	-0.0013735874796699755	0.40290464318830976	0.5533303673876001
YTHDF3	0.052212355735653304	0.40291652896308866	0.5533319932403924
AP000322.1	0.0005248662199311667	0.40293816502551777	0.5533470088839142
AC002128.2	0.011801248236383163	0.40295465772853545	0.5533509368702806
AL121672.2	-0.04191736494245957	0.4029679612415988	0.5533509368702806
AP001002.1	-0.0015373476635695145	0.4029731321750092	0.5533509368702806
PPP6C	-0.04150837449202793	0.4030054745492882	0.5533806516199182
AP005482.1	0.0010239669727236224	0.4030435533570298	0.5534063011462366
AL031864.2	0.002578265483180499	0.4030455608069527	0.5534063011462366
SNORD18	0.0008597249379626985	0.4031006019757542	0.5534671780692672
AC093809.1	-0.08717275936317775	0.40314392696790824	0.5534986495396665
AC008764.1	-0.0011971618086498053	0.4031449335257292	0.5534986495396665
AC004467.1	0.0013611841416033472	0.403172297111483	0.5535215201766361
P2RY10BP	0.0005918081674229968	0.4032037790702551	0.5535444059706399
FAM223B	0.0005921263647983479	0.40321037864896797	0.5535444059706399
AGT	0.1698580820676776	0.4032954333159118	0.5536464722450656
RPL22P17	-0.004684284167968924	0.4033969458855998	0.553759414555814
TYR	-0.037846517229135276	0.4033991248113247	0.553759414555814
H2AL1SP	-0.0010732691177617042	0.403504456722504	0.5538893015021598
AL359918.2	-0.0006129437592624824	0.40354780207937385	0.5539340950623077
ISY1	-0.06236995344514362	0.4036057502382348	0.5539989304002786
LINC02210-CRHR1	-0.0011290969752853705	0.4036188874527255	0.5540022553520327
FLCN	0.06883905690846515	0.4037270534929441	0.5541360120466998
AC090398.1	-0.001137742400976819	0.4037580251766279	0.5541572158618319
AC044787.1	0.04692508244067184	0.4037639377213935	0.5541572158618319
CCND2	-0.08291828835909598	0.403779924828643	0.5541644475709436
LINC00955	0.0010895005625221597	0.4037986766114223	0.5541754731516956
SFTPA3P	-0.001146520095324689	0.40385487791358815	0.5542352651725405
SHMT1	0.059876780022445786	0.4038660020728849	0.5542352651725405
LRRC47	-0.041623841209439405	0.40387440209472786	0.5542352651725405
SPATA31D5P	0.0009963839581456663	0.40391678531934755	0.5542787161779167
KCNE1B	-0.005074949253188153	0.4039624884229344	0.5543267204920354
MIR4296	-0.003081727870330439	0.40398143387102925	0.5543380057555122
AC078880.5	0.0033640027668861375	0.40402371682422167	0.5543813129874355
RNA5SP251	-0.0007341329801651796	0.40403576624660426	0.5543827951791107
AC009060.1	0.0024760781929981414	0.4040462415042246	0.5543827951791107
AC114689.3	0.0009959163049364029	0.40411848324917954	0.5544575007459165
SHMT1P1	0.002383537537616798	0.4041221359200422	0.5544575007459165
AL133257.1	0.0010452687633548184	0.4041476131618985	0.5544777421568434
KIAA2026	0.06614312628296837	0.40416737992302904	0.5544901481025365
AC106820.6	-0.0024584493526354995	0.40422625316106797	0.5545562033920574
RABGAP1L-AS1	0.001896583114719799	0.404262053571228	0.554584325738309
PCGF5	0.06855248783350909	0.4042779074186259	0.554584325738309
AC027601.5	-0.07114986987446759	0.40427893047738284	0.554584325738309
AC034234.1	-0.0006679516023400688	0.40433367485120536	0.5546447077498334
AC135178.7	-0.006252695322321547	0.4043481820552442	0.5546498926852292
TRIM33	0.04481326722352641	0.40442741729967535	0.5547214161477085
SRSF12	-0.05122532722715056	0.40444555665035553	0.5547214161477085
AC024614.2	0.00039810749188001125	0.40445601438718576	0.5547214161477085
AL356481.3	0.01546052880733792	0.40445931774109656	0.5547214161477085
SPANXN3	0.0003842872055634133	0.40446348234306273	0.5547214161477085
MTCO2P9	0.0007195432637856533	0.40446469649064803	0.5547214161477085
AL357153.4	-0.0028735426058201733	0.4045357652140065	0.5548041698839521
PMM2P1	0.0005891075829993478	0.40459985301665424	0.5548773454383993
ZNF208	-0.10413775612997611	0.4046202240473228	0.5548797954690173
AC109129.1	0.0006679232692671033	0.40462310321383954	0.5548797954690173
LYPLA1P1	-0.0009302597391760514	0.4047192620750365	0.5549877884516996
AC093827.2	-0.0020977407781305295	0.40472553909698794	0.5549877884516996
CLDN15	0.06947187633918528	0.40473405445148897	0.5549877884516996
PABPC1P1	0.005170489528971457	0.4047794078432963	0.5550352587882831
LINC01194	-0.011286040134067924	0.4048660328119106	0.5551393168692857
AC118553.2	-0.013891305600049836	0.404903019353364	0.5551753086172089
AL356863.1	-0.0006664704599216801	0.4049400713783094	0.5552113882403635
AP001007.2	-0.0009347308317166747	0.40497396695713794	0.5552431382766795
RN7SL231P	-0.0010395543924983015	0.4049852154391766	0.5552438369502329
AC005165.2	0.006197115690293596	0.40499667884735935	0.5552448302474974
AC106791.1	-0.04640674847091625	0.40505133154636935	0.5553050338408411
AC034229.1	-0.0023880390030754086	0.405140413201804	0.5554124333603625
AC008429.3	-0.001740533267628461	0.40515901641522994	0.5554221631263644
NDUFA5P3	-0.0018792361486983508	0.40517413039561856	0.5554221631263644
AC138932.4	-0.016588322574262016	0.40517973752127906	0.5554221631263644
GET1	-0.043238301914574784	0.40524269505842336	0.555493738044506
AC106881.1	0.09691212159595208	0.4052878862801511	0.5555409563157193
IGKV2-26	0.03748382048858445	0.40538280603157895	0.5556563347487277
AP000790.2	0.000607573575514325	0.40540737768353247	0.5556752838065151
ARID3A	0.06302361062195816	0.40541986619502507	0.5556776704330932
KANSL1	-0.06006262708921639	0.40545168795859304	0.555706554824809
AC012513.3	0.049870659681580776	0.4054771165383773	0.5557266755069652
ZNF337	-0.06880525467799714	0.40549672495285155	0.5557388185061294
MCM3AP-AS1	-0.049627406765160975	0.4055500801984373	0.5557972101301456
FMN1	-0.1237478542657704	0.40557061331916455	0.5557977388291043
AC141557.1	-0.021832423139403728	0.4055949492779383	0.5557977388291043
CCDC172	0.0003967860484185995	0.4056018416853945	0.5557977388291043
RN7SKP109	-0.002657741535978457	0.4056035314418263	0.5557977388291043
MIR4316	0.0006467783512316683	0.4056043787160645	0.5557977388291043
MTCYBP15	-0.0005923324061935846	0.40561496362445065	0.5557977388291043
ZNF280A	-0.011812340978747893	0.4056409354245927	0.555818596628853
KRT18P60	0.0025630000386603676	0.4056878880437455	0.5558614991480431
RNA5SP483	-0.0025351484080209166	0.40569374771488764	0.5558614991480431
ZNF32-AS1	-0.027668868710767458	0.40570884657239376	0.5558674564268237
CFC1B	-0.0006963245261163441	0.40573345666590654	0.555886444524194
AP000560.1	-0.0202801476854938	0.405768327073068	0.5559169468858487
HMGB1P24	0.005152456906951534	0.4057772237248942	0.5559169468858487
AC117503.2	-0.013739549726377698	0.4058565619538365	0.5560109080114772
FKTN	-0.05336147196367502	0.4058786664726773	0.5560264578269118
MSANTD2P1	-0.005111952344030655	0.405966187159034	0.5561316201910471
AC007557.2	-0.0005615345385823539	0.4060177712324072	0.5561875488501584
AC004951.4	0.029818069651296963	0.4060987467737228	0.5562837356785949
RNVU1-33	0.0006397237240455531	0.4061329247557325	0.5563158146974617
AKR1B10P1	0.0007222174958508212	0.40616017600568055	0.5563384041168228
SRSF7	0.04482449213915274	0.4062084430474467	0.5563897779836067
AL162730.1	-0.002871606660626965	0.4062213524858992	0.5563927205735498
SIGLEC8	0.07448030820698925	0.40629887802635606	0.556484163959595
OR4K13	-0.0029787266488187124	0.40631599113819894	0.5564928612701502
GTSF1L	0.010191765858161367	0.40636503327195717	0.556538895118458
AC114812.4	-0.0008636626027504602	0.406371130036499	0.556538895118458
AC004522.4	0.0013863537126630405	0.4064086037528923	0.5565516815915585
TUBB4BP1	-0.0013291721899692886	0.40642177618678843	0.5565516815915585
AC007494.3	-0.003912916704641382	0.4064224679420739	0.5565516815915585
AL590004.1	-0.0013726327033712106	0.4064273955084348	0.5565516815915585
AC007218.2	-0.0010189379100033107	0.4064426339644135	0.5565516815915585
AL591721.1	-0.008208930446513385	0.40645348511753143	0.5565516815915585
AL162171.3	-0.017890127441300252	0.4064558157376073	0.5565516815915585
NBEAL1	-0.10822788087310231	0.4065171931289452	0.556620983383358
AC073581.1	-0.0004078391990838915	0.40657255425590527	0.5566820439925673
MTL3P	-0.0006206756353053128	0.40658729031308843	0.5566874787052916
AC067838.1	-0.04206218378127757	0.40663715934716543	0.5567382889258988
PABPC1P6	-0.003716164804234797	0.40664593612267075	0.5567382889258988
AC016168.2	0.002971876065312214	0.4066638352973668	0.5567480522219735
ATAD1	0.04521229311640962	0.4067428848949656	0.5568415315118834
MAGEA7P	-0.0007699556772182674	0.4068180726505382	0.5569297190299574
AC007608.4	0.004546258841257131	0.4068442800756464	0.5569508500895237
RPL4P4	0.08688394527351972	0.406859932327912	0.5569575308732423
CHCHD3P2	-0.0007141185348632777	0.4068770576042868	0.5569662276977587
C6ORF120	-0.06485069944316679	0.406913348531983	0.5570011588609989
AP001350.1	-0.0071453488520084665	0.4069485445334289	0.5570210724503397
FAM90A24P	0.001011068462104203	0.4069494428040216	0.5570210724503397
ZBTB45	0.041372492745594514	0.4070337484917885	0.5571217189151405
RN7SL288P	0.0007131575612445058	0.4070610340844268	0.5571402656395865
LINC00838	0.0013908189126637157	0.4070858484142808	0.5571402656395865
RN7SL338P	-0.0035270518770734276	0.40710229960141325	0.5571402656395865
SATB2	-0.0806765050784981	0.4071031006037891	0.5571402656395865
ARHGAP15-AS1	0.001919720749837258	0.4071075125810273	0.5571402656395865
AC021979.2	-0.0029902068300615174	0.4071119521918849	0.5571402656395865
NAA25	-0.054676062787505586	0.4072017770821546	0.5572484432337018
CEP44	-0.052562418535988975	0.4072137416037961	0.5572500673816974
KCNF1	0.038007123501272944	0.40726811104238164	0.5573062740663146
NANS	-0.04787372184056249	0.40727637253589083	0.5573062740663146
AC012060.1	-0.0014114692054456085	0.40731521285988337	0.5573299417195933
CPLANE2	-0.05315056763525261	0.40731522721178764	0.5573299417195933
MIR548A1	0.0003346249406965756	0.40735221012562	0.5573657952877913
RPL7AP8	-0.005744227513402082	0.40739017830270824	0.5574029950240341
MIR3682	-0.03910158366172556	0.4074175252092581	0.5574250635573088
AC018680.1	-0.0020124480328996296	0.40742786973724004	0.5574250635573088
AL031058.1	0.054653047042704905	0.4074542433446078	0.5574361551625481
AL390334.1	0.002832012670566377	0.4074575393017596	0.5574361551625481
AC018620.1	-0.002506368237622172	0.4074860315287898	0.5574603845627494
AC008507.3	-0.0014708469425821413	0.4076116194517696	0.5576174407232252
FGGY	0.04547051813787428	0.4076285706461745	0.5576258761956241
AC093151.1	0.0010689341414351473	0.4076949182243394	0.5576893945046965
TLX1NB	-0.00878528628282596	0.4076965753807929	0.5576893945046965
DUTP8	-0.0009986124567421357	0.4077266951558392	0.5577158402692534
AC019254.2	-0.0016757048701168233	0.40774146556960794	0.5577212893071696
AC109441.1	-0.0020750337477031845	0.4078330675677354	0.5578115387519392
MIR5690	-0.004282091853094817	0.40783340946683994	0.5578115387519392
PPWD1	0.05114629867270626	0.4078467711331914	0.5578115387519392
LINC01104	0.0013759422652215676	0.40785059977909466	0.5578115387519392
PRXL2AP2	-0.005000761465971906	0.4078728641755806	0.5578272336816352
MCCD1	0.0015773887560739702	0.40790193399431035	0.5578522349691007
AL031713.1	-0.0005431979300038938	0.40796584745575215	0.5579248863134395
MIR6868	-0.0005461845124299975	0.40803548049528754	0.5580053555736444
RPL38P3	-0.0014556415413160958	0.4080531558053411	0.5580147681176268
LINC01908	-0.0010657937601846728	0.4080831575316102	0.5580410361548366
MIR3133	-0.0010254520930084014	0.40809446041261416	0.5580417333890615
AC131944.1	-0.002989113792308295	0.408111942421605	0.5580508799049684
AL627313.1	-0.0005290321303785866	0.4081460133064898	0.5580820532063294
LIN28B-AS1	-0.002787112030758229	0.40815632755578174	0.5580820532063294
RNU6-1225P	-0.0007935162971120979	0.40816748873237246	0.5580825555313654
SNORD14A	0.03223975750880026	0.4081898698682352	0.5580961532912203
AL451054.3	-0.0006518039785109086	0.40819902191347046	0.5580961532912203
MIR27B	-0.04302737459399264	0.40821189631953336	0.5580989974960378
GFRA1	0.10638728610225368	0.4082262563599612	0.5581038726258081
KRTAP6-2	-0.0023674760285106082	0.4082791481005307	0.5581614244682664
PIEZO1P2	-0.004054067216748674	0.40837515312053146	0.5582779121901578
SEMA4D	-0.07739220395155488	0.4085995085156738	0.5585508008513234
CNN3P1	-0.0010654159654392673	0.4086066160896098	0.5585508008513234
KDM5C	0.049485183598476645	0.40861182461216505	0.5585508008513234
MIR3976HG	-0.0034108685001796027	0.40861798008280414	0.5585508008513234
TPRKB	0.0381532107953535	0.40865447401593263	0.5585859177422878
UGT2B4	-0.02682025234162654	0.40871901568331703	0.55865936994449
PUS3	0.032356743865711746	0.4088187864196041	0.5587809699968069
MIR4736	0.0007815647489934631	0.408842072301557	0.5587980254904888
AC092832.2	-0.001263161585267563	0.40890260103357023	0.5588659815976663
AL445248.1	0.009064139555899867	0.40894293288375694	0.5589063308350762
LINC02757	-0.007112074695117612	0.40898702060699027	0.5589518109923827
AL121748.1	0.0034403088761756767	0.4090010713688726	0.5589562391049134
