iteration	null_auc
0	0.7423929031071888
1	0.7271327449898879
2	0.7131595881595882
3	0.7175721640007354
4	0.7265122265122265
5	0.7521143592572165
6	0.7322118036403751
7	0.7139869461298034
8	0.7484372127229271
9	0.6936247471961756
10	0.7181007538150396
11	0.7023349880492737
12	0.714561500275786
13	0.7030014708586138
14	0.6794907152050009
15	0.7329931972789117
16	0.700864129435558
17	0.7042654899797757
18	0.7270637984923699
19	0.718951093951094
20	0.7473570509284795
21	0.7198933627505055
22	0.7451047986762274
23	0.7341652877367162
24	0.7482073910645339
25	0.7261445118587975
26	0.726994851994852
27	0.7354522890237176
28	0.7345789667218239
29	0.7545964331678617
30	0.7246047067475638
31	0.7245817245817247
32	0.7149751792608936
33	0.6966124287552858
34	0.7265352086780659
35	0.69714101856959
36	0.7034381320095605
37	0.7404164368450084
38	0.7222145615002757
39	0.7001516822945395
40	0.7356591285162712
41	0.7207437028865601
42	0.7160323588895018
43	0.7340044125758411
44	0.7108843537414966
45	0.7081494760066188
46	0.7299825335539621
47	0.7030933995219709
48	0.7198933627505056
49	0.7152969295826439
50	0.7479316050744622
51	0.7437488508917081
52	0.7112750505607648
53	0.7420941349512777
54	0.7338665195808054
55	0.7174112888398603
56	0.7570785070785071
57	0.6693785622357051
58	0.7255699577128149
59	0.7096892811178526
60	0.7419562419562421
61	0.7197095054237912
62	0.71642305570877
63	0.7300284978856407
64	0.7013467549181835
65	0.7292930685787828
66	0.7104247104247104
67	0.7335677514248944
68	0.7207666850523994
69	0.7285806214377643
70	0.7256618863761721
71	0.6930042287185144
72	0.7292930685787828
73	0.7237773487773489
74	0.7298446405589263
75	0.7262824048538334
76	0.6989795918367347
77	0.6799273763559477
78	0.7139639639639641
79	0.7229959551388123
80	0.750896304467733
81	0.7504136789851075
82	0.7154578047435189
83	0.7233866519580805
84	0.7503906968192684
85	0.7039437396580255
86	0.7198703805846662
87	0.7060810810810811
88	0.7432202610774039
89	0.7306030520316236
90	0.7196405589262733
91	0.7346938775510203
92	0.6916252987681559
93	0.688430777716492
94	0.7009560580989153
95	0.7076438683581541
96	0.7283507997793712
97	0.745150763007906
98	0.721479132193418
99	0.7824738003309432
100	0.7540908255193969
101	0.7218238646810076
102	0.7296837653980511
103	0.7524131274131274
104	0.7214561500275787
105	0.7645477109762824
106	0.7586872586872586
107	0.7227891156462585
108	0.7044723294723294
109	0.7253171538885825
110	0.7287874609303181
111	0.7317751424894281
112	0.7212952748667033
113	0.7152279830851258
114	0.7135043206471778
115	0.7171125206839493
116	0.7135502849788564
117	0.6861095789667219
118	0.7665471594043023
119	0.6944061408347123
120	0.7284886927744071
121	0.7218008825151683
122	0.7155956977385549
123	0.7388076852362566
124	0.6962447141018568
125	0.7377275234418091
126	0.7133664276521419
127	0.7206977385548814
128	0.7090917448060305
129	0.7474489795918368
130	0.7290862290862291
131	0.6980603052031624
132	0.743450082735797
133	0.7080575473432618
134	0.690361279646994
135	0.7068624747196175
136	0.7078047435190291
137	0.720008273579702
138	0.6808006986578415
139	0.730281301709873
140	0.697508733223019
141	0.6978304835447693
142	0.7224903474903475
143	0.7171125206839493
144	0.7011628975914691
145	0.7331081081081081
146	0.7442774407060121
147	0.7395431145431146
148	0.7095513881228167
149	0.7377734877734878
150	0.6873506159220444
151	0.7138030888030888
152	0.7268569589998161
153	0.7317291781577495
154	0.7414965986394558
155	0.7281899246184961
156	0.7754872219157933
157	0.7316602316602315
158	0.7041965434822578
159	0.6939694796837657
160	0.728787460930318
161	0.7575611325611326
162	0.7043114543114544
163	0.7331540724397867
164	0.7048860084574371
165	0.719180915609487
166	0.726328369185512
167	0.7380492737635596
168	0.7344870380584667
169	0.7128148556719986
170	0.7281899246184961
171	0.6909588159588159
172	0.7019213090641663
173	0.7473340687626402
174	0.7303042838757124
175	0.7738095238095237
176	0.6965434822577679
177	0.7066556352270638
178	0.6995771281485568
179	0.6934868542011399
180	0.716124287552859
181	0.71343537414966
182	0.7289483360911932
183	0.7184454863026293
184	0.7425997425997426
185	0.7455874241588527
186	0.7015076300790587
187	0.7203759882331311
188	0.7287414965986395
189	0.7292471042471043
190	0.7351765030336459
191	0.7190430226144513
192	0.7453576025004597
193	0.7395660967089538
194	0.7143086964515536
195	0.7464837286265857
196	0.7223294723294722
197	0.7235705092847948
198	0.7064258135686707
199	0.7068854568854569
200	0.7571704357418643
201	0.722972972972973
202	0.7484831770546057
203	0.7419792241220813
204	0.733912483912484
205	0.7226282404853834
206	0.7042425078139365
207	0.6901314579886009
208	0.696911196911197
209	0.7351535208678066
210	0.7272936201507632
211	0.7324875896304468
212	0.7119874977017835
213	0.7164230557087701
214	0.7009560580989153
215	0.7278911564625851
216	0.7209965067107925
217	0.7213872035300607
218	0.7007032542746828
219	0.7278222099650671
220	0.7463688177973892
221	0.7541827541827542
222	0.7755791505791505
223	0.7171584850156278
224	0.7101948887663174
225	0.70279463136606
