threshold	prev	tp	fp	tn	fn	sens	spec	ppv	npv	unnecessary_surgery_rate	missed_cancer_rate	nb_model	nb_all	nb_none	cost_per_patient_krw	treat_all_cost_krw	treat_none_cost_krw	operating_point	sum_ss
0.43000000000000005	0.05	952.0	3627.0	15373.0	48.0	0.952	0.8091052631578948	0.20790565625682464	0.9968873613903119	0.18135	0.0024	-0.08920789473684212	-0.6666666666666667	0.0	2329900.0	3800000.0	3300000.0	Se>=0.95 (rule-out)	
0.5100000000000001	0.05	894.0	1956.0	17044.0	106.0	0.894	0.8970526315789473	0.3136842105263158	0.9938192419825073	0.0978	0.0053	-0.05709183673469393	-0.938775510204082	0.0	2244000.0	3800000.0	3300000.0	balanced (max Se+Sp)	1.7910526315789475
0.5900000000000002	0.05	812.0	874.0	18126.0	188.0	0.812	0.954	0.4816132858837485	0.989734629245386	0.0437	0.0094	-0.02228536585365859	-1.3170731707317083	0.0	2250600.0	3800000.0	3300000.0	Sp>=0.95 (rule-in)	1.766
0.42000000000000004	0.1	1912.0	3707.0	14293.0	88.0	0.956	0.7940555555555555	0.3402740701192383	0.9938808149641889	0.18535	0.0044	-0.03861896551724138	-0.5517241379310346	0.0	2493900.0	3800000.0	4800000.0	Se>=0.95 (rule-out)	
0.5000000000000001	0.1	1786.0	1976.0	16024.0	214.0	0.893	0.8902222222222222	0.47474747474747475	0.9868210370735312	0.0988	0.0107	-0.009500000000000036	-0.8000000000000005	0.0	2497200.0	3800000.0	4800000.0	balanced (max Se+Sp)	1.7832222222222223
0.5900000000000002	0.1	1570.0	851.0	17149.0	430.0	0.785	0.9527222222222222	0.6484923585295332	0.9755389953922293	0.04255	0.0215	0.017269512195121912	-1.195121951219513	0.0	2687100.0	3800000.0	4800000.0	Sp>=0.95 (rule-in)	1.7377222222222222
0.4100000000000001	0.15	2855.0	3732.0	13268.0	145.0	0.9516666666666667	0.7804705882352941	0.4334294823136481	0.9891895921866846	0.1866	0.00725	0.013078813559321972	-0.4406779661016952	0.0	2676200.0	3800000.0	6300000.0	Se>=0.95 (rule-out)	
0.5000000000000001	0.15	2697.0	1905.0	15095.0	303.0	0.899	0.8879411764705882	0.5860495436766623	0.9803221197558124	0.09525	0.01515	0.039599999999999955	-0.7000000000000003	0.0	2714700.0	3800000.0	6300000.0	balanced (max Se+Sp)	1.7869411764705883
0.5900000000000002	0.15	2371.0	811.0	16189.0	629.0	0.7903333333333333	0.9522941176470588	0.7451288497800126	0.9625995956713046	0.04055	0.03145	0.060197560975609715	-1.073170731707318	0.0	3061700.0	3800000.0	6300000.0	Sp>=0.95 (rule-in)	1.7426274509803923
0.4100000000000001	0.2	3808.0	3490.0	12510.0	192.0	0.952	0.781875	0.5217867909016168	0.9848842701936703	0.1745	0.0096	0.06913728813559318	-0.35593220338983084	0.0	2817800.0	3800000.0	7800000.0	Se>=0.95 (rule-out)	
0.5200000000000001	0.2	3502.0	1473.0	14527.0	498.0	0.8755	0.9079375	0.7039195979899497	0.966855241264559	0.07365	0.0249	0.09531249999999997	-0.6666666666666672	0.0	3044500.0	3800000.0	7800000.0	balanced (max Se+Sp)	1.7834374999999998
0.5800000000000002	0.2	3213.0	787.0	15213.0	787.0	0.80325	0.9508125	0.80325	0.9508125	0.03935	0.03935	0.10630952380952374	-0.9047619047619058	0.0	3380500.0	3800000.0	7800000.0	Sp>=0.95 (rule-in)	1.7540624999999999
0.4100000000000001	0.3	5713.0	3051.0	10949.0	287.0	0.9521666666666667	0.7820714285714285	0.6518712916476495	0.9744571021715913	0.15255	0.01435	0.17964067796610167	-0.18644067796610192	0.0	3106900.0	3800000.0	10800000.0	Se>=0.95 (rule-out)	
0.49000000000000005	0.3	5368.0	1682.0	12318.0	632.0	0.8946666666666667	0.8798571428571429	0.7614184397163121	0.9511969111969112	0.0841	0.0316	0.1875980392156863	-0.3725490196078431	0.0	3453000.0	3800000.0	10800000.0	balanced (max Se+Sp)	1.7745238095238096
0.5900000000000002	0.3	4682.0	664.0	13336.0	1318.0	0.7803333333333333	0.9525714285714286	0.875794986906098	0.910058687047905	0.0332	0.0659	0.1863243902439024	-0.7073170731707323	0.0	4311600.0	3800000.0	10800000.0	Sp>=0.95 (rule-in)	1.732904761904762
0.4100000000000001	0.4	7627.0	2636.0	9364.0	373.0	0.953375	0.7803333333333333	0.7431550228977881	0.9616925130943823	0.1318	0.01865	0.2897601694915254	-0.016949152542373058	0.0	3385800.0	3800000.0	13800000.0	Se>=0.95 (rule-out)	
0.49000000000000005	0.4	7162.0	1459.0	10541.0	838.0	0.89525	0.8784166666666666	0.8307620925646677	0.9263555672730468	0.07295	0.0419	0.28801078431372545	-0.17647058823529405	0.0	3919100.0	3800000.0	13800000.0	balanced (max Se+Sp)	1.7736666666666667
0.5900000000000002	0.4	6163.0	586.0	11414.0	1837.0	0.770375	0.9511666666666667	0.9131723218254556	0.8613689532865444	0.0293	0.09185	0.2659865853658536	-0.4634146341463421	0.0	5230400.0	3800000.0	13800000.0	Sp>=0.95 (rule-in)	1.7215416666666667
