mode	bin_mean_pred	bin_frac_pos	brier	ece	n_samples
uncal	0.9408823723774733	0.14285714285714285	0.28387171501919173	0.28482908399592843	66
uncal	0.9690735382574144	0.42857142857142855	0.28387171501919173	0.28482908399592843	66
uncal	0.9762071142592776	0.5	0.28387171501919173	0.28482908399592843	66
uncal	0.9797524488086601	0.7142857142857143	0.28387171501919173	0.28482908399592843	66
uncal	0.9842573655422435	0.5	0.28387171501919173	0.28482908399592843	66
uncal	0.9874947218069481	0.8571428571428571	0.28387171501919173	0.28482908399592843	66
uncal	0.9900063613148012	1.0	0.28387171501919173	0.28482908399592843	66
uncal	0.9914183563959706	0.8571428571428571	0.28387171501919173	0.28482908399592843	66
uncal	0.9944201869790716	1.0	0.28387171501919173	0.28482908399592843	66
uncal	0.9963685291948309	1.0	0.28387171501919173	0.28482908399592843	66
isotonic	0.11195189142830572	0.125	0.16077610862177716	0.146551972076663	66
isotonic	0.43862034191994437	0.75	0.16077610862177716	0.146551972076663	66
isotonic	0.5869809203142535	0.3333333333333333	0.16077610862177716	0.146551972076663	66
isotonic	0.707107263749234	0.5	0.16077610862177716	0.146551972076663	66
isotonic	0.8805916305916305	0.9285714285714286	0.16077610862177716	0.146551972076663	66
isotonic	0.9935178381509072	0.9473684210526315	0.16077610862177716	0.146551972076663	66
platt	0.6918125850128852	0.7142857142857143	0.210891532703131	0.19526958491738244	66
platt	0.6927914211738823	0.7142857142857143	0.210891532703131	0.19526958491738244	66
platt	0.6965094333899429	0.16666666666666666	0.210891532703131	0.19526958491738244	66
platt	0.6976154466203971	0.42857142857142855	0.210891532703131	0.19526958491738244	66
platt	0.6979847897123452	0.5	0.210891532703131	0.19526958491738244	66
platt	0.6983129282535911	0.7142857142857143	0.210891532703131	0.19526958491738244	66
platt	0.698461994078071	0.8333333333333334	0.210891532703131	0.19526958491738244	66
platt	0.698583598924592	0.8571428571428571	0.210891532703131	0.19526958491738244	66
platt	0.6987099746047544	1.0	0.210891532703131	0.19526958491738244	66
platt	0.6988365565963227	1.0	0.210891532703131	0.19526958491738244	66
