gene	log2FC_tcga	cohens_d_tcga	pval_tcga	braf_mean_tcga	ras_mean_tcga	n_braf_tcga	n_ras_tcga	fdr_tcga	log2FC_27155	cohens_d_27155	pval_27155	fdr_27155	log2FC_126698	cohens_d_126698	pval_126698	fdr_126698	replicated_27155	replicated_126698	replication_rate	present_tcga	present_27155	present_126698	n_cohorts_present	median_expr_tcga	coverage_fraction	is_known	panel_memberships	known_category	known_citation	is_novel_validated	novelty_score	known_replicated
IVL	1.9231657688975332	1.2957118891926862	1.4221496788022777e-56	2.1831779386414554	0.2600121697439223	392	111	1.6342396009009907e-53	0.14745621739130454	0.643344834559562	0.0022092545644081317	0.01418918130474063	0.8646641828406966	1.0409497527284586	0.12394391131826377	0.8250113134850708	1	0	1	True	True	True	3	1.0980934822876125	0.6666666666666666	True	BRS71			False	68.39633439954919	True
CDH11	2.5038714859753837	1.6495408286775637	1.0510240775010971e-44	4.69497693498364	2.1911054490082567	392	111	3.50641974655866e-42	0.6542598695652186	1.6524225755388764	6.094673092416015e-11	1.4297272302234711e-08	1.591023114038244	0.8610920891305586	0.16781797992189612	0.8250113134850708	1	0	1	True	True	True	3	4.067039398835421	1.0	False				True	68.38193954972432	False
EPHA4	1.6231784458503942	1.5287309328668812	8.359963347885553e-25	6.785309788504586	5.162131342654192	392	111	4.323020646825098e-23	0.7765810652173921	1.5855394465497887	6.872038476379874e-07	2.5743200274270974e-05	1.6110976182868777	1.6237216666507608	0.023174519125500156	0.5811030787489239	1	1	2	True	True	True	3	6.489388394320841	1.0	False				True	68.37772745763839	False
B4GALT5	0.8647516771522294	1.3934762690344888	5.947263203547442e-27	6.131206281805351	5.266454604653122	392	111	3.907737325522767e-25	0.11981984782608546	0.8847206628096406	0.0013074149017065994	0.009456967789011068	0.9518597083453884	2.3067272329174617	0.00421252154856564	0.31133029552504615	1	1	2	True	True	True	3	5.915518606061262	1.0	False				True	68.02414555853017	False
SCEL	2.2594375741176203	1.465697526665115	1.180264394244458e-25	5.893750039930982	3.6343124658133616	392	111	6.766369411394142e-24	0.7201612826086952	1.759266566151143	2.3818083754591737e-08	1.8330231084856443e-06	3.694914566472101	3.8242645449071584	5.904374512093781e-05	0.07257732525259447	1	1	2	True	True	True	3	5.682584800964333	1.0	False				True	67.91938067524991	False
ARAP1	0.6112661343825421	1.4837326194617504	3.0665600018928584e-25	7.254394492367723	6.643128357985181	392	111	1.6639547141435636e-23	0.1311981086956533	1.1311758930041127	0.000559670337469033	0.004904174605300335	0.8859072352901372	1.6648136057864102	0.017289000594375048	0.5164722267717432	1	1	2	True	True	True	3	7.142788889856025	1.0	False				True	67.59547077385352	False
MMP15	-1.1845950607307083	-1.5935142529173114	1.3056068590044645e-45	6.980773051831272	8.16536811256198	392	111	4.892335962752164e-43	-0.6305035434782607	-1.5240559299521477	7.890639207332779e-07	2.8537811799853547e-05	-0.33384725364854084	-0.39413052861608683	0.5128424960605246	0.9712668033378651	1	0	1	True	True	True	3	7.283368340804797	1.0	False				True	67.42235886691729	False
RAC2	1.8388040829214605	1.4614155674376	1.6616749759605977e-25	4.950052070763207	3.1112479878417467	392	111	9.380663174879745e-24	0.5590820652173907	2.019188082683284	3.764854555708525e-14	4.152948312826146e-11	2.0606069688085107	2.179443071073097	0.004036994315530944	0.3056740138809557	1	1	2	True	True	True	3	4.7464482183863765	1.0	False				True	67.30627276912821	False
MEX3C	0.7195917512586298	1.4423061905883403	8.192092868578307e-26	5.859553527253609	5.139961775994979	392	111	4.808414464552245e-24	0.18103697826086984	1.167790285856467	2.8616348277050715e-05	0.0004807038098265486	1.1345945408814622	4.114167697199754	0.0001133836040948633	0.09388492538363935	1	1	2	True	True	True	3	5.771915342813477	1.0	False				True	67.2633860381794	False
UNC5CL	1.6013508303336832	1.714673875123443	5.771654019987073e-42	3.038656737453773	1.43730590712009	392	111	1.4702364582638006e-39					1.4257750941802052	2.5742754235138134	0.0015742853332240687	0.20722830764333663	0	1	1	True	False	True	2	2.6586121639391203	0.6666666666666666	False				True	66.58526669154303	False
KLK10	3.5035448569239986	1.8065550500948067	6.545684121519395e-40	5.055466751710395	1.5519218947863966	392	111	1.3986936843301217e-37	0.8281588695652182	1.061454460366388	0.0005885194945949344	0.005099331612560948	0.04843380707684786	0.04013449927344326	0.9466887793562736	1.0	1	0	1	True	True	True	3	4.788887132838157	1.0	True	TierA67			False	66.57928092950947	True
PON2	0.7786606040345321	1.5194939860252354	2.9126207458837807e-24	6.21332657393181	5.434665969897278	392	111	1.4330592901084317e-22	0.23531317391304363	1.9708528402186747	6.154561899011246e-09	6.07969670576208e-07	0.6707309271200641	1.4461377022557724	0.03355536606479006	0.6645905869746666	1	1	2	True	True	True	3	6.085123009451551	1.0	False				True	66.38285048581442	False
GSTM4	-0.7367056071942306	-1.4094367923396343	5.180433609523435e-26	4.797031701958462	5.533737309152692	392	111	3.1077192851747834e-24	-0.10515432608695718	-1.3309108704888701	9.691235529311103e-06	0.00020657469356117724	-1.1150915964900707	-1.86135079661608	0.014281504635676323	0.48138002760614246	1	1	2	True	True	True	3	4.954685021577086	1.0	False				True	66.26483489865485	False
SLC17A9	1.31064627982121	1.3827927870521761	2.0817830815287162e-26	2.9952886989930314	1.6846424191718214	392	111	1.303281899865998e-24	0.18006134782608774	1.297916207976748	2.76026298469966e-07	1.2775385009954335e-05	1.1411677738376778	1.6908453976465458	0.017176853891971832	0.5163555068859045	1	1	2	True	True	True	3	2.7214315876792696	1.0	False				True	66.05590533920218	False
KATNAL2	-1.4006103591700994	-1.7475870669579623	9.314611311718577e-41	2.234236331289767	3.634846690459866	392	111	2.2196675831349279e-38					-0.5734994990847775	-1.6001868891245377	0.020666137492195643	0.5560990970361522	0	1	1	True	False	True	2	2.4978884559981784	0.6666666666666666	False				True	65.803140219912	False
CDC25B	0.9958505667153803	1.4295326667146655	1.8074476951752106e-25	6.106138250558025	5.110287683842644	392	111	1.018136468030559e-23	0.2757111304347828	1.5027288196509856	1.5914149654232423e-10	3.1917514995920394e-08	0.7067025687806776	1.4911350117576676	0.028207661991755083	0.6275842210511338	1	1	2	True	True	True	3	5.881001752056792	1.0	False				True	65.73618482357196	False
PTPRU	1.7576442983941778	1.7714110995597994	3.672797048173287e-40	5.830390252700037	4.0727459543058595	392	111	8.116410605046532e-38	0.1289061086956531	0.6515985284237394	0.03203056987126356	0.10283498748142512	0.019425033689454807	0.019245439268080373	0.974064975772426	1.0	1	0	1	True	True	True	3	5.538024845691137	1.0	False				True	65.70276428303463	False
ABTB2	1.7846490083876971	1.7912399738179328	1.1192808705669498e-39	4.812456504468836	3.0278074960811385	392	111	2.3432847408051635e-37	0.29840223913043573	1.934578801609607	3.6445578139175625e-12	1.6635521304423027e-09	0.9818519490708457	1.095881074498471	0.08709447399903865	0.8250113134850708	1	0	1	True	True	True	3	4.501401987850924	1.0	False				True	65.61343359248313	False
CYSLTR2	2.4638501330304328	1.5199709637159544	6.001277235563299e-24	5.1096346537005335	2.6457845206701007	392	111	2.878775947386027e-22	0.17238980434782647	0.9647516836054336	0.0013976396603399444	0.009893345552898314	3.3969514711843325	2.8557085924738193	0.0011130063568492413	0.17961373255377436	1	1	2	True	True	True	3	4.824566792176618	0.6666666666666666	False				True	65.48275715996358	False
RARRES1	1.1022000643376209	1.1723459294439589	1.7115952148738706e-30	2.0009912377775536	0.8987911734399326	392	111	1.5500577960830598e-28	0.19015158695652357	0.7531827288111702	0.00033036090541044315	0.0032252256232112642	1.1318337203289162	1.3557957372833918	0.04389588825239394	0.7297833530951238	1	1	2	True	True	True	3	1.662204715569599	1.0	False				True	65.2050648967138	False
SEMA4C	0.7802462534808834	1.5287143053063734	1.0151424194758003e-23	5.7637690849061896	4.983522831425306	392	111	4.759204864325757e-22	0.2509894999999993	1.3070600194051176	6.609028764678619e-06	0.00015494260723482886	1.0932583751389928	1.6499245042215136	0.029191563269728167	0.6325897167224327	1	1	2	True	True	True	3	5.623592672792498	1.0	False				True	65.1919163748445	False
ETHE1	1.2521809927704974	1.865475067807667	9.65998489731983e-38	5.01242020246645	3.760239209695953	392	111	1.6819107037889082e-35	0.24757813043478238	1.227126761997769	2.5749014955884093e-05	0.00044136827824457965	0.6722297829163129	0.7153712492988419	0.24932333101040938	0.8250113134850708	1	0	1	True	True	True	3	4.853374404065976	1.0	False				True	64.87039762879985	False
LUM	2.6979597306434777	1.3150421105547354	3.3810966161753874e-27	5.762849135566303	3.0648894049228255	392	111	2.2677028160706287e-25	0.9360375652173918	1.8209428091615651	9.33367132893809e-09	8.520676371114033e-07	2.5029403654033273	1.322695769863303	0.045058830716612444	0.7340037141038571	1	1	2	True	True	True	3	5.581436288596007	1.0	False				True	64.81688403332005	False
ALOX5AP	1.497438192683	1.3629958508155569	2.9833304293292146e-26	3.995491146985023	2.498052954302023	392	111	1.836559521798131e-24	0.40255713043478236	1.49079071093283	4.992434912602005e-09	5.222949291997444e-07	1.8926243307722683	1.9185749881674345	0.008888159621351054	0.4040091627099248	1	1	2	True	True	True	3	3.7537581657408845	1.0	False				True	64.70412537778331	False
ZYX	1.0633267646525635	1.9608027876311636	8.261138761590613e-36	7.143877187159868	6.080550422507304	392	111	1.2205478471446061e-33	0.17349745652173798	1.1896564457044023	1.2909684148621557e-05	0.00026049617237088957	0.011259958183105212	0.010570711460564035	0.9858153686611083	1.0	1	0	1	True	True	True	3	6.993512469585709	1.0	False				True	64.53677508101033	False
CFI	1.5183558138632725	1.5520604780042486	3.702589902493893e-23	3.9989038886350117	2.480548074771739	392	111	1.6281005650328376e-21	0.4942191086956531	1.393919090149742	1.482747559575676e-05	0.00028991328576223374	2.5877846391348505	2.8668318904754995	0.0015136973485155585	0.2066753337289578	1	1	2	True	True	True	3	3.809061973365897	1.0	False				True	64.52945594338831	False
MGAT4B	0.8177802178855584	1.523656076524352	1.5029074441692457e-23	7.540302585258014	6.722522367372456	392	111	6.895904777767158e-22	0.12263856521739136	0.7538508891509516	0.042069468680399964	0.12491555785609114	0.6014404445461032	2.7264724454729503	0.0014296028182102219	0.20193751495466786	1	1	2	True	True	True	3	7.451741743016591	1.0	False				True	64.48541804154408	False
MYO1G	2.611264294948039	1.6547961102625994	4.649594883729381e-42	4.977853943894469	2.3665896489464298	392	111	1.2082170906157287e-39					2.6700027756639684	2.5714649135554466	0.0013794809752565738	0.19796238955339718	0	1	1	True	False	True	2	4.518734717839553	0.6666666666666666	False				True	64.40111511567864	False
WWOX	-0.7142662681959333	-1.3628875423534053	4.513660147679317e-26	4.056672941627084	4.770939209823017	392	111	2.7171813724871377e-24	-0.10602256521739095	-1.2054791154269378	0.0005005251562828966	0.0044887882748758145	-1.0242409753414718	-2.014242114936161	0.012356915979564866	0.45812009140913273	1	1	2	True	True	True	3	4.245909692706171	1.0	False				True	64.23529229120155	False
ACACB	-0.9592006376657682	-1.3596048690212212	4.8930715091148244e-26	4.495745516777759	5.454946154443527	392	111	2.942158381486473e-24	-0.40126445652173803	-1.9938759113374203	7.887795663952921e-07	2.8537811799853547e-05	-1.6240806267673022	-2.2071889623573795	0.005993083378274749	0.3493828516781706	1	1	2	True	True	True	3	4.679445013329756	1.0	False				True	63.98663243182675	False
GRHL3	1.6492788465093793	1.6614104938222998	1.6526964164614677e-41	2.7679178080558997	1.1186389615465204	392	111	4.108778095751873e-39					1.430947869839759	1.7275945505973354	0.013671200791227576	0.47334557728177074	0	1	1	True	False	True	2	2.359423318334332	0.6666666666666666	False				True	63.77538056103193	False
DUSP6	1.5887172124872135	1.5200870477969421	2.41279764328144e-23	8.742779838964633	7.15406262647742	392	111	1.0774454139181913e-21	0.38287428260869705	1.6683439252369199	2.3809098544295816e-05	0.00041359716198273455	2.544995022782084	2.1421099753673927	0.010969432234712716	0.4371014964141269	1	1	2	True	True	True	3	8.595369623470976	1.0	True	TierA67;HARDCODED_REF	MAPK_output	Pratilas 2009 (PMID 19470482)	False	63.745168725685346	True
STAT4	1.137321667086406	1.2799850050919692	1.9087924287847184e-27	2.3805855852877085	1.2432639182013026	392	111	1.3021842385868943e-25	0.1511689999999999	0.8794961978702193	0.0010911437708327177	0.0082392869905948	2.1831127203745915	2.08074959986347	0.005046504991015401	0.33070793428846096	1	1	2	True	True	True	3	1.978572916286189	1.0	False				True	63.70569226149541	False
ACSL5	1.1857635862689113	1.273480324478553	1.647310381890942e-27	4.64039403203738	3.454630445768469	392	111	1.1327668505048205e-25	0.3784547826086948	1.9309927553822324	2.324537181231894e-11	6.546786950631187e-09	2.2063124653428803	1.8708872349594996	0.01866164329835664	0.5313647699733653	1	1	2	True	True	True	3	4.424322204545177	1.0	False				True	63.53612242129753	False
SLC25A15	-1.5099987724666586	-1.5288861836471521	3.860926352967467e-23	3.6532725218270437	5.163271294293702	392	111	1.69628175563552e-21	-0.4310010434782616	-2.1622017200114674	6.699469692340815e-07	2.5265208067668197e-05	-0.7928789177457065	-2.443826114342949	0.003978811658481292	0.304864570219416	1	1	2	True	True	True	3	3.7134529020398306	1.0	False				True	63.511467097784866	False
CCL22	1.6187138257805587	1.3720942938825071	1.5326278438424577e-49	2.252131371995123	0.6334175462145644	392	111	8.342452688031626e-47	0.18733308695652306	0.9955565659174527	3.790062948345637e-05	0.00060590656095714	1.3362551248085306	1.098888598745471	0.10515670214560745	0.8250113134850708	1	0	1	True	True	True	3	1.764396305213408	0.6666666666666666	False				True	63.22432991188894	False
PPP2R3A	0.6151192623293076	1.3245459517614364	2.238798058658552e-26	3.994524421334531	3.3794051590052234	392	111	1.3965076768551553e-24	0.10894139130434866	0.7471138057953894	0.026048658696925863	0.08850259116304098	0.5157977868229491	1.366254048294086	0.040872336264901415	0.7133889676834289	1	1	2	True	True	True	3	3.894396669727445	1.0	False				True	63.19397258017064	False
SDC3	0.9931824087421584	1.4340274867194152	2.0205721813722923e-24	7.136395012354964	6.143212603612806	392	111	1.0075777056021466e-22	0.2320979565217396	0.9908566181451273	0.0003964603282575815	0.0037219470674791535	1.2861824480428048	3.27843310855542	0.0010218203300989084	0.172109696591266	1	1	2	True	True	True	3	6.892146408014203	1.0	False				True	63.0878063556946	False
MCM5	0.6834074461054547	1.479666541969595	1.056461849161702e-23	5.59143361870592	4.908026172600465	392	111	4.939484510126652e-22	0.21280271739130452	0.8265547456292472	0.002659653087011329	0.016183279624590315	0.928635431494635	1.725253061404439	0.013623967396000188	0.4724050726271695	1	1	2	True	True	True	3	5.510842099374328	1.0	False				True	63.05249285563597	False
NOD1	2.182004163669287	1.8757388994811441	1.87444520786e-36	5.934444241073531	3.752440077404244	392	111	2.859275402467506e-34	0.755115913043479	1.9935855946488796	3.599566787485458e-09	4.125648400448596e-07	1.0103089342880676	0.8638952687604584	0.1824945965671358	0.8250113134850708	1	0	1	True	True	True	3	5.634119552481549	1.0	False				True	62.91930547722586	False
PERP	1.3596477846678958	1.697514956568394	4.116965017350934e-40	8.031464792934766	6.671817008266871	392	111	9.059250128180176e-38	0.37331267391304435	1.358090989582679	3.8838147980669456e-05	0.0006171675448020668	0.9692373285470071	1.2674458955606103	0.05595906225138921	0.7777195836341393	1	0	1	True	True	True	3	7.722698246324596	1.0	False				True	62.88088993904418	False
TMEM43	1.0423004048647035	1.9262494388718763	2.1884325031652995e-35	7.265910577775171	6.223610172910467	392	111	3.1004392649638576e-33	0.18477536956521545	1.094808115471165	0.0005527578884084258	0.00485524629652444	0.5838143494890158	1.1333959032058636	0.10174617006005188	0.8250113134850708	1	0	1	True	True	True	3	7.146975838288852	1.0	False				True	62.61962776501572	False
SELL	1.4109807592845147	1.3123534288153051	2.911347700624925e-26	3.511219874843344	2.1002391155588294	392	111	1.7965238776493496e-24	0.23323691304347927	1.1659865002074947	1.4533207171892253e-06	4.5803824603413745e-05	2.371154408660314	1.8301256120356642	0.013983880870271578	0.4790408498783361	1	1	2	True	True	True	3	3.182478074818561	1.0	False				True	62.32515255950242	False
BTBD11	-1.8111511123417392	-1.6175971384560115	1.3755108605308832e-41	3.919145078865718	5.730296191207457	392	111	3.469709371166463e-39					-2.575905880757952	-3.03743969831786	0.0007507395453671058	0.14956026122239244	0	1	1	True	False	True	2	4.449355129825817	0.6666666666666666	False				True	62.21231182881678	False
RAB31	0.8379685521467328	1.3305858162623125	7.278938029015149e-26	6.415988019642188	5.578019467495455	392	111	4.2830133515470936e-24	0.2054705869565221	1.1055235818691354	6.603665163598098e-05	0.0008983835125441729	1.0584022553033208	2.429520745826441	0.002377969186850437	0.24474855353676908	1	1	2	True	True	True	3	6.307511809180353	1.0	False				True	62.18692552330577	False
TMPRSS11E	1.4703291343993983	1.1902471238091685	6.766979628881129e-56	1.586847581603996	0.11651844720459767	392	111	6.861319286060237e-53	0.15626069565217415	0.6942913401958872	0.003657573280834021	0.020619803031686514	0.19732280849060407	0.39749859768895707	0.5077206751710233	0.9675918379236526	1	0	1	True	True	True	3	0.4934030890021175	0.3333333333333333	True	BRS71			False	62.08756578672423	True
HPGDS	0.6940925801267468	1.1871317711504228	1.256344850030015e-28	1.4180850330858088	0.723992452959062	392	111	9.822921775303037e-27	0.18456891304347867	0.9518518698541675	2.0025596462743212e-05	0.00036163549846839277	1.0125883857169733	1.4705075124283757	0.0427033837823251	0.7234960231028833	1	1	2	True	True	True	3	1.1264070784658173	0.6666666666666666	False				True	61.74927475720383	False
ARHGAP19	1.099490973076278	1.1896182307392213	1.506156805911275e-28	4.703469884694467	3.603978911618189	392	111	1.1676892742200591e-26	0.30204315217391375	1.4741297400833708	4.323706332842273e-08	2.8760251622026714e-06	1.0863543329576308	2.6245864271898314	0.0015284979601447829	0.2066753337289578	1	1	2	True	True	True	3	4.183825890407262	1.0	False				True	61.69996045277873	False
DOCK9	1.0267304083719626	1.3753064364385719	7.2671750934195445e-25	8.247581556817751	7.220851148445789	392	111	3.773020996544358e-23	0.25825739130434844	1.4353470489810576	3.70010170824349e-07	1.577688044774995e-05	1.084856602897795	2.6094102742453935	0.001474211304229529	0.2052279751307291	1	1	2	True	True	True	3	8.04950993661366	1.0	False				True	61.67784727843667	False
SP110	0.6596379857145331	1.4002975736628347	2.0579382536807417e-24	4.57362097164178	3.9139829859272472	392	111	1.025222013835114e-22	0.13413384782608784	1.0051368730730534	0.0001446891630985668	0.0017146378262629623	1.1415325801285365	1.3221135212744175	0.04824277003370325	0.7466290384718876	1	1	2	True	True	True	3	4.431031653723647	1.0	False				True	61.58279661879529	False
DUSP5	2.248236972846459	1.6846948519523672	1.3584513299961057e-39	7.325666427640487	5.077429454794028	392	111	2.8098750690171448e-37	0.7131785652173899	1.9491484359962075	1.96567095803444e-11	6.051066621279507e-09	1.3578663658005001	1.0901269837926335	0.11359948113626625	0.8250113134850708	1	0	1	True	True	True	3	6.918605178083589	1.0	True	TierA67;HARDCODED_REF	MAPK_output	Pratilas 2009 (PMID 19470482)	False	61.5778088246796	True
CBLN1	2.120265317591879	1.1980403345366704	3.3342659025756163e-28	3.691788929584012	1.571523611992133	392	111	2.4988148418563434e-26	0.3290990434782617	1.2239671407556387	6.417201521120057e-08	3.9880045321627325e-06	2.881895634786091	2.7923518765333992	0.0019743086423532116	0.22516085602165206	1	1	2	True	True	True	3	2.6818449725642273	1.0	False				True	61.34509446305699	False
TCF7L1	-1.2956312542579669	-1.2354948893521562	2.241897399869152e-27	3.6379688221435282	4.933600076401495	392	111	1.5214010032104164e-25	-0.3934963043478259	-2.0117287792895224	2.839102721816451e-06	7.748701593543167e-05	-1.819372094701089	-3.841895742795999	0.0001966737239513266	0.10329482776218175	1	1	2	True	True	True	3	4.091715889821319	1.0	False				True	61.324422151893835	False
CTHRC1	1.9653225047591483	1.359830527930596	1.6585033164314134e-48	3.426976045868554	1.4616535411094058	392	111	8.491372771879685e-46					1.247075464548888	1.6159766293003137	0.019801857458362503	0.5469845495356063	0	1	1	True	False	True	2	2.6517159684592833	0.6666666666666666	False				True	61.288951767288104	False
FAHD2A	-0.7411500970521123	-1.4017714503986904	3.8019553784389375e-24	4.283059747909557	5.0242098449616694	392	111	1.8547444771175084e-22	-0.22902645652173925	-1.6182901025197154	1.3805487085306194e-05	0.0002731587930466339	-0.8639621561657558	-3.4935267783232957	0.0001243812407299292	0.09388492538363935	1	1	2	True	True	True	3	4.4103825302782065	1.0	False				True	60.92579787128719	False
MT1F	-2.8603726225745403	-1.7627679612261782	1.8799337255490502e-37	4.6199352510275755	7.480307873602116	392	111	3.1769036889499e-35	-0.6223894347826082	-1.7815749703933352	9.850340230409337e-07	3.360540042008464e-05	-1.7454240479450882	-1.144866214872001	0.07576124835792925	0.8250113134850708	1	0	1	True	True	True	3	5.019209744305334	1.0	False				True	60.81196198902131	False
PPL	1.7529546980922968	1.9612703415879176	8.977500592151059e-34	8.450226256055908	6.697271557963611	392	111	1.0974835298362255e-31	0.33275530434782574	1.578447793906241	1.6955120423377758e-07	8.941630639213203e-06	1.2622296066238192	0.9858448942201589	0.140526054204671	0.8250113134850708	1	0	1	True	True	True	3	8.084983128811604	1.0	False				True	60.72014916757734	False
MUC21	2.673586243257962	1.4350735447701721	1.4073962362569543e-45	3.5074595050858086	0.8338732618278465	392	111	5.235817753459235e-43					1.8277689371476862	2.906812866188603	0.0009873702606134677	0.1697718513881603	0	1	1	True	False	True	2	2.4217017145735547	0.3333333333333333	False				True	60.67636675940139	False
HLF	-1.9512316091209176	-1.5285255262031154	1.0066361408889362e-42	3.397495227500302	5.3487268366212195	392	111	2.739692709553041e-40	-0.3592643043478261	-1.0420630821603498	6.764302395622812e-05	0.0009174085124063438	-1.1999005641532516	-1.2542107828990265	0.056355128213529525	0.7796467486303259	1	0	1	True	True	True	3	4.064184477895891	1.0	False				True	60.471982591341984	False
KCNQ1	-0.9655199807767145	-1.6702775145351922	3.737532967694712e-39	6.478935200640708	7.444455181417423	392	111	7.462222675384604e-37	-0.38546928260869606	-1.3431415385083774	3.100212005063394e-07	1.3683930693308285e-05	-0.38320129419284576	-0.3493510584113004	0.5625721308740058	1.0	1	0	1	True	True	True	3	6.736932951930823	1.0	False				True	60.34233590283955	False
SP100	0.5591946064671038	1.54446563513716	8.322291942909877e-22	6.476940460251504	5.9177458537844005	392	111	3.221212864220154e-20	0.15046736956521656	1.322197209319002	1.3359422028183261e-05	0.0002665719277524311	0.9515823513547517	1.7559542533235173	0.014408416581469808	0.48396363439607865	1	1	2	True	True	True	3	6.40312680054995	1.0	False				True	60.20938831825251	False
RASGRF1	2.4231226934542356	1.7159432165305415	4.806320472245221e-38	3.46060417368851	1.037481480234274	392	111	8.629848539592798e-36	0.021758760869564853	0.20059340260768707	0.43664418150661016	0.6169131209950901	2.518392126997142	3.011861446422068	0.0005969835353144625	0.14088241739975302	0	1	1	True	True	True	3	2.854666906921196	1.0	False				True	60.16782749873775	False
KLF15	-1.117097061147161	-1.3882667192555074	4.610725164177511e-24	2.165226132535109	3.28232319368227	392	111	2.2345380409070596e-22	-0.0530905434782607	-0.5746292233217005	0.032477747843772165	0.1036689483662269	-2.0433846823155974	-2.15417932288804	0.0045257639774098895	0.319251480179367	1	1	2	True	True	True	3	2.36516778822844	1.0	False				True	60.11420417606836	False
DCLK1	1.320390250903692	1.1968168813412141	1.0968905309860658e-27	2.9981354249812164	1.6777451740775244	392	111	7.759412619400882e-26	0.33457089130434703	1.2446997891810172	1.4095043003132653e-07	7.709755546796153e-06	1.8669130901804003	1.5361590474326863	0.025045251201171518	0.6014032638831107	1	1	2	True	True	True	3	2.7525970311286514	1.0	False				True	60.104553459037724	False
CDH3	2.2077150864584523	1.5893493735921362	3.410367258980146e-21	6.852005302755769	4.644290216297317	392	111	1.2367005703304512e-19	0.9236463043478249	1.7156966923109718	1.3959120687244098e-05	0.000274965596037277	3.3116657968048524	2.5730944104112123	0.004271521671812609	0.3118533143220483	1	1	2	True	True	True	3	6.6974152627067	1.0	False				True	60.101994951810774	False
CLCNKA	-2.3705187985020855	-1.9172293431293692	3.539873714363782e-34	1.0784286902842475	3.4489474887863327	392	111	4.5421937876790456e-32	-0.34933602173913103	-1.3569226439891413	0.00022311968128654492	0.0023797100243778476	-1.597510106736993	-1.3766571942662864	0.051340303889023414	0.7619645607667003	1	0	1	True	True	True	3	1.1809543741662285	1.0	False				True	60.09120997252518	False
STK38	0.7532378875809407	1.7147174211203158	5.603043843930919e-38	5.160235703974192	4.406997816393251	392	111	9.888703078959447e-36	0.09849369565217447	0.6149185934602697	0.012760652681120352	0.05225568253247687	0.05279775207848125	0.08897044580013991	0.880875657036847	1.0	1	0	1	True	True	True	3	4.988056416945394	1.0	False				True	60.02344440301604	False
IFIT3	1.0501991587171515	1.2406817522099407	1.0417025227409045e-26	4.94941028166392	3.8992111229467685	392	111	6.699935218091406e-25	0.19074308695652098	0.769452714963069	0.000978314305252999	0.007590824418894459	1.0195332380530746	1.3148018915305133	0.04625965349014126	0.7391213522992693	1	1	2	True	True	True	3	4.64495567852283	1.0	False				True	59.984306162866886	False
MT1G	-4.416242682996163	-1.7446498696508834	3.1633126888455314e-37	3.7665151288678427	8.182757811864006	392	111	5.226136180603555e-35	-0.5882756956521731	-1.782417691211155	8.99818451779238e-06	0.00019654945290762004	-1.6465081780636064	-0.6483278981965844	0.29048976459818915	0.8250113134850708	1	0	1	True	True	True	3	4.517385641379951	1.0	False				True	59.80977153438492	False
DIO2	-1.653285985454568	-1.319301164437725	4.840465924186206e-25	6.923463514294063	8.576749499748631	392	111	2.5778098188011626e-23	-0.4020423913043474	-1.298887293215188	9.257111316883194e-06	0.00019989621941530642	-2.0111709304595955	-1.9476889756435076	0.007266099040383836	0.3734736119751738	1	1	2	True	True	True	3	7.406975551978498	1.0	True	TDS16;TierA67;HARDCODED_REF	Thyroid_lineage_TDS	TCGA PTC Cell 2014 (PMID 25417114)	False	59.60272605137795	True
MLEC	-0.8893531988133221	-1.8459696094473774	4.226099357117548e-35	7.6625032376329	8.551856436446222	392	111	5.8432038464145865e-33	-0.3092742173913057	-2.0422306194025674	3.0625710741259952e-09	3.6853866643823454e-07	-0.3733766210508591	-0.6318932332381058	0.29990371044638675	0.8250113134850708	1	0	1	True	True	True	3	7.80621242902348	1.0	False				True	59.501782595668125	False
GNA15	1.0267606167410284	1.175638449673495	6.958718436904417e-28	2.3589074927241374	1.332146875983109	392	111	5.0355236608889037e-26	0.16717997826087005	1.1017600084967578	9.330082139277516e-05	0.001188665036358195	1.4242790649577577	2.0000671423298697	0.007195617769169862	0.3724195443999843	1	1	2	True	True	True	3	1.994608396600924	1.0	False				True	59.48249803640136	False
IGSF9	1.5314816313728103	1.8869579839835393	3.0247310306436593e-34	3.7350539621794305	2.20357233080662	392	111	3.8908424459108024e-32					1.4709583220308118	1.9453474211291113	0.008249890022674528	0.393576297506173	0	1	1	True	False	True	2	3.528373911045457	0.6666666666666666	False				True	59.26926792059062	False
GATAD2A	0.3756432664200622	1.4027599820784677	1.7204161042031735e-23	6.567564824259308	6.191921557839246	392	111	7.831376510955133e-22	0.07605802173913023	0.6252592918528348	0.024198744721854907	0.08365598952290243	0.4042638407148589	1.3671436648563358	0.04649940817618526	0.7391213522992693	1	1	2	True	True	True	3	6.474920575547934	1.0	False				True	59.21375856553916	False
JAK3	2.0039113605171175	1.8642831633834864	1.5102820013944722e-34	4.370551478818501	2.3666401183013837	392	111	2.012840014796638e-32	0.040753369565217135	0.4671763638104717	0.1119803159869431	0.25025889628890186	2.1808632860148545	1.77935398944923	0.012353980846322244	0.45812009140913273	0	1	1	True	True	True	3	4.224743231199702	1.0	False				True	59.09067474458688	False
