gene	is_known	is_novel_validated	known_category	panel_memberships	log2FC_tcga	cohens_d_tcga	fdr_tcga	log2FC_27155	pval_27155	log2FC_126698	pval_126698	replicated_27155	replicated_126698	replication_rate	median_expr_tcga	n_cohorts_present	coverage_fraction	novelty_score	known_replicated
ATOH7	False	False			-0.11287729959605061	-0.8202029132128792	2.9033409896901105e-06			0.20054385838099018	0.3632174676491229	0	0	0	0.06796397402173394	2	0.0	0.0	False
CALCA	True	False	Clinical_IHC	HARDCODED_REF	0.08238306585218558	0.055870979026354954	0.7269807888200018	0.0483454999999986	0.5496974499876033			0	0	0	0.1652389394186839	2	0.3333333333333333	0.0	False
AC091812.2	False	False			-0.01130389134943105	-0.09943525402924591	0.6033851973830843					0	0	0	0.02798502592062245	1	0.0	0.0	False
AC022079.1	False	False			-0.024522669372142966	-0.45297261106099707	0.0004017815679177308					0	0	0	0.060618468273025444	1	0.0	0.0	False
AC020658.5	False	False			0.032701953475133494	0.3387943282259478	0.0014056773020129473					0	0	0	0.08240317726372476	1	0.0	0.0	False
AC008033.3	False	False			0.013220092212323502	0.14738297982513326	0.2844049775081237					0	0	0	0.026771552773259898	1	0.0	0.0	False
AC013267.1	False	False			-0.014708500888988826	-0.3418449170176868	0.0162112137066344			0.1206002973153994	0.3632174676491228	0	0	0	0.02783711639865455	2	0.0	0.0	False
ANTXRL	False	False			-0.10178831054481267	-0.49569052608333575	1.394832579665097e-05			0.008928945643830843	0.9797052198328378	0	0	0	0.06941459805272465	2	0.0	0.0	False
MESTP3	False	False			0.0020367011550969302	0.0682959701575171	0.6643755839541693			-0.2538579860750639	0.2198683325654458	0	0	0	0.0	2	0.0	0.0	False
AC105460.1	False	False			-0.00010963716109793891	-0.007398922263415401	0.9731178640507903					0	0	0	0.0	1	0.0	0.0	False
AC139530.1	False	False			-0.025789244934933273	-0.4351286107033952	0.0033220549382151853			0.5100489951732318	0.11367615790988034	0	0	0	0.0493847150671735	2	0.0	0.0	False
MROH5	False	False			0.023546062765070055	0.33872837765366515	0.0006545612247967716			-0.11463209882687123	0.6488398856195542	0	0	0	0.0258869787264854	2	0.0	0.0	False
AC005828.1	False	False			0.004279821289731698	0.1783460241341107	0.13154880238380814					0	0	0	0.0	1	0.0	0.0	False
AC127496.1	False	False			-0.012003387324763456	-0.24498912987484456	0.10355887588062572			-1.3369237859516683	0.0006891979732086722	0	1	1	0.0414123320742945	2	0.3333333333333333	0.24126839970759134	False
MFSD1P1	False	False			-0.0026884080957809142	-0.0925081619080735	0.5916546115842712					0	0	0	0.0170788872504681	1	0.0	0.0	False
AC090826.1	False	False			0.01834056112699199	0.3516079919958482	4.8659161165081534e-05					0	0	0	0.01927274923236115	1	0.0	0.0	False
AC007204.1	False	False			-0.010460709518988219	-0.31450765983874845	0.04955085148253097			-0.13456330040249825	0.5641596697704635	0	0	0	0.0	2	0.0	0.0	False
RPL36AP21	False	False			-0.005654335455401643	-0.12247399996374693	0.4859968061808514			0.07378382003894736	0.3632174676491229	0	0	0	0.04043203866785515	2	0.0	0.0	False
PLCXD2-AS1	False	False			0.002293082668219145	0.0778712662472986	0.6625379224072132					0	0	0	0.0190505182726741	1	0.0	0.0	False
RN7SL559P	False	False			-0.004685191633770607	-0.17660545096483873	0.34180511919187784			0.16655901904939624	0.5983902508232954	0	0	0	0.0	2	0.0	0.0	False
RPS3AP11	False	False			-0.001872510266998379	-0.06777218825476918	0.6985970727999784					0	0	0	0.013848989263538149	1	0.0	0.0	False
RN7SL382P	False	False			0.0019030462177950236	0.09340106185016567	0.5049942096310225			-0.028977809217623718	0.9380421355711698	0	0	0	0.0	2	0.0	0.0	False
AL592146.2	False	False			-0.004066228454046229	-0.08282785186464355	0.6259082856436883					0	0	0	0.0341715286529108	1	0.0	0.0	False
AL359511.2	False	False			-0.054816161039578974	-0.714741408756786	3.4540006034161985e-05					0	0	0	0.0	1	0.0	0.0	False
AC103988.1	False	False			0.0010027432520855802	0.05187104551008369	0.7846955636304901					0	0	0	0.0	1	0.0	0.0	False
AC136632.2	False	False			-0.05826903125065208	-0.35436551743374584	0.005695575379395641					0	0	0	0.25245478065264204	1	0.0	0.0	False
LINC00589	False	False			0.06659927693388365	0.7655665961879121	2.7283631226867676e-17			-0.027301810533457926	0.9225219045415648	0	0	0	0.06332624947946375	2	0.0	0.0	False
AC093281.2	False	False			0.08060519932826282	0.8926975794452251	1.4161789292899727e-24					0	0	0	0.06712506446218895	1	0.0	0.0	False
AC093627.7	False	False			0.09081090657254162	0.36739719545331784	3.398535448057322e-07			-0.16320213788024757	0.38953696266183196	0	0	0	0.0494845117807752	2	0.0	0.0	False
PGLYRP1	False	False			-0.0017787383758342823	-0.030799766545191717	0.8586473755989082	0.04807039130434765	0.4151740899587851	0.5226663806139541	0.06143082330703544	0	0	0	0.04096892581480485	3	0.3333333333333333	0.0	False
HNRNPCL1	False	False			0.0004697146731766112	0.018921472554552152	0.9118606882507655	0.023796326086956476	0.4989535761034753	-0.017041739335652784	0.9159513452698219	0	0	0	0.0196455989120499	3	0.3333333333333333	0.0	False
KIR3DL2	False	False			0.04476777073510774	0.182346014333754	0.10832789713734373			-0.4819219071710674	0.0945120462267075	0	0	0	0.0792149845401226	2	0.0	0.0	False
AP001885.1	False	False			-0.0028591459558619803	-0.07396329644208204	0.6231640178756177			0.32942576113756084	0.3833838956452671	0	0	0	0.023512512909919	2	0.3333333333333333	0.0	False
FAM96AP2	False	False			0.014379825126229373	0.18440480837945775	0.2539734374876488			0.32075548792578124	0.08850384299415477	0	0	0	0.07310917009973525	2	0.0	0.0	False
RPL3P9	False	False			0.007645974187508481	0.06506646508284271	0.7012892034893657			-0.04584457026388167	0.868972163571501	0	0	0	0.14801456463206158	2	0.0	0.0	False
C12orf42	False	False			0.03889410857130522	0.28448886948164315	0.000568998786675887			0.26025737629301016	0.4356799366435589	0	0	0	0.030249555991156397	2	0.0	0.0	False
ACTR1AP1	False	False			0.0015182308143464884	0.06167159703164148	0.6809723261378499					0	0	0	0.0	1	0.0	0.0	False
H3P44	False	False			-0.006340072169778874	-0.12851757120027008	0.4225990766448362					0	0	0	0.04365852107069	1	0.0	0.0	False
SMYD3-AS1	False	False			-0.008082760592635373	-0.2822704441337403	0.08275834603518081					0	0	0	0.0	1	0.0	0.0	False
AC073878.1	False	False			-0.16904850178775996	-0.9879821708618801	1.806512348105064e-10					0	0	0	0.18088986562441456	1	0.0	0.0	False
AC135782.3	False	False			0.005081153721113604	0.07489010370119081	0.6018035148735215					0	0	0	0.0520544338378352	1	0.0	0.0	False
AC011939.2	False	False			-0.0030293605770304877	-0.115721751489578	0.4460142775486105					0	0	0	0.0	1	0.0	0.0	False
HPR	False	False			0.016266055259199996	0.13280036937187653	0.1542370305525808	0.017728239130434975	0.575104187169054	0.21122867646032306	0.48469136616468894	0	0	0	0.0216919649514734	3	0.6666666666666666	0.0	False
AC134682.1	False	False			-0.16553488449539827	-1.0212853686082017	7.911728179261698e-11					0	0	0	0.105722108603391	1	0.0	0.0	False
AC009075.1	False	False			0.0004775766151127285	0.026777043106797235	0.8789091142248681					0	0	0	0.0	1	0.0	0.0	False
SPDYE3	False	False			-0.0037553089761966363	-0.06606565663895161	0.7255591261191916			-1.0860784648869752	0.06870605215566115	0	0	0	0.0648463810439	2	0.3333333333333333	0.0	False
TTC39A-AS1	False	False			-0.12030307202631507	-0.639055630472648	5.843361750624864e-05					0	0	0	0.2274231637537709	1	0.0	0.0	False
RNU5A-1	False	False			-2.9430179026013192e-05	-0.0005889172336982511	0.9970307058482518					0	0	0	0.021902255655626	1	0.0	0.0	False
AC114271.1	False	False			-0.02066405649345124	-0.17849470875802526	0.16393420812561216					0	0	0	0.11470803616506925	1	0.0	0.0	False
RNF186	False	False			-0.03640743733537903	-0.42740434937409005	0.03923298278987593	-0.10148180434782672	0.06178480820094663	-0.001635618790888943	0.9903736136623911	0	0	0	0.0	3	0.3333333333333333	0.0	False
FAM74A3	False	False			0.0014697245585866261	0.11598646008662777	0.38741993748211984			-0.34351675530193004	0.2537571987609509	0	0	0	0.0	2	0.0	0.0	False
AC016999.2	False	False			0.000642326128690994	0.02809466421088597	0.8691707573853416			0.1473559618020779	0.43900635841315083	0	0	0	0.0	2	0.0	0.0	False
LINC02004	False	False			-0.02547508921352315	-0.4731974408917082	0.0021808608603083174					0	0	0	0.051476952505129556	1	0.0	0.0	False
AC073900.1	False	False			-0.00036289189493258524	-0.020080955529178195	0.9059949891069226					0	0	0	0.0	1	0.0	0.0	False
RNU4-21P	False	False			0.0009220044696021668	0.048129608969443245	0.7666075358532595					0	0	0	0.0	1	0.0	0.0	False
LINC00499	False	False			-0.006312178633596805	-0.15897319239919605	0.26921525280327635			-0.15616501445131195	0.4894130893378794	0	0	0	0.0199488440244878	2	0.0	0.0	False
LINC02236	False	False			0.0013113258269102368	0.006756111712509333	0.9718526692844034					0	0	0	0.09206757097821765	1	0.0	0.0	False
CAB39P1	False	False			0.015826255276187362	0.2747941307865973	0.08213736849181638					0	0	0	0.0184163888380176	1	0.0	0.0	False
AC018797.2	False	False			-0.010324170475334037	-0.24638220116038073	0.10834562177105958					0	0	0	0.0400209525163108	1	0.0	0.0	False
AC022872.1	False	False			-0.002664449495070588	-0.09162772840003505	0.5692390705338007			0.02997443051868351	0.8948970106082754	0	0	0	0.01638397215126465	2	0.0	0.0	False
SOCAR	False	False			-0.08955878669815759	-0.651058500184655	0.00012823981824693157					0	0	0	0.10816074657483174	1	0.0	0.0	False
AC009078.2	False	False			-0.008273956446523914	-0.15931834304293127	0.2902443880762645					0	0	0	0.060934972194637255	1	0.0	0.0	False
AC099328.1	False	False			-0.02758297636354852	-0.5491069451292003	0.00013711490634384823					0	0	0	0.02493906603928195	1	0.0	0.0	False
BX664727.3	False	False			-0.02941525669034418	-0.5711734742257966	6.846204149167629e-05					0	0	0	0.032552103349563696	1	0.0	0.0	False
CPHL1P	False	False			-0.0026658218706917085	-0.06836258015967553	0.6534939352024172			-0.019197941336662624	0.8690991740301485	0	0	0	0.02288228290714215	2	0.0	0.0	False
RN7SL263P	False	False			0.024913452080711176	0.35804186574754854	0.0015153539001789985			0.1906608064503556	0.42533377686338786	0	0	0	0.06674116286790904	2	0.0	0.0	False
AL022334.1	False	False			0.012482045296257228	0.3563719641182985	0.0014630437824722318					0	0	0	0.020460368655398402	1	0.0	0.0	False
AC108718.1	False	False			0.009481022159194538	0.37471370849127095	1.0636670035097802e-05					0	0	0	0.0	1	0.0	0.0	False
AL592164.1	False	False			0.014982994830292461	0.29364261189778096	0.0003765612474111549					0	0	0	0.0	1	0.0	0.0	False
AC002347.1	False	False			-0.01798825706426172	-0.34349523922766206	0.014660410494191136					0	0	0	0.0505524602895202	1	0.0	0.0	False
AC012645.3	False	False			0.10166384906218147	0.8154115065717188	2.3219961202992373e-25					0	0	0	0.07228471059449215	1	0.0	0.0	False
AC135983.4	False	False			-0.0026876016268521583	-0.06510361245488344	0.6753073439342625					0	0	0	0.02248557735294025	1	0.0	0.0	False
AC005086.2	False	False			-0.0014161933973530078	-0.03469969617276899	0.8179959145518827			0.16322865638644712	0.3911362313819378	0	0	0	0.024061571265487	2	0.0	0.0	False
Z97652.1	False	False			-0.0011410415942767291	-0.08748204242709372	0.6058421677314834					0	0	0	0.0	1	0.0	0.0	False
AC002519.2	False	False			0.006966504443850358	0.06574170950768175	0.6564798711389095					0	0	0	0.05331287806467255	1	0.0	0.0	False
AC233968.1	False	False			0.00910460399483563	0.23559635065861623	0.07562605418894212					0	0	0	0.026266479781401952	1	0.0	0.0	False
AC087893.2	False	False			0.0029142502581048398	0.10596051080996498	0.46872783259932677					0	0	0	0.0	1	0.0	0.0	False
AC092969.1	False	False			-0.011991752751854243	-0.3217953852453053	0.025549530033752363					0	0	0	0.02029783632764485	1	0.0	0.0	False
ATP6V0CP1	False	False			0.00511801117070072	0.1513499625123136	0.1905952283625562			0.024335082081281156	0.8856985855187459	0	0	0	0.0	2	0.0	0.0	False
AC008267.2	False	False			-0.012508205577313386	-0.36816308024604716	0.01072160096530832					0	0	0	0.02300273235088855	1	0.0	0.0	False
OR9A3P	False	False			0.004784547287934374	0.16005267014771946	0.1849222107243986			-0.2876774518886515	0.19615044650177202	0	0	0	0.0161677823080145	2	0.0	0.0	False
AL133163.1	False	False			0.00024408568624464944	0.007320688357041913	0.9692386569017889					0	0	0	0.02415335412589585	1	0.0	0.0	False
TEX35	False	False			-0.03794840901047334	-0.7881898217672174	6.6146061115034256e-06			0.2650383925094777	0.37745420266646	0	0	0	0.02041309613443295	2	0.0	0.0	False
AC127002.2	False	False			-0.004535192520710659	-0.17222014070327735	0.22129163906488292					0	0	0	0.0197668435688853	1	0.0	0.0	False
AC000082.1	False	False			-0.03264396394173688	-0.2536653461486272	0.07820171745620258					0	0	0	0.0699100806446331	1	0.0	0.0	False
AC093418.1	False	False			0.002278821467427538	0.0866679482606842	0.45064856976552825					0	0	0	0.0	1	0.0	0.0	False
AC080112.4	False	False			-0.0035333822623379862	-0.059659886414946975	0.7309951053338731					0	0	0	0.049020127156865254	1	0.0	0.0	False
AC007381.1	False	False			0.00040496995613449344	0.037719318666767976	0.7835206636749747					0	0	0	0.0	1	0.0	0.0	False
AC112253.1	False	False			0.006778061853104882	0.24776119271689764	0.009910675909317393					0	0	0	0.0	1	0.0	0.0	False
AC064805.1	False	False			0.017336206305620827	0.1581994182650814	0.14089124061070876					0	0	0	0.0798875294158588	1	0.0	0.0	False
RNU6-1266P	False	False			-0.005655327535418329	-0.1545196780225761	0.3895022326716828					0	0	0	0.019884103534715952	1	0.0	0.0	False
RNU4-90P	False	False			0.006162298129574506	0.3544096951284583	1.75142068333364e-05					0	0	0	0.0	1	0.0	0.0	False
AL162412.1	False	False			-0.024592958956559274	-0.2819268221667873	0.0087110054341093					0	0	0	0.0655356326617891	1	0.0	0.0	False
AC243829.1	False	False			0.013352034326718942	0.06195424573866695	0.7321913934157256					0	0	0	0.07707562478678584	1	0.0	0.0	False
CALML5	False	False			0.01909467904300158	0.09877579841953245	0.38527321519073926	-0.007507260869564547	0.8489798293284909	0.0	1.0	0	0	0	0.0	3	0.3333333333333333	0.0	False
AC020656.2	False	False			-0.029919546270721686	-0.23842177149273697	0.09976035062657043					0	0	0	0.1068419177337433	1	0.0	0.0	False
AL109804.1	False	False			-0.004199215240491876	-0.07185946127439378	0.6692397767181723					0	0	0	0.0477211496373098	1	0.0	0.0	False
PGAM1P6	False	False			-0.0013833670289359109	-0.07408672194033208	0.6561537820290512			0.27347804178044643	0.4548228954421073	0	0	0	0.0	2	0.0	0.0	False
MEP1A	False	False			0.06428574405453216	0.4860996857225039	7.037976405205836e-08	0.014243543478261511	0.7059293609036652	-0.32671840677681474	0.3038903002262343	0	0	0	0.051624587670787245	3	0.3333333333333333	0.0	False
AC018695.6	False	False			-0.3079141091137162	-1.270241984049177	4.864683090256731e-11					0	0	0	0.11837723063273314	1	0.0	0.0	False
RPL7P57	False	False			-0.004670681368813781	-0.0802657011948839	0.6405903189552428			0.4723106686900672	0.35280756055521056	0	0	0	0.06583767988159454	2	0.3333333333333333	0.0	False
AC012645.2	False	False			-0.0031627321442889156	-0.10177839697723855	0.47767951071873194					0	0	0	0.0205368872872041	1	0.0	0.0	False
AC099518.2	False	False			-0.022700045181862222	-0.3761447994067047	0.003981204058778487					0	0	0	0.050317007710765096	1	0.0	0.0	False
RN7SKP74	False	False			-0.0010492930889752783	-0.019680363545720687	0.913716663400212			0.10094669868551087	0.8274192246116184	0	0	0	0.039449063084999306	2	0.0	0.0	False
DFFBP1	False	False			-0.0037013569017023545	-0.06357062106062224	0.7170234435798379					0	0	0	0.0629547820213501	1	0.0	0.0	False
AC009120.5	False	False			-0.03952759678396563	-0.3731287074267643	0.024389845585227457			-0.564063919332866	0.28405546510615615	0	0	0	0.09857516725161239	2	0.3333333333333333	0.0	False
BTNL10	False	False			-2.2200947429808215e-05	-0.0009971981782425608	0.9961435578984021			-0.03792703385074851	0.8192014597955378	0	0	0	0.0	2	0.0	0.0	False
SLC35G5	False	False			-0.01022309008221009	-0.14842956863655704	0.3147638655703458			-0.10270668146755701	0.8976147268292116	0	0	0	0.07040046800170774	2	0.3333333333333333	0.0	False
RNU6-784P	False	False			-0.0008515331254909178	-0.05886318855903084	0.7545571852382079					0	0	0	0.0	1	0.0	0.0	False
VDAC1P6	False	False			-0.0030270499296697964	-0.11975221662341994	0.4307337362248302			0.14216547113196987	0.7372353990878596	0	0	0	0.01410068138458825	2	0.0	0.0	False
RN7SL608P	False	False			0.0057110365930019835	0.06065491708564111	0.7105476476737869			-0.5900401013709734	0.10387231980514082	0	0	0	0.1183155448515209	2	0.3333333333333333	0.0	False
ODF3	False	False			0.0008369476484199924	0.032428780949628894	0.8362483158243125			0.14774578327741472	0.7048346532614336	0	0	0	0.0	2	0.3333333333333333	0.0	False
AC026469.1	False	False			-0.13103920909733588	-0.9259403567522856	2.504005024295174e-08					0	0	0	0.07007842732339806	1	0.0	0.0	False
AC004816.2	False	False			-0.03135445809635512	-0.18706717118036548	0.2584572668002031					0	0	0	0.1146069421447719	1	0.0	0.0	False
AL627230.1	False	False			-0.02145159514770434	-0.5987741956815258	0.0001696981386922029					0	0	0	0.0173111169824659	1	0.0	0.0	False
FLJ13224	False	False			-0.0018208024870002212	-0.0342115405505839	0.8365127294899217	0.002728043478261055	0.9415993777455715			0	0	0	0.048708013002248446	2	0.3333333333333333	0.0	False
AC006001.1	False	False			0.0017111316684254377	0.06707783449726976	0.6742085522136416			0.14725433617535538	0.18154077251052378	0	0	0	0.0	2	0.0	0.0	False
AC009063.3	False	False			-0.0014269623552175606	-0.03714683813554979	0.8177627417936607					0	0	0	0.02135791068765985	1	0.0	0.0	False
LINC02516	False	False			0.11201503453642901	0.5301749928297295	1.2259153913173004e-10					0	0	0	0.1028348892772718	1	0.0	0.0	False
AL160286.2	False	False			-0.022581594681985305	-0.41848916997385543	0.002515564267509856					0	0	0	0.0300727106637267	1	0.0	0.0	False
GS1-279B7.1	False	False			0.0017559907876324096	0.07248060567041849	0.6198696164716352					0	0	0	0.0	1	0.0	0.0	False
AC016571.1	False	False			-0.032718476315712494	-0.3365782376356101	0.0393789307032909					0	0	0	0.0428322649678904	1	0.0	0.0	False
AC007216.2	False	False			-0.014831938479174099	-0.30800791441588043	0.03562103248244003			0.0	1.0	0	0	0	0.049953843852083596	2	0.0	0.0	False
ADAMTS7P3	False	False			0.010204861380511063	0.10791785075790329	0.41107050028570424			0.07399490379476159	0.7724180483468044	0	0	0	0.0909822747540924	2	0.0	0.0	False
MIR548I1	False	False			0.0037898492027468693	0.1351893040253263	0.27910570634293713			-0.08918994058371117	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
USP41	False	False			-0.0923920660747086	-0.4030439796909074	0.09273606583316779			0.961725505276169	0.009938157372978065	0	0	0	0.0291631635439332	2	0.3333333333333333	0.0	False
GUSBP4	False	False			-0.003613356279492372	-0.08832500895616024	0.582481058936422			0.07896698791266399	0.8596259270861801	0	0	0	0.0353232833777159	2	0.3333333333333333	0.0	False
HMGN1P7	False	False			0.01563390000227769	0.4280416024615364	8.991967793505488e-07			0.045114524640737064	0.9126809113893404	0	0	0	0.0	2	0.0	0.0	False
STPG4	False	False			0.014602371853825805	0.3078790132633216	0.0061642445409913335					0	0	0	0.043197603767678394	1	0.0	0.0	False
IRAG1-AS1	False	False			0.005516052027399618	0.10926638532750178	0.3856406929805292					0	0	0	0.0320244886254125	1	0.0	0.0	False
ZDHHC22	False	False			-0.19098246382932438	-0.4104147135413486	0.02836154500123289			-0.8880341920189132	0.1307027625955296	0	0	0	0.0521954342847822	2	0.3333333333333333	0.0	False
AC008622.2	False	False			0.12363760943240355	0.7458423912141948	1.6938440869386092e-12					0	0	0	0.12092226126939405	1	0.0	0.0	False
SPACA4	False	False			0.018490077520641864	0.3346792709307915	6.354843815119695e-05			0.1206002973153994	0.3632174676491228	0	0	0	0.02070668957342095	2	0.0	0.0	False
MT1IP	False	False			-0.09256548988804604	-0.7290859299653214	2.8297191349071155e-06					0	0	0	0.0606759443430238	1	0.0	0.0	False
AL442663.1	False	False			-0.0035966530443723426	-0.15623922367143406	0.35294361968397975					0	0	0	0.0	1	0.0	0.0	False
AC009139.1	False	False			0.008716787879779204	0.11901446694146024	0.434297331837004					0	0	0	0.02485618585212035	1	0.0	0.0	False
RNU6-942P	False	False			-0.0002056409664221593	-0.01103499637692229	0.9554765024400966					0	0	0	0.0	1	0.0	0.0	False
AC107398.3	False	False			-0.16365971433175414	-0.44180237223463276	0.010897987169934648					0	0	0	0.0743538214938443	1	0.0	0.0	False
AC079140.4	False	False			-0.011713059901858877	-0.19839778772469185	0.25776362412303566					0	0	0	0.05206327648245665	1	0.0	0.0	False
AC091849.2	False	False			-0.1051771276788849	-0.6918700877325689	2.2414480375310388e-05					0	0	0	0.09600359522267621	1	0.0	0.0	False
AL162431.2	False	False			-0.0021132774306810848	-0.029488402018639375	0.8583495227389512					0	0	0	0.062198207099243605	1	0.0	0.0	False
AL356488.1	False	False			-0.03425300009674764	-0.42491525723891804	0.028130980234683828					0	0	0	0.03373877237060455	1	0.0	0.0	False
AC008592.3	False	False			-0.0029277642529011473	-0.07454391164602311	0.6617927012011885			0.16456713511920865	0.29813610590282597	0	0	0	0.018140983946334302	2	0.0	0.0	False
AL080312.2	False	False			-0.5103272919404989	-1.5521103792048445	1.519200498212482e-15					0	0	0	0.2483152378882103	1	0.0	0.0	False
MBOAT4	False	False			-0.0031960399293163855	-0.04679098168576939	0.8068149731455332			0.7414244289920073	0.011871215680495349	0	0	0	0.0830083960773562	2	0.0	0.0	False
AC040896.1	False	False			-0.028777842042788576	-0.5656764689819561	7.334875849864162e-05					0	0	0	0.0563317377980442	1	0.0	0.0	False
SLC23A4P	False	False			-0.009162843630435413	-0.2805035910803273	0.04413738981956291					0	0	0	0.019306987187225	1	0.0	0.0	False
RN7SL711P	False	False			-0.032321632076044146	-0.753246426915312	6.708906450805209e-07			-0.03830888479834982	0.8986954997050337	0	0	0	0.0315889431701664	2	0.0	0.0	False
MTND5P12	False	False			-0.026627885390314063	-0.4093964172534219	0.002532982623522158			0.19451287184715932	0.35466785127327644	0	0	0	0.038262118049615754	2	0.0	0.0	False
TAT-AS1	False	False			-0.026662027555514056	-0.4027783307428598	0.0058952834583137805					0	0	0	0.06597832995602075	1	0.0	0.0	False
AP003096.1	False	False			-0.02746500339776306	-0.3625852659854994	0.015398871864458537			0.15896156463602967	0.2952162303564972	0	0	0	0.08171638833355871	2	0.0	0.0	False
AC009021.2	False	False			-0.05418116994352235	-0.3744043372635128	0.045713940585013976					0	0	0	0.0	1	0.0	0.0	False
SETP21	False	False			0.00045943287567875093	0.017688840689072963	0.9193656089492368			-0.28842303523441387	0.4518359798011462	0	0	0	0.017250850472934398	2	0.0	0.0	False
AC074043.1	False	False			0.0008305757217136975	0.03712973561166449	0.8062800981021331					0	0	0	0.0	1	0.0	0.0	False
THAP5P1	False	False			0.0007643846004804361	0.020518362374100697	0.912000786268118			0.14567723065921112	0.32639880450880465	0	0	0	0.0246228550646932	2	0.0	0.0	False
AC018545.1	False	False			-0.0023009968573582604	-0.08405497028435391	0.5984019885767585					0	0	0	0.0	1	0.0	0.0	False
DCD	False	False			-0.0002917277973664449	-0.016459426790840306	0.9060225625577155			-0.3584071299006424	0.243069957211971	0	0	0	0.0	2	0.0	0.0	False
HCRT	False	False			-0.0008179480093412454	-0.0364753880515186	0.8140747981812314	0.020967891304349173	0.4124485368445253	-0.08918994058371117	0.3632174676491228	0	0	0	0.0	3	0.3333333333333333	0.0	False
ALOX15	False	False			0.08051836808970028	0.4233479985996619	6.503351779841644e-09	0.0052631086956531625	0.8492639426182251	-0.23133911510872496	0.5472931780608633	0	0	0	0.0726785398143317	3	0.3333333333333333	0.0	False
GABRG2	False	False			-0.03323139828539405	-0.6343145579186977	6.609463870493671e-05	0.06348652173913072	0.006068181403306088	0.07371366679518898	0.7708161119478679	0	0	0	0.0	3	0.3333333333333333	0.0	False
AC002558.1	False	False			-0.013532078594443261	-0.1656548737445068	0.4016966246705556			0.0	1.0	0	0	0	0.0645555938429803	2	0.0	0.0	False
MIR145	False	False			-0.018272550282097205	-0.25078313794894386	0.092351591741454			1.9358654470648635	0.028303192856777393	0	0	0	0.025243916419004503	2	0.3333333333333333	0.0	False
AC131159.1	False	False			-0.013706272631310329	-0.2006891234372708	0.23338606221429511					0	0	0	0.07229974515061155	1	0.0	0.0	False
LRRC31	False	False			-0.03263405471942119	-0.2894053262464014	0.05230397120170642	0.01961363043478337	0.5424209848085856	-0.015406120544763813	0.896850354429028	0	0	0	0.0280584024226294	3	0.3333333333333333	0.0	False
GRK7	False	False			-0.007535760811686172	-0.23043026498852565	0.09553643512999727			0.18507465269814882	0.43736171735484286	0	0	0	0.023353004231770648	2	0.0	0.0	False
AC023283.1	False	False			-0.0034319635717787594	-0.07126693732867542	0.6800350602283884					0	0	0	0.049124659200836945	1	0.0	0.0	False
ALLC	False	False			-0.013697835393467351	-0.30172891498080057	0.0603641376156758	0.02896919565217493	0.3869097362931313	-0.36703573476501755	0.17837896651642063	0	0	0	0.0	3	0.3333333333333333	0.0	False
AC068279.2	False	False			-0.18459810481339112	-0.36775005342916967	0.007220469755426189			-0.4502386619312036	0.15620838518320154	0	0	0	0.4442586931844121	2	0.0	0.0	False
AC093763.2	False	False			0.00015489836972336205	0.022990403756153997	0.8893883413947707					0	0	0	0.0	1	0.0	0.0	False
KRT8P18	False	False			0.013986094051566478	0.28087505362426685	0.007642666158244339			-0.13493451943141366	0.38060525172140464	0	0	0	0.039049781654087304	2	0.0	0.0	False
UNC93B7	False	False			-0.13129867806321374	-0.5540681727670197	3.762353910246257e-05			0.26811796611158867	0.512767262931372	0	0	0	0.10504757944125709	2	0.0	0.0	False
LINC01267	False	False			0.06681706456466162	0.40593642898328064	0.002885138863644742					0	0	0	0.12113956065351635	1	0.0	0.0	False
PPIAP65	False	False			-0.009054696541076213	-0.09629269783278559	0.5110933138055151					0	0	0	0.0752935697058491	1	0.0	0.0	False
MCCD1P2	False	False			0.0018348021401954975	0.04231458235468666	0.783475517868998					0	0	0	0.032121812960842155	1	0.0	0.0	False
AC005912.2	False	False			0.0022163991255891267	0.05206763520389724	0.7094404662577285					0	0	0	0.02107886830059095	1	0.0	0.0	False
RPL5P22	False	False			-0.00023446100722541996	-0.002907630091661142	0.9880185367086591			0.0	1.0	0	0	0	0.08036259575067156	2	0.0	0.0	False
STARD13-IT1	False	False			-0.0033840015915945296	-0.12906757771281618	0.3638570449641087					0	0	0	0.0	1	0.0	0.0	False
AC090425.1	False	False			-0.004638213334731429	-0.17363937541881935	0.2468990634753921			0.0	1.0	0	0	0	0.01963447745047625	2	0.0	0.0	False
AC022968.1	False	False			-0.030400407068023896	-0.31841055751947456	0.016187909955990235					0	0	0	0.08313066113962744	1	0.0	0.0	False
AL359273.1	False	False			-0.05659720734783827	-0.8356066415539802	3.46614472443868e-06					0	0	0	0.02970136430414755	1	0.0	0.0	False
AL512288.1	False	False			-0.024706384011593807	-0.5122926222999871	0.00017747696864467522					0	0	0	0.050003008416466405	1	0.0	0.0	False
HNRNPA3P11	False	False			0.0076295219351405555	0.16645764265664953	0.15643372342573936			-0.49730845086303577	0.35304913545400574	0	0	0	0.04168091966991845	2	0.0	0.0	False
NYAP2	False	False			0.44678216656414527	0.6226574932930884	5.608884391348434e-22			0.15929505474510652	0.6132115074551607	0	0	0	0.0749439097562597	2	0.0	0.0	False
ZNF37CP	False	False			-0.030659867003621027	-0.4325296363416954	0.004810660421750423					0	0	0	0.0467406419499482	1	0.0	0.0	False
