variant	n_features	mean_cv_auc	cv_auc_lo	cv_auc_hi
full_TierA67_clean	55	0.9234234234234235	0.9020669204213508	0.9569636289229024
minus_MAPK_OUTPUT	45	0.9240439419010849	0.8989436723613938	0.95432123348125
