gene	log2FC_tcga	cohens_d_tcga	pval_tcga	braf_mean_tcga	ras_mean_tcga	n_braf_tcga	n_ras_tcga	fdr_tcga	log2FC_27155	cohens_d_27155	pval_27155	fdr_27155	log2FC_126698	cohens_d_126698	pval_126698	fdr_126698	replicated_27155	replicated_126698	replication_rate	present_tcga	present_27155	present_126698	n_cohorts_present	median_expr_tcga	coverage_fraction	is_known	panel_memberships	known_category	known_citation	is_novel_validated	novelty_score	known_replicated
FES	0.17331844333540314	0.3841785140216028	0.006378635901833789	4.665616852019632	4.492298408684229	392	111	0.0185629827857351	0.027853826086956524	0.2825420158556819	0.2955509458222478	0.48290686091376867	1.5832441415571012	2.039798457527711	0.010978039418013572	0.4371014964141269	0	1	1	True	True	True	3	4.704874310264831	1.0	False				False	0.6651483300691162	False
PDE4A	-0.323893826780151	-0.38910961839244934	0.0016794421936398361	5.0227788252752665	5.3466726520554175	392	111	0.005647027457917261	0.005053652173913736	0.020543577438183972	0.9456355065955357	0.9718460559631293	0.7486567530833206	0.6909938639619404	0.26799082337286423	0.8250113134850708	0	0	0	True	True	True	3	5.224149004657731	1.0	False				False	0.0	False
RIC3	-0.21464593512333785	-0.33712202707416505	0.0020960763115615926	4.422372538084558	4.637018473207896	392	111	0.006876678222761167	0.002495913043478293	0.017824071162346675	0.9504077952411626	0.9739199917713929	-0.148259680884558	-0.23668422977960754	0.690550828314508	1.0	0	0	0	True	True	True	3	4.5302392093375525	1.0	False				False	0.0	False
B3GNT9	-0.42352000115706545	-0.7071387018878469	2.0464316250526883e-07	5.123744287300413	5.5472642884574785	392	111	1.3673992216449096e-06					0.12970985590191209	0.24278707832816102	0.6883571667123136	1.0	0	0	0	True	False	True	2	5.293706814583043	0.6666666666666666	False				False	0.0	False
AKAP8L	0.00615157785837539	0.015469411343421726	0.9056691328227253	4.947863463044891	4.941711885186516	392	111	0.9441577430275577	-0.05553091304347868	-0.37936024268990315	0.2422616481134549	0.4241260992035184	-0.4686522573980536	-1.2295677211037963	0.05909907986176828	0.7894317236705768	0	0	0	True	True	True	3	4.9557753504308675	1.0	False				False	0.0	False
FAH	-0.32435635434888344	-0.6198198181368271	2.938154243128728e-06	4.942578031654929	5.266934386003812	392	111	1.645741920130304e-05	-0.09287517391304334	-0.5629940080683525	0.05005351534604207	0.14157230398195703	-0.5574138811510494	-0.6247431424171619	0.32178311175270735	0.8250113134850708	0	0	0	True	True	True	3	4.945015037244466	1.0	False				False	0.0	False
MICALL2	0.6831059710926546	1.1596220809942197	1.6006149012273757e-16	4.876025826152065	4.192919855059411	392	111	3.4218104172818103e-15	0.16394102173913083	0.976571275456028	0.002451603621130867	0.01524994226170549	0.5875161301748193	1.4609600850023605	0.03686898801078387	0.6877726975611936	1	1	2	True	True	True	3	4.716461124237034	1.0	False				True	33.549592450402415	False
AIDA	0.4110426817466655	0.869248795502586	3.333631986772091e-13	4.3931427192846355	3.98210003753797	392	111	4.846371764632319e-12	0.15424171739130488	0.8782480842984909	0.0026979192324645485	0.016366799670088555	1.1281183321039143	1.2347794296947303	0.07191870099113684	0.8250113134850708	1	0	1	True	True	True	3	4.376499594856028	1.0	False				True	9.835187882746707	False
TRMT2A	0.07899321139222781	0.17146179727600694	0.1785719065241949	4.981240817686766	4.902247606294538	392	111	0.30544230809316764	-0.037798543478260616	-0.3517393222924136	0.18242981077824416	0.350061544558892	0.2762448412247669	0.42772831439540826	0.47743278323038374	0.9424513679423568	0	0	0	True	True	True	3	4.9550207759083715	1.0	False				False	0.0	False
ESF1	0.17979592325539961	0.39200534148058647	0.001149591931523885	4.186123202777325	4.006327279521925	392	111	0.004013675536495282	0.024888391304348723	0.2263139262719512	0.4797384041484118	0.6549426050805577	-0.4386677494820601	-0.6469623800459322	0.2930120824081838	0.8250113134850708	0	0	0	True	True	True	3	4.236379981330601	1.0	False				False	0.0	False
FLYWCH1	-0.1601856605414298	-0.414969007637616	0.0004881252466613283	5.28556270981812	5.44574837035955	392	111	0.0018478363565229833					-0.34869616889750343	-0.5869707007292975	0.3348610003708496	0.8250113134850708	0	0	0	True	False	True	2	5.339295610690826	0.6666666666666666	False				False	0.0	False
PPM1D	0.06468703513003504	0.16498779373482703	0.15065003537210664	4.133015893820647	4.068328858690612	392	111	0.2678171059930901	-0.01437771739130378	-0.11135666667406939	0.7243513520260846	0.8402628031521585	0.09688031287349563	0.18183084653433912	0.7599586126545045	1.0	0	0	0	True	True	True	3	4.178902183999399	1.0	False				False	0.0	False
MTHFD2L	0.1919207260618041	0.4209790763699299	0.0006541971719647538	4.116554668906236	3.924633942844432	392	111	0.0024084572091320933	0.07179891304347796	0.4842614719904603	0.10652431481832543	0.2422144854147481	0.09688085345010133	0.22764644797217942	0.7017865686445859	1.0	0	0	0	True	True	True	3	4.102602279611945	1.0	False				False	0.0	False
VPS50	-0.05471999876004041	-0.14681498058678222	0.22730134122000525	4.432077424905705	4.486797423665745	392	111	0.3667045099000933									0	0	0	True	False	False	1	4.53834516491426	0.3333333333333333	False				False	0.0	False
KLHL5	0.09710282279265225	0.19139679602209617	0.11053987586557588	4.195753581517948	4.098650758725296	392	111	0.21011312335544183					0.7675673779882861	0.6858809531182962	0.28573229543410283	0.8250113134850708	0	0	0	True	False	True	2	4.238043776721047	0.6666666666666666	False				False	0.0	False
NGEF	3.0003175863567857	2.040813324107923	6.1521954732781856e-37	5.309149496497522	2.308831910140736	392	111	9.819017904897786e-35					1.495436765651221	1.4846759500783588	0.032299997389713106	0.6543014548372704	0	1	1	True	False	True	2	5.19959071558508	0.6666666666666666	False				True	69.40384064491396	False
FAM217B	-0.10585335964694487	-0.2658826711295035	0.022678930834134053	4.30506420770898	4.410917567355924	392	111	0.05622543831450312					0.1113769601720822	0.25517024400105426	0.6683318981412865	1.0	0	0	0	True	False	True	2	4.360429392909754	0.6666666666666666	False				False	0.0	False
ZNF275	-0.6758357926263301	-1.2056495383350259	4.0547679160272166e-14	4.439023884622351	5.114859677248681	392	111	6.608134374588194e-13					-1.0256686425016346	-1.4349333850801795	0.03725721244942464	0.690501988361205	0	1	1	True	False	True	2	4.582245651781248	0.6666666666666666	False				True	14.68471629257343	False
ZNF654	0.0305254552951979	0.07122687625235757	0.538905189150731	4.070845376657601	4.0403199213624035	392	111	0.6759648337499019	-0.05942393478260799	-0.5591897632842161	0.057358604047456775	0.15661217858419665	-0.3322008794444593	-0.862902639547891	0.17860246203064795	0.8250113134850708	0	0	0	True	True	True	3	4.161161632707465	1.0	False				False	0.0	False
ACTR6	0.09685792094913914	0.287078561059141	0.03382276698740302	4.574420322606004	4.477562401656865	392	111	0.07899413322278115	0.07177291304347744	0.537703884386255	0.08328665372722646	0.20423590874162592	-0.12230057661666804	-0.13359715831255883	0.8230763577613692	1.0	0	0	0	True	True	True	3	4.595655403516304	1.0	False				False	0.0	False
DAPK3	0.15533195320571913	0.4349588173156652	0.00032308176799286886	5.218386001667351	5.063054048461632	392	111	0.0012675934222063157	0.1257426086956528	0.7358286500017871	0.03392613862011154	0.10684756053162418	0.20068203990239697	0.36560273607818317	0.5434626826641377	0.9968716524496832	1	0	1	True	True	True	3	5.140893324539049	1.0	False				False	1.2600844029943779	False
MICAL3	0.2439183940822578	0.3217510781734846	0.007724675485505788	4.0254791879276395	3.7815607938453817	392	111	0.02201315408525239	-0.052214760869565335	-0.26064833516875896	0.3608071930692444	0.5468275227040313	0.017183029273191153	0.031444902358632856	0.9576721408785639	1.0	0	0	0	True	True	True	3	4.157181140705445	1.0	False				False	0.0	False
ADRM1	-0.01870759180799464	-0.06085315523478856	0.6067822758254847	5.061379631660751	5.0800872234687455	392	111	0.7315594941878631	-0.07559895652174031	-1.0259235385141305	0.00042529497973228185	0.003943167903898465	0.15050306967444893	0.3050442230836644	0.6093522390617989	1.0	1	0	1	True	True	True	3	5.022247217387207	1.0	False				False	0.008260837063137405	False
CASP8	0.4345183151984773	0.8462806507656528	1.7259040252477245e-11	4.263392719084995	3.8288744038865175	392	111	2.0087378584196508e-10	0.10714199999999963	0.7987826478342279	0.01919089816205756	0.07079986593398994	0.6046641409797622	1.1911525408676824	0.06615656462716424	0.8219490770333677	1	0	1	True	True	True	3	4.178709969418259	1.0	False				True	8.206448410042603	False
RFNG	-0.017257298471294646	-0.04028659629181592	0.7146878245245615	5.289060733777047	5.306318032248342	392	111	0.8133549472685769	-0.06624160869565188	-0.5739228953597291	0.07413366686406093	0.18727239470984247	-0.3629912926714951	-0.6508590589180717	0.29196170041244296	0.8250113134850708	0	0	0	True	True	True	3	5.239813311439674	1.0	False				False	0.0	False
HPS6	0.047714990943105384	0.16486425126206689	0.16419345933733331	4.468239854596358	4.420524863653252	392	111	0.28615847041868636	-0.07556247826087104	-0.7931277466555071	0.007514382753923467	0.035575065992018935	0.8430753269491573	1.563798654372679	0.02503289775866506	0.6014032638831107	0	1	1	True	True	True	3	4.465999625994908	1.0	False				False	0.0895861450845144	False
PPID	-0.10513907810153889	-0.2740259831282755	0.020629355534612356	4.404577629273694	4.509716707375233	392	111	0.051822424291976664	-0.005709978260869164	-0.064634264990296	0.8197229592676257	0.9019146066738409	0.21158553648764933	0.3384432203415333	0.5805217942801568	1.0	0	0	0	True	True	True	3	4.5015216728311085	1.0	False				False	0.0	False
SIKE1	-0.3329801564760215	-0.8436361868911498	1.7992740136172556e-11	4.503324819135652	4.836304975611673	392	111	2.088490651361659e-10	-0.07239252173913036	-0.7252340250252458	0.017334448373296365	0.06601153426850517	0.07092071281955592	0.19206509574347252	0.7490004890798003	1.0	1	0	1	True	True	True	3	4.630709286399698	1.0	False				True	8.166539568144184	False
RNF103	0.08902959351850814	0.3073506998462638	0.022272453279835448	4.457924751760954	4.368895158242446	392	111	0.05535836729409136	0.09414269565217381	0.9379113025847758	0.007432280216607723	0.03529999756987314	-0.0772418401841608	-0.18001305975377285	0.7616210364677201	1.0	1	0	1	True	True	True	3	4.44332676730631	1.0	False				False	0.38628350067692063	False
PRKAG2	-0.08436506107388198	-0.2525165861208263	0.07255396764455954	4.5511679961202685	4.63553305719415	392	111	0.14935661707276346	-0.0800535217391305	-0.5580143330051521	0.07111791019485114	0.1818052872246513	-0.7387872760975158	-1.565462342937981	0.03360388091780253	0.665089760967525	0	1	1	True	True	True	3	4.594087419384602	1.0	False				False	0.2085220181713339	False
YIPF1	-0.7585199505157894	-1.4845032498069248	4.0210446565759e-20	5.138011108048246	5.896531058564035	392	111	1.293915620635945e-18	-0.2040349347826096	-1.3095014702598227	0.0002970258884372942	0.0029695858649882653	-0.5883367351682578	-1.4771511104417077	0.028477864814307297	0.6277190705520701	1	1	2	True	True	True	3	5.222004799532419	1.0	False				True	53.109867482744875	False
DHRS4-AS1	-0.23486221132668916	-0.4946850418208175	1.741504746336793e-05	4.264891286199015	4.499753497525704	392	111	8.597131449911399e-05									0	0	0	True	False	False	1	4.405012211583374	0.3333333333333333	False				False	0.0	False
CASP8AP2	0.22055103315357316	0.4030515426014788	0.00022201618532251133	4.107165010053365	3.8866139768997923	392	111	0.0008986129429565109	0.05058045652173915	0.41675879199529164	0.10796227203994067	0.24437356275524877	0.19652074658027008	0.5636900420249582	0.35331459269049703	0.8250113134850708	0	0	0	True	True	True	3	4.200448644565663	1.0	False				False	0.0	False
INTS8	-0.10009505374796923	-0.23154948476336623	0.05600935864150222	4.3916499171318195	4.491744970879789	392	111	0.12073450100924263	-0.15517006521739196	-1.1744211209691993	0.0016128902793568925	0.011079309095924849	-0.25544254947102285	-0.8372801148004629	0.1946635405203502	0.8250113134850708	1	0	1	True	True	True	3	4.476168735910962	1.0	False				False	0.21260146821720627	False
DHX57	-0.014340363825799507	-0.04648214474637459	0.7186535520128783	4.5323453693464355	4.546685733172235	392	111	0.8164127908815648	-0.06941400000000009	-0.7663307128182645	0.002584149072459515	0.015843622636473646	0.47605715982719854	1.4890286089497569	0.04204553558722803	0.7201591246608138	1	0	1	True	True	True	3	4.5808709017224425	1.0	False				False	0.004094621414832479	False
IDI1	-0.17684944507973288	-0.43384251319313744	0.0012606749162750962	4.739762108137638	4.916611553217371	392	111	0.004365842525817137	-0.11497523913043484	-0.9014644162346567	0.006807246945164016	0.032956381627939256	-0.29280710606199634	-0.2645160386776584	0.6635998405449675	1.0	1	0	1	True	True	True	3	4.845017480988165	1.0	False				False	1.0238388008518862	False
NAA38	-0.4441130145289094	-0.807685383710948	3.0492667775587313e-11	5.195726946050718	5.639839960579628	392	111	3.4345596674872484e-10					-0.33138306568005493	-0.5771843466788819	0.34391002594913334	0.8250113134850708	0	0	0	True	False	True	2	5.235994256594363	0.6666666666666666	False				False	0.0	False
CDC14A	0.35405582129683566	0.5201459365755658	1.0905051418024874e-06	4.076309248473912	3.722253427177076	392	111	6.551012010658506e-06	0.002107326086956629	0.01863944562965637	0.9491582469594052	0.9735012951341737	1.083931455140878	1.656790192030052	0.019422290134534018	0.5399987547239302	0	1	1	True	True	True	3	3.9808348152367126	1.0	False				True	2.6962761244529347	False
TMEM126B	0.03313721782987944	0.09691496335011775	0.42427152660862577	4.79044981925363	4.757312601423751	392	111	0.5748417474430129	0.06501599999999996	0.5028851420316365	0.039229816717496924	0.1189680738000659	-0.10980847906908942	-0.15188819103615883	0.8014423020800254	1.0	1	0	1	True	True	True	3	4.8047269886924155	1.0	False				False	0.023303367604519173	False
ARHGEF15	-0.5736908042886322	-0.7668936426484204	2.074099348115816e-12	4.113141464927764	4.686832269216396	392	111	2.709112184653119e-11	-0.09678300000000029	-0.8401251741943236	0.0014418959956131506	0.01011939436999199	1.048866689955911	1.1895891548764805	0.09136304822021865	0.8250113134850708	1	0	1	True	True	True	3	4.230592956782925	1.0	False				True	8.103897802448675	False
USP21	-0.015124574142907576	-0.04315242029427993	0.7177899573878926	4.849817089711256	4.864941663854164	392	111	0.8156445548513062	-0.08291782608695719	-0.7620080621920706	0.006023581633596191	0.03022522747684336	-0.06507178373416167	-0.18058511193614715	0.7608939262869343	1.0	1	0	1	True	True	True	3	4.886957072242327	1.0	False				False	0.0038189485795798077	False
JAG2	-0.005849152824087156	-0.00942526136505362	0.9316153484164094	4.925559053929655	4.931408206753742	392	111	0.9598860540758936	-0.008991108695651118	-0.054597982537564066	0.8254187166561519	0.904913480045691	0.634307327296582	0.7960588521957914	0.20761497021335892	0.8250113134850708	0	0	0	True	True	True	3	4.832320658420394	1.0	False				False	0.0	False
ILDR1	-0.08661193022839964	-0.17099043282948156	0.1746194943792062	4.527384798630418	4.613996728858818	392	111	0.30011129599319103					0.6968611329607652	0.6119651596246983	0.327719532924434	0.8250113134850708	0	0	0	True	False	True	2	4.594698639168765	0.6666666666666666	False				False	0.0	False
NSL1	0.04805373624622877	0.1597202428139773	0.19181711640468632	4.533249452019315	4.485195715773086	392	111	0.3224136163303343	0.01926243478260936	0.2530274070696107	0.35880400667485574	0.5452874641448998	0.5690600578326581	1.3761859926167552	0.03975834525943271	0.7069741091638061	0	1	1	True	True	True	3	4.5787668045145775	1.0	False				False	0.07851633513171827	False
UTP23	0.03903377552730447	0.09611445464942002	0.4151248678322377	4.162401823889066	4.123368048361762	392	111	0.5662767733033907					0.11321244193506086	0.13435091465552476	0.8240861431449308	1.0	0	0	0	True	False	True	2	4.2606429278622135	0.6666666666666666	False				False	0.0	False
MANSC1	-0.31327679894647087	-0.6961209221036478	7.895694064172521e-08	4.691346944807105	5.004623743753576	392	111	5.626987813567051e-07	-0.02508545652173888	-0.14956177342580676	0.5959376477094505	0.747459014869649	0.3769619102529318	0.5344529404237837	0.38241641752449457	0.848203168433002	0	0	0	True	True	True	3	4.753629925701851	1.0	False				False	0.0	False
TXNDC17	-0.03857847966932315	-0.07097022619295582	0.5162577994475533	4.812083307333162	4.850661787002485	392	111	0.657105054944555					0.03712274645049618	0.06970416664186722	0.9064424435239822	1.0	0	0	0	True	False	True	2	4.714970608489434	0.6666666666666666	False				False	0.0	False
RFT1	-0.10179654659301018	-0.38666604272106675	0.0015767995147172712	4.260792067036345	4.362588613629355	392	111	0.0053435926145582804					-0.2626585206298908	-0.4157534629649405	0.4882438512955538	0.9509899201273736	0	0	0	True	False	True	2	4.309113694999743	0.6666666666666666	False				False	0.0	False
STK36	-0.10641916909253091	-0.19772503528389918	0.08921713157654285	4.636973182755456	4.743392351847987	392	111	0.17669502454824235					-0.39522668181241816	-1.3359769374757693	0.04728189339474882	0.7434595321998458	0	1	1	True	False	True	2	4.678441454708661	0.6666666666666666	False				False	0.14884259776333358	False
CSPG4	-0.6085779448493485	-0.6504846462730233	2.06933152715183e-09	4.139916288186832	4.748494233036181	392	111	1.83671820460948e-08	-0.19774078260869654	-1.2562533015653543	5.793643921566039e-05	0.0008106814438664869	0.8183915098436074	0.6738028192669577	0.28344697549907566	0.8250113134850708	1	0	1	True	True	True	3	4.173063526634303	1.0	False				True	5.03212155811865	False
MRPL54	-0.3497383993036234	-0.6427374199822101	1.446956307123208e-08	5.251424469136144	5.601162868439768	392	111	1.1495399846005257e-07					0.8527177844703262	1.7803870890523272	0.015718369670799696	0.5022498063933765	0	0	0	True	False	True	2	5.276834765933005	0.6666666666666666	False				False	0.0	False
PDZRN4	1.3227928663682105	0.6656940747419696	9.412488330705148e-09	2.9886804686628774	1.665887602294667	392	111	7.654178079400753e-08	0.27390976086956575	0.5703246519949638	0.034822453460052805	0.10907354861588239	1.94752248989108	0.929205078625713	0.15053451122292408	0.8250113134850708	1	0	1	True	True	True	3	2.0999252574619813	1.0	False				True	4.737146562440969	False
GRIK5	-0.23751864069989637	-0.2924259506975143	0.007561425149077761	4.802145832335763	5.03966447303566	392	111	0.0215955404774086	-0.05807760869565248	-0.44337491483441716	0.14492727713284803	0.2992532315298581	0.04804957080741046	0.03525544769141099	0.9531520655811919	1.0	0	0	0	True	True	True	3	5.031168464958693	1.0	False				False	0.0	False
COMMD5	-0.045248600313910536	-0.1319112260621416	0.27598646641595903	4.905752903534135	4.951001503848046	392	111	0.42314174202261623					0.8430637766976816	1.3154459069636715	0.06455627925328544	0.8159286635966003	0	0	0	True	False	True	2	4.881236677548566	0.6666666666666666	False				False	0.0	False
ATP5MG	-0.28614985823230477	-0.7109314469217054	1.2086863316907494e-08	4.71964650891291	5.005796367145215	392	111	9.700819322995552e-08									0	0	0	True	False	False	1	4.7944847277336144	0.3333333333333333	False				False	0.0	False
CTPS2	0.04245142191422957	0.12521956112014399	0.32623276508175164	4.455917021316915	4.413465599402685	392	111	0.47704793366422793	-0.02808130434782541	-0.26739802147556174	0.3940929104399672	0.5764844574531822	-0.14983728985730238	-0.2595000688433708	0.6701955165505202	1.0	0	0	0	True	True	True	3	4.484226166393308	1.0	False				False	0.0	False
DYNC2I1	-0.10565220244884088	-0.22870183347323872	0.06009193776782816	4.5630595700533005	4.668711772502141	392	111	0.1279746068497418									0	0	0	True	False	False	1	4.641197236961801	0.3333333333333333	False				False	0.0	False
JRKL	0.167036335797361	0.3756406865157778	0.003325376643490263	4.1232410660463215	3.9562047302489605	392	111	0.010416048919469683	-0.00837408695652142	-0.07801402325454787	0.7950778634343955	0.8878843329320629	0.06641704476417765	0.09781773819822363	0.868891878864491	1.0	0	0	0	True	True	True	3	4.18557917326425	1.0	False				False	0.0	False
DGCR8	0.0997349922432873	0.27616058895178164	0.026407694214424744	4.685369691413923	4.585634699170636	392	111	0.06401501385346511	0.05781593478260838	0.5523907432564548	0.06582704976471311	0.17240851953611147	0.1756158974662707	0.3963499541371316	0.5114883092417262	0.9703975789497542	0	0	0	True	True	True	3	4.722179423458998	1.0	False				False	0.0	False
LRRC75B	-0.0621069612942744	-0.07311842650972199	0.5704601257791957	4.796480839590882	4.858587800885156	392	111	0.701506826571734	0.008445478260871164	0.04998434082258684	0.8524515491909055	0.9200832645662114					0	0	0	True	True	False	2	4.888207442564648	0.6666666666666666	False				False	0.0	False
ARHGAP32	0.46342786529083435	0.8080464550913675	2.071060171767067e-12	4.300307748788696	3.8368798834978617	392	111	2.7065097938399495e-11	0.008239434782609578	0.041284534100380625	0.8777339149297441	0.935050179136334	0.3080596990997968	0.9040520317727279	0.1500915785609	0.8250113134850708	0	0	0	True	True	True	3	4.262172575189846	1.0	False				False	0.0	False
SLC25A17	0.010860172156631265	0.03105767843001756	0.8214808854618272	4.509564645914231	4.498704473757599	392	111	0.8884535810849506	-0.016071739130434803	-0.1944862586331626	0.5395820661419739	0.7040362552509914	0.589080549655816	0.5249204638270114	0.40341277287718114	0.868830051348868	0	0	0	True	True	True	3	4.591058278968594	1.0	False				False	0.0	False
GPR161	0.8786654802798197	1.2913531752580099	5.01945132754443e-25	3.8111793605935134	2.9325138803136936	392	111	2.6648957658998973e-23	0.05126558695652328	0.3382873718888812	0.21333834265653825	0.3888144901204182	1.7004384964412373	2.4185479806355565	0.005088746052238772	0.3321944922892549	0	1	1	True	True	True	3	3.564394499591785	1.0	False				True	29.15141951840689	False
PRKRIP1	-0.2844572029757675	-0.6646439932401311	9.153873711758844e-08	4.954925302153187	5.239382505128955	392	111	6.451628233729884e-07					-0.10897084767183163	-0.3411555856111291	0.5679927787294065	1.0	0	0	0	True	False	True	2	5.004574248980466	0.6666666666666666	False				False	0.0	False
NEURL1B	0.18413802236901677	0.2663336868316242	0.012591499331015625	4.288131706549686	4.1039936841806695	392	111	0.03384161810251014					1.5382407613774194	1.598935970078437	0.02964433998995665	0.6354888512949037	0	1	1	True	False	True	2	4.210178314822194	0.6666666666666666	False				False	0.39165670482008813	False
REL	0.613100974578269	0.8069186027425601	2.064871036412909e-15	3.1590397704013506	2.5459387958230817	392	111	3.91122879721421e-14	0.19400430434782612	1.117695218177348	0.00017961881449541264	0.0020278036616357587	1.5352545687829386	1.8170154272266172	0.014462932920554408	0.48523055959302547	1	1	2	True	True	True	3	3.104330349806663	1.0	False				True	21.63782376207159	False
OARD1	-0.14836961803385762	-0.39828980008757536	0.0003910269249765739	5.191422742291997	5.339792360325855	392	111	0.0015109013911278198	-0.03682749999999935	-0.30098725787725306	0.2080807688027489	0.38260385284650467	-0.08340363441499532	-0.20585371906171	0.7326781425466907	1.0	0	0	0	True	True	True	3	5.269946182204728	1.0	False				False	0.0	False
MRPL33	0.13526581451816977	0.3186431813798026	0.020875657704749355	4.837339651311423	4.702073836793253	392	111	0.05235467944955109	0.043458521739130784	0.33062593905499005	0.25409274989111896	0.4380030902863318	0.32669185099717657	0.5769530310517315	0.3602940531727086	0.8250113134850708	0	0	0	True	True	True	3	4.820554642811968	1.0	False				False	0.0	False
MTO1	0.06619817461368349	0.21999509214607854	0.10845141178307614	4.5324730985539725	4.466274923940289	392	111	0.2069955691401709	0.00788804347826133	0.09901381138372214	0.7422583738426206	0.8528883762634348	-0.0501885828335471	-0.14089699248591786	0.8161516492055831	1.0	0	0	0	True	True	True	3	4.576510070763159	1.0	False				False	0.0	False
EAF1	-0.008606699508173499	-0.024421686770504658	0.8596292816914939	4.388527002014378	4.397133701522551	392	111	0.913828833680389					0.20827281551439247	0.3394907025061081	0.5708227233905874	1.0	0	0	0	True	False	True	2	4.427821595794746	0.6666666666666666	False				False	0.0	False
ABT1	0.08532189222412079	0.32031236888973863	0.014724452768240305	4.816719094119616	4.731397201895495	392	111	0.03879234649982038	0.033578652173913426	0.3487800669987381	0.2391281490297298	0.42036378601680385	0.35600167959217144	0.7748296409541746	0.2102605456765401	0.8250113134850708	0	0	0	True	True	True	3	4.811877234435476	1.0	False				False	0.0	False
HOMEZ	0.015289114611869437	0.05710908350609115	0.6250086782872291	4.409116398489946	4.3938272838780765	392	111	0.7460094933155512					-0.19989533893095235	-0.5755748467956718	0.34364711982570334	0.8250113134850708	0	0	0	True	False	True	2	4.441276783997784	0.6666666666666666	False				False	0.0	False
ATP2A3	-0.3631084667334541	-0.4056963459117186	0.0007343907071499186	4.822201492141503	5.185309958874957	392	111	0.002681737014153622	0.1053251086956517	0.41550177485707546	0.07579837949408248	0.19013514295303577	0.9470443417544474	0.6560222418583884	0.2827839761831511	0.8250113134850708	0	0	0	True	True	True	3	4.767380291256064	1.0	False				False	0.0	False
MTX2	-0.33920060565746013	-1.0579318345782165	9.6429884584333e-16	4.794864351784908	5.1340649574423685	392	111	1.893841914827362e-14	-0.08841626086956378	-1.1408730810710925	0.0012739719755926067	0.009280994518942948	-0.0758442444333538	-0.08813646971848114	0.883952032702257	1.0	1	0	1	True	True	True	3	4.872149532767635	1.0	False				True	14.517634929142552	False
NDN	-0.01326141067922304	-0.016650061722657383	0.8790291503709078	4.791845840944131	4.805107251623354	392	111	0.9266415867172914	0.04370145652173907	0.15412641327963975	0.49061069875970176	0.6645383935349839	0.7604260635512778	1.3223064386777132	0.05640051006735479	0.7796876277173863	0	0	0	True	True	True	3	4.916834302637675	1.0	False				False	0.0	False
DHTKD1	-0.510490532787558	-1.102236328289251	7.748531765076989e-17	4.804437325413509	5.314927858201067	392	111	1.724857193731796e-15	-0.27841223913043533	-1.51044347890901	8.1339827256991e-05	0.0010620645569971677	-0.560166855957279	-1.1300005370482853	0.09649532070227183	0.8250113134850708	1	0	1	True	True	True	3	4.93547661246047	1.0	False				True	16.27258700784059	False
IGHV3-30	1.1677606917906043	0.5012915511934503	5.436776025675548e-07	2.328798840977531	1.1610381491869268	392	111	3.406945286763309e-06									0	0	0	True	False	False	1	1.0111352110731664	0.3333333333333333	False				False	0.0	False
POLR2J	-0.3007676566914501	-0.5484030619784278	2.7089954067845747e-06	5.136513180368865	5.437280837060315	392	111	1.5243184056609046e-05	-0.06177558695652241	-0.6262510353460247	0.06955177800526552	0.17939534011217842	-0.010265721050650711	-0.013679497956167432	0.9818779950347456	1.0	0	0	0	True	True	True	3	5.104728614551408	1.0	False				False	0.0	False
ZNF358	-0.06687066955111565	-0.09977554499031925	0.420891668988429	5.456189872004754	5.52306054155587	392	111	0.5714927291004267	-0.10292060869565356	-0.584664747297269	0.033247343688010376	0.10531110035850523	-0.3912434463039045	-0.8586230527648672	0.16947114474826022	0.8250113134850708	1	0	1	True	True	True	3	5.350860344801851	1.0	False				False	0.02424438889726617	False
PPM1B	0.03304070560637129	0.09948867462238635	0.3929466912953705	4.508501084369651	4.475460378763279	392	111	0.5443399596446438	0.0005102608695648492	0.00561648442643742	0.9827370163536863	0.9912368280047243	0.05180913160914269	0.10467242171638436	0.862460040614141	1.0	0	0	0	True	True	True	3	4.5353367546405	1.0	False				False	0.0	False
SMIM10L1	-0.26648112033905846	-0.7423943675062006	4.439187117944134e-09	4.682869397137412	4.9493505174764705	392	111	3.7687539822034e-08									0	0	0	True	False	False	1	4.7366311453821295	0.3333333333333333	False				False	0.0	False
B3GNT3	3.784866529999661	2.015275476921999	8.829124999857947e-55	5.0219378706972995	1.2370713406976386	392	111	8.009875138029023e-52	0.3326584347826085	1.271132280701476	1.3937062692238078e-06	4.414436221641968e-05	2.577700816978404	2.9600172671626233	0.00061688423311724	0.14142560634873932	1	1	2	True	True	True	3	4.537543670489256	1.0	False				True	205.9465399868826	False
MRPS14	-0.18112594948023997	-0.5647479995180273	2.0423890255141925e-05	4.682756045799186	4.863881995279426	392	111	9.963582914940037e-05	-0.0026828478260858546	-0.027522100551499486	0.9270176344552398	0.9627281050748477	0.1879913213535196	0.4122667827510739	0.4928799972399691	0.9543710968195672	0	0	0	True	True	True	3	4.781911735919564	1.0	False				False	0.0	False
COX8A	-0.7712183835299573	-1.3885605714493594	7.705676265351429e-23	5.3971959804705305	6.168414364000488	392	111	3.287691628362935e-21	-0.15413226086956477	-1.61516877130992	1.930877346050597e-07	1.0023146443008531e-05	-0.7137867782371545	-1.1455975882293938	0.07789478657289313	0.8250113134850708	1	0	1	True	True	True	3	5.482614785819216	1.0	False				True	28.44203743286913	False
