gene	n_cohorts	cohorts	log2fc_tcga	log2fc_27155	log2fc_126698	fe_log2fc	fe_se	fe_z	fe_p	meta_log2fc	meta_se	meta_z	meta_p	fisher_p	Q	Q_df	I2	tau2	direction_concordance	is_known	is_novel_validated	cohort_effs_json	meta_q
CTDSP1	3	TCGA,GSE27155,GSE126698	-0.0247550043508191	-0.1009653260869569	0.49089815161883	-0.06856615220641075	0.023206830317681934	-2.9545677400919454	0.0031310740724334665	-0.05421534830408208	0.04818218200223182	-1.1252157135924397	0.26049763602010967	0.0037874933339258746	5.226022134818998	2.0	61.729974569476845	0.003610739997518201	False	False	False	[('TCGA', -0.0247550043508191, 0.03717836404963006), ('GSE27155', -0.1009653260869569, 0.029816121741159957), ('GSE126698', 0.49089815161883, 0.3432480766665635)]	0.5028883527960561
HSPD1	3	TCGA,GSE27155,GSE126698	0.0432710379335761	-0.0400296521739145	-0.4361783339283214	-0.02380161899642264	0.02091959748230739	-1.1377665854494905	0.25521796119319806	-0.012128637889210913	0.03570782702372534	-0.33966328673969115	0.7341101125491537	0.2361402148871808	3.059881853074239	2.0	34.63799924200943	0.001434209275143903	False	False	False	[('TCGA', 0.0432710379335761, 0.04665088877365233), ('GSE27155', -0.0400296521739145, 0.02342409951348132), ('GSE126698', -0.4361783339283214, 0.5758784571755944)]	0.8432242207032993
CBX5	3	TCGA,GSE27155,GSE126698	-0.0426100065081822	-0.0197332391304341	-0.2902646049090727	-0.03049768056471201	0.030323699895146616	-1.0057374486018191	0.3145418838980002	-0.03049768056471201	0.030323699895146616	-1.0057374486018191	0.3145418838980002	0.6131033245324153	0.6790334973810527	2.0	0.0	0.0	True	False	False	[('TCGA', -0.0426100065081822, 0.048976434646973564), ('GSE27155', -0.0197332391304341, 0.038848409526928404), ('GSE126698', -0.2902646049090727, 0.35314057778605196)]	0.5620265597775959
PRRC2C	3	TCGA,GSE27155,GSE126698	0.3679460183669807	0.1148346304347822	0.3582113452557731	0.18998077144638056	0.026804346382013226	7.087685285766384	1.36373655456065e-12	0.2647939746232987	0.10622331126754704	2.492804747503645	0.012673851878694312	2.650311824024919e-14	18.51071809078177	2.0	89.19544887350432	0.027262289459987123	True	False	True	[('TCGA', 0.3679460183669807, 0.05188597031480988), ('GSE27155', 0.1148346304347822, 0.03199370463633189), ('GSE126698', 0.3582113452557731, 0.15171705144535133)]	0.0685282626287989
TMEM248	3	TCGA,GSE27155,GSE126698	0.0192895011576839	-4.099999999951365e-05	-0.1324057117853314	0.009432157227108688	0.019168974764885036	0.4920532966837184	0.6226816670003683	0.009432157227108688	0.019168974764885036	0.4920532966837184	0.6226816670003683	0.8822999971901794	0.7105473192047644	2.0	0.0	0.0	False	False	False	[('TCGA', 0.0192895011576839, 0.025912163078994247), ('GSE27155', -4.099999999951365e-05, 0.02875517021615557), ('GSE126698', -0.1324057117853314, 0.20974482433460265)]	0.774789447928806
VAPA	3	TCGA,GSE27155,GSE126698	0.0035219477325556	0.0050692173913038	-0.0063322287780636	0.004389302486258689	0.017852502948008393	0.24586482349514777	0.8057868748823509	0.004389302486258689	0.017852502948008393	0.24586482349514777	0.8057868748823509	0.9967014288040147	0.0031485122354293713	2.0	0.0	0.0	False	False	False	[('TCGA', 0.0035219477325556, 0.027803283767131814), ('GSE27155', 0.0050692173913038, 0.023360580232380027), ('GSE126698', -0.0063322287780636, 0.2941880944207358)]	0.8875242101645344
CD93	3	TCGA,GSE27155,GSE126698	-0.1214812870835828	-0.0447592173913058	1.3057822109937431	-0.05620934599000226	0.04155447910996291	-1.3526663597745776	0.1761622420606862	-0.027293373074397432	0.11136356666898124	-0.24508350343631385	0.8063917758249142	0.02802715557667202	6.721199345718633	2.0	70.24340601839181	0.021352431890920513	False	False	False	[('TCGA', -0.1214812870835828, 0.08337538187826872), ('GSE27155', -0.0447592173913058, 0.048112677247971025), ('GSE126698', 1.3057822109937431, 0.553651471125817)]	0.887656690546243
MYL12A	3	TCGA,GSE27155,GSE126698	0.3205221070661883	0.0562128043478251	0.6339167543860569	0.11743567227625518	0.018055492300768194	6.504152327724607	7.813269399160201e-11	0.24246410795661774	0.12574158853568593	1.92827298255267	0.05382118050326986	4.517299787713673e-12	40.1259777062153	2.0	95.01569777403776	0.03521277671391152	True	False	True	[('TCGA', 0.3205221070661883, 0.038164894763788), ('GSE27155', 0.0562128043478251, 0.020541391318213923), ('GSE126698', 0.6339167543860569, 0.3019016269621563)]	0.19164177270631136
UBXN4	3	TCGA,GSE27155,GSE126698	0.2169428727583282	-0.0244789130434779	0.0202009297047895	0.05174972700534997	0.02718115806738104	1.9038823466264536	0.056925508722367256	0.0819997833649161	0.10492078828886373	0.7815399093186145	0.43448501355117686	0.005471403343031193	16.85636760476616	2.0	88.13504755654179	0.02433070795894142	False	False	False	[('TCGA', 0.2169428727583282, 0.048597593725702944), ('GSE27155', -0.0244789130434779, 0.03317262205181979), ('GSE126698', 0.0202009297047895, 0.21638401647187647)]	0.6643982674785041
USP22	3	TCGA,GSE27155,GSE126698	0.1152496400001537	-0.0434832391304347	0.125799552615839	-0.025638359179202177	0.022887462588136665	-1.120192292198061	0.2626318278401152	0.025863182482467016	0.06732874034188632	0.38413287328913687	0.7008799677335649	0.1248232464927734	4.830272891903236	2.0	58.5944718909669	0.0073948518140610495	False	False	False	[('TCGA', 0.1152496400001537, 0.07139024146611767), ('GSE27155', -0.0434832391304347, 0.0242855074423072), ('GSE126698', 0.125799552615839, 0.24074737457125023)]	0.8213310720689259
EDF1	3	TCGA,GSE27155,GSE126698	-0.3381595303164726	-0.1010404782608698	-0.0929593885774622	-0.14167389395141158	0.02531430664203471	-5.596593892726273	2.1860395497521883e-08	-0.19968704000654885	0.10509416977585455	-1.9000772396075114	0.057422984096193966	5.1355662731343055e-08	12.483713788717525	2.0	83.97912645347932	0.02258308748053999	True	False	True	[('TCGA', -0.3381595303164726, 0.06110296166827264), ('GSE27155', -0.1010404782608698, 0.027948815619155243), ('GSE126698', -0.0929593885774622, 0.28297202864269316)]	0.2006272552845323
STAU1	3	TCGA,GSE27155,GSE126698	-0.1345566411683272	-0.0945871086956535	-0.1741133913279284	-0.10891188659723626	0.021824280827904597	-4.990399796266421	6.02544513898617e-07	-0.10891188659723626	0.021824280827904597	-4.990399796266421	6.02544513898617e-07	6.961857011003131e-05	0.8204160841451585	2.0	0.0	0.0	True	False	False	[('TCGA', -0.1345566411683272, 0.03723243987656872), ('GSE27155', -0.0945871086956535, 0.027091124369571312), ('GSE126698', -0.1741133913279284, 0.2530009457926965)]	1.0794557209304918e-05
ATP6AP1	3	TCGA,GSE27155,GSE126698	-0.1946563377185359	-0.0960294782608688	-0.6733814118308086	-0.14507887245262668	0.025250757314323538	-5.745525595397902	9.163589376877106e-09	-0.15950478803889684	0.057178435677485435	-2.7895969196950836	0.005277369840392022	1.2011809994039386e-06	6.295287814188436	2.0	68.23020552781776	0.005439778446213426	True	False	True	[('TCGA', -0.1946563377185359, 0.037076827465419473), ('GSE27155', -0.0960294782608688, 0.03466947679782552), ('GSE126698', -0.6733814118308086, 0.33374591706615503)]	0.03410926996303491
SLC38A10	3	TCGA,GSE27155,GSE126698	0.0098357228008145	-0.06474697826087	0.4090359961913874	-0.024652775443241192	0.02740371308596384	-0.8996144196192276	0.36832548080003846	-0.001934771453937019	0.05732239255533295	-0.03375245462878047	0.9730745500314916	0.09383174071149322	5.701277535152521	2.0	64.92014311409072	0.0054549474376480835	False	False	False	[('TCGA', 0.0098357228008145, 0.041302181253180414), ('GSE27155', -0.06474697826087, 0.03713898575073043), ('GSE126698', 0.4090359961913874, 0.22135825912579768)]	0.9857088432995129
HMGN1	3	TCGA,GSE27155,GSE126698	0.18420232989991	0.0294594782608701	-0.4360179094529695	0.06827048226322374	0.01936544952277408	3.525375550045278	0.0004228828204547037	0.0766742059580402	0.0787522295857097	0.9736131454486899	0.33024865684855564	0.0010135318283065377	14.6207483966393	2.0	86.32080967579118	0.012110342441942345	False	False	False	[('TCGA', 0.18420232989991, 0.037901680023715786), ('GSE27155', 0.0294594782608701, 0.022580116945480386), ('GSE126698', -0.4360179094529695, 0.33176405940825987)]	0.5778834612047482
MAGED1	3	TCGA,GSE27155,GSE126698	-0.0425241911485922	-0.0469344999999981	0.3405545657514075	-0.04279875259629868	0.028861277033622106	-1.482912642654032	0.13809762199684592	-0.04279875259629868	0.028861277033622106	-1.482912642654032	0.13809762199684592	0.33756150431115023	1.1943271656379144	2.0	0.0	0.0	False	False	False	[('TCGA', -0.0425241911485922, 0.04881392644773487), ('GSE27155', -0.0469344999999981, 0.03597197982530464), ('GSE126698', 0.3405545657514075, 0.35274437702314526)]	0.3471222208567517
HIPK2	3	TCGA,GSE27155,GSE126698	0.3953811131616902	-0.0175625217391299	0.38726635984679	0.09103623125182424	0.032589891573977715	2.7933885893782655	0.005215899267691115	0.2331028476821493	0.1751241817905588	1.3310717303503554	0.1831654098067591	3.0101205025874066e-07	31.055441886258805	2.0	93.55990487166454	0.07753612159937386	False	False	False	[('TCGA', 0.3953811131616902, 0.06613153948487574), ('GSE27155', -0.0175625217391299, 0.03797206589375554), ('GSE126698', 0.38726635984679, 0.22742614265579383)]	0.41124096180432296
RPL36AL	3	TCGA,GSE27155,GSE126698	0.0910786132131784	0.053041586956521	0.1303520926740997	0.06294113879843206	0.023971861232162547	2.625625861457318	0.008648982653475256	0.06294113879843206	0.023971861232162547	2.625625861457318	0.008648982653475256	0.07278966683285479	0.5873446784755854	2.0	0.0	0.0	True	False	False	[('TCGA', 0.0910786132131784, 0.05101711270849517), ('GSE27155', 0.053041586956521, 0.027501371673811795), ('GSE126698', 0.1303520926740997, 0.1720115779369078)]	0.050433444870714536
ZNF664	2	TCGA,GSE126698	-0.521343116761182		-0.846182035574099	-0.523748320413327	0.060457664965659255	-8.66305902999765	4.592704285775951e-18	-0.523748320413327	0.060457664965659255	-8.66305902999765	4.592704285775951e-18	1.3370440653898862e-09	0.21217272921927108	1.0	0.0	0.0	True	False	False	[('TCGA', -0.521343116761182, 0.060682738862050785), ('GSE126698', -0.846182035574099, 0.7026021435240456)]	3.104127779033275e-16
LPCAT2	2	TCGA,GSE126698	-0.4385724111052713		-0.0675449292824375	-0.4208583839829024	0.07901081537069639	-5.326592087530725	1.0007255562401055e-07	-0.4204322177723616	0.08000902222833056	-5.254810095948028	1.4817728584065086e-07	2.8790541049012468e-05	1.0025461981101933	1.0	0.2539731450772942	0.00017481148374985263	True	False	False	[('TCGA', -0.4385724111052713, 0.08096726973499219), ('GSE126698', -0.0675449292824375, 0.3616020886720022)]	2.956294736763988e-06
HK2	3	TCGA,GSE27155,GSE126698	0.17369380249146	0.2778445434782615	0.3264176373922911	0.2215363057207238	0.07090276553641575	3.1245086710608274	0.001781022724888125	0.2215363057207238	0.07090276553641575	3.1245086710608274	0.001781022724888125	0.013627540997599793	0.5864632072508148	2.0	0.0	0.0	True	False	False	[('TCGA', 0.17369380249146, 0.09503403830928962), ('GSE27155', 0.2778445434782615, 0.11085564421182574), ('GSE126698', 0.3264176373922911, 0.3829176458142312)]	0.013725820865768908
DUSP5	3	TCGA,GSE27155,GSE126698	2.248236972846459	0.7131785652173899	1.3578663658005	1.185000219241009	0.0880841969670998	13.453039932731823	2.9547073964663913e-41	1.4482738344683044	0.6544991962110354	2.2127969642323686	0.0269116466796881	2.0878190140091483e-47	63.87708650332376	2.0	96.86898681595953	1.0991178644156243	True	True	False	[('TCGA', 2.248236972846459, 0.16003681068199857), ('GSE27155', 0.7131785652173899, 0.10630889061603338), ('GSE126698', 1.3578663658005, 0.8582035593956607)]	0.11989295114014026
COX7C	3	TCGA,GSE27155,GSE126698	-0.3382119149055524	-0.1199930434782619	-0.4408552494021966	-0.16005385921742382	0.02042773250477296	-7.835126056209473	4.68372573126559e-15	-0.23446516469601691	0.10398160640167003	-2.254871537474643	0.024141393334697815	7.695543257130268e-14	17.253270079541885	2.0	88.40799459592587	0.02126562324209954	True	False	True	[('TCGA', -0.3382119149055524, 0.04804323412745502), ('GSE27155', -0.1199930434782619, 0.022595726027040297), ('GSE126698', -0.4408552494021966, 0.46893051079140674)]	0.1109809557604807
LITAF	3	TCGA,GSE27155,GSE126698	0.2763869322080712	-0.0544654130434776	-0.4774772167235905	0.04567392996952616	0.02698266982623104	1.692713518108743	0.0905100108949442	0.00577217581693051	0.15343386259304956	0.03761996028373456	0.9699906931808173	7.081738354486989e-06	35.815828687457355	2.0	94.41587679723185	0.05546926377279735	False	False	False	[('TCGA', 0.2763869322080712, 0.048107487351850275), ('GSE27155', -0.0544654130434776, 0.032815820423598374), ('GSE126698', -0.4774772167235905, 0.27946410720680354)]	0.9840440158215153
LAMC2	3	TCGA,GSE27155,GSE126698	0.9428228348760186	0.2527731086956519	1.4343732407748382	0.4360208959512147	0.04466568182666702	9.76187708593076	1.640895416521291e-22	0.6472127414810904	0.3318297247939969	1.950436302482806	0.05112413852387132	1.202433684879793e-31	46.9341181743852	2.0	95.73870762295152	0.22992548592447407	True	False	True	[('TCGA', 0.9428228348760186, 0.08704527727189446), ('GSE27155', 0.2527731086956519, 0.05208564563022565), ('GSE126698', 1.4343732407748382, 1.2312786023759146)]	0.1848806829193733
TNFRSF1A	3	TCGA,GSE27155,GSE126698	0.6126946150712103	0.0947173695652172	0.686079424037211	0.32347172329491913	0.03324214857412681	9.730770638173647	2.228978238046061e-22	0.44204088690108484	0.2177201646465133	2.0303167031807767	0.04232435744943711	1.3094387816771928e-19	60.73525713861443	2.0	96.70701978681764	0.1270771764078879	True	False	True	[('TCGA', 0.6126946150712103, 0.05150667406328673), ('GSE27155', 0.0947173695652172, 0.044362944098995945), ('GSE126698', 0.686079424037211, 0.22421413623192105)]	0.1639415763305199
COL8A2	3	TCGA,GSE27155,GSE126698	2.7380795684220463	0.5860606739130438	1.764890677211723	1.0490451289107408	0.07500555579200677	13.98623232417319	1.8917146481668745e-44	1.6873924667792632	0.8939491964419273	1.887570874827538	0.05908358316353981	1.3610482883820819e-49	137.25820293351833	2.0	98.54289218621877	2.2012813437039296	True	False	True	[('TCGA', 2.7380795684220463, 0.16349737873213818), ('GSE27155', 0.5860606739130438, 0.08487292774272318), ('GSE126698', 1.764890677211723, 0.8113268633625818)]	0.2042273779854997
EIF4EBP2	3	TCGA,GSE27155,GSE126698	0.2268222119929177	-0.1151991956521758	-0.0698071082084714	0.04059352534028878	0.026136486270971687	1.5531362907558737	0.1203905777261126	0.03599933569512779	0.15395373954893984	0.23383216153501798	0.815115280330306	6.383900558297852e-08	42.33408783813635	2.0	95.2756747525848	0.05473453861537857	False	False	False	[('TCGA', 0.2268222119929177, 0.03876522745524548), ('GSE27155', -0.1151991956521758, 0.03561872268964165), ('GSE126698', -0.0698071082084714, 0.3128353085087585)]	0.8926645895585077
HNRNPF	3	TCGA,GSE27155,GSE126698	0.403549703801807	0.1167231956521739	0.5118988069857622	0.2998073028880697	0.02990591978111281	10.02501528401123	1.18341291788949e-23	0.3039352809158591	0.12714511037193832	2.3904598456578903	0.01682728910240944	1.6727482464415443e-16	21.958675810886444	2.0	90.8919826622311	0.0369231419406281	True	False	True	[('TCGA', 0.403549703801807, 0.038056130335152684), ('GSE27155', 0.1167231956521739, 0.04933969261247501), ('GSE126698', 0.5118988069857622, 0.24357264074071336)]	0.08488529513684012
FBN1	3	TCGA,GSE27155,GSE126698	0.4675133320993234	-0.2765213043478272	0.8436879079415203	0.08879706912931117	0.0925526494043755	0.9594222283291353	0.3373460815190248	0.25800886281355334	0.32799126279332047	0.7866333408281498	0.43149653598221926	0.00034008542549821295	17.967240441454276	2.0	88.86863006861326	0.257767409103642	False	False	False	[('TCGA', 0.4675133320993234, 0.14026033892363982), ('GSE27155', -0.2765213043478272, 0.127411615669632), ('GSE126698', 0.8436879079415203, 0.48172004296593984)]	0.6619204846890531
SF3A1	3	TCGA,GSE27155,GSE126698	0.3486245598573827	-0.0112343913043484	0.1452024693628892	0.06552716347477289	0.022733401871077908	2.8824178557340527	0.003946360167700987	0.1616397752070357	0.15468213753072188	1.0449802271120798	0.296032108223076	1.3109229126036805e-06	41.46900661234683	2.0	95.17712102752776	0.059021594523957374	False	False	False	[('TCGA', 0.3486245598573827, 0.04970088368389623), ('GSE27155', -0.0112343913043484, 0.025717937875708995), ('GSE126698', 0.1452024693628892, 0.2343335700080144)]	0.5420571989614571
SCNN1A	3	TCGA,GSE27155,GSE126698	2.479962727853711	0.396675065217392	0.5096844385175716	1.6430073173980908	0.128751977545462	12.761025878751642	2.7061348430946663e-37	1.1930210460538775	0.8684067264431374	1.3738044740168138	0.1695023918033135	3.027569684786428e-22	62.64698670605381	2.0	96.80750806198516	2.0228633224595223	True	False	False	[('TCGA', 2.479962727853711, 0.16661750229638114), ('GSE27155', 0.396675065217392, 0.20828313017053435), ('GSE126698', 0.5096844385175716, 0.8937380277175889)]	0.3925138750461853
EEF1B2	3	TCGA,GSE27155,GSE126698	0.481220625638092	0.0930414130434784	0.5300541877821456	0.19053927693239003	0.02431181568120901	7.837311677204796	4.602945360613226e-15	0.3250815292813142	0.1755884016845525	1.85138383949373	0.06411435230799585	8.992639645448943e-16	48.13216551449542	2.0	95.84477453149769	0.07213111714384544	True	False	True	[('TCGA', 0.481220625638092, 0.049072360141733336), ('GSE27155', 0.0930414130434784, 0.02808275636565378), ('GSE126698', 0.5300541877821456, 0.3411244665187267)]	0.2146883822548045
ACIN1	3	TCGA,GSE27155,GSE126698	0.1515159010808187	-0.0558716304347819	0.0457164722951306	0.04063872208420934	0.026040940087308985	1.5605704689599347	0.11862513102655958	0.04692881363135224	0.08485135761395836	0.5530708635784076	0.5802148870109198	0.008642840422127766	15.17983589369171	2.0	86.82462699856235	0.016757234631781557	False	False	False	[('TCGA', 0.1515159010808187, 0.03895751061959979), ('GSE27155', -0.0558716304347819, 0.03627572830845317), ('GSE126698', 0.0457164722951306, 0.133839375434564)]	0.7569094127277223
PSME1	3	TCGA,GSE27155,GSE126698	0.3339921193145789	0.0740476086956518	0.8406612637649449	0.12080970744341157	0.01810609083094024	6.672324168227869	2.5178363423131168e-11	0.274600389061311	0.1288328713353622	2.131446627053001	0.03305236505313153	7.861849673430073e-13	33.98593934165033	2.0	94.1152134125392	0.036347728265735665	True	False	True	[('TCGA', 0.3339921193145789, 0.0437866473858162), ('GSE27155', 0.0740476086956518, 0.019922169898333966), ('GSE126698', 0.8406612637649449, 0.3295099437976261)]	0.13848793035190762
INF2	3	TCGA,GSE27155,GSE126698	1.2469229111840372	0.0118351521739126	0.5130132254393351	0.3786544187335287	0.04944825525086845	7.657589065832175	1.894559545081072e-14	0.5946526504671944	0.5077126384384364	1.1712386209178445	0.24150287536580917	2.8661063831279766e-30	128.28755233679303	2.0	98.44100229245203	0.7157497768240186	True	False	False	[('TCGA', 1.2469229111840372, 0.09155775099653525), ('GSE27155', 0.0118351521739126, 0.05930487987544807), ('GSE126698', 0.5130132254393351, 0.4320564841446671)]	0.48193808190549653
CLTA	3	TCGA,GSE27155,GSE126698	0.2074782420428684	0.0311959782608708	0.6037493342061913	0.07427114175002979	0.022201345344383026	3.345344194144545	0.0008218051695273321	0.14742669580943468	0.09016605416648503	1.635057640841442	0.1020369648533924	0.0002469810506155888	13.733680940085708	2.0	85.43726180384442	0.016033362904854874	True	False	False	[('TCGA', 0.2074782420428684, 0.0463344764227664), ('GSE27155', 0.0311959782608708, 0.0253689802499028), ('GSE126698', 0.6037493342061913, 0.329281844678188)]	0.28716214624404957
FAM120A	3	TCGA,GSE27155,GSE126698	-0.0232626403602385	-0.0971735434782612	-0.000519799253885	-0.06359044599736863	0.021433925069377125	-2.9668129281752957	0.003009039807416826	-0.060010023957195346	0.030100383076238853	-1.9936631306385955	0.04618888116563457	0.016352170566829506	3.0556488783916422	2.0	34.547453598375775	0.0009442662423637597	True	False	False	[('TCGA', -0.0232626403602385, 0.03288041273747628), ('GSE27155', -0.0971735434782612, 0.028834664610483604), ('GSE126698', -0.000519799253885, 0.14287324516103586)]	0.17301372484628028
WNK1	3	TCGA,GSE27155,GSE126698	0.1718710662599996	0.0027919347826093	0.1342866866129561	0.030760445309542032	0.02134269216355647	1.4412635985101618	0.14951022701157746	0.08238073358062431	0.07673950777163284	1.0735113629576443	0.2830417431543012	0.041103589289401006	8.618510214738198	2.0	76.79413320668955	0.010816316718146882	True	False	False	[('TCGA', 0.1718710662599996, 0.053003689283327805), ('GSE27155', 0.0027919347826093, 0.023375358472253232), ('GSE126698', 0.1342866866129561, 0.328732399792561)]	0.5279698633912709
DEK	3	TCGA,GSE27155,GSE126698	0.1690061493249288	0.0784346739130428	-0.2058881845332338	0.10819029645449377	0.03139449328208966	3.446155205703402	0.0005686236764314685	0.11158795331877003	0.04036016299997484	2.7648043274463387	0.005695695030535712	0.010815156803064309	2.5846324564370002	2.0	22.619558729945496	0.0012417070893193645	False	False	False	[('TCGA', 0.1690061493249288, 0.0530465315753822), ('GSE27155', 0.0784346739130428, 0.03915706823967701), ('GSE126698', -0.2058881845332338, 0.3773406697485321)]	0.036371385523047285
HADHA	3	TCGA,GSE27155,GSE126698	-0.2596766383331719	-0.1263392391304356	-0.0283954517665172	-0.19871301696672264	0.026605976010601218	-7.4687362300689495	8.096865535576997e-14	-0.1864625303059848	0.06108568974888065	-3.0524748279428504	0.00226962765954999	8.97753031258564e-09	6.548048232107003	2.0	69.45654752215458	0.006392088396097398	True	False	True	[('TCGA', -0.2596766383331719, 0.035874848694196236), ('GSE27155', -0.1263392391304356, 0.04010392635926339), ('GSE126698', -0.0283954517665172, 0.2681237514910608)]	0.01682946552599139
HDAC1	3	TCGA,GSE27155,GSE126698	-0.2628525694239378	-0.0856268913043476	0.5362188529774503	-0.13690379557927929	0.0254421868883904	-5.380975942824721	7.408309560846005e-08	-0.11791284927563155	0.09694507683465961	-1.216285067025452	0.2238763480450593	1.8442955989299177e-07	14.72336092045644	2.0	86.4161449902296	0.018845563790096165	False	False	True	[('TCGA', -0.2628525694239378, 0.04562013751710168), ('GSE27155', -0.0856268913043476, 0.030790040567454748), ('GSE126698', 0.5362188529774503, 0.3235645972484519)]	0.461368524855944
EIF3I	3	TCGA,GSE27155,GSE126698	-0.0304172957988919	-0.0615588695652173	0.2256833258565382	-0.046767009880516165	0.01995357857677206	-2.3437905987930203	0.01908888525669953	-0.046767009880516165	0.01995357857677206	-2.3437905987930203	0.01908888525669953	0.06926359678268619	1.678674090036734	2.0	0.0	0.0	False	False	False	[('TCGA', -0.0304172957988919, 0.030733887562919872), ('GSE27155', -0.0615588695652173, 0.026366940668806883), ('GSE126698', 0.2256833258565382, 0.2620497983428211)]	0.09291909137663214
UBTF	3	TCGA,GSE27155,GSE126698	0.0036426220205649	-0.0027181739130428	0.3160514679014294	0.0072833645341084455	0.01990458899950937	0.36591383696935287	0.7144293709415768	0.02862607656229437	0.04210506830298926	0.6798724646710063	0.49658521796994415	0.18567181807967628	5.864834998521047	2.0	65.89844385213999	0.003053462435233141	False	False	False	[('TCGA', 0.0036426220205649, 0.03208981742917483), ('GSE27155', -0.0027181739130428, 0.025879426044263975), ('GSE126698', 0.3160514679014294, 0.12929916785579726)]	0.7050975621557792
SCPEP1	3	TCGA,GSE27155,GSE126698	-0.5106550416077811	-0.0973617391304344	0.0008167546976389	-0.2589119132160018	0.04157326862551393	-6.227845963911171	4.72891655352636e-10	-0.257218117681492	0.1853153527334237	-1.3880022021246157	0.16513637455351227	1.376427641646684e-08	23.85522307378307	2.0	91.61609181429957	0.07698980984355401	False	False	False	[('TCGA', -0.5106550416077811, 0.06627062565432636), ('GSE27155', -0.0973617391304344, 0.053882478085946456), ('GSE126698', 0.0008167546976389, 0.39342673847607257)]	0.38711792352399127
AFF4	3	TCGA,GSE27155,GSE126698	0.1359409694213598	0.0052772826086959	-0.292947982897914	0.04333087137142321	0.036440413071767416	1.1890883697197783	0.23440489449521307	0.04219196412222868	0.068605057847865	0.6149978652563981	0.538556130219364	0.16961383578104094	4.5256317019463115	2.0	55.807274393542194	0.007120560800606132	False	False	False	[('TCGA', 0.1359409694213598, 0.06290460144626818), ('GSE27155', 0.0052772826086959, 0.04537419601793851), ('GSE126698', -0.292947982897914, 0.2614115987395351)]	0.7321513315954116
CTSS	3	TCGA,GSE27155,GSE126698	1.0224623644006616	0.322837586956521	2.3130641153723324	0.5657374823310862	0.0595152441423463	9.505757566548443	1.9859715338515e-21	0.9151364089663474	0.3437203285362376	2.662444822113182	0.007757528706344835	1.0184628405645911e-20	36.26117357360317	2.0	94.48445871190467	0.2698199252441705	True	False	True	[('TCGA', 1.0224623644006616, 0.10394923917225375), ('GSE27155', 0.322837586956521, 0.07296127431361268), ('GSE126698', 2.3130641153723324, 0.7210151553245238)]	0.04643116881821851
SYNPO	3	TCGA,GSE27155,GSE126698	0.8321818527621794	0.3229675434782599	0.4957569330872076	0.5667588074289774	0.04698329402423041	12.062985773979285	1.65666114835438e-33	0.5644486604748826	0.2264385099670471	2.4927237887099025	0.012676741750394106	4.249359153235915e-25	29.037177061912626	2.0	93.1122781125189	0.11712394138447582	True	False	True	[('TCGA', 0.8321818527621794, 0.06815637936197498), ('GSE27155', 0.3229675434782599, 0.065513893348971), ('GSE126698', 0.4957569330872076, 0.4585421374148529)]	0.06852922967631783
DDOST	3	TCGA,GSE27155,GSE126698	-0.1855212827003471	-0.0470688913043471	-0.0076393525638094	-0.0989408748700994	0.02363370772299224	-4.186430501289647	2.8337564712838682e-05	-0.10354285450300617	0.06113618889507202	-1.6936426096287531	0.09033321605127316	0.002292032121036252	8.26825786338034	2.0	75.81110757493559	0.0071025494753849195	True	False	False	[('TCGA', -0.1855212827003471, 0.0383480827721411), ('GSE27155', -0.0470688913043471, 0.03045894769570178), ('GSE126698', -0.0076393525638094, 0.1755257410089306)]	0.26582573170478263
MSI2	2	TCGA,GSE126698	0.2126539057467305		0.0990200417207765	0.21001632988900465	0.053259016315129575	3.94330095483465	8.03676972176324e-05	0.21001632988900465	0.053259016315129575	3.94330095483465	8.03676972176324e-05	0.0018832502655049725	0.10321127262704372	1.0	0.0	0.0	True	False	False	[('TCGA', 0.2126539057467305, 0.05388809118056974), ('GSE126698', 0.0990200417207765, 0.34957836654156016)]	0.000918830687592633
NDRG1	3	TCGA,GSE27155,GSE126698	0.3244608517894347	0.1506359347826094	-0.3982750123397975	0.21646767942771475	0.03189608910353433	6.786652706075131	1.1476502248731577e-11	0.2107048425980947	0.09009283468795086	2.338752502659067	0.019348246198289325	1.209856740013762e-09	9.029031875967494	2.0	77.84923093113244	0.01476480217765217	False	False	True	[('TCGA', 0.3244608517894347, 0.05073412424126208), ('GSE27155', 0.1506359347826094, 0.04119437381644976), ('GSE126698', -0.3982750123397975, 0.4408821587264364)]	0.0938202507961553
FNDC1	2	TCGA,GSE126698	-0.1957660838900965		0.1101448458268246	-0.18882720416192267	0.170642294556768	-1.1065674231138813	0.2684809984726533	-0.18882720416192267	0.170642294556768	-1.1065674231138813	0.2684809984726533	0.6526989148742914	0.07124371944019597	1.0	0.0	0.0	False	False	False	[('TCGA', -0.1957660838900965, 0.17261116532759063), ('GSE126698', 0.1101448458268246, 1.133025017379214)]	0.5123943132798587
ARPC2	3	TCGA,GSE27155,GSE126698	0.4223468976444708	0.0737280652173923	1.0130911203509232	0.23724381672313072	0.026069918305205136	9.100289994992522	9.009095322709494e-20	0.38588120352393285	0.16625197610111223	2.3210623571129467	0.020283478629801604	1.5433882175837895e-18	50.91169155558027	2.0	96.07162924882078	0.0660761809244703	True	False	True	[('TCGA', 0.4223468976444708, 0.038949720203768586), ('GSE27155', 0.0737280652173923, 0.035339603730553275), ('GSE126698', 1.0130911203509232, 0.29497987926709773)]	0.0974023124627897
