threshold	tp	fp	tn	fn	sens	spec	nb_model	nb_treat_all	nb_treat_none
0.05	45	18	2	1	0.9782608695652174	0.1	0.6674641148325359	0.6810207336523126	0.0
0.060000000000000005	45	18	2	1	0.9782608695652174	0.1	0.6644100580270793	0.6776273372018053	0.0
0.07	45	18	2	1	0.9782608695652174	0.1	0.6612903225806451	0.6741609644835451	0.0
0.08000000000000002	45	18	2	1	0.9782608695652174	0.1	0.658102766798419	0.6706192358366272	0.0
0.09000000000000001	45	18	2	1	0.9782608695652174	0.1	0.6548451548451548	0.6669996669996671	0.0
0.1	45	18	2	1	0.9782608695652174	0.1	0.6515151515151515	0.6632996632996634	0.0
0.11000000000000001	45	18	2	1	0.9782608695652174	0.1	0.6481103166496425	0.6595165134490978	0.0
0.12000000000000001	45	18	2	1	0.9782608695652174	0.1	0.6446280991735537	0.6556473829201103	0.0
0.13	45	18	2	1	0.9782608695652174	0.1	0.6410658307210031	0.6516893068617207	0.0
0.14	45	18	2	1	0.9782608695652174	0.1	0.6374207188160677	0.6476391825229035	0.0
0.15000000000000002	45	18	2	1	0.9782608695652174	0.1	0.6336898395721925	0.64349376114082	0.0
0.16000000000000003	45	18	2	1	0.9782608695652174	0.1	0.6298701298701298	0.6392496392496393	0.0
0.17000000000000004	45	15	5	1	0.9782608695652174	0.25	0.6352683461117196	0.6349032493610808	0.0
0.18000000000000005	45	15	5	1	0.9782608695652174	0.25	0.6319290465631928	0.6304508499630451	0.0
0.19	45	15	5	1	0.9782608695652174	0.25	0.6285072951739618	0.6258885147774037	0.0
0.2	45	15	5	1	0.9782608695652174	0.25	0.625	0.6212121212121213	0.0
0.21000000000000002	45	13	7	1	0.9782608695652174	0.35	0.6294591484464902	0.6164173379363254	0.0
0.22000000000000003	45	13	7	1	0.9782608695652174	0.35	0.6262626262626262	0.6114996114996115	0.0
0.23000000000000004	45	12	8	1	0.9782608695652174	0.4	0.627508854781582	0.6064541519086974	0.0
0.24000000000000005	45	12	8	1	0.9782608695652174	0.4	0.6244019138755981	0.6012759170653907	0.0
0.25000000000000006	45	12	8	1	0.9782608695652174	0.4	0.6212121212121211	0.595959595959596	0.0
0.26000000000000006	44	12	8	2	0.9565217391304348	0.4	0.6027846027846028	0.5904995904995906	0.0
0.27	44	12	8	2	0.9565217391304348	0.4	0.5994188459941884	0.5848899958489	0.0
0.28	44	12	8	2	0.9565217391304348	0.4	0.5959595959595959	0.5791245791245792	0.0
0.29000000000000004	44	12	8	2	0.9565217391304348	0.4	0.5924029022620572	0.5731967562953479	0.0
0.30000000000000004	44	12	8	2	0.9565217391304348	0.4	0.5887445887445887	0.5670995670995671	0.0
0.31000000000000005	44	12	8	2	0.9565217391304348	0.4	0.5849802371541502	0.5608256477821696	0.0
0.32000000000000006	44	12	8	2	0.9565217391304348	0.4	0.5811051693404634	0.554367201426025	0.0
0.33	44	12	8	2	0.9565217391304348	0.4	0.5771144278606964	0.5477159656264134	0.0
0.34	43	12	8	3	0.9347826086956522	0.4	0.5578512396694214	0.5408631772268137	0.0
0.35000000000000003	43	12	8	3	0.9347826086956522	0.4	0.5536130536130536	0.5337995337995338	0.0
0.36000000000000004	43	12	8	3	0.9347826086956522	0.4	0.5492424242424242	0.5265151515151516	0.0
0.37000000000000005	43	12	8	3	0.9347826086956522	0.4	0.5447330447330447	0.518999518999519	0.0
0.38000000000000006	43	12	8	3	0.9347826086956522	0.4	0.5400782013685239	0.5112414467253177	0.0
0.39000000000000007	43	12	8	3	0.9347826086956522	0.4	0.5352707401887729	0.5032290114257327	0.0
0.4000000000000001	43	12	8	3	0.9347826086956522	0.4	0.5303030303030303	0.4949494949494949	0.0
0.4100000000000001	43	12	8	3	0.9347826086956522	0.4	0.5251669234720081	0.4863893168977914	0.0
0.42000000000000004	43	12	8	3	0.9347826086956522	0.4	0.5198537095088819	0.477533960292581	0.0
0.43000000000000005	43	12	8	3	0.9347826086956522	0.4	0.5143540669856459	0.46836788942052104	0.0
0.44000000000000006	43	12	8	3	0.9347826086956522	0.4	0.5086580086580086	0.4588744588744589	0.0
0.45000000000000007	42	12	8	4	0.9130434782608695	0.4	0.4876033057851239	0.4490358126721763	0.0
0.4600000000000001	42	12	8	4	0.9130434782608695	0.4	0.4814814814814814	0.4388327721661055	0.0
0.4700000000000001	42	12	8	4	0.9130434782608695	0.4	0.47512864493996565	0.4282447112635792	0.0
0.4800000000000001	42	12	8	4	0.9130434782608695	0.4	0.46853146853146843	0.4172494172494172	0.0
0.49000000000000005	42	12	8	4	0.9130434782608695	0.4	0.46167557932263814	0.40582293523470003	0.0
0.5000000000000001	36	10	10	10	0.782608695652174	0.5	0.3939393939393938	0.3939393939393939	0.0
