sample_id	molecular_subtype	T_cell_total	CD8_cytotoxic	Treg	Macrophage_M1	Macrophage_M2	NK_cell	B_cell	Checkpoint_exhaustion	IFN_gamma_response
TCGA-DJ-A2Q6-01A	BRAF_like	0.3488243341859526	-0.07523156039174744	0.4571839033258568	0.38759148346173583	0.29590057957288435	-0.4921422157634604	0.04638453514573232	0.23683114606738856	0.21711046969548062
TCGA-FK-A3SE-01A	BRAF_like	-1.08450081417649	-0.9059424735780851	-0.652107934584865	0.6202601209839028	-0.22576922302600932	-1.044917499738086	-0.6538962765906672	-0.6920783283713808	-0.5992115160701087
TCGA-DJ-A2QA-01A	BRAF_like	-0.22760194116844384	0.1762509210754336	-0.7857120094924027	-0.3229218235855876	-0.4037901275993878	-0.4713169910180377	-0.38554072775265247	-0.8224864137972073	-0.4782903528308234
TCGA-FY-A2QD-01A	BRAF_like	-1.1906866428815264	-1.1857359170916604	-1.075644879138586	-0.8603897551160927	-1.2102550110518187	-0.9331840506927392	-0.43023066069201904	-1.2005699566881554	-0.8461589807166817
TCGA-EL-A3GR-01A	BRAF_like	-0.52935310698803	-0.5965300169232818	-0.030678182494795467	1.1191856059945737	0.799621346055169	-0.5538772960584168	-0.45990300058948375	-0.2742530805255203	-0.39727345589838875
TCGA-EL-A3T7-01A	BRAF_like	-0.8816302558757204	-0.27567173965392827	-0.41326379866013035	0.08807749248796333	0.6939673172930942	-0.5288091115809485	-0.6646904830346297	-0.48912607605658004	-0.5791025754865788
TCGA-EL-A3T7-11A	BRAF_like	-0.4734319167577448	-0.55815441331686	-0.8559221092992455	-0.028507925363151294	-0.5465080666111545	-0.11900504456652658	-0.6231857509586312	-0.797496940505292	-0.804402559620617
TCGA-FE-A230-01A	BRAF_like	0.928088367160524	0.6378653380203215	0.38155258858758445	0.3313646808178521	0.02786408253357352	0.6768944378097835	0.5707347065996011	0.9190848690404806	1.6212689596117045
TCGA-EM-A3FO-01A	BRAF_like	-1.2630037809830792	-0.39530303535201217	-0.7254159528170422	-0.5264709104489013	-0.1456821017390607	-1.4280928488514582	-0.6368425372811435	-0.7292820637768066	-0.8100798119456353
TCGA-DJ-A3VB-01A	BRAF_like	0.2742911346402056	0.45903310928763963	0.9320490357451241	-0.36808544090307455	-0.10790787698353106	0.2576783928241373	-0.5132433780890997	0.5871030610315024	0.34778089764276504
