k_removed	mean_auc	auc_lo	auc_hi	n_features	removed_genes
0	0.9924511959578256	0.9844783647402007	0.9987461797209689	55	
3	0.9910006754774158	0.9812600593248374	0.9985700890764182	52	MET,KLK10,DUSP5
5	0.990234843979782	0.979540271562045	0.9981465890682722	50	MET,KLK10,DUSP5,SLC5A8,DIO1
10	0.9843969908176765	0.970720635147627	0.9949872915233084	45	MET,KLK10,DUSP5,SLC5A8,DIO1,TPO,DUSP6,LOX,DIO2,HLA-DRA
15	0.9812435004285571	0.9662099811046269	0.9928081929266523	40	MET,KLK10,DUSP5,SLC5A8,DIO1,TPO,DUSP6,LOX,DIO2,HLA-DRA,CDKN2B,SLC26A4,FOXP3,DUSP4,TG
20	0.978693445554241	0.9642337888042626	0.9901124102305766	35	MET,KLK10,DUSP5,SLC5A8,DIO1,TPO,DUSP6,LOX,DIO2,HLA-DRA,CDKN2B,SLC26A4,FOXP3,DUSP4,TG,DUOX2,CD274,IYD,MMP9,PAX8
25	0.9599230322366727	0.9371157587023979	0.9795654223056991	30	MET,KLK10,DUSP5,SLC5A8,DIO1,TPO,DUSP6,LOX,DIO2,HLA-DRA,CDKN2B,SLC26A4,FOXP3,DUSP4,TG,DUOX2,CD274,IYD,MMP9,PAX8,FOSL1,PIK3CA,DUOX1,CDKN2A,CTNNB1
30	0.8953218094410342	0.854585306578532	0.9331983795372567	25	MET,KLK10,DUSP5,SLC5A8,DIO1,TPO,DUSP6,LOX,DIO2,HLA-DRA,CDKN2B,SLC26A4,FOXP3,DUSP4,TG,DUOX2,CD274,IYD,MMP9,PAX8,FOSL1,PIK3CA,DUOX1,CDKN2A,CTNNB1,ETV4,SPRY4,FOXE1,MSH2,CDH1
