target	mode	evaluation	pooled_rho	pooled_p	stage_centered_rho	stage_centered_p	n
DM1_like_score	raw_smoothed	leave_one_stage_out	0.3353010994847072	6.330383572620952e-85	0.4011883192136638	4.7913925076007015e-124	3200
DM1_like_score	coord_qc_residual_target	leave_one_stage_out	0.1404554510942823	1.4415396886893411e-15	0.17000834484944768	3.5284521480213286e-22	3200
TDS_like_score	raw_smoothed	leave_one_stage_out	0.32177145986640776	5.496798112755323e-78	0.3768688913017209	1.5639466154684245e-108	3200
TDS_like_score	coord_qc_residual_target	leave_one_stage_out	0.13654064626861778	8.679591393538909e-15	0.15591032980081343	7.283854591107276e-19	3200
MAPK_output_score	raw_smoothed	leave_one_stage_out	0.29524446979000935	2.197190569734838e-65	0.278523837638242	4.240144299265017e-58	3200
MAPK_output_score	coord_qc_residual_target	leave_one_stage_out	0.061163841910531425	0.0005364981346501389	0.07143371522790187	5.243720001903828e-05	3200
