cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell,T cell
IL2,IL2RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB2,CTSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24761685413348586,0.14509005753757376,0.1393388800200449,0.410896539967185,0.15109350388849313,0.0,0.26176824037891283,0.1592414437830007,0.15349026626547185,0.42504792621261195,0.16524489013392007,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,CTSL,0.0,1.7419377395084925,1.6394109429125805,1.6336597653950515,1.9052174253421916,1.6454143892634998,0.0,0.8768715177263533,0.7743447211304412,0.7685935436129123,1.0401512035600524,0.7803481674813606,0.0,1.0194541852295023,0.9169273886335901,0.9111762111160613,1.1827338710632014,0.9229308349845096,0.0,0.6790469331087148,0.5765201365128027,0.5707689589952738,0.8423266189424139,0.5825235828637221,0.0,1.4996689983776637,1.3971422017817516,1.3913910242642227,1.6629486842113628,1.403145648132671,0.0,0.7283638296189247,0.6258370330230125,0.6200858555054837,0.8916435154526238,0.6318404793739318
IL1RN,IL1R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15761028603359548,0.022423331598499754,0.029837901674059197,0.04543696926207149,0.0,0.0,0.20122330073724715,0.0660363463021514,0.07345091637771084,0.08904998396572314,0.0,0.0,0.1581861290064725,0.022999174571376773,0.030413744646936212,0.046012812234948505,0.0
IL1B,IL1R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14544673449543105,0.010259780060335337,0.01767435013589478,0.03327341772390707,0.0,0.0,0.1424937917995652,0.007306837364469462,0.014721407440028903,0.030320475028041197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS1,SHH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHH,GAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,IL1R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLL1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418205017545616,0.5035097815151948,0.16856453289468604,0.21559992206737116,0.1692704073131979,0.1214025670984184,0.7321806702769245,0.4938699500375577,0.15892470141704892,0.20596009058973405,0.15963057583556078,0.11176273562078128,0.7353064125044304,0.4969956922650636,0.16205044364455487,0.20908583281724,0.16275631806306673,0.11488847784828722,0.0,0.0,0.0,0.0,0.0,0.0
DLL4,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35598416955595513,0.025575761814194034,0.06359118570990886,0.01850680970057099,0.04132515277336792,0.0,0.37499321274973385,0.04458480500797273,0.08260022890368757,0.03751585289434969,0.06033419596714662,0.0,0.36804271371741043,0.03763430597564933,0.07564972987136416,0.030565353862026284,0.05338369693482321,0.0,0.3542257617820393,0.023817354040278182,0.06183277793599301,0.016748401926655138,0.03956674499945207
IL13,IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL24,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,FGFR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14578644793675127,0.08954418998166738,0.16863652668572893,0.11438519017083074,0.0,0.0,0.06847986390161596,0.012237605946532077,0.09132994265059362,0.03707860613569543,0.0,0.0,0.11461944642819857,0.05837718847311468,0.13746952517717623,0.08321818866227804,0.0,0.0,0.09872054186734286,0.042478283912258975,0.12157062061632051,0.06731928410142232,0.0
IL22,IL22RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,ACKR4,0.0,0.0,0.8226858968715591,0.8129730373620987,0.8279588013364557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6512076964818809,0.6414948369724205,0.6564806009467775,0.0,0.0,0.0,0.07594661293211746,0.06623375342265704,0.08121951739701411,0.0,0.0,0.0,0.6231012046778084,0.613388345168348,0.628374109142705,0.0,0.0,0.0,0.2315770415373639,0.22186418202790348,0.23684994600226056,0.0
CCL21,ACKR4,0.0,0.0,1.2487369770984573,1.2390241175889969,1.254009881563354,0.0,0.0,0.0,0.51115708643858,0.5014442269291196,0.5164299909034766,0.0,0.0,0.0,0.5360305194395134,0.526317659930053,0.54130342390441,0.0,0.0,0.0,0.07248990045691867,0.06277704094745824,0.07776280492181531,0.0,0.0,0.0,0.27138922668566695,0.2616763671762065,0.2766621311505636,0.0,0.0,0.0,0.18865632096012389,0.17894346145066348,0.19392922542502056,0.0
ADM,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3857684607691828,0.08830637050919743,0.06470980174045428,0.07753808204579922,0.08996889282204279,0.0,0.39053253840350255,0.09307044814351721,0.06947387937477406,0.082302159680119,0.09473297045636257,0.0,0.37121008213301354,0.07374799187302816,0.05015142310428501,0.06297970340962995,0.07541051418587352,0.0,0.0,0.0,0.0,0.0,0.0
ADM,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4205054176380356,0.7050445892656253,0.195175507939963,0.13501002574459614,0.21874185046643693,0.12542227956229382,1.4252694952723555,0.7098086668999452,0.19993958557428276,0.1397741033789159,0.2235059281007567,0.1301863571966136,1.4059470390018665,0.690486210629456,0.1806171293037937,0.12045164710842687,0.20418347183026764,0.11086390092612454,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3649430346074599,0.06748094434747455,0.04388437557873139,0.056712655884076334,0.06914346666031991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3996799914763127,0.6842191631039024,0.1743500817782401,0.11418459958287326,0.19791642430471404,0.10459685340057093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647373930952014,0.06727530283521604,0.043678734066472893,0.056507014371817835,0.0689378251480614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3994743499640543,0.684013521591644,0.1741444402659816,0.11397895807061476,0.19771078279245555,0.10439121188831242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5779077542354782,0.5055492481690197,0.2356785159991927,0.11693840810889426,0.3217269381832255,0.09691022000377218,0.5826718318697981,0.5103133258033395,0.24044259363351247,0.12170248574321404,0.32649101581754525,0.10167429763809196,0.563349375599309,0.4909908695328505,0.2211201373630234,0.102380029472725,0.30716855954705624,0.08235184136760292,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5570823280737554,0.48472382200729686,0.2148530898374698,0.09611298194717138,0.3009015120215026,0.0760847938420493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568766865614969,0.48451818049503836,0.21464744832521132,0.09590734043491288,0.3006958705092441,0.0758791523297908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APELA,APLNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5534085823024846,0.16255265824658963,0.07442781648543963,0.15361299898622663,0.07542935776925498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09402472719031145,0.0,0.0,0.0,0.0,0.0,0.06533939741874979,0.0,0.0,0.0,0.0,0.0,0.012357236714583195,0.0,0.0,0.0,0.0,0.0,0.07897063997272238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02189330182574545,0.0,0.0,0.0,0.0,0.0,0.004715401806411068,0.0,0.0,0.0,0.0,0.0,0.032777462732785693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012131182065450524,0.008227402392176817,0.019963239796996695,0.0,0.0,0.0,0.009015970379219793,0.005112190705946087,0.016848028110765967,0.0,0.0,0.0,0.017340966395811713,0.013437186722538005,0.025173024127357883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,CCR7,0.0,0.0,0.8331189512248978,0.8136479221805729,0.8546490810419384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6616407508352196,0.6421697217908947,0.6831708806522602,0.0,0.0,0.0,0.08637966728545611,0.06690863824113123,0.10790979710249674,0.0,0.0,0.0,0.633534259031147,0.6140632299868222,0.6550643888481876,0.0,0.0,0.0,0.24201009589070255,0.22253906684637767,0.26354022570774316,0.0
CCL21,CCR7,0.0,0.0,1.259170031451796,1.239699002407471,1.2807001612688367,0.0,0.0,0.0,0.5215901407919187,0.5021191117475938,0.5431202706089593,0.0,0.0,0.0,0.546463573792852,0.5269925447485272,0.5679937036098927,0.0,0.0,0.0,0.08292295481025731,0.06345192576593243,0.10445308462729794,0.0,0.0,0.0,0.2818222810390056,0.26235125199468073,0.3033524108560462,0.0,0.0,0.0,0.19908937531346255,0.17961834626913767,0.22061950513050316,0.0
SAA1,FPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631946786819213,0.3591113298212825,0.0,0.36916549886478567,0.0,0.0,0.028705731247780825,0.024622382387142053,0.0,0.034676551430645186,0.0,0.0,0.11956552748850449,0.11548217862786572,0.0,0.12553634767136884,0.0,0.0,0.21336603956354844,0.20928269070290967,0.0,0.2193368597464128
RSPO3,LGR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMU,NMUR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06397504715555644,0.06459302349272625,0.07710674980230499,0.0,0.0,0.0,0.011111225947797537,0.011729202284967351,0.024242928594546097,0.0,0.0,0.0,0.15638391137872032,0.15700188771589013,0.16951561402546889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,HMOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34370708366487523,0.08825550086589577,0.5948674509456555,0.0628507651362204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,LGMN,0.0,1.7196892074176244,1.6140367690339146,1.58387481963974,1.8170395064772222,1.5385889681902798,0.0,0.854622985635485,0.7489705472517753,0.7188085978576007,0.9519732846950828,0.6735227464081406,0.0,0.997205653138634,0.8915532147549242,0.8613912653607496,1.0945559521982318,0.8161054139112895,0.0,0.6567984010178465,0.5511459626341367,0.5209840132399621,0.7541487000774443,0.47569816179050206,0.0,1.4774204662867956,1.3717680279030857,1.3416060785089112,1.5747707653463934,1.296320227059451,0.0,0.7061152975280564,0.6004628591443466,0.570300909750172,0.8034655965876542,0.5250150583007119
HLA-DRB5,LGMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829119115811412,0.17725947319743146,0.14709752380325686,0.38026221064073895,0.10181167235379673,0.0,0.2467433339596539,0.14109089557594415,0.11092894618176957,0.34409363301925167,0.06564309473230943,0.0,0.3248531497211982,0.21920071133748847,0.18903876194331387,0.42220344878079596,0.14375291049385375,0.0,0.24530526910509384,0.13965283072138407,0.1094908813272095,0.3426555681646916,0.06420502987774936
HLA-DQA2,LGMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33996510533033536,0.23431266694662561,0.20415071755245104,0.43731540438993316,0.1588648661029909,0.0,0.270049492684657,0.16439705430094723,0.13423510490677265,0.36739979174425474,0.0889492534573125,0.0,0.4214693159238438,0.31581687754013404,0.28565492814595944,0.5188196149834415,0.24036907669649932,0.0,0.26260124522370176,0.15694880683999202,0.12678685744581744,0.35995154428329956,0.08150100599635732
HLA-DRB1,LGMN,0.0,0.9003727010318211,0.7947202626481114,0.7645583132539367,0.9977230000914189,0.7192724618044767,0.0,0.9589269416672843,0.8532745032835746,0.8231125538894,1.0562772407268821,0.7778267024399399,0.0,0.849331530735401,0.7436790923516913,0.7135171429575167,0.9466818297949988,0.6682312915080566,0.0,0.5663314694019006,0.46067903101819085,0.4305170816240163,0.6636817684614984,0.3852312301745562,0.0,1.4942154479504828,1.388563009566773,1.3584010601725984,1.5915657470100806,1.3131152087231381,0.0,0.5160161513786812,0.4103637129949714,0.3802017636007968,0.613366450438279,0.33491591215133665
HLA-DQB2,LGMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253683220426176,0.11971588365890785,0.08955393426473328,0.3227186211022154,0.04426808281527314,0.0,0.23951970828804459,0.1338672699043348,0.10370532051016024,0.33687000734764233,0.0584194690607001,0.0,0.0,0.0,0.0,0.0,0.0
LAMA3,ITGA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13215711560662424,0.042145534691561654,0.06482339646257226,0.042600203249575946,0.0,0.0,0.1181778442077353,0.02816626329267273,0.05084412506368334,0.028620931850687023,0.0,0.0,0.13299020684153812,0.04297862592647555,0.06565648769748617,0.04343329448448984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024889675249536353,0.030344915094635258,0.03866769106638555,0.021852705760696763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.8425273043768746,0.5587380613599505,1.0653632858397286,0.6626154348891309,0.9263841453052702,0.6145883814080969,0.6938340721360172,0.41004482911909307,0.9166700535988712,0.5139222026482735,0.7776909130644128,0.46589514916723945,0.6811410456039734,0.3973518025870493,0.9039770270668274,0.5012291761162296,0.764997886532369,0.45320212263519566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGA,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5995287461931925,0.4671359395269546,0.07003800385448349,0.0973844706266602,0.11284826938129836,0.1114899635532556,0.7754376774524372,0.6430448707861992,0.24594693511372814,0.27329340188590484,0.288757200640543,0.28739889481250025,0.6100474569881171,0.47765465032187915,0.08055671464940807,0.10790318142158478,0.12336698017622294,0.12200867434818019,0.5807096167044206,0.44831681003818263,0.05121887436571153,0.07856534113788824,0.0940291398925264,0.09267083406448365
PLAUR,PLAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13634310367800898,0.09864228556912587,0.07934933663849045,0.1143222174856633,0.0,0.0,0.11136589003599771,0.0736650719271146,0.05437212299647917,0.08934500384365204,0.0,0.0,0.17264453555109505,0.13494371744221195,0.11565076851157652,0.1506236493587494,0.0,0.0,0.10658954289052393,0.06888872478164082,0.04959577585100539,0.08456865669817826,0.0
OSM,LIFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14147387097047526,0.02323538596738304,0.016491319125359515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06507843206206479,0.0705336719071637,0.07885644787891398,0.062041462573225195,0.0,0.0,0.24098736332130943,0.24644260316640834,0.2547653791381586,0.23795039383246985,0.0,0.0,0.07559714285698937,0.08105238270208828,0.08937515867383856,0.07256017336814978,0.0,0.0,0.04625930257329283,0.05171454241839173,0.06003731839014202,0.04322233308445324
KDR,VEGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06507843206206479,0.24098736332130943,0.07559714285698937,0.04625930257329283,0.0,0.0,0.0705336719071637,0.24644260316640834,0.08105238270208828,0.05171454241839173,0.0,0.0,0.07885644787891398,0.2547653791381586,0.08937515867383856,0.06003731839014202,0.0,0.0,0.062041462573225195,0.23795039383246985,0.07256017336814978,0.04322233308445324
HLA-G,CD160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007154219480147566,0.0,0.0,0.0,0.0,0.0,0.005753170655893513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN1,EDNRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3990466430210479,0.4253924819777847,0.42134614113279456,0.0,0.0,0.0,0.030635652293163132,0.05698149124989988,0.05293515040490976,0.0,0.0,0.0,0.015038706087233851,0.0413845450439706,0.03733820419898047,0.0,0.0,0.0,0.022689064028801817,0.049034902985538566,0.044988562140548444,0.0,0.0,0.0,0.053940485167042015,0.08028632412377876,0.07623998327878864,0.0
