cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell,T cell
CCL2,CCR7,,,,,,,,,,,,,,,0.0,,0.0,,,,0.022,,0.004,,,,0.0,,0.0,,,,0.0,,0.0,
CCL26,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR6,,,,,,,,,,,,,,,,,,,,,,0.498,0.098,,,,,0.066,0.032,,,,,,,
CCL8,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,PDGFRB,,,,,,,,,,,,,,0.034,0.0,0.0,0.118,0.014,,,,,,,,0.064,0.016,0.018,0.322,0.112,,0.066,0.03,0.034,0.496,0.23
CCL17,CXCR6,,,,,,,,,,,0.07,0.062,,,,,0.0,0.0,,,,,0.058,0.0,,,,,0.002,0.0,,,,,,
CXCL12,MMP9,,,,,,,,,,0.012,0.002,,,,,0.0,0.0,,,,,1.0,0.0,,,,,0.142,0.0,,,,,0.028,0.0,
CXCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT1,,,,,,,,,,,,,0.01,0.0,0.358,0.004,0.034,0.014,0.018,0.0,0.996,0.974,0.26,0.228,0.01,0.0,0.336,0.052,0.06,0.028,0.02,0.0,0.958,0.522,0.296,0.26
IL13,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR6,,,,,,,,,,,,,,,,0.048,0.022,,,,,1.0,0.14,,,,,0.002,0.0,,,,,0.01,0.006,
HLA-G,KLRC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FGFR2,,,,,,,,,,,,,,0.348,,0.0,0.706,,,0.558,,0.0,0.986,,,0.344,,0.028,0.628,,,0.55,,0.33,0.97,
CCL3,CCR6,,,,,,,,,,,,,,,,0.056,0.03,,,,,0.998,0.124,,,,,0.044,0.022,,,,,0.066,0.016,
IFNG,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL6,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.068,,,,,,,
CCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,ADAMTS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,HMOX1,,,,,,,,,,,,,,,0.0,1.0,0.0,0.966,,,0.0,1.0,0.0,0.96,,,0.0,1.0,0.0,0.988,,,,,,
CCL8,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,INSR,,,,,,,,,,,,,,0.602,1.0,0.0,1.0,1.0,,,,,,,,0.538,1.0,0.0,1.0,1.0,,,,,,
CCL3L1,CCR7,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.02,,0.0,,,,,,,
DKK1,LRP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,KDR,,,,,,,,,,,,,,,0.03,0.0,0.03,0.092,,,0.822,0.974,0.29,0.792,,,0.08,0.046,0.048,0.116,,,0.658,0.512,0.338,0.67
CXCL6,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR6,,,,,,,,,,,,,,,,0.004,0.022,,,,,,,,,,,0.118,0.046,,,,,,,
CCL7,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,0.0,0.022,0.516,,,,,,,
THBS1,ITGB6,,,,,,,,,,0.002,0.002,,,,,0.0,0.0,,,,,1.0,0.458,,,,,0.146,0.098,,,,,0.0,0.0,
PRSS1,PRSS2,,,,,,,,,,,,,,,,,,,,,,0.0,0.95,0.83,,,,,,,,,,,,
IL17F,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,CDH5,,,,,,,,,,,,,,0.02,1.0,1.0,1.0,,,0.002,0.382,0.0,0.862,,,0.032,1.0,1.0,1.0,,,0.036,1.0,1.0,1.0,
THBS4,ITGB6,,,,,,,,,,,,,,,,0.0,0.008,,,,,,,,,,,0.164,0.152,,,,,,,
TNF,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCR6,,,,,,,,,,,0.086,0.078,,,,,0.0,0.0,,,,,0.152,0.056,,,,,0.0,0.0,,,,,0.0,0.0
CCL18,CCR7,,,,,,,,,,,,,,,0.052,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.324,,0.068,
IL2,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN1,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR6,,,,0.008,0.006,,,,,0.02,0.012,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.004,0.0,,,,,0.016,0.004,
CXCL10,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPP1,ITGA6,,,,,,,,,,,,,,0.106,0.816,0.158,0.654,,,0.122,0.994,0.776,0.854,,,0.002,0.0,0.0,0.0,,,,,,,
CXCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGB6,,,,0.05,0.05,,,,,0.0,0.0,,,,,0.0,0.0,,,,,1.0,0.378,,,,,0.0,0.0,,,,,1.0,0.982,
EDN1,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,VCAM1,,,,,,,,,,,,,,,1.0,,1.0,,,,0.0,,0.01,,,,1.0,,1.0,,,,1.0,,1.0,
S100B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR7,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.018,,0.0,,,,,,,
CD40LG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CXCR6,,,,,,,,,,,,,,,,,0.054,0.03,,,,,0.038,0.0,,,,,0.082,0.068,,,,,0.998,0.998
IFNG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCL12,,,,,,,,0.014,0.014,0.122,0.066,0.05,,0.002,0.0,0.0,0.002,0.0,,0.014,0.0,1.0,0.206,0.034,,0.002,0.0,0.0,0.0,0.0,,0.004,0.0,0.016,0.014,0.002
IL10,DCN,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,1.0,0.0,0.0,,,,,,
CXCL8,CXCR6,,,,,,,,,,,,,,,,,0.036,0.0,,,,,,,,,,,0.018,0.002,,,,,,
EDN1,MCAM,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.012,0.566,0.038,0.812,0.208,,0.012,0.956,0.902,0.944,0.49,,0.01,0.722,0.292,0.868,0.344,,0.01,0.094,0.006,0.47,0.038
IL1B,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,PLAUR,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,WIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGFBP3,MMP14,,,,,,,,0.002,0.0,0.0,0.0,0.0,,0.304,0.006,1.0,0.528,0.814,,0.188,0.0,0.998,0.088,0.144,,0.332,0.058,0.936,0.486,0.678,,0.174,0.0,0.344,0.092,0.136
THBS2,ITGB6,,,,0.104,0.1,,,,,0.302,0.274,,,,,0.0,0.0,,,,,1.0,0.768,,,,,0.014,0.006,,,,,0.0,0.0,
CCL23,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,,,,,,
SPP1,PLAU,,,,,,,,,,,,,,0.11,0.04,0.242,0.04,,,0.158,0.056,1.0,0.072,,,0.004,0.0,0.0,0.0,,,,,,,
VEGFA,FLT4,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,0.184,0.0,0.0,0.306,,,0.994,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,
LAMA4,ITGB6,,,,0.016,0.014,,,,,0.39,0.338,,,,,0.0,0.002,,,,,0.906,0.232,,,,,0.424,0.298,,,,,0.066,0.072,
CCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR6,,,,0.036,0.034,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,,0.0,0.0,
IL1A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPBP,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,GZMB,,,,,,,,,0.008,0.012,0.004,,,,0.0,0.0,0.0,,,,0.428,1.0,0.006,,,,0.088,0.144,0.02,,,,0.01,0.028,0.002,
IGF1,PDGFRA,,,,,,,,,,,,,,,0.0,0.004,0.002,0.002,,,0.0,1.0,0.044,0.066,,,0.0,0.08,0.01,0.01,,,0.002,0.662,0.068,0.126
IFNG,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CHI3L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR7,,,,,,,,,0.078,,0.052,,,,0.0,,0.0,,,,0.018,,0.002,,,,0.0,,0.0,,,,0.0,,0.0,
IFNG,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,VEGFA,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,,,1.0,0.0,1.0,1.0,,,1.0,0.016,0.998,1.0,,,1.0,0.152,1.0,1.0
CCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,PLAU,,,,,,,,,,,,,,0.04,0.0,0.0,0.0,,,,,,,,,0.066,0.008,0.018,0.008,,,0.078,0.006,0.032,0.016,
CCL5,TNFRSF4,,,,,,,,,0.082,0.108,0.016,,,,0.0,0.0,0.0,,,,0.264,1.0,0.0,,,,0.0,0.0,0.0,,,,0.002,0.006,0.0,
IL6,KDR,,,,,,,,,,,,,,,0.122,0.006,0.09,0.308,,,,,,,,,0.02,0.006,0.032,0.096,,,,,,
IFNG,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCN,VEGFA,,,,,,,,,0.592,0.278,0.582,0.624,,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,0.006,0.0,0.01,0.01,,,0.196,0.0,0.212,0.328
IL1B,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.028,,,,,,,
THBS4,ITGA6,,,,,,,,,,,,,,0.064,0.088,0.0,0.206,,,,,,,,,0.114,0.89,0.172,0.662,,,,,,,
TNF,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CCR7,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,
CXCL3,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100A8,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,F3,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,1.0,1.0,0.882,,,,0.16,0.036,0.068,,,,0.0,0.0,0.002,
IL6,CXCL12,,,,,,,,,,,,,,0.008,0.0,0.102,0.074,0.006,,,,,,,,0.004,0.0,0.026,0.034,0.002,,,,,,
CCL21,CXCR6,,,,,0.006,0.006,,,,,0.014,0.012,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.002,0.0,,,,,0.006,0.004
CCL14,CXCR6,,,,,,,,,,,0.11,0.102,,,,,0.09,0.03,,,,,0.054,0.0,,,,,0.01,0.008,,,,,0.626,0.494
CCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CCR7,,,,,,,,,0.006,,0.004,,,,0.0,,0.0,,,,0.012,,0.002,,,,0.056,,0.02,,,,0.004,,0.002,
CCL17,CCR7,,,,,,,,,0.068,,0.042,,,,0.0,,0.0,,,,0.0,,0.002,,,,0.0,,0.0,,,,,,,
CCL3L1,CXCR6,,,,,,,,,,,,,,,,,0.02,0.0,,,,,,,,,,,0.046,0.018,,,,,,
CXCL6,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CSF1,,,,,,,,,,,,,0.006,,0.0,0.008,0.4,,,,,,,,0.004,,0.0,0.012,0.148,,,,,,,
IL6,GZMB,,,,,,,,,,,,,,,0.0,0.006,0.0,,,,,,,,,,0.0,0.01,0.0,,,,,,,
IL1A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,PTGS2,,,,,,,,,,,,,,0.0,,0.0,,,,0.01,,1.0,,,,0.0,,0.048,,,,0.0,,0.0,,
FGFR4,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGA6,,0.032,0.056,0.05,0.056,,,0.0,0.0,0.0,0.0,,,0.006,0.0,0.0,0.0,,,0.148,1.0,1.0,0.958,,,0.006,0.0,0.0,0.002,,,0.65,1.0,0.998,1.0,
CXCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,PRF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELN,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,VEGFA,,,,,,,,,,,,,,,1.0,0.0,0.986,1.0,,,,,,,,,1.0,0.004,1.0,1.0,,,1.0,0.002,1.0,1.0
CCL2,PTGS2,,,,,,,,,,,,,,0.0,,0.0,,,,0.01,,1.0,,,,0.0,,0.0,,,,0.002,,0.0,,
NR0B2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100A9,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,CES1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL3,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CXCR6,,,,,,,,,,,,,,,,,,,,,,,0.046,0.0,,,,,0.028,0.0,,,,,,
CXCL10,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,0.002,0.34,,,,,,,
OSM,PLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,KDR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466,0.12,0.19,0.592,,,,,,
IFNG,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR6,,,,,,,,,,,,,,,,0.0,0.016,,,,,,,,,,,,,,,,,,,
IL2,TNFRSF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,HMOX1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.998,,,0.0,0.12,0.0,0.278,,,0.0,0.0,0.0,0.004
IFNG,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL20,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
CXCL5,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CXCR6,,,,,0.034,0.034,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,,0.002,0.0
IL6,DCN,,,,,,,,,,,,,,0.282,0.0,1.0,0.0,0.0,,,,,,,,0.254,0.0,1.0,0.0,0.0,,,,,,
CXCL13,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,TNFRSF18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.0,,,,,,
CSF2,HDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,MPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,LIFR,,,,,,,,,,,,,,0.012,0.004,0.006,,,,,,,,,,0.012,0.004,0.006,,,,,,,,
OSM,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,MPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS1,PTCH1,,,,,,,,,,,,,,0.002,,0.0,,,,,,,,,,0.002,,0.0,,,,,,,,
LEP,KDR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,0.006,0.12,0.348,,,,,,
GDF15,TTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100A8,MDM2,,,,,,,,,,,,,,,0.002,0.0,0.006,,,,1.0,0.994,0.998,,,,0.0,0.0,0.0,,,,1.0,0.31,0.99,
VEGFA,MDM2,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,0.0,0.97,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,
SHH,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,ACE,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NTS,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCAM1,CDH5,,,,,,,,,,,,,,0.002,0.364,0.0,0.844,,,,,,,,,0.002,0.288,0.048,0.778,,,,,,,
TNF,CDH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,CDH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPT2,CDH5,,,,,,,,,,,,,,0.002,0.946,0.622,0.994,,,0.002,0.912,0.004,0.994,,,,,,,,,,,,,
CXCL8,CDH5,,,,,,,,,,,,,,0.002,0.724,0.002,0.96,,,,,,,,,0.002,0.616,0.052,0.918,,,,,,,
ADM,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
