cluster_1,,Epithelial cell,Epithelial cell,Myeloid cell,Myeloid cell
IFNG,CCR6,0.004417767938543969,0.0,0.0,0.0
CXCL6,CCR7,0.0,0.0,0.0,0.0
CCL4,CCR4,0.0,0.0,0.0,0.0
CCL23,CCR6,0.0045567587365101985,0.0,0.0,0.0
CCL14,CCR4,0.0,0.0,0.0,0.0
OSM,ADAMTS4,0.0,0.0,0.0,0.0
ADM,HMOX1,0.030102501681016323,0.7544024635033357,0.0,0.0
CCL8,CCR6,0.0,0.0,0.0,0.0
IL6,INSR,0.09187601973702504,0.0,0.0,0.0
CCL3L1,CCR7,0.004993513112127496,0.0,0.0,0.0
DKK1,LRP1,0.26331957237565246,0.15198350900092916,0.0,0.0
IGF1,KDR,0.09321862423290582,0.0,0.0,0.0
CXCL6,CCR4,0.0,0.0,0.0,0.0
CCL21,CXCL10,0.6334562261247206,0.0,0.747409753576355,0.0
CCL26,CCR6,0.005833183882127936,0.0,0.0,0.0
CCL7,CCR6,0.004030314058680708,0.0,0.1552525365546685,0.0
IL10,CSF1,0.027915529409781405,0.0,0.0,0.0
THBS1,ITGB6,0.025120506480202087,0.5207452866894156,0.0,0.0
PRSS1,PRSS2,0.0,0.0,0.0,0.0
IL17F,CXCL10,0.003708233075712395,0.0,0.0,0.0
VEGFA,CDH5,0.47548694333950003,0.0,0.0,0.0
THBS4,ITGB6,0.037711217530099345,0.5333359977393127,0.0,0.0
TNF,MUC5AC,0.0,0.0,0.0,0.0
CCL5,CXCR6,0.12822169322242427,0.0,1.123859205681095,0.0
CCL18,CCR7,0.011791942776227641,0.0,0.0,0.0
IL2,C3,0.3107833050077021,1.5562683004844498,0.0,0.0
CSF2,CD1C,0.0046184623703683985,0.0,0.0,0.0
IL1A,PLAU,0.0,0.0,0.0,0.0
CXCL5,CCR6,0.0,0.0,0.0,0.0
CCN1,IL17A,0.0,0.0,0.0,0.0
CCL21,CCR6,0.6338168618862373,0.0,0.7477703893378717,0.0
CXCL10,CCR6,0.007492614780834202,0.0,0.0,0.0
CSF2,CPE,0.6554420050756208,0.15138766078042756,0.0,0.0
IL1B,LDLR,0.0036012597654217953,0.0,0.0,0.0
SPP1,ITGA6,0.06638969547648225,0.17927521911324995,0.5185026637716795,0.6313881874084473
CXCL2,CCR4,0.0,0.0,0.0,0.0
VWF,ITGB6,0.40868763174406114,0.9043124119532746,0.1645234529660643,0.6601482331752777
EDN1,MMP1,0.002899116541166795,0.0,0.0,0.0
VEGFA,VCAM1,0.42830626868488547,0.0,0.0,0.0
S100B,TNF,0.011982580075950582,0.16216241298938566,0.152471989653551,0.3026518225669861
IL13,PTGS2,0.0,0.0,0.0,0.0
CCL26,CCR7,0.004579732505148084,0.0,0.0,0.0
CD40LG,VCAM1,0.008666058273590576,0.0,0.0,0.0
TNF,F3,0.09115638165814086,0.152471989653551,0.24133621457157595,0.3026518225669861
IL17A,PTGS2,0.0,0.0,0.0,0.0
CXCL1,CCR6,0.004017761853745906,0.0,0.0,0.0
CXCL14,CXCR6,0.05409271640790841,0.0,0.0,0.0
IFNG,VCAM1,0.007819031741393187,0.0,0.0,0.0
TNF,PIGR,0.0036889589916719464,0.0,0.15386879190510705,0.0
CCL5,CXCL12,0.3081829221697318,0.2731130061017388,1.3038204346284026,1.2687505185604095
IL10,DCN,0.6921906780398289,0.9013720874183073,0.0,0.0
CXCL8,CXCR6,0.007123652914644487,0.0,0.0,0.0
EDN1,MCAM,0.08374456076820165,0.0,0.0,0.0
IL1B,VEGFA,0.4214926806074908,0.0,0.0,0.0
CSF3,PLAUR,0.006063895074225659,0.24508047640292085,0.0,0.0
ADIPOQ,WIF1,0.0,0.0,0.0,0.0
IL1B,MMP1,0.0007852201205577215,0.0,0.0,0.0
CSF2,MMP1,0.00033266862086229945,0.0,0.0,0.0
CCL15,CCR7,0.0,0.0,0.0,0.0
CCL23,CCR4,0.0,0.0,0.0,0.0
VEGFD,PDGFRB,0.10159791566238258,0.1530701762362092,0.0,0.0
CSF2,FCER2,0.0002930149270340903,0.0,0.0,0.0
IL12B,TNF,0.0,0.0,0.0,0.0
IGFBP3,MMP14,0.08644928944890243,0.2031043857107281,0.0,0.0
THBS2,ITGB6,0.030871807988545705,0.5264965881977591,0.0,0.0
CCL23,CCR7,0.0033033073595303466,0.0,0.0,0.0
SPP1,PLAU,0.04426609460104705,0.5367716297215416,0.49637906289624434,0.9888845980167389
VEGFA,FLT4,0.4599222709272449,0.0,0.0,0.0
LAMA4,ITGB6,0.060906820874828835,0.5565316010840422,0.0,0.0
CCL11,CXCR6,0.006538355631320927,0.0,0.0,0.0
CCL19,CCR6,0.054417585872228086,0.0,0.0,0.0
IL1A,CXCL12,0.0,0.0,0.0,0.0
TNF,MMP13,0.0,0.0,0.0,0.0
PPBP,CCR7,0.0029753070460734007,0.0,0.0,0.0
CXCL12,GZMB,0.19062982768199002,0.0,0.155559911613997,0.0
IGF1,PDGFRA,0.05403761988897182,0.0,0.0,0.0
IFNG,CSF1,0.02818990744898848,0.0,0.0,0.0
VEGFD,PDGFRA,0.03026797493467134,0.0,0.0,0.0
SST,F3,0.0,0.0,0.0,0.0
IL12B,GZMB,0.0,0.0,0.0,0.0
TNF,CHI3L1,0.012159547504765323,0.24606728579803647,0.16233938041820042,0.39624711871147156
CCL5,CCR7,0.12446026871244133,0.0,1.1200977811711121,0.0
IFNG,IDO1,0.01009457961490004,0.0,0.0,0.0
IL2,GZMB,0.004732499675122186,0.0,0.0,0.0
IGF1,VEGFA,0.44649228951787745,0.0,0.0,0.0
CCL11,CCR4,0.0,0.0,0.0,0.0
CXCL13,CCR7,0.003792310688721559,0.0,0.0,0.0
FGF7,PLAU,0.03510818814256319,0.5276137232630578,0.0,0.0
CCL5,TNFRSF4,0.13602558126236283,0.2731130061017388,1.1316630937210337,1.2687505185604095
IL6,KDR,0.06826322390453848,0.0,0.0,0.0
IFNG,CXCL12,0.1868869700188546,0.15181705395086156,0.0,0.0
DCN,VEGFA,1.1129522930225284,0.0,1.3221337024010067,0.0
IL1B,CXCL10,0.004080290506288701,0.0,0.0,0.0
XCL1,CCR6,0.012229598683929747,0.0,0.0,0.0
THBS4,ITGA6,0.06295406349425343,0.17583958713102113,0.0,0.0
TNF,CDH11,0.015174151792167797,0.0,0.1653539847056029,0.0
IL6,CCR7,0.003231683472844897,0.0,0.0,0.0
CXCL3,CCR7,0.003854638948650067,0.0,0.0,0.0
IFNG,CXCL10,0.004057132177027273,0.0,0.0,0.0
S100A8,MMP1,0.004984298282164376,0.0,0.0,0.0
FGF7,SFTPA2,0.019122113609295034,0.0,0.0,0.0
ADIPOQ,CXCL12,0.18862122907453646,0.15355131300654343,0.0,0.0
SAA1,F3,0.09605686967258671,0.15737247766799684,0.45624240043697817,0.5175580084323883
IL6,CXCL12,0.18695433693013538,0.15188442086214235,0.0,0.0
CCL21,CXCR6,0.6363248350192404,0.0,0.7502783624708748,0.0
CCL14,CXCR6,0.15317423426328733,0.0,0.0,0.0
CCL11,CCR7,0.0027769311213379755,0.0,0.0,0.0
CXCL12,CCR7,0.18906900124568168,0.0,0.15399908517768865,0.0
CCL17,CCR7,0.005158575684573677,0.0,0.0,0.0
CCL3L1,CXCR6,0.008754937622110449,0.0,0.0,0.0
CXCL6,CCR6,0.0,0.0,0.0,0.0
IL1A,C3,0.0,0.0,0.0,0.0
IL6,CSF1,0.02825727436026926,0.0,0.0,0.0
IL6,GZMB,0.004792509909153237,0.0,0.0,0.0
IL1A,MMP9,0.0,0.0,0.0,0.0
SAA1,PTGS2,0.007449800482876658,0.15737247766799684,0.3676353312472681,0.5175580084323883
FGFR4,PLAU,0.019666197771367223,0.5121717328918618,0.0,0.0
TNF,PLAU,0.017462865141348087,0.5099684002618426,0.16764269805478318,0.6601482331752777
CSF2,CSF1,0.027760514278554485,0.0,0.0,0.0
CXCL5,CCR4,0.0,0.0,0.0,0.0
VWF,ITGA6,0.43393047770821525,0.546816001344983,0.1897662989302184,0.3026518225669861
CXCL8,CCR4,0.0,0.0,0.0,0.0
IL2,PRF1,0.02078218755739716,0.0,0.0,0.0
RELN,ITGA6,0.051744335602679034,0.16462985923944673,0.0,0.0
FGF7,VEGFA,0.4397697809821339,0.0,0.0,0.0
CCL2,PTGS2,0.012410589611643897,0.16233326679676408,0.0,0.0
NR0B2,TNF,0.00131137558649052,0.15149120849992562,0.0,0.0
CXCL13,CCR4,0.0,0.0,0.0,0.0
IL13,VEGFA,0.0,0.0,0.0,0.0
S100A9,MMP1,0.014956433509410911,0.0,0.5582601588166157,0.0
IL2,CES1,0.018116823461176924,0.0,0.0,0.0
CXCL3,CCR6,0.005108090325629919,0.0,0.0,0.0
CXCL11,CCR4,0.0,0.0,0.0,0.0
TNF,MMP9,0.026635035900068764,0.68049335505768,0.17681486881350386,0.8306731879711151
CXCL9,CXCR6,0.02984115380405307,0.0,0.9075899211943245,0.0
CXCL10,CCR4,0.0,0.0,0.0,0.0
IL10,F3,0.09022706791624435,0.1515426759116545,0.0,0.0
OSM,PLAT,0.0,0.0,0.0,0.0
CCL23,KDR,0.06833484779122394,0.0,0.0,0.0
IFNG,HSP90AA1,0.6667847791445072,0.6798384193549906,0.0,0.0
CCL19,CCR4,0.0,0.0,0.0,0.0
XCL2,CCR6,0.01364487590630134,0.0,0.1552525365546685,0.0
IL2,TNFRSF4,0.014736985788735339,0.15182441062811128,0.0,0.0
CXCL5,CCR7,0.0,0.0,0.0,0.0
SAA1,HMOX1,0.025590368628880537,0.7498903304512,0.385775899393272,1.1100758612155914
IFNG,IL17A,0.0,0.0,0.0,0.0
CCL20,CCR7,0.0032941802208104293,0.0,0.15399908517768865,0.0
CXCL5,CXCR6,0.0,0.0,0.0,0.0
CCL15,CCR4,0.0,0.0,0.0,0.0
CCL15,CXCR6,0.0,0.0,0.0,0.0
CCL19,CXCR6,0.05692555900523119,0.0,0.0,0.0
IL6,DCN,0.6925324229903168,0.9017138323687952,0.0,0.0
CXCL13,CXCR6,0.007553735198704511,0.0,0.0,0.0
IL2,TNFRSF18,0.002836778369481252,0.0,0.0,0.0
CCL18,CCR4,0.0,0.0,0.0,0.0
ADIPOQ,F3,0.09223570501113329,0.15355131300654343,0.0,0.0
CCL11,CCR6,0.004030382498317827,0.0,0.0,0.0
IFNG,MMP13,0.0,0.0,0.0,0.0
CCL23,CXCR6,0.0070647318695132985,0.0,0.0,0.0
CSF2,HDC,0.0009194010855849929,0.0,0.0,0.0
TNF,VCAM1,0.008473967444082617,0.0,0.15865380035751772,0.0
OSM,LDLR,0.0,0.0,0.0,0.0
CSF3,MPL,0.0,0.0,0.0,0.0
IL11,LIFR,0.19924361146730113,0.2451957368610901,0.0,0.0
IL6,LIFR,0.19952759161283884,0.24547971700662782,0.0,0.0
OSM,IL13RA2,0.0,0.0,0.0,0.0
LEP,MPL,0.0,0.0,0.0,0.0
IL11,IL13RA2,0.001571040152872347,0.0,0.0,0.0
IL6,IL13RA2,0.001855020298410055,0.0,0.0,0.0
IL13,LIFR,0.0,0.0,0.0,0.0
GAS1,PTCH1,0.05334384919254158,0.0,0.0,0.0
LEP,KDR,0.0,0.0,0.0,0.0
GDF15,TTN,0.0051914403572986215,0.0,0.0,0.0
S100A8,MDM2,0.07811685717803199,0.0,0.0,0.0
VEGFA,MDM2,0.49438185763065623,0.0,0.0,0.0
SHH,MDM2,0.0,0.0,0.0,0.0
CSF3,ACE,0.10000181897819957,0.0,0.0,0.0
NTS,GRIA1,0.0029275512619583994,0.0,0.0,0.0
IFNG,GRIA1,0.001304559090138744,0.0,0.0,0.0
TNF,GRIA1,0.0019594947928281738,0.0,0.15213932770626326,0.0
VCAM1,CDH5,0.06183645280266389,0.0,0.0,0.0
TNF,CDH5,0.05565464209869717,0.0,0.20583447501213226,0.0
IL1B,CDH5,0.05502286472526917,0.0,0.0,0.0
ANGPT2,CDH5,0.06438736624270283,0.0,0.0,0.0
CXCL8,CDH5,0.055197618239105156,0.0,0.0,0.0
ADM,NOS1,0.012220642849400663,0.0,0.0,0.0
IGF1,NOS1,0.027175853319777704,0.0,0.0,0.0
