celltype,gene,mean_expr,pct_pos,module
DC,IRF1,0.658927321434021,59.91561181434599,HLA-I
DC,PSMB8,0.8172342777252197,81.64556962025317,HLA-I
DC,PSMB9,0.7497871518135071,75.10548523206751,HLA-I
DC,ERAP1,0.06406811624765396,12.447257383966246,HLA-I
DC,ERAP2,0.1326345056295395,20.042194092827003,HLA-I
DC,HLA-E,1.5216459035873413,96.83544303797468,HLA-I
DC,HLA-F,0.4314770996570587,54.008438818565395,HLA-I
DC,HLA-G,0.028365738689899445,4.852320675105485,HLA-I
DC,CALR,1.287107229232788,89.87341772151899,HLA-I
DC,CANX,0.8218687176704407,81.85654008438819,HLA-I
DC,PDIA3,1.0756654739379883,86.28691983122363,HLA-I
DC,HLA-DRA,4.821944236755371,97.8902953586498,HLA-II
DC,HLA-DRB1,4.472496509552002,97.25738396624473,HLA-II
DC,HLA-DPA1,4.080501079559326,97.67932489451476,HLA-II
DC,HLA-DPB1,4.08082914352417,97.8902953586498,HLA-II
DC,HLA-DQA1,3.2938878536224365,96.83544303797468,HLA-II
DC,HLA-DQB1,3.3554847240448,95.9915611814346,HLA-II
DC,HLA-DMA,2.055529832839966,94.30379746835443,HLA-II
DC,HLA-DMB,1.504016399383545,90.71729957805907,HLA-II
DC,HLA-DOA,0.5581700801849365,65.61181434599156,HLA-II
DC,HLA-DOB,0.25749632716178894,35.86497890295359,HLA-II
DC,CIITA,0.8292586803436279,79.53586497890295,HLA-II
DC,CD74,4.575540065765381,99.15611814345992,HLA-II
Endothelial,HLA-A,2.870899200439453,95.54794520547945,HLA-I
Endothelial,HLA-B,2.9098634719848633,97.26027397260275,HLA-I
Endothelial,HLA-C,2.454172134399414,92.46575342465754,HLA-I
Endothelial,B2M,4.088592052459717,99.65753424657534,HLA-I
Endothelial,TAP1,0.4966428577899933,43.83561643835616,HLA-I
Endothelial,TAP2,0.2157481163740158,23.972602739726025,HLA-I
Endothelial,TAPBP,0.7142554521560669,57.1917808219178,HLA-I
Endothelial,NLRC5,0.1982274204492569,19.52054794520548,HLA-I
Endothelial,IRF1,0.7379294633865356,53.42465753424658,HLA-I
Endothelial,PSMB8,0.5779293775558472,48.63013698630137,HLA-I
Endothelial,PSMB9,0.6145804524421692,48.97260273972603,HLA-I
Endothelial,ERAP1,0.1265655905008316,16.095890410958905,HLA-I
Endothelial,ERAP2,0.31719186902046204,31.164383561643838,HLA-I
Endothelial,HLA-E,1.9500926733016968,91.78082191780823,HLA-I
Endothelial,HLA-F,0.5413006544113159,43.83561643835616,HLA-I
Endothelial,HLA-G,0.009931067936122417,1.36986301369863,HLA-I
Endothelial,CALR,1.5461583137512207,78.08219178082192,HLA-I
Endothelial,CANX,0.7952502965927124,60.61643835616438,HLA-I
Endothelial,PDIA3,1.247898817062378,72.26027397260275,HLA-I
Endothelial,HLA-DRA,0.7264657020568848,34.93150684931507,HLA-II
Endothelial,HLA-DRB1,0.8031964302062988,35.95890410958904,HLA-II
Endothelial,HLA-DPA1,0.5618686079978943,32.87671232876712,HLA-II
Endothelial,HLA-DPB1,0.6354897022247314,37.32876712328767,HLA-II
Endothelial,HLA-DQA1,0.3341886103153229,17.80821917808219,HLA-II
Endothelial,HLA-DQB1,0.3763575851917267,22.602739726027394,HLA-II
Endothelial,HLA-DMA,0.24010877311229706,21.232876712328768,HLA-II
Endothelial,HLA-DMB,0.08175399899482727,6.8493150684931505,HLA-II
Endothelial,HLA-DOA,0.027820907533168793,3.0821917808219177,HLA-II
Endothelial,HLA-DOB,0.0,0.0,HLA-II
Endothelial,CIITA,0.04431324452161789,4.10958904109589,HLA-II
Endothelial,CD74,1.1211533546447754,58.21917808219178,HLA-II
Fibroblast,HLA-A,1.5031942129135132,74.62953500255493,HLA-I
Fibroblast,HLA-B,1.4909008741378784,71.33367399080225,HLA-I
Fibroblast,HLA-C,1.1276183128356934,66.73479816044967,HLA-I
Fibroblast,B2M,2.652836799621582,91.38988247317322,HLA-I
Fibroblast,TAP1,0.16798914968967438,23.045477772100153,HLA-I
Fibroblast,TAP2,0.09717707335948944,17.041389882473172,HLA-I
Fibroblast,TAPBP,0.32409748435020447,41.64537557485948,HLA-I
Fibroblast,NLRC5,0.04099329933524132,6.412876852324987,HLA-I
Fibroblast,IRF1,0.30326196551322937,34.51711803781298,HLA-I
Fibroblast,PSMB8,0.286035418510437,34.21052631578947,HLA-I
Fibroblast,PSMB9,0.3707854151725769,36.17782319877364,HLA-I
Fibroblast,ERAP1,0.05134250223636627,9.504343382728667,HLA-I
Fibroblast,ERAP2,0.22594298422336578,27.593254982115482,HLA-I
Fibroblast,HLA-E,1.0056992769241333,74.11854879918242,HLA-I
Fibroblast,HLA-F,0.11605774611234665,13.08124680633623,HLA-I
Fibroblast,HLA-G,0.0035935400519520044,0.7153806847215125,HLA-I
Fibroblast,CALR,1.1885733604431152,78.6152273888605,HLA-I
Fibroblast,CANX,0.7725909352302551,69.85181400102198,HLA-I
Fibroblast,PDIA3,0.9709509015083313,74.24629535002555,HLA-I
Fibroblast,HLA-DRA,0.2509002685546875,22.789984670413897,HLA-II
Fibroblast,HLA-DRB1,0.19286012649536133,18.880940214614206,HLA-II
Fibroblast,HLA-DPA1,0.18295858800411224,17.85896780786919,HLA-II
Fibroblast,HLA-DPB1,0.2353193163871765,28.921819110884005,HLA-II
Fibroblast,HLA-DQA1,0.06687088310718536,4.573326520183954,HLA-II
Fibroblast,HLA-DQB1,0.06694100797176361,5.263157894736842,HLA-II
Fibroblast,HLA-DMA,0.08039560168981552,10.27082268778743,HLA-II
Fibroblast,HLA-DMB,0.031645454466342926,2.963719979560552,HLA-II
Fibroblast,HLA-DOA,0.004757476504892111,0.48543689320388345,HLA-II
Fibroblast,HLA-DOB,0.0027557872235774994,0.4087889626980072,HLA-II
Fibroblast,CIITA,0.017217541113495827,1.8650996423096575,HLA-II
Fibroblast,CD74,0.38050949573516846,35.38579458354624,HLA-II
Mast,HLA-A,2.93816876411438,93.75,HLA-I
Mast,HLA-B,2.9525623321533203,90.625,HLA-I
Mast,HLA-C,2.5745153427124023,87.5,HLA-I
Mast,B2M,4.689809322357178,100.0,HLA-I
Mast,TAP1,0.34118974208831787,31.25,HLA-I
Mast,TAP2,0.1795303076505661,21.875,HLA-I
Mast,TAPBP,0.5182695984840393,43.75,HLA-I
Mast,NLRC5,0.10946100950241089,12.5,HLA-I
Mast,IRF1,0.8543447852134705,56.25,HLA-I
Mast,PSMB8,0.49572598934173584,40.625,HLA-I
Mast,PSMB9,0.6127222180366516,46.875,HLA-I
Mast,ERAP1,0.03024342656135559,3.125,HLA-I
Mast,ERAP2,0.13573944568634033,15.625,HLA-I
Mast,HLA-E,1.7008447647094727,81.25,HLA-I
Mast,HLA-F,0.5957732796669006,40.625,HLA-I
Mast,HLA-G,0.017914598807692528,3.125,HLA-I
Mast,CALR,1.4178425073623657,71.875,HLA-I
Mast,CANX,0.6828266382217407,56.25,HLA-I
Mast,PDIA3,1.2019634246826172,65.625,HLA-I
Mast,HLA-DRA,0.631668210029602,37.5,HLA-II
Mast,HLA-DRB1,0.6985099911689758,37.5,HLA-II
Mast,HLA-DPA1,0.4814227521419525,34.375,HLA-II
Mast,HLA-DPB1,0.7301675081253052,43.75,HLA-II
Mast,HLA-DQA1,0.14534975588321686,9.375,HLA-II
Mast,HLA-DQB1,0.32843440771102905,25.0,HLA-II
Mast,HLA-DMA,0.12260682880878448,12.5,HLA-II
Mast,HLA-DMB,0.040800657123327255,3.125,HLA-II
Mast,HLA-DOA,0.0,0.0,HLA-II
Mast,HLA-DOB,0.0,0.0,HLA-II
Mast,CIITA,0.0,0.0,HLA-II
Mast,CD74,1.0100537538528442,50.0,HLA-II
Myeloid,HLA-A,2.4963085651397705,97.72795216741406,HLA-I
Myeloid,HLA-B,3.0181844234466553,98.9237668161435,HLA-I
Myeloid,HLA-C,2.337062358856201,96.83109118086696,HLA-I
Myeloid,B2M,4.356589317321777,99.94020926756353,HLA-I
Myeloid,TAP1,0.24306824803352356,29.596412556053814,HLA-I
Myeloid,TAP2,0.18603041768074036,26.09865470852018,HLA-I
Myeloid,TAPBP,0.6406130790710449,64.36472346786249,HLA-I
Myeloid,NLRC5,0.06182708963751793,8.90881913303438,HLA-I
Myeloid,IRF1,0.5666862726211548,48.49028400597907,HLA-I
Myeloid,PSMB8,0.6438298225402832,62.63079222720478,HLA-I
Myeloid,PSMB9,0.665151834487915,60.95665171898356,HLA-I
Myeloid,ERAP1,0.10394993424415588,15.605381165919283,HLA-I
Myeloid,ERAP2,0.142499640583992,18.923766816143498,HLA-I
Myeloid,HLA-E,1.9188950061798096,94.34977578475336,HLA-I
Myeloid,HLA-F,0.4479268491268158,50.79222720478326,HLA-I
Myeloid,HLA-G,0.014337979257106781,2.3318385650224216,HLA-I
Myeloid,CALR,1.3308725357055664,82.92974588938714,HLA-I
Myeloid,CANX,0.9290428757667542,76.95067264573991,HLA-I
Myeloid,PDIA3,1.0172444581985474,77.30941704035874,HLA-I
Myeloid,HLA-DRA,4.451828479766846,99.37219730941705,HLA-II
Myeloid,HLA-DRB1,3.843416690826416,96.14349775784753,HLA-II
Myeloid,HLA-DPA1,3.537551164627075,96.29297458893872,HLA-II
Myeloid,HLA-DPB1,3.4511613845825195,96.50224215246637,HLA-II
Myeloid,HLA-DQA1,2.543043375015259,90.10463378176384,HLA-II
Myeloid,HLA-DQB1,2.59458065032959,92.04783258594918,HLA-II
Myeloid,HLA-DMA,1.9136444330215454,90.4035874439462,HLA-II
Myeloid,HLA-DMB,1.3867950439453125,83.67713004484305,HLA-II
Myeloid,HLA-DOA,0.5050368905067444,53.12406576980568,HLA-II
Myeloid,HLA-DOB,0.06385844200849533,9.118086696562033,HLA-II
Myeloid,CIITA,0.5083229541778564,52.167414050822124,HLA-II
Myeloid,CD74,4.360736846923828,99.19282511210761,HLA-II
NK,HLA-A,3.3050692081451416,97.69618430525558,HLA-I
NK,HLA-B,3.3399014472961426,97.04823614110872,HLA-I
NK,HLA-C,3.010326385498047,96.61627069834412,HLA-I
NK,B2M,4.749874114990234,99.71202303815694,HLA-I
NK,TAP1,0.43488621711730957,30.237580993520517,HLA-I
NK,TAP2,0.179866760969162,13.750899928005762,HLA-I
NK,TAPBP,0.6512156128883362,44.1324694024478,HLA-I
NK,NLRC5,0.223846435546875,16.19870410367171,HLA-I
NK,IRF1,1.0289665460586548,58.81929445644348,HLA-I
NK,PSMB8,0.827755868434906,51.40388768898488,HLA-I
NK,PSMB9,0.9870063066482544,56.227501799856014,HLA-I
NK,ERAP1,0.09757198393344879,7.847372210223182,HLA-I
NK,ERAP2,0.21617178618907928,15.694744420446364,HLA-I
NK,HLA-E,2.3488669395446777,93.16054715622751,HLA-I
NK,HLA-F,0.9686371684074402,59.827213822894166,HLA-I
NK,HLA-G,0.023196334019303322,1.655867530597552,HLA-I
NK,CALR,1.027157187461853,60.40316774658028,HLA-I
NK,CANX,0.3736748993396759,27.57379409647228,HLA-I
NK,PDIA3,0.8613867163658142,54.13966882649388,HLA-I
NK,HLA-DRA,0.9003576040267944,49.0280777537797,HLA-II
NK,HLA-DRB1,1.0161702632904053,53.131749460043196,HLA-II
NK,HLA-DPA1,0.8563461899757385,50.46796256299496,HLA-II
NK,HLA-DPB1,1.0711658000946045,60.115190784737216,HLA-II
NK,HLA-DQA1,0.3847394287586212,23.254139668826493,HLA-II
NK,HLA-DQB1,0.3619852066040039,23.686105111591072,HLA-II
NK,HLA-DMA,0.2728501558303833,19.654427645788335,HLA-II
NK,HLA-DMB,0.13304157555103302,10.727141828653707,HLA-II
NK,HLA-DOA,0.016437701880931854,1.4398848092152627,HLA-II
NK,HLA-DOB,0.0022032407578080893,0.21598272138228944,HLA-II
NK,CIITA,0.04204791784286499,3.311735061195104,HLA-II
NK,CD74,1.4293975830078125,68.97048236141109,HLA-II
Plasma,HLA-A,2.7845938205718994,91.14754098360656,HLA-I
Plasma,HLA-B,2.7667312622070312,90.49180327868852,HLA-I
Plasma,HLA-C,2.4135303497314453,86.88524590163934,HLA-I
Plasma,B2M,4.1744279861450195,99.672131147541,HLA-I
Plasma,TAP1,0.4025607407093048,27.86885245901639,HLA-I
Plasma,TAP2,0.1717996746301651,14.098360655737704,HLA-I
Plasma,TAPBP,0.4243079423904419,29.18032786885246,HLA-I
Plasma,NLRC5,0.1962081491947174,12.459016393442624,HLA-I
Plasma,IRF1,0.7136672735214233,38.36065573770492,HLA-I
Plasma,PSMB8,0.4393906891345978,31.147540983606557,HLA-I
Plasma,PSMB9,0.41190072894096375,28.524590163934427,HLA-I
Plasma,ERAP1,0.13160640001296997,9.180327868852459,HLA-I
Plasma,ERAP2,0.19377054274082184,14.426229508196723,HLA-I
Plasma,HLA-E,1.6832811832427979,76.39344262295083,HLA-I
Plasma,HLA-F,0.6794819831848145,42.62295081967213,HLA-I
Plasma,HLA-G,0.010204379446804523,0.9836065573770493,HLA-I
Plasma,CALR,0.962231457233429,51.147540983606554,HLA-I
Plasma,CANX,0.42180097103118896,28.524590163934427,HLA-I
Plasma,PDIA3,0.9043521285057068,49.8360655737705,HLA-I
Plasma,HLA-DRA,1.0477404594421387,46.22950819672131,HLA-II
Plasma,HLA-DRB1,1.0544750690460205,50.81967213114754,HLA-II
Plasma,HLA-DPA1,0.6173429489135742,33.114754098360656,HLA-II
Plasma,HLA-DPB1,0.9280993938446045,49.18032786885246,HLA-II
Plasma,HLA-DQA1,0.512058675289154,28.196721311475407,HLA-II
Plasma,HLA-DQB1,0.3698027431964874,23.278688524590162,HLA-II
Plasma,HLA-DMA,0.2949037253856659,21.9672131147541,HLA-II
Plasma,HLA-DMB,0.15903925895690918,10.491803278688524,HLA-II
Plasma,HLA-DOA,0.027069225907325745,2.9508196721311477,HLA-II
Plasma,HLA-DOB,0.015465481206774712,1.639344262295082,HLA-II
Plasma,CIITA,0.10579819977283478,7.540983606557377,HLA-II
Plasma,CD74,1.391740322113037,56.393442622950815,HLA-II
T_cell,HLA-A,3.3672268390655518,98.95712630359212,HLA-I
T_cell,HLA-B,3.538801908493042,99.2081884897644,HLA-I
T_cell,HLA-C,3.1737070083618164,98.28118964851294,HLA-I
T_cell,B2M,4.998241901397705,99.82618771726536,HLA-I
T_cell,TAP1,0.5205010175704956,37.06064117419853,HLA-I
T_cell,TAP2,0.21437761187553406,16.821166473541908,HLA-I
T_cell,TAPBP,0.6530241370201111,45.036693704132865,HLA-I
T_cell,NLRC5,0.2856229245662689,21.205098493626885,HLA-I
T_cell,IRF1,0.9153661727905273,54.55774430281962,HLA-I
T_cell,PSMB8,0.8980514407157898,56.604866743916574,HLA-I
T_cell,PSMB9,1.1536688804626465,64.67748165314794,HLA-I
T_cell,ERAP1,0.10833770036697388,8.651989185013518,HLA-I
T_cell,ERAP2,0.25351154804229736,18.636539204325995,HLA-I
T_cell,HLA-E,2.367372751235962,95.61606797991502,HLA-I
T_cell,HLA-F,1.0024628639221191,62.35998455001931,HLA-I
T_cell,HLA-G,0.01339415367692709,1.1201235998455001,HLA-I
T_cell,CALR,1.0213289260864258,61.143298570876794,HLA-I
T_cell,CANX,0.3873949348926544,28.833526458091928,HLA-I
T_cell,PDIA3,0.7851842641830444,51.93124758594052,HLA-I
T_cell,HLA-DRA,1.200819969177246,59.907300115874854,HLA-II
T_cell,HLA-DRB1,1.4517080783843994,66.74391657010429,HLA-II
T_cell,HLA-DPA1,1.1529995203018188,62.64967168791039,HLA-II
T_cell,HLA-DPB1,1.2583733797073364,66.70529161838547,HLA-II
T_cell,HLA-DQA1,0.6312186121940613,36.73232908458864,HLA-II
T_cell,HLA-DQB1,0.6766249537467957,41.734260332174586,HLA-II
T_cell,HLA-DMA,0.41419026255607605,29.219775975280033,HLA-II
T_cell,HLA-DMB,0.14974646270275116,11.722672846658941,HLA-II
T_cell,HLA-DOA,0.02346459962427616,1.9505600617999226,HLA-II
T_cell,HLA-DOB,0.003292214823886752,0.2510621861722673,HLA-II
T_cell,CIITA,0.03320927172899246,2.877558903051371,HLA-II
T_cell,CD74,1.750112771987915,77.92584009269989,HLA-II
Thyrocyte,HLA-A,2.1767961978912354,92.80510018214936,HLA-I
Thyrocyte,HLA-B,2.3517231941223145,93.0783242258652,HLA-I
Thyrocyte,HLA-C,1.9100844860076904,91.62112932604735,HLA-I
Thyrocyte,B2M,3.8642773628234863,98.72495446265937,HLA-I
Thyrocyte,TAP1,0.1952594816684723,36.6120218579235,HLA-I
Thyrocyte,TAP2,0.08311325311660767,18.48816029143898,HLA-I
Thyrocyte,TAPBP,0.543653666973114,72.04007285974498,HLA-I
Thyrocyte,NLRC5,0.048726536333560944,10.382513661202186,HLA-I
Thyrocyte,IRF1,0.2741883099079132,37.61384335154827,HLA-I
Thyrocyte,PSMB8,0.5602549910545349,70.67395264116576,HLA-I
Thyrocyte,PSMB9,0.32065001130104065,46.357012750455375,HLA-I
Thyrocyte,ERAP1,0.06418455392122269,14.571948998178508,HLA-I
Thyrocyte,ERAP2,0.17757895588874817,31.147540983606557,HLA-I
Thyrocyte,HLA-E,1.0305490493774414,85.51912568306011,HLA-I
Thyrocyte,HLA-F,0.255231648683548,43.44262295081967,HLA-I
Thyrocyte,HLA-G,0.18163293600082397,20.856102003642988,HLA-I
Thyrocyte,CALR,1.5173851251602173,89.61748633879782,HLA-I
Thyrocyte,CANX,0.9955303072929382,85.70127504553734,HLA-I
Thyrocyte,PDIA3,1.433090090751648,87.7959927140255,HLA-I
Thyrocyte,HLA-DRA,1.08790123462677,72.58652094717668,HLA-II
Thyrocyte,HLA-DRB1,0.9541692733764648,68.5792349726776,HLA-II
Thyrocyte,HLA-DPA1,0.5530432462692261,56.284153005464475,HLA-II
Thyrocyte,HLA-DPB1,0.47119468450546265,53.825136612021865,HLA-II
Thyrocyte,HLA-DQA1,0.17630212008953094,26.775956284153008,HLA-II
Thyrocyte,HLA-DQB1,0.560567319393158,56.830601092896174,HLA-II
Thyrocyte,HLA-DMA,0.29601162672042847,42.80510018214937,HLA-II
Thyrocyte,HLA-DMB,0.2831166386604309,45.99271402550091,HLA-II
Thyrocyte,HLA-DOA,0.05568663403391838,12.932604735883423,HLA-II
Thyrocyte,HLA-DOB,0.014302625320851803,4.098360655737705,HLA-II
Thyrocyte,CIITA,0.03207188844680786,8.378870673952642,HLA-II
Thyrocyte,CD74,1.2427384853363037,82.24043715846994,HLA-II
