sample,n_cells,DM1_score,HLA_I_score,HLA_II_score
PTC3_T,79,1.0143797397613525,1.0167187452316284,0.6265637278556824
PTC5_T,565,0.6403982639312744,0.6095072627067566,0.4348321855068207
PTC8_T,1306,0.7719100713729858,0.8158241510391235,0.27395328879356384
PTC9_T,1222,0.971969485282898,0.8209190964698792,0.14108628034591675
PTC10_T,554,0.3982792794704437,0.9535472393035889,0.811652421951294
