sample,n_cells,DM1_score,HLA_I_score,HLA_II_score
PTC03,98,0.6801495552062988,0.48093679547309875,0.13106098771095276
PTC05,559,0.47533178329467773,1.0238152742385864,0.7487972378730774
PTC06,312,0.6194420456886292,0.8842576742172241,0.2551640272140503
ATC08,11,0.31228816509246826,1.0769197940826416,0.6542937159538269
ATC09,112,0.012873297557234764,1.134948492050171,0.042048800736665726
