subset,n_samples,rho_DM1_HLA_I,p_DM1_HLA_I,rho_DM1_HLA_II,p_DM1_HLA_II
bulk_all_cells,7,-0.7142857142857144,0.07134356146753766,-0.42857142857142866,0.3373683110858243
thyrocyte_only,5,0.39999999999999997,0.5046315754686912,-0.39999999999999997,0.5046315754686912
immune_only,7,-0.642857142857143,0.11939237342741109,0.42857142857142866,0.3373683110858243
stromal_only,6,-0.7714285714285715,0.07239650145772594,-0.2571428571428572,0.6227871720116619
