subset,n_samples,rho_DM1_HLA_I,p_DM1_HLA_I,rho_DM1_HLA_II,p_DM1_HLA_II
bulk_all_spots,16,0.3735294117647059,0.1541224698968481,0.047058823529411764,0.8626036946668733
malignant_only,12,0.5454545454545455,0.06661188226688902,0.2377622377622378,0.45680085263992326
immune_only,15,-0.1928571428571428,0.4910487016052232,-0.06428571428571428,0.8199479653196377
stromal_only,9,0.09999999999999999,0.797971695234851,0.049999999999999996,0.8983528043506303
