celltype,gene,mean_expr,pct_pos,module
B_cell,HLA-A,2.7006442546844482,96.75716440422323,HLA-I
B_cell,HLA-B,2.7673699855804443,95.85218702865762,HLA-I
B_cell,HLA-C,2.5940589904785156,95.02262443438913,HLA-I
B_cell,B2M,4.742122173309326,99.92458521870287,HLA-I
B_cell,TAP1,0.30005937814712524,19.3815987933635,HLA-I
B_cell,TAP2,0.17034471035003662,11.538461538461538,HLA-I
B_cell,TAPBP,0.6433841586112976,38.612368024132735,HLA-I
B_cell,NLRC5,0.08918192237615585,6.108597285067873,HLA-I
B_cell,IRF1,0.4736650288105011,27.601809954751133,HLA-I
B_cell,PSMB8,0.5503680109977722,34.31372549019608,HLA-I
B_cell,PSMB9,0.8833562731742859,49.095022624434385,HLA-I
B_cell,ERAP1,0.04785195365548134,3.3182503770739067,HLA-I
B_cell,ERAP2,0.2711881697177887,17.79788838612368,HLA-I
B_cell,HLA-E,2.1133017539978027,90.04524886877829,HLA-I
B_cell,HLA-F,0.5642367601394653,33.78582202111614,HLA-I
B_cell,HLA-G,0.014804279431700706,0.9803921568627451,HLA-I
B_cell,CALR,0.6259005665779114,35.74660633484163,HLA-I
B_cell,CANX,0.2061610370874405,13.725490196078432,HLA-I
B_cell,PDIA3,0.44376710057258606,27.22473604826546,HLA-I
B_cell,HLA-DRA,3.7162976264953613,95.70135746606336,HLA-II
B_cell,HLA-DRB1,2.6519272327423096,91.70437405731523,HLA-II
B_cell,HLA-DPA1,2.2912240028381348,88.23529411764706,HLA-II
B_cell,HLA-DPB1,2.536094903945923,91.02564102564102,HLA-II
B_cell,HLA-DQA1,1.931774616241455,80.1659125188537,HLA-II
B_cell,HLA-DQB1,1.6658885478973389,75.1131221719457,HLA-II
B_cell,HLA-DMA,1.4189224243164062,68.25037707390649,HLA-II
B_cell,HLA-DMB,0.8816765546798706,48.19004524886878,HLA-II
B_cell,HLA-DOA,0.25080329179763794,16.440422322775262,HLA-II
B_cell,HLA-DOB,0.4783957302570343,29.562594268476623,HLA-II
B_cell,CIITA,0.1220177710056305,7.918552036199094,HLA-II
B_cell,CD74,4.460597038269043,98.34087481146304,HLA-II
DC,HLA-A,2.257965087890625,93.25301204819277,HLA-I
DC,HLA-B,2.899879217147827,96.14457831325302,HLA-I
DC,HLA-C,2.3504881858825684,94.6987951807229,HLA-I
DC,B2M,4.649828910827637,100.0,HLA-I
DC,TAP1,0.30085575580596924,27.469879518072286,HLA-I
DC,TAP2,0.19503608345985413,19.03614457831325,HLA-I
DC,TAPBP,0.5037003755569458,42.65060240963855,HLA-I
DC,NLRC5,0.04034993797540665,3.8554216867469884,HLA-I
DC,IRF1,0.20699630677700043,15.66265060240964,HLA-I
DC,PSMB8,0.7823612689971924,56.867469879518076,HLA-I
DC,PSMB9,0.8779023885726929,61.44578313253012,HLA-I
DC,ERAP1,0.10045734792947769,10.120481927710843,HLA-I
DC,ERAP2,0.1136169359087944,10.843373493975903,HLA-I
DC,HLA-E,1.440836787223816,83.13253012048193,HLA-I
DC,HLA-F,0.3399013876914978,28.674698795180724,HLA-I
DC,HLA-G,0.005734721198678017,0.24096385542168677,HLA-I
DC,CALR,1.0014530420303345,62.89156626506024,HLA-I
DC,CANX,0.6281611323356628,50.36144578313253,HLA-I
DC,PDIA3,0.950241208076477,63.132530120481924,HLA-I
DC,HLA-DRA,4.558444976806641,96.14457831325302,HLA-II
DC,HLA-DRB1,3.837229013442993,96.14457831325302,HLA-II
DC,HLA-DPA1,3.580237627029419,93.49397590361446,HLA-II
DC,HLA-DPB1,3.901283025741577,93.49397590361446,HLA-II
DC,HLA-DQA1,2.9631288051605225,89.63855421686748,HLA-II
DC,HLA-DQB1,3.0171074867248535,89.87951807228916,HLA-II
DC,HLA-DMA,2.04675030708313,86.02409638554217,HLA-II
DC,HLA-DMB,1.3978114128112793,74.69879518072288,HLA-II
DC,HLA-DOA,0.38299891352653503,34.4578313253012,HLA-II
DC,HLA-DOB,0.14223206043243408,13.734939759036143,HLA-II
DC,CIITA,0.32100042700767517,29.397590361445786,HLA-II
DC,CD74,4.56082010269165,97.59036144578313,HLA-II
Endothelial,HLA-A,2.542079448699951,89.52819332566168,HLA-I
Endothelial,HLA-B,2.673283100128174,88.60759493670885,HLA-I
Endothelial,HLA-C,2.386863946914673,85.6156501726122,HLA-I
Endothelial,B2M,4.725511074066162,99.76985040276179,HLA-I
Endothelial,TAP1,0.21241648495197296,12.888377445339472,HLA-I
Endothelial,TAP2,0.1844400018453598,10.701956271576526,HLA-I
Endothelial,TAPBP,0.38271719217300415,23.24510932105869,HLA-I
Endothelial,NLRC5,0.06462310254573822,3.6823935558112773,HLA-I
Endothelial,IRF1,0.21843275427818298,12.082853855005753,HLA-I
Endothelial,PSMB8,0.48544347286224365,29.919447640966627,HLA-I
Endothelial,PSMB9,0.5413186550140381,30.034522439585732,HLA-I
Endothelial,ERAP1,0.0704551562666893,4.487917146144994,HLA-I
Endothelial,ERAP2,0.15083760023117065,9.321058688147296,HLA-I
Endothelial,HLA-E,2.1173791885375977,79.97698504027618,HLA-I
Endothelial,HLA-F,0.37864619493484497,21.634062140391254,HLA-I
Endothelial,HLA-G,0.010884257964789867,0.6904487917146145,HLA-I
Endothelial,CALR,0.9876726269721985,50.97813578826237,HLA-I
Endothelial,CANX,0.7333146929740906,41.657077100115075,HLA-I
Endothelial,PDIA3,0.8840481042861938,47.18066743383199,HLA-I
Endothelial,HLA-DRA,1.1872807741165161,50.74798619102416,HLA-II
Endothelial,HLA-DRB1,1.4126852750778198,58.918296892980436,HLA-II
Endothelial,HLA-DPA1,0.6968710422515869,33.94706559263521,HLA-II
Endothelial,HLA-DPB1,0.7091978788375854,35.78826237054085,HLA-II
