module	n_cohorts	d_mean	d_pooled_n_weighted	sign_consistency	of_total
HLA_class_I	4	0.4600417352510554	0.5811236014240461	4	4
HLA_class_II	4	0.752395932057331	0.6820102900619636	3	4
IFNG_T_cell_inflamed	4	0.5977169196174881	0.5457214715857531	4	4
TLS_CXCL13_like	4	-0.08991814132848011	-0.15168127343704516	3	4
checkpoint_exhaustion	4	0.9553480304448289	1.0084518635018485	4	4
myeloid_suppressive	4	2.11865128159986	2.5341520735122804	4	4
thyroid_differentiation	4	-2.4465177173646753	-2.5130038089567512	4	4
