module	n_atc	n_other	singscore_d	ssgsea_d	sign_match
HLA_class_I	10	18	1.3062527535136697	0.17588256561680116	yes
HLA_class_II	10	18	1.5722904438251442	1.6721305812842564	yes
IFNG_T_cell_inflamed	10	18	0.6589180445007505	0.9029115766587094	yes
TLS_CXCL13_like	10	18	1.0265601877380601	0.7471660473721959	yes
checkpoint_exhaustion	10	18	1.2083112994075353	1.4476978888262182	yes
myeloid_suppressive	10	18	1.8337254064333053	2.3934101186051873	yes
thyroid_differentiation	10	18	-1.9566281242501373	-3.1818312925159136	yes
