	PC1	PC2	PC3	PC4	PC5
HLA_class_I	0.4093110904796713	0.07316040243244465	0.06915599364725616	0.6662475507021489	-0.1976035237304478
HLA_class_II	0.416716887719365	0.10594063157254305	0.19793869579964293	0.058619715962794305	-0.5774102172191737
IFNG_T_cell_inflamed	0.4262670587705374	0.15061780938731661	-0.13602440473047128	0.22125556908188432	0.4175793217265729
TLS_CXCL13_like	0.3689557225938121	0.35705749707767187	-0.4130776991228058	-0.587204314754139	-0.2915628628161271
checkpoint_exhaustion	0.42804807987449556	0.05521684954832042	-0.10801900795789729	-0.10952343690153946	0.584989549359258
myeloid_suppressive	0.3437082646227478	-0.37299654615227595	0.7124743087204226	-0.3828548548533686	0.08218897526889217
thyroid_differentiation	-0.19904523661217874	0.8313080256188787	0.49760843078275385	-0.01848709962871554	0.13856801592632423
__explained_var__	0.6935069157322765	0.1424899536541331	0.06599504359792206	0.04042591721605867	0.027023378669724422
