module	n_resp	mean_delta_resp	n_nonresp	mean_delta_nonresp	delta_diff_d	p
HLA_class_I	9	0.03770189521099981	18	-0.3349955898800431	0.41213120571566675	0.3420232401085931
HLA_class_II	9	0.22693130886673757	18	-0.39109397606684926	0.7232756042944218	0.10658474749778472
IFNG_T_cell_inflamed	9	-0.22447423539163777	18	-0.3199007201539323	0.10610918001198111	0.8102173884378963
TLS_CXCL13_like	9	0.13466377531399665	18	-0.32363571860606766	0.5718372710171219	0.1993019751319586
checkpoint_exhaustion	9	-0.1433407090112771	18	-0.3728020634416054	0.24280055760673558	0.5837835518045161
myeloid_suppressive	9	0.0940245714575671	18	-0.06033565392073692	0.17089741112736404	0.6971774065715808
thyroid_differentiation	9	0.5300778566010628	18	0.08207471238422612	0.3711675939088653	0.4189430310064906
