cluster_1,,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell
IL13,IL13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,IL1B,0.1597371673387024,0.11190344763206611,0.0,0.08770853784503822,0.03987481813840192,0.0,0.0,0.0,0.0
IL1B,IL1B,0.14730361508909826,0.09946989538246195,0.0,0.09946989538246195,0.05163617567582564,0.0,0.0,0.0,0.0
IL1RN,IL1B,0.18288216037132887,0.13504844066469257,0.0,0.23794771346333515,0.19011399375669882,0.0,0.0,0.0,0.0
IL2,IL2,0.0003174553196453454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,IL22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL6,0.050472994905897496,0.056686036945777424,0.0,0.056686036945777424,0.06289907898565736,0.0,0.0,0.0,0.0
CLU,TYROBP,0.496051308892078,1.192117723894183,0.0,0.4084244633029449,1.1044908783050498,0.0,0.0,0.0,0.0
ICOS,CD40LG,0.008728113630029776,0.017374454362433234,0.0,0.048780878185240927,0.057427218917644386,0.0,0.0,0.0,0.0
CCL26,CXCR6,0.01950122941353985,0.08550238070320389,0.0,0.02890671604684998,0.09490786733651402,0.0,0.0,0.0,0.0
VEGFA,MMP9,0.3088774768673973,0.3153013026896184,0.0,0.3724122848635898,0.3788361106858109,0.0,0.0,0.0,0.0
OSM,CXCL10,0.2592000040047089,0.5048289424120517,0.0,0.2813164307038242,0.5269453691111671,0.0,0.0,0.0,0.0
THBS1,VCAM1,1.0944437032773333,1.1515995658928817,0.0,0.7054732246086027,0.7626290872241511,0.0,2.21290543086964,2.2700612934851887,0.0
IFNG,TYMS,0.21819724976241522,0.14894480142171923,0.0,0.23410450412753203,0.16485205578683604,0.0,0.0,0.0,0.0
CSF1,VEGFA,0.1978872225415022,0.2614220305376947,0.0,0.25352784176679927,0.3170626497629917,0.0,0.0,0.0,0.0
VEGFA,CSF1,0.1978872225415022,0.25352784176679927,0.0,0.2614220305376947,0.3170626497629917,0.0,0.0,0.0,0.0
CSF2,FLT1,0.111135014326575,0.11210500054286536,0.0,0.09661717161475716,0.09758715783104752,0.0,1.88053424977985,1.8815042359961405,0.0
IFNG,CD74,1.298095665198881,1.9914158318966326,1.8352796659309454,1.3140029195639977,2.0073230862617493,1.851186920296062,0.0,0.0,0.0
CCL1,CCR7,0.008093754897138278,0.04684164953287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,PTGS2,0.006056396454927852,0.0075752521750969415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,CXCR6,0.20774817775091398,0.273749329040578,0.0,0.09788935604595064,0.16389050733561467,0.0,0.0,0.0,0.0
VWF,THBS1,1.1677007952303438,0.7787303165616132,2.286162522822651,1.2605219417669675,0.8715514630982371,2.3789836693592745,0.0,0.0,0.0
XCL2,CCR7,0.008747340223771133,0.047495234859509336,0.0,0.011848131221320238,0.05059602585705844,0.0,0.0,0.0,0.0
XCL1,CCR4,0.0013122702632926784,0.0,0.0,0.005464920535554314,0.0,0.0,0.0,0.0,0.0
CSF2,PLAU,0.25548698967191535,0.29862249940332086,0.0,0.24096914696009752,0.28410465669150303,0.0,2.0248862251251905,2.068021734856596,0.0
STC1,TNF,0.07762287211314828,0.07695400893573398,0.0,0.08875429361648672,0.08808543043907242,0.0,0.0,0.0,0.0
CSF2,CD1A,0.06302374163208649,0.0654275103169193,0.0,0.04850589892026865,0.05090966760510146,0.0,1.8324229770853615,1.8348267457701943,0.0
CSF2,MMP9,0.24450991620125,0.25093374202347113,0.0,0.22999207348943218,0.2364158993116533,0.0,2.013909151654525,2.020332977476746,0.0
IFNG,PTGS2,0.0069009145816640765,0.008419770301833166,0.0,0.022808168946780866,0.024327024666949956,0.0,0.0,0.0,0.0
CXCL8,CCR6,0.09560177826028991,0.1158644739004488,0.0,0.10124226830931433,0.12150496394947322,0.0,0.0,0.0,0.0
CTSG,THBD,0.04259267854277258,0.13569660764132332,0.0,0.046591289016591146,0.1396952181151419,0.0,0.0,0.0,0.0
CCL2,TNF,0.09677626959099671,0.09610740641358241,0.0,0.20858605494293941,0.20791719176552512,0.0,0.0,0.0,0.0
IL13,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,VEGFA,0.1294034730170814,0.19293828101327387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBP,CCR4,0.0008166326377399564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,CXCR6,0.11516429225097885,0.1811654435406429,0.0,0.12866238056282692,0.19466353185249097,0.0,0.0,0.0,0.0
CXCL13,CCR6,0.04729882004718222,0.06756151568734112,0.0,0.19814244543168089,0.21840514107183978,0.0,0.0,0.0,0.0
IL2,CXCL12,0.05765580208013531,0.5252159625082112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,VEGFA,0.15227803433574294,0.2158128423319354,0.0,0.15849107637562287,0.2220258843718153,0.0,0.0,0.0,0.0
CCL8,CCR4,0.03964147520123427,0.0,0.0,0.11138287522126641,0.0,0.0,0.0,0.0,0.0
CD40LG,C3,0.5370391178589601,0.40694356230675816,0.0,0.5456854585913635,0.4155899030391616,0.0,0.0,0.0,0.0
CXCL14,CCR7,0.012581681328566335,0.051329575964304534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,CCR6,0.16335257940954917,0.18361527504970807,0.0,0.20401200198872932,0.22427469762888821,0.0,0.0,0.0,0.0
CXCL11,CXCR6,0.1739050656185765,0.23990621690824052,0.0,0.21456448819775664,0.28056563948742064,0.0,0.0,0.0,0.0
CXCL12,CCR6,0.06221739591168944,0.08248009155184832,0.0,0.5297775563397653,0.5500402519799242,0.0,0.0,0.0,0.0
CXCL9,CCR4,0.15488457823755425,0.0,0.0,0.559297720183348,0.0,0.0,0.0,0.0,0.0
IL2,IDO1,0.09227519854983941,0.16621929365888263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,CXCR6,0.015604940873700904,0.08160609216336494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,PIK3C2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,PLAUR,0.2991775614420358,0.330941849502992,0.0,0.2513438417353995,0.2831081297963557,0.0,0.0,0.0,0.0
CCL7,CCR7,0.009993745774062973,0.048741640409801175,0.0,0.013381179843856176,0.052129074479594376,0.0,0.0,0.0,0.0
XCL1,CCR7,0.008615335951259568,0.04736323058699777,0.0,0.012767986223521204,0.05151588085925941,0.0,0.0,0.0,0.0
CSF3,MMP9,0.2887507910879565,0.2951746169101776,0.0,0.23650000542509897,0.2429238312473201,0.0,0.0,0.0,0.0
IL1B,CSF1,0.14449749320325717,0.20013811242855423,0.0,0.09666377349662086,0.1523043927219179,0.0,0.0,0.0,0.0
CSF2,CDH11,0.2025429198601135,0.36291448098841894,0.0,0.18802507714829567,0.34839663827660106,0.0,1.9719421553133885,2.132313716441694,0.0
ADIPOQ,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CDK6,0.12306353187315643,0.0789496984675621,0.0,0.12239466869574213,0.0782808352901478,0.0,0.0,0.0,0.0
CCL4,CCR7,0.12962576453276342,0.1683736591685016,0.0,0.4871360748482153,0.5258839694839536,0.0,0.0,0.0,0.0
CXCL1,CCR7,0.20023699177435134,0.23898488641008953,0.0,0.09037817006938802,0.12912606470512622,0.0,0.0,0.0,0.0
CCL13,CCR6,0.09884526472082635,0.11910796036098523,0.0,0.4422561700728065,0.4625188657129654,0.0,0.0,0.0,0.0
CXCL8,CCR7,0.09864307849275458,0.1373909731284928,0.0,0.104283568541779,0.1430314631775172,0.0,0.0,0.0,0.0
IFNG,PIGR,0.003613516646371761,0.0,0.0,0.01952077101148855,0.0,0.0,0.0,0.0,0.0
CALCA,CDH11,0.1400570275594974,0.3004285886878028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CCR6,0.0,0.0,0.0,0.007701384883804041,0.027964080523962927,0.0,0.0,0.0,0.0
CSF3,TNF,0.11056477767319488,0.10989591449578058,0.0,0.058313992010337344,0.05764512883292305,0.0,0.0,0.0,0.0
CXCL2,CCR7,0.10765310627441622,0.14640100091015443,0.0,0.1211511945862643,0.15989908922200252,0.0,0.0,0.0,0.0
CXCL12,MMP13,0.05832372424823362,0.06169824157992296,0.0,0.5258838846763095,0.5292584020079988,0.0,0.0,0.0,0.0
CXCL12,CXCR6,0.07276988212071675,0.13877103341038077,0.0,0.5403300425487926,0.6063311938384567,0.0,0.0,0.0,0.0
PPBP,CXCR6,0.01563088430226947,0.08163203559193351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,PTGS2,0.004452048552062117,0.005970904272231206,0.0,0.013098389284465575,0.014617245004634665,0.0,0.0,0.0,0.0
CCL5,MMP9,0.35166094241944323,0.35808476824166435,0.0,0.915504902948507,0.9219287287707281,0.0,0.0,0.0,0.0
RELN,ITGB6,0.004731681055004909,0.0,0.0,0.005364890674586284,0.0,0.0,0.0,0.0,0.0
IFNG,CTSL,0.1958019491361771,0.6203626043251066,0.0,0.2117092035012939,0.6362698586902233,0.0,0.0,0.0,0.0
CCL17,CCR6,0.012209392407604313,0.0324720880477632,0.0,0.05801863138830831,0.0782813270284672,0.0,0.0,0.0,0.0
IFNG,CTSK,0.07726418732595858,0.3035774331486585,0.0,0.09317144169107536,0.3194846875137753,0.0,0.0,0.0,0.0
CCL13,CXCR6,0.10939775092985364,0.17539890221951768,0.0,0.4528086562818338,0.5188098075714979,0.0,0.0,0.0,0.0
IFNG,CD40LG,0.003964042492444957,0.012610383224848415,0.0,0.019871296857561747,0.028517637589965204,0.0,0.0,0.0,0.0
TNF,PTGS2,0.007344386890482154,0.008863242610651243,0.0,0.0066755237130678505,0.008194379433236941,0.0,0.0,0.0,0.0
IL1A,ITGA6,0.5038066721443624,0.2874358196419407,0.0,0.4317780426506982,0.2154071901482765,0.0,0.0,0.0,0.0
IL6,NOTCH3,0.11884206026986258,0.19811913624936014,0.0,0.1250551023097425,0.20433217828924005,0.0,0.0,0.0,0.0
IL1B,PTGS2,0.07734626786518975,0.07886512358535884,0.0,0.029512548158553437,0.031031403878722528,0.0,0.0,0.0,0.0
IFNG,TPO,0.007208822328569054,0.017552747989784456,0.0,0.023116076693685844,0.03346000235490125,0.0,0.0,0.0,0.0
IGF1,HMOX1,0.03864086723017667,0.29913550049695353,0.0,0.0442616498912268,0.3047562831580037,0.0,0.0,0.0,0.0
SAA1,MMP9,1.2043652919541847,1.2107891177764059,0.0,0.7260333400945396,0.7324571659167607,0.0,0.0,0.0,0.0
CXCL11,CCR7,0.16639387964201385,0.20514177427775204,0.0,0.207053302221194,0.2458011968569322,0.0,0.0,0.0,0.0
CCL4,CXCR6,0.13713695050932606,0.20313810179899008,0.0,0.49464726082477795,0.5606484121144419,0.0,0.0,0.0,0.0
CCL2,CXCR6,0.10839915072155928,0.1744003020112233,0.0,0.220208936073502,0.286210087363166,0.0,0.0,0.0,0.0
COMP,ITGA6,0.43218343085160366,0.21581257834918197,0.0,0.46061240111046947,0.24424154860804778,0.0,0.0,0.0,0.0
CXCL3,CXCR6,0.06747598205718291,0.13347713334684697,0.0,0.0895197490416983,0.15552090033136234,0.0,0.0,0.0,0.0
CCL20,CXCR6,0.030130275215384503,0.09613142650504854,0.0,0.046758370825677305,0.11275952211534135,0.0,0.0,0.0,0.0
CCL18,CCR6,0.24169011105695498,0.26195280669711385,0.0,0.737127412131204,0.757390107771363,0.0,0.0,0.0,0.0
IFNG,KLRD1,0.017672135902897637,0.06296672646288907,0.0,0.03357939026801443,0.07887398082800585,0.0,0.0,0.0,0.0
FLT4,FLT1,0.0778328995873197,0.07880288580361006,0.0,0.08421476988569361,0.08518475610198398,0.0,0.0,0.0,0.0
CCL3,CXCR6,0.06980446760309608,0.1358056188927601,0.0,0.2009282010841238,0.26692935237378784,0.0,0.0,0.0,0.0
CXCL2,CCR6,0.10461180604195155,0.12487450168211044,0.0,0.11810989435379964,0.13837258999395852,0.0,0.0,0.0,0.0
CSF2,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,SFTPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,PDGFRB,0.25562003819939894,0.3595702991161719,0.0,0.31915484619559137,0.4231051071123644,0.0,0.0,0.0,0.0
CCL1,CCR4,0.0007906892091713903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP9,0.25548774752915226,0.2619115733513734,0.0,0.20765402782251596,0.21407785364473708,0.0,0.0,0.0,0.0
CCL3L1,CCR6,0.016822986430685284,0.03708568207084417,0.0,0.05831292601051765,0.07857562165067654,0.0,0.0,0.0,0.0
CCL14,CCR6,0.009721596056306866,0.029984291696465753,0.0,0.01744093781876854,0.037703633458927424,0.0,0.0,0.0,0.0
CCL2,VEGFA,0.22016787990394937,0.2837026879001418,0.0,0.33197766525589206,0.3955124732520845,0.0,0.0,0.0,0.0
XCL1,CXCR6,0.016126521927822192,0.08212767321748624,0.0,0.02027917220008383,0.08628032348974786,0.0,0.0,0.0,0.0
XCL2,CCR4,0.0014442745358042442,0.0,0.0,0.00454506553335335,0.0,0.0,0.0,0.0,0.0
IL17A,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CXCR6,0.2522425972659823,0.3182437485556463,0.0,0.7476798983402313,0.8136810496298954,0.0,0.0,0.0,0.0
TPSAB1,MMP2,0.0761818919609324,0.41702182511968683,0.0,0.09570587971417074,0.4365458128729252,0.0,0.0,0.0,0.0
CCL13,CCR7,0.10188656495329101,0.1406344595890292,0.0,0.44529747030527117,0.48404536494100936,0.0,0.0,0.0,0.0
IFNG,LOX,0.08492777813972657,0.22734816233762573,0.0,0.10083503250484335,0.24325541670274253,0.0,0.0,0.0,0.0
IL17A,MMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,CXCR6,0.2701256753111971,0.33612682660086113,0.0,0.5157546137185398,0.5817557650082039,0.0,0.0,0.0,0.0
CCL20,CCR4,0.01531602355085499,0.0,0.0,0.03194411916114779,0.0,0.0,0.0,0.0,0.0
CCL7,CXCR6,0.017504931750625598,0.08350608304028964,0.0,0.020892365820418802,0.08689351711008284,0.0,0.0,0.0,0.0
CD40LG,VEGFA,0.12779912511421568,0.19133393311040814,0.0,0.13644546584661915,0.19998027384281158,0.0,0.0,0.0,0.0
CSF3,BIRC3,0.423533963504876,0.415268763753086,0.0,0.3712831778420184,0.36301797809022845,0.0,0.0,0.0,0.0
XCL2,CXCR6,0.01625852620033376,0.0822596774899978,0.0,0.019359317197882864,0.0853604684875469,0.0,0.0,0.0,0.0
IL20,PTGS2,0.005859293297078473,0.007378149017247563,0.0,0.007381787276917559,0.00890064299708665,0.0,0.0,0.0,0.0
IL6,MMP9,0.2070724374375519,0.21349626325977303,0.0,0.21328547947743182,0.21970930529965293,0.0,0.0,0.0,0.0
CCL8,CXCR6,0.05445572686576378,0.12045687815542783,0.0,0.12619712688579593,0.19219827817545998,0.0,0.0,0.0,0.0
CCL21,CCR4,0.3051728095322492,0.0,0.0,0.31930092929742265,0.0,0.0,0.0,0.0,0.0
IL12B,CXCL9,0.15462638849588284,0.5590395304416765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPA,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP3,0.07475668639106067,0.07699510853252489,0.0,0.02692296668442437,0.029161388825888583,0.0,0.0,0.0,0.0
CCL7,CCR4,0.0026906800860960847,0.0,0.0,0.006078114155889287,0.0,0.0,0.0,0.0,0.0
CCL14,CCR7,0.01276289628877154,0.05151079092450975,0.0,0.020482238051233215,0.059230132686971415,0.0,0.0,0.0,0.0
PPBP,CCR6,0.00507839809324217,0.025341093733401057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CXCL10,0.2585027941806345,0.5041317325879773,0.0,0.25783393100322016,0.503462869410563,0.0,0.0,0.0,0.0
IL6,HMOX1,0.060170493661582405,0.3206651269283593,0.0,0.06638353570146234,0.32687816896823924,0.0,0.0,0.0,0.0
CCL22,CCR6,0.012882615244853535,0.03314531088501242,0.0,0.029066204104626306,0.049328899744785194,0.0,0.0,0.0,0.0
CCL2,F3,0.31671381169932117,0.1819213142259225,0.0,0.42852359705126386,0.2937310995778652,0.0,0.0,0.0,0.0
MDK,VEGFA,1.1845634756954881,1.2480982836916805,0.0,0.6945960444755059,0.7581308524716984,0.0,0.0,0.0,0.0
IL2,FCER2,0.00039964960817396965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEP,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR6,0.009540381096101658,0.029803076736260547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARC,MMP14,1.1096696779293331,1.2079970307937717,2.662269266377549,1.6015941843638664,1.699921537228305,3.154193772812082,0.0,0.0,0.0
IL10,CD14,0.21821111739489008,0.5850993735366464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,CSF1,0.15693104545286135,0.21257166467815838,0.0,0.08490241595919713,0.14054303518449418,0.0,0.0,0.0,0.0
IL2,HSP90AA1,1.2260108006349235,1.1353876565533263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CCR6,0.17454532392621686,0.19480801956637575,0.0,0.7383892844552806,0.7586519800954395,0.0,0.0,0.0,0.0
CCL2,CCR6,0.09784666451253199,0.11810936015269087,0.0,0.20965644986447468,0.22991914550463358,0.0,0.0,0.0,0.0
CSF2,MMP14,0.3421475994383527,0.4404749523027913,1.8947471878865687,0.3276297567265348,0.4259571095909735,1.880229345174751,2.1115468348916275,2.2098741877560664,3.6641464233398438
PI3,TNF,0.014182872991133098,0.013514009813718794,0.0,0.014520394102606318,0.013851530925192014,0.0,0.0,0.0,0.0
OSM,PTGS2,0.00804159671455654,0.009560452434725631,0.0,0.030158023413671915,0.031676879133841006,0.0,0.0,0.0,0.0
FGF7,PDGFRA,0.022730968514798392,0.13132056390524446,0.0,0.066457326138505,0.17504692152895107,0.0,0.0,0.0,0.0
CCL13,CCR4,0.09458349926532413,0.0,0.0,0.43799440461730427,0.0,0.0,0.0,0.0,0.0
COL6A3,ITGA6,0.6307034965600508,0.4143326440576291,0.0,1.0717402251532522,0.8553693726508305,0.0,0.0,0.0,0.0
CCL3,CCR7,0.062293281626533456,0.10104117626227166,0.0,0.19341701510756118,0.2321649097432994,0.0,0.0,0.0,0.0
COMP,ITGB6,0.015590746921940202,0.0,0.0,0.04401971718080601,0.0,0.0,0.0,0.0,0.0
IGFBP2,CD24,0.6280699200032204,0.2869346722754837,0.0,0.7072537724404824,0.36611852471274564,0.0,0.0,0.0,0.0
IL6,PTGS2,0.028930957773589366,0.030449813493758457,0.0,0.035143999813469294,0.036662855533638385,0.0,0.0,0.0,0.0
IFNG,CXCL9,0.1576324764627031,0.5620456184084969,0.0,0.1735397308278199,0.5779528727736136,0.0,0.0,0.0,0.0
CSF3,CXCL12,0.16441192552366599,0.6319720859517418,0.0,0.11216113986080845,0.5797213002888844,0.0,0.0,0.0,0.0
IGF1,FLT4,0.033078732498934574,0.03946060279730848,0.0,0.03869951515998471,0.04508138545835862,0.0,0.0,0.0,0.0
IL1B,PTGDS,0.08010517346510261,0.15657593391915026,0.0,0.03227145375846631,0.10874221421251393,0.0,0.0,0.0,0.0
FGFR4,MMP9,0.18263343761988865,0.18905726344210977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,CCR7,0.16218764392552112,0.20093553856125934,0.0,0.5666007858713149,0.605348680507053,0.0,0.0,0.0,0.0
IGF1,PDGFRB,0.13228537233814774,0.23623563325492072,0.0,0.13790615499919787,0.24185641591597085,0.0,0.0,0.0,0.0
S100B,BIRC3,0.3301696008230728,0.3219044010712828,0.0,0.33960765049937625,0.3313424507475863,0.0,0.0,0.0,0.0
VEGFA,PDGFRA,0.14253825301209613,0.2511278484025422,0.0,0.2060730610082886,0.3146626563987347,0.0,0.0,0.0,0.0
IL17A,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,ITGB6,0.21411081263038734,0.0,0.0,0.6551475412235886,0.0,0.0,0.0,0.0,0.0
OLR1,MMP3,0.025440162016666077,0.027678584158130293,0.0,0.08787222059996065,0.09011064274142487,0.0,0.0,0.0,0.0
CD160,KLRD1,0.014812547330091732,0.060107137890083165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,CXCR6,0.023435101453880836,0.08943625274354487,0.0,0.03961869031365361,0.10561984160331764,0.0,0.0,0.0,0.0
CXCL1,CCR4,0.19293392608638446,0.0,0.0,0.08307510438142113,0.0,0.0,0.0,0.0,0.0
LAMA3,ITGB6,0.5891912278655678,0.0,0.0,0.36426279071408574,0.0,0.0,0.0,0.0,0.0
IL2,TNFRSF9,0.006179481865848261,0.025325552721919393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,INSR,0.05850172781608474,0.10997333929285297,0.0,0.05783286463867044,0.10930447611543867,0.0,0.0,0.0,0.0
IL6,TSHR,0.02654258804809492,0.0,0.0,0.03275563008797485,0.0,0.0,0.0,0.0,0.0
CXCL6,CXCR6,0.026977016821196898,0.09297816811086093,0.0,0.023185318875733142,0.08918647016539719,0.0,0.0,0.0,0.0
LEP,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,CCR6,0.005052454664673604,0.02531515030483249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR7,0.10088796474499666,0.13963585938073486,0.0,0.21269775009693936,0.25144564473267755,0.0,0.0,0.0,0.0
CCL26,CCR4,0.0046869777490103365,0.0,0.0,0.01409246438232047,0.0,0.0,0.0,0.0,0.0
CXCL9,CCR6,0.15914634369305644,0.17940903933321534,0.0,0.5635594856388502,0.5838221812790091,0.0,0.0,0.0,0.0
CCL8,CCR7,0.04694454088920116,0.08569243552493935,0.0,0.1186859409092333,0.1574338355449715,0.0,0.0,0.0,0.0
CD40LG,F3,0.2243450569095875,0.08955255943618882,0.0,0.23299139764199095,0.09819890016859228,0.0,0.0,0.0,0.0
CXCL10,CCR7,0.26261448933463444,0.3013623839703726,0.0,0.5082434277419773,0.5469913223777154,0.0,0.0,0.0,0.0
FGF7,PDGFRB,0.13581275370210116,0.23976301461887414,0.0,0.17953911132580777,0.28348937224258075,0.0,0.0,0.0,0.0
CCL17,CXCR6,0.022761878616631613,0.08876302990629564,0.0,0.06857111759733561,0.13457226888699964,0.0,0.0,0.0,0.0
CXCL12,MMP9,0.23933301440491578,0.2457568402271369,0.0,0.7068931748329916,0.7133170006552128,0.0,0.0,0.0,0.0
CXCL3,CCR4,0.0526617303926534,0.0,0.0,0.07470549737716878,0.0,0.0,0.0,0.0,0.0
IGF1,FLT1,0.05216790913147115,0.05313789534776151,0.0,0.05778869179252129,0.05875867800881164,0.0,0.0,0.0,0.0
IL13,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR4,0.005278615640599445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSM,F3,0.22793460507208194,0.09314210759868324,0.0,0.2500510317711973,0.11525853429779863,0.0,0.0,0.0,0.0
CCL4,CCR6,0.12658446430029874,0.14684715994045763,0.0,0.4840947746157506,0.5043574702559095,0.0,0.0,0.0,0.0
HLA-G,KLRC2,0.004265594275775219,0.0,0.0,0.006120423029601911,0.0,0.0,0.0,0.0,0.0
CSF2,TNF,0.06632390278648839,0.0656550396090741,0.0,0.051806060074670555,0.05113719689725626,0.0,1.8357231382397634,1.835054275062349,0.0
IGF1,FGFR2,0.003961490711372826,0.0,0.0,0.009582273372422961,0.0,0.0,0.0,0.0,0.0
CCL3,CCR6,0.05925198139406878,0.07951467703422767,0.0,0.1903757148750965,0.2106384105152554,0.0,0.0,0.0,0.0
IFNG,CCR6,0.007926775752400268,0.028189471392559153,0.0,0.023834030117517058,0.04409672575767594,0.0,0.0,0.0,0.0
CXCL6,CCR7,0.019465830844634272,0.05821372548037247,0.0,0.01567413289917052,0.05442202753490872,0.0,0.0,0.0,0.0
CCL4,CCR4,0.12232269884479653,0.0,0.0,0.4798330091602484,0.0,0.0,0.0,0.0,0.0
CCL23,CCR6,0.007170536909111142,0.02743323254927003,0.0,0.03141409954746372,0.05167679518762261,0.0,0.0,0.0,0.0
CCL14,CCR4,0.005459830600804653,0.0,0.0,0.013179172363266326,0.0,0.0,0.0,0.0,0.0
OSM,ADAMTS4,0.047832295913673044,0.1191410314133412,0.0,0.06994872261278842,0.14125745811245657,0.0,0.0,0.0,0.0
ADM,HMOX1,0.3431619763148309,0.6036566095816078,0.0,0.2706318473956846,0.5311264806624615,0.0,0.0,0.0,0.0
CCL8,CCR6,0.04390324065673648,0.06416593629689538,0.0,0.11564464067676863,0.13590733631692753,0.0,0.0,0.0,0.0
IL6,INSR,0.08008829869919196,0.1315599101759602,0.0,0.08630134073907189,0.13777295221584013,0.0,0.0,0.0,0.0
CCL3L1,CCR7,0.01986428666314996,0.058612181298888164,0.0,0.061354226242982327,0.10010212087872053,0.0,0.0,0.0,0.0
DKK1,LRP1,0.5394299762091425,0.8667183896323933,0.0,0.30632274095240347,0.6336111543756543,0.0,0.0,0.0,0.0
IGF1,KDR,0.02110200064379887,0.025164401052843562,0.0,0.026722783304849007,0.0307851837138937,0.0,0.0,0.0,0.0
CXCL6,CCR4,0.012162765156667385,0.0,0.0,0.00837106721120363,0.0,0.0,0.0,0.0,0.0
CCL21,CXCL10,0.5595671211071676,0.8051960595145103,0.0,0.573695240872341,0.8193241792796838,0.0,0.0,0.0,0.0
CCL26,CCR6,0.00894874320451255,0.029211438844671436,0.0,0.018354229837822682,0.03861692547798157,0.0,0.0,0.0,0.0
CCL7,CCR6,0.006952445541598298,0.027215141181757184,0.0,0.0103398796113915,0.030602575251550388,0.0,0.0,0.0,0.0
IL10,CSF1,0.07320762179299527,0.12884824101829231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,ITGB6,1.0548656732586585,0.0,0.0,0.665895194589928,0.0,0.0,2.1733274008509658,0.0,0.0
PRSS1,PRSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17F,CXCL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,CDH5,0.1659907597519724,0.20604071877231855,0.0,0.22952556774816485,0.269575526768511,0.0,0.0,0.0,0.0
THBS4,ITGB6,0.008135383756163319,0.0,0.0,0.008467740504866936,0.0,0.0,0.0,0.0,0.0
TNF,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CXCR6,0.18509781013524418,0.2510989614249082,0.0,0.7489417706643079,0.814942921953972,0.0,0.0,0.0,0.0
CCL18,CCR7,0.24473141128941966,0.28347930592515785,0.0,0.7401687123636688,0.7789166069994069,0.0,0.0,0.0,0.0
IL2,C3,0.5364402572873613,0.4063447017351593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CD1C,0.06276332776375995,0.0641989441953459,0.0,0.048245485051942115,0.04968110148352806,0.0,1.8321625632170349,1.833598179648621,0.0
