gene	xgb_gain_mean	xgb_gain_std	xgb_gain_normalized
TPO	11.838862991333007	1.0361624597951038	0.5338413563688602
DIO1	3.20640082359314	0.6289647524405009	0.1445839322561888
SLC5A5	2.14358971118927	0.36981847976829946	0.09665935316232302
TG	1.900615394115448	0.7222635560886355	0.08570308657790149
FOXE1	1.2573137640953065	0.2753845327911983	0.05669514764190209
PAX8	0.7082756876945495	0.17304450312819655	0.031937767510169676
TSHR	0.6520788431167602	0.10832361265482138	0.029403723509912254
NKX2-1	0.4696065872907639	0.12593617050951225	0.021175632972742567
