sample	sample_type	DM1_local	DM1_score	DM1_use	driver_anchor_v17	dm_status	tert_pos	driver_simple	HLA_A	HLA_B	HLA_C	B2M
TCGA-EM-A22Q-01	Primary Tumor	-0.6548997098086449	-1.11702331691362	-1.11702331691362				TripleNeg	14.65	14.24	12.67	13.01
TCGA-EM-A2CJ-01	Primary Tumor	-1.2937096282266907	-1.222880734990373	-1.222880734990373	unknown	True	False	TripleNeg	12.61	12.88	13.11	14.08
TCGA-EM-A2CK-01	Primary Tumor	-0.8115009402780421	-0.9487071990837018	-0.9487071990837018	RAS	False	False	RAS	13.71	13.82	12.78	15.35
TCGA-EM-A2CL-01	Primary Tumor	-0.8891950338064295	-0.90685081171976	-0.90685081171976	DICER1_EIF1AX_PPM1D	True	False	Other	12.73	12.79	13.0	13.91
TCGA-EM-A2CM-01	Primary Tumor	0.2217970041375673	-0.3714520464362572	-0.3714520464362572	RAS	False	False	RAS	13.18	13.98	13.2	13.86
TCGA-EM-A2CN-01	Primary Tumor	-0.7607395825447919	-0.8145362351121777	-0.8145362351121777	RAS	False	True	RAS	13.54	12.18	12.29	13.05
TCGA-EM-A2CO-01	Primary Tumor	-0.4382953402638898	-0.8549409435991105	-0.8549409435991105	unknown	True	False	TripleNeg	12.43	12.88	12.41	15.19
TCGA-EM-A2CP-01	Primary Tumor	0.08431508518063058	-0.7764863447368067	-0.7764863447368067	unknown	True	False	TripleNeg	16.0	16.29	16.2	17.24
TCGA-EM-A2CQ-01	Primary Tumor	-0.702847959077976	-1.0539631632843716	-1.0539631632843716	RAS	False	False	RAS	13.72	13.51	13.58	15.09
TCGA-EM-A2CR-01	Primary Tumor	-0.16627095483031618	-0.8490841895907528	-0.8490841895907528	RAS	False	False	RAS	15.28	13.25	12.13	12.26
TCGA-EM-A2CS-01	Primary Tumor	-0.5278218049118402	-0.8591001030852278	-0.8591001030852278	BRAF	False	False	BRAF	14.08	14.04	13.07	15.08
TCGA-EM-A2CT-01	Primary Tumor	-0.17796433489903798	-0.857139265930289	-0.857139265930289	RAS	False	False	RAS	14.17	12.85	12.76	13.98
TCGA-EM-A2CU-01	Primary Tumor	-0.39740806162320413	-0.9520749316282324	-0.9520749316282324	unknown	True	False	TripleNeg	14.35	14.81	13.81	15.72
TCGA-EM-A2OV-01	Primary Tumor	-0.6884204583622014	-1.171356862108134	-1.171356862108134	unknown	True	False	TripleNeg	13.45	13.74	13.39	14.95
TCGA-EM-A2OW-01	Primary Tumor	-0.6971931094609827	-1.2733716326388675	-1.2733716326388675	unknown	True	False	TripleNeg	14.14	14.19	13.74	16.07
TCGA-EM-A2OX-01	Primary Tumor	0.06198501831121714	-0.398538754566873	-0.398538754566873	BRAF	False	False	BRAF	14.78	15.03	14.84	16.12
TCGA-EM-A2OY-01	Primary Tumor	-0.3334476379677771	-0.8070857905088455	-0.8070857905088455	unknown	True	False	TripleNeg	13.02	12.57	11.9	14.58
TCGA-EM-A2OZ-01	Primary Tumor	0.577100182087344	-0.2054037405024149	-0.2054037405024149	BRAF	False	False	BRAF	14.76	15.27	14.77	15.99
TCGA-EM-A2P0-01	Primary Tumor	-0.306272720257839	-0.8238458837715432	-0.8238458837715432	BRAF	False	False	BRAF	13.94	14.49	13.65	15.47
TCGA-EM-A2P1-01	Primary Tumor	0.7000155419485927	-0.2942197862242112	-0.2942197862242112	BRAF	False	False	BRAF	15.79	16.11	14.92	17.84
TCGA-EM-A2P2-01	Primary Tumor	-0.08941570078696975	-0.5927015804743136	-0.5927015804743136	BRAF	True	False	BRAF	13.65	15.78	14.67	15.29
TCGA-EM-A2P3-01	Primary Tumor	0.3639645150236493	-0.3118218832557533	-0.3118218832557533	BRAF	False	False	BRAF	14.94	14.87	13.97	16.08
TCGA-EM-A3AI-01	Primary Tumor	-1.1925692382064605	-1.1342288445879536	-1.1342288445879536	unknown	True	False	TripleNeg	12.66	13.07	12.67	14.29
TCGA-EM-A3AJ-01	Primary Tumor	-0.6114923044035413	-1.1415655282750612	-1.1415655282750612	unknown	True	False	TripleNeg	15.26	15.51	15.22	17.07
TCGA-EM-A3AK-01	Primary Tumor	0.01003525276070679	-0.5464604284447131	-0.5464604284447131	BRAF	False	False	BRAF	14.89	15.27	13.8	16.22
TCGA-EM-A3AL-01	Primary Tumor	-0.862476179308648	-1.2172416040634424	-1.2172416040634424	unknown	True	False	TripleNeg	13.79	13.68	13.44	14.76
TCGA-EM-A3AN-01	Primary Tumor	-0.03581827726672063	-0.5064518242647972	-0.5064518242647972	unknown	True	False	TripleNeg	14.39	14.36	14.24	15.75
TCGA-EM-A3AO-01	Primary Tumor	-0.04655906110195514	-0.7502171900645034	-0.7502171900645034	unknown	True	False	TripleNeg	16.45	16.49	16.02	17.68
TCGA-EM-A3AP-01	Primary Tumor	-0.7801607624787528	-0.960039721293166	-0.960039721293166	RAS	False	False	RAS	13.27	13.26	13.12	14.63
TCGA-EM-A3AQ-01	Primary Tumor	0.3621091062556823	-0.3143331278070151	-0.3143331278070151	unknown	True	False	TripleNeg	14.99	14.65	14.6	15.48
TCGA-EM-A3AR-01	Primary Tumor	-1.0839085804259276	-1.2011557279626237	-1.2011557279626237	BRAF	False	False	BRAF	14.07	14.03	13.23	15.28
TCGA-EM-A3FJ-01	Primary Tumor	-0.46390570306274054	-0.8182825237207936	-0.8182825237207936	BRAF	False	False	BRAF	14.56	14.52	13.68	15.58
TCGA-EM-A3FK-01	Primary Tumor	0.002989254729683262	-0.392363975330978	-0.392363975330978	BRAF	False	False	BRAF	13.58	14.23	13.52	14.77
TCGA-EM-A3FL-01	Primary Tumor	-1.0309450006196907	-1.2648741411447155	-1.2648741411447155	unknown	True	False	TripleNeg	14.11	13.37	12.96	15.76
TCGA-EM-A3FM-01	Primary Tumor	0.7003656382157186	-0.0067145291116858	-0.0067145291116858	BRAF	False	False	BRAF	16.49	16.27	15.27	17.0
TCGA-EM-A3FN-01	Primary Tumor	-1.2012809007215286	-1.1462391195940491	-1.1462391195940491	DICER1_EIF1AX_PPM1D	True	False	Other	13.94	13.64	12.39	14.56
TCGA-EM-A3FO-01	Primary Tumor	0.04961933570257844	-0.6006068367450156	-0.6006068367450156	BRAF	False	False	BRAF	14.31	13.44	13.4	14.37
TCGA-EM-A3FP-01	Primary Tumor	-0.9976821258328183	-1.21590391478475	-1.21590391478475	unknown	True	False	TripleNeg	14.52	15.25	13.87	16.04
TCGA-EM-A3FQ-01	Primary Tumor	-0.432725076618101	-0.9913384716505872	-0.9913384716505872	unknown	True	False	TripleNeg	15.29	15.43	14.87	16.03
TCGA-EM-A3FR-01	Primary Tumor	-0.7411123702917373	-1.0937929351131523	-1.0937929351131523	unknown	True	False	TripleNeg	14.98	12.89	12.24	15.04
TCGA-EM-A3O3-01	Primary Tumor	0.893719103071766	-0.0446249856478021	-0.0446249856478021	BRAF	False	True	BRAF	15.28	15.28	14.23	16.28
TCGA-EM-A3O6-01	Primary Tumor	-0.9170838576858145	-1.1462985535423778	-1.1462985535423778	unknown	True	False	TripleNeg	13.97	13.91	13.44	15.6
TCGA-EM-A3O7-01	Primary Tumor	0.6193334767262281	-0.056790048975418	-0.056790048975418	BRAF	False	False	BRAF	14.76	14.38	13.41	15.1
TCGA-EM-A3O8-01	Primary Tumor	-0.6866093588305711	-0.8749677161637345	-0.8749677161637345				TripleNeg	13.36	12.76	12.05	14.9
TCGA-EM-A3O9-01	Primary Tumor	1.6625939882053173	-0.2921666672552433	-0.2921666672552433	unknown	True	False	TripleNeg	16.85	16.8	15.94	17.8
TCGA-EM-A3OA-01	Primary Tumor	-0.5695512052303451	-0.86872484896966	-0.86872484896966	RAS	False	False	RAS	14.15	13.85	13.73	15.29
TCGA-EM-A3OB-01	Primary Tumor	-0.6770497084599676	-0.8594210945841099	-0.8594210945841099	RAS	False	False	RAS	13.25	12.73	11.93	14.68
TCGA-EM-A3ST-01	Primary Tumor	-0.05836284486737975	-0.6154588475089825	-0.6154588475089825	RAS	False	False	RAS	14.93	13.32	13.17	14.15
TCGA-EM-A3ST-11	Solid Tissue Normal	-1.2448721919892405	-1.319678316691599	-1.319678316691599				TripleNeg	14.19	13.44	13.34	14.77
TCGA-EM-A3SU-01	Primary Tumor	0.6907044431523293	-0.1745106501527236	-0.1745106501527236	BRAF	False	False	BRAF	16.8	17.21	15.73	18.03
TCGA-EM-A3SX-01	Primary Tumor	0.31675658993002126	-0.2846060717920691	-0.2846060717920691	BRAF	False	False	BRAF	13.84	14.25	13.44	15.07
TCGA-EM-A3SY-01	Primary Tumor	0.9659925712895407	-0.5666023031677567	-0.5666023031677567	unknown	True	False	TripleNeg	16.1	15.77	15.3	18.24
TCGA-EM-A3SZ-01	Primary Tumor	0.6357433298824826	-0.1822318698277397	-0.1822318698277397	BRAF	False	False	BRAF	15.9	16.37	15.18	17.42
TCGA-EM-A4FF-01	Primary Tumor	0.2974368007507725	-0.2879919147292644	-0.2879919147292644	BRAF	False	False	BRAF	15.52	16.03	14.92	17.13
TCGA-EM-A4FH-01	Primary Tumor	-1.092788449903826	-1.040143049552852	-1.040143049552852	unknown	True	False	TripleNeg	13.27	12.96	13.25	15.14
TCGA-EM-A4FK-01	Primary Tumor	-0.6566690072094599	-0.8290221432970688	-0.8290221432970688	RAS	False	False	RAS	13.25	13.04	12.78	14.35
TCGA-EM-A4FM-01	Primary Tumor	0.8691824332355121	0.0767853594676372	0.0767853594676372	BRAF	False	True	BRAF	15.09	16.12	14.36	16.24
TCGA-EM-A4FN-01	Primary Tumor	0.5279174464412655	-0.1963692168630224	-0.1963692168630224	BRAF	False	False	BRAF	15.23	15.61	14.69	16.11
TCGA-EM-A4FO-01	Primary Tumor	-0.35993287280080377	-0.9266595166343972	-0.9266595166343972	BRAF	False	False	BRAF	15.79	16.25	15.53	16.91
TCGA-EM-A4FQ-01	Primary Tumor	0.23354394524184036	-0.3241814528764798	-0.3241814528764798	BRAF	False	False	BRAF	15.11	15.49	14.03	16.91
TCGA-EM-A4FR-01	Primary Tumor	-1.0862963147483686	-1.1651096393126026	-1.1651096393126026	unknown	True	False	TripleNeg	14.43	14.4	12.32	14.15
TCGA-EM-A4FU-01	Primary Tumor	-0.6711172397797956	-0.8870810399697074	-0.8870810399697074	RAS	False	False	RAS	13.82	13.95	13.24	15.75
TCGA-EM-A4FV-01	Primary Tumor	-0.40708579442322734	-0.8869716800893648	-0.8869716800893648	BRAF	False	False	BRAF	14.81	14.75	14.55	15.97
TCGA-EM-A4G1-01	Primary Tumor	0.0860469808201253	-0.5853267033663463	-0.5853267033663463	RAS	False	False	RAS	14.68	14.38	13.55	16.43
TCGA-ET-A25G-01	Primary Tumor	0.37741347033031586	-0.3383638818495314	-0.3383638818495314	BRAF	False	False	BRAF	14.31	14.71	14.03	16.3
TCGA-ET-A25I-01	Primary Tumor	-0.8839323051588723	-1.1465041924641877	-1.1465041924641877	RAS	False	False	RAS	14.58	14.65	14.0	16.23
TCGA-ET-A25J-01	Primary Tumor	0.33372799548830023	-0.2865786373348054	-0.2865786373348054	BRAF	False	False	BRAF	15.94	16.11	15.29	16.6
TCGA-ET-A25K-01	Primary Tumor	0.06438891823316545	-0.3402232698904429	-0.3402232698904429	BRAF	False	False	BRAF	13.9	13.97	13.29	15.08
TCGA-ET-A25L-01	Primary Tumor	0.6608475108818294	-0.2090604575082974	-0.2090604575082974				TripleNeg	15.35	15.66	14.75	15.7
TCGA-ET-A25M-01	Primary Tumor	0.38882466628196277	-0.2490927758193789	-0.2490927758193789				TripleNeg	15.37	15.35	14.47	15.73
TCGA-ET-A25N-01	Primary Tumor	0.05558180258254091	-0.7092602347200911	-0.7092602347200911				TripleNeg	14.12	14.24	12.96	15.14
TCGA-ET-A25O-01	Primary Tumor	0.5610951036075892	-0.1882045008186153	-0.1882045008186153	BRAF	False	False	BRAF	13.01	13.87	13.12	14.85
TCGA-ET-A25P-01	Primary Tumor	-0.7736357915688853	-1.1108837630371595	-1.1108837630371595				TripleNeg	13.35	13.47	13.78	14.8
TCGA-ET-A25R-01	Primary Tumor	0.675940705372243	-0.0412885715522586	-0.0412885715522586	BRAF	False	False	BRAF	15.67	16.32	15.21	16.52
TCGA-ET-A2MX-01	Primary Tumor	1.1680534234590225	-0.081100662738402	-0.081100662738402	unknown	True	False	TripleNeg	14.96	15.51	14.18	16.25
TCGA-ET-A2MX-11	Solid Tissue Normal	-1.0589476420361899	-1.2768680200446922	-1.2768680200446922				TripleNeg	13.78	14.34	13.07	15.56
TCGA-ET-A2MY-01	Primary Tumor	0.6074998106583206	-0.1575284775825038	-0.1575284775825038	BRAF	False	False	BRAF	15.32	15.69	14.22	16.81
TCGA-ET-A2MZ-01	Primary Tumor	-0.10180518859731062	-0.3940892588038427	-0.3940892588038427	BRAF	False	False	BRAF	13.9	13.96	12.8	15.22
TCGA-ET-A2N0-01	Primary Tumor	0.21870024208987018	-0.7301461749486972	-0.7301461749486972	BRAF	False	False	BRAF	16.94	17.15	15.77	16.95
TCGA-ET-A2N3-01	Primary Tumor	-0.8376236780301128	-1.008027784734465	-1.008027784734465	unknown	True	False	TripleNeg	14.1	13.46	12.93	14.15
TCGA-ET-A2N4-01	Primary Tumor	0.3805855102723529	-0.246781026225719	-0.246781026225719	BRAF	False	False	BRAF	14.67	14.64	14.1	15.35
TCGA-ET-A2N5-01	Primary Tumor	-0.6563792493207974	-0.8578303657337595	-0.8578303657337595	RAS	False	False	RAS	13.25	13.42	12.79	15.26
TCGA-ET-A2N5-11	Solid Tissue Normal	-1.3094030795123321	-1.293159921979294	-1.293159921979294				TripleNeg	12.86	12.69	12.66	14.08
TCGA-ET-A39I-01	Primary Tumor	-1.1676678136022545	-1.18129851143563	-1.18129851143563	RAS	False	False	RAS	14.0	13.03	12.45	13.98
TCGA-ET-A39J-01	Primary Tumor	0.012316845608216428	-0.4771936788789152	-0.4771936788789152	BRAF	False	False	BRAF	14.48	14.82	13.78	15.66
TCGA-ET-A39K-01	Primary Tumor	0.7249158687448761	-0.0887160491351652	-0.0887160491351652	BRAF	False	False	BRAF	14.96	14.78	14.38	15.48
TCGA-ET-A39L-01	Primary Tumor	-0.43529306509074106	-0.7006987238941982	-0.7006987238941982	unknown	True	False	TripleNeg	13.75	13.68	13.63	14.61
TCGA-ET-A39M-01	Primary Tumor	0.17181454126955084	-0.4759708859844959	-0.4759708859844959	BRAF	False	False	BRAF	16.25	16.37	15.36	16.52
TCGA-ET-A39N-01	Primary Tumor	-0.19516223369453334	-0.8619448831166976	-0.8619448831166976	unknown	True	False	TripleNeg	14.6	13.33	13.01	14.81
TCGA-ET-A39O-01	Primary Tumor	0.6704025819610993	-0.220909431172824	-0.220909431172824	BRAF	False	False	BRAF	16.04	16.43	15.65	17.61
TCGA-ET-A39P-01	Primary Tumor	0.3007649079665146	-0.2761988898842315	-0.2761988898842315	BRAF	False	False	BRAF	15.46	15.56	14.56	16.26
TCGA-ET-A39R-01	Primary Tumor	0.029359221912877848	-0.2963546011248484	-0.2963546011248484				TripleNeg	17.42	17.01	16.26	17.55
TCGA-ET-A39S-01	Primary Tumor	-0.3924589951839153	-0.9635134864630776	-0.9635134864630776	BRAF	False	False	BRAF	14.18	14.24	12.99	14.99
TCGA-ET-A39T-01	Primary Tumor	0.4000840233951052	-0.3127743611226545	-0.3127743611226545				TripleNeg	14.93	15.38	14.39	16.5
TCGA-ET-A3BN-01	Primary Tumor	-0.29365054364140064	-0.7578448459387578	-0.7578448459387578	unknown	True	False	TripleNeg	14.1	13.1	12.88	15.03
TCGA-ET-A3BO-01	Primary Tumor	0.6558812625864114	0.0094344093486797	0.0094344093486797	BRAF	False	True	BRAF	15.83	16.2	15.46	17.0
TCGA-ET-A3BP-01	Primary Tumor	0.6731811463230009	-0.1059254639866126	-0.1059254639866126	BRAF	False	False	BRAF	14.38	14.95	13.61	15.52
TCGA-ET-A3BQ-01	Primary Tumor	-0.2809195598680855	-0.5173792135194417	-0.5173792135194417	BRAF	False	False	BRAF	14.94	15.29	14.88	15.6
TCGA-ET-A3BS-01	Primary Tumor	0.5429370787208581	-0.0418431872713929	-0.0418431872713929	BRAF	False	False	BRAF	15.5	16.11	15.43	17.49
TCGA-ET-A3BT-01	Primary Tumor	0.38191016937389877	-0.2415868586486615	-0.2415868586486615	BRAF	False	True	BRAF	15.07	15.08	14.45	16.01
TCGA-ET-A3BU-01	Primary Tumor	-0.3847227579539723	-0.6689703074453413	-0.6689703074453413	BRAF	False	False	BRAF	13.98	14.65	13.66	15.31
TCGA-ET-A3BV-01	Primary Tumor	0.9347276458914752	0.0333023748888285	0.0333023748888285	BRAF	False	False	BRAF	14.31	14.39	14.28	14.75
TCGA-ET-A3BW-01	Primary Tumor	-0.07615441537556292	-0.3069645155960094	-0.3069645155960094	BRAF	False	False	BRAF	14.17	13.4	13.47	14.71
TCGA-ET-A3BX-01	Primary Tumor	0.3178056499258317	-0.3040348750513678	-0.3040348750513678	BRAF	False	False	BRAF	14.38	14.11	13.62	15.32
TCGA-ET-A3DO-01	Primary Tumor	0.8334991763555949	-0.0125874394311645	-0.0125874394311645	BRAF	False	False	BRAF	16.42	16.86	15.82	17.45
TCGA-ET-A3DP-01	Primary Tumor	0.28224251532054956	-0.367075965826343	-0.367075965826343	BRAF	False	False	BRAF	14.52	15.21	13.99	15.43
TCGA-ET-A3DP-11	Solid Tissue Normal	-0.6826531100849947	-1.1523056868498702	-1.1523056868498702				TripleNeg	13.15	13.15	12.43	14.63
TCGA-ET-A3DQ-01	Primary Tumor	0.1834176720919682	-0.7614695580326242	-0.7614695580326242	unknown	True	False	TripleNeg	14.54	15.09	14.75	15.93
TCGA-ET-A3DR-01	Primary Tumor	-0.7482638487578357	-1.1338664923038004	-1.1338664923038004	unknown	True	False	TripleNeg	12.84	12.76	12.26	14.5
TCGA-ET-A3DS-01	Primary Tumor	-1.5533565032867076	-1.2615866621279277	-1.2615866621279277	unknown	True	False	TripleNeg	12.97	13.32	13.59	14.67
TCGA-ET-A3DT-01	Primary Tumor	0.4113702274770525	-0.3313116237203869	-0.3313116237203869				TripleNeg	15.83	16.97	16.21	17.32
TCGA-ET-A3DU-01	Primary Tumor	0.5960044093783403	-0.1615006643477183	-0.1615006643477183	BRAF	False	False	BRAF	15.98	17.12	16.06	17.28
TCGA-ET-A3DV-01	Primary Tumor	-0.7958034599222423	-0.9133611781039336	-0.9133611781039336	unknown	True	False	TripleNeg	12.47	13.43	12.4	14.62
TCGA-ET-A3DW-01	Primary Tumor	0.3631157071845602	-0.1618475716023334	-0.1618475716023334	BRAF	False	True	BRAF	15.61	16.22	15.32	17.1
TCGA-ET-A3DW-11	Solid Tissue Normal	-1.1776209936159052	-1.306291790519224	-1.306291790519224				TripleNeg	14.35	12.68	13.56	14.81
TCGA-ET-A40P-01	Primary Tumor	-0.21211957752758592	-0.8242357371040337	-0.8242357371040337				TripleNeg	14.53	14.84	13.99	15.46
TCGA-ET-A40Q-01	Primary Tumor	0.8405809660149971	0.0313981249558839	0.0313981249558839	BRAF	False	False	BRAF	15.69	16.68	15.74	17.44
TCGA-ET-A40R-01	Primary Tumor	-0.9657559258067339	-1.2017156182145694	-1.2017156182145694	unknown	True	False	TripleNeg	14.91	15.09	13.53	16.02
TCGA-ET-A40S-01	Primary Tumor	0.28646590173493724	-0.5929832155010577	-0.5929832155010577	unknown	True	False	TripleNeg	15.35	16.21	15.67	16.83
TCGA-ET-A40T-01	Primary Tumor	0.07094009916180773	-0.4232882278840949	-0.4232882278840949	unknown	True	False	TripleNeg	15.1	15.47	14.57	16.35
TCGA-ET-A4KN-01	Primary Tumor	1.4477237753610472	-0.2002962875421126	-0.2002962875421126	unknown	True	False	TripleNeg	17.72	17.89	16.54	16.26
TCGA-ET-A4KQ-01	Primary Tumor	-1.2798559063979278	-1.2089293676966473	-1.2089293676966473	BRAF	True	False	BRAF	13.1	13.26	12.69	14.55
TCGA-FE-A22Z-01	Primary Tumor	0.683773448965378	0.0690021060640419	0.0690021060640419				TripleNeg	14.66	14.05	13.51	15.37
TCGA-FE-A230-01	Primary Tumor	0.2890031449620907	-0.2408628256054832	-0.2408628256054832	BRAF	False	False	BRAF	16.0	16.42	15.6	16.98
TCGA-FE-A231-01	Primary Tumor	0.7772129330086259	-0.0368777897400136	-0.0368777897400136	BRAF	False	False	BRAF	15.12	15.49	14.57	16.65
TCGA-FE-A232-01	Primary Tumor	-0.514019971264672	-1.0184696705410614	-1.0184696705410614	BRAF	False	False	BRAF	15.9	16.68	15.7	16.87
TCGA-FE-A233-01	Primary Tumor	0.2563946277087085	-0.3184785567462787	-0.3184785567462787	BRAF	False	False	BRAF	15.11	15.38	15.1	15.53
TCGA-FE-A234-01	Primary Tumor	0.617098978736005	0.0247447438128124	0.0247447438128124	BRAF	False	False	BRAF	14.89	15.31	14.39	16.69
TCGA-FE-A235-01	Primary Tumor	0.22630079230661504	-0.5263993810020065	-0.5263993810020065	BRAF	False	False	BRAF	14.86	14.07	14.82	15.26
TCGA-FE-A236-01	Primary Tumor	0.3953248516091264	-0.2989772822381136	-0.2989772822381136	BRAF	False	False	BRAF	14.57	14.97	14.36	15.52
TCGA-FE-A237-01	Primary Tumor	0.41669411092613207	-0.3076536513677992	-0.3076536513677992	BRAF	False	False	BRAF	14.07	14.58	13.78	15.32
TCGA-FE-A238-01	Primary Tumor	0.05658746359795488	-0.3308749562551977	-0.3308749562551977				TripleNeg	14.56	15.38	14.63	15.56
TCGA-FE-A239-01	Primary Tumor	-1.2883083905036605	-1.336497746552621	-1.336497746552621				TripleNeg	13.69	12.66	12.66	13.93
TCGA-FE-A23A-01	Primary Tumor	0.1567071311419871	-0.3640482426367215	-0.3640482426367215	BRAF	False	False	BRAF	16.69	16.72	15.67	16.79
TCGA-FE-A3PA-01	Primary Tumor	-0.39530505368656826	-0.6266390674971245	-0.6266390674971245	unknown	True	False	TripleNeg	14.98	14.6	13.16	15.6
TCGA-FE-A3PB-01	Primary Tumor	1.0410954783886643	0.0374814738988337	0.0374814738988337	BRAF	False	False	BRAF	15.61	16.45	15.1	17.02
TCGA-FE-A3PC-01	Primary Tumor	-0.0161080874820234	-0.2998343701782058	-0.2998343701782058	BRAF	False	False	BRAF	15.13	14.9	13.77	16.01
TCGA-FE-A3PD-01	Primary Tumor	0.057901022291377356	-0.4430579762953865	-0.4430579762953865	unknown	True	False	TripleNeg	15.69	15.88	14.83	16.85
TCGA-FK-A3S3-01	Primary Tumor	0.10974218343103798	-0.5202790217991686	-0.5202790217991686	ALK_fusion	True	False	Other	14.81	14.39	14.33	15.66
TCGA-FK-A3SB-01	Primary Tumor	0.16773956695203118	-0.3054543791345734	-0.3054543791345734	BRAF	False	False	BRAF	13.87	14.11	13.4	15.45
TCGA-FK-A3SD-01	Primary Tumor	-1.0014603682386116	-1.0660454277160234	-1.0660454277160234	unknown	True	False	TripleNeg	14.21	13.46	13.28	14.92
TCGA-FK-A3SE-01	Primary Tumor	-0.08092842086778836	-0.8195857842342374	-0.8195857842342374	unknown	True	False	TripleNeg	13.51	13.05	13.02	14.96
TCGA-FK-A3SG-01	Primary Tumor	0.09748261718530468	-0.5515857551193096	-0.5515857551193096	unknown	True	False	TripleNeg	15.24	14.79	14.3	16.23
TCGA-FK-A3SH-01	Primary Tumor	0.2877910978366861	-0.4326693135385894	-0.4326693135385894	BRAF	False	False	BRAF	13.8	14.51	14.29	14.13
TCGA-FK-A4UB-01	Primary Tumor	-0.24930317581736872	-0.6918954679119946	-0.6918954679119946	unknown	True	False	TripleNeg	14.59	14.7	12.69	14.98
TCGA-FY-A2QD-01	Primary Tumor	-0.7090779155801064	-1.084613276297879	-1.084613276297879	unknown	True	False	TripleNeg	13.06	11.57	11.13	14.49
TCGA-FY-A3BL-01	Primary Tumor	0.418161185012078	-0.2909248774464854	-0.2909248774464854	BRAF	False	False	BRAF	14.98	14.93	14.26	15.86
TCGA-FY-A3I4-01	Primary Tumor	-0.8837908483898713	-1.142860781220925	-1.142860781220925	BRAF	False	False	BRAF	14.15	14.76	13.7	14.91
TCGA-FY-A3I5-01	Primary Tumor	-1.0978864910061628	-1.2864228340226065	-1.2864228340226065	unknown	True	False	TripleNeg	13.66	14.1	12.92	15.76
TCGA-FY-A3NM-01	Primary Tumor	-1.5437474621524139	-1.2801447821901313	-1.2801447821901313	unknown	True	False	TripleNeg	12.49	12.84	12.46	14.21
TCGA-FY-A3NN-01	Primary Tumor	0.4406376548420653	-0.2542905135052544	-0.2542905135052544	BRAF	False	False	BRAF	13.97	14.38	13.61	15.64
TCGA-FY-A3NP-01	Primary Tumor	-1.0688398146925275	-1.131174279950153	-1.131174279950153	RAS	False	False	RAS	13.56	13.26	13.12	14.85
TCGA-FY-A3ON-01	Primary Tumor	-0.38154384409042913	-0.7825008164785038	-0.7825008164785038	BRAF	False	False	BRAF	14.74	14.47	13.86	16.15
TCGA-FY-A3R6-01	Primary Tumor	-0.18764433316372625	-0.8361885781749453	-0.8361885781749453	unknown	True	False	TripleNeg	15.66	15.98	15.3	17.22
TCGA-FY-A3R7-01	Primary Tumor	-0.66901518506974	-0.948472793598646	-0.948472793598646	BRAF	False	False	BRAF	14.93	14.67	14.05	16.01
TCGA-FY-A3R8-01	Primary Tumor	0.7328320188938197	-0.0683107811964077	-0.0683107811964077	BRAF	False	False	BRAF	15.28	15.31	14.48	16.95
TCGA-FY-A3R9-01	Primary Tumor	-0.5947151743576842	-1.090566442409338	-1.090566442409338	RAS	False	False	RAS	13.73	12.9	12.76	15.38
TCGA-FY-A3RA-01	Primary Tumor	0.7555106867979003	-0.1433748966609422	-0.1433748966609422	BRAF	False	False	BRAF	14.91	15.16	14.41	16.55
TCGA-FY-A3TY-01	Primary Tumor	0.11806550816521705	-0.7047153035047979	-0.7047153035047979	BRAF	False	False	BRAF	14.49	14.39	13.59	15.88
TCGA-FY-A3TY-11	Solid Tissue Normal	-1.1843195210697524	-1.2518361652210417	-1.2518361652210417				TripleNeg	13.35	12.69	12.52	14.74
TCGA-FY-A3W9-01	Primary Tumor	-1.4838853557443126	-1.223800386056238	-1.223800386056238	RAS	False	True	RAS	13.14	12.73	13.65	13.85
TCGA-FY-A3WA-01	Primary Tumor	-0.8981596167565984	-0.889935175792975	-0.889935175792975	unknown	True	False	TripleNeg	12.7	12.04	11.72	14.17
TCGA-FY-A3YR-01	Primary Tumor	0.7697440198179265	-0.0566930693674061	-0.0566930693674061	BRAF	False	False	BRAF	14.65	15.39	14.1	16.8
TCGA-FY-A40K-01	Primary Tumor	-0.17214201575586296	-0.5186957563093433	-0.5186957563093433	BRAF	False	False	BRAF	14.52	14.61	14.07	15.68
TCGA-FY-A40L-01	Primary Tumor	0.40409798618065024	-0.3230034421816405	-0.3230034421816405	BRAF	False	False	BRAF	15.11	15.75	14.92	17.12
TCGA-FY-A40M-01	Primary Tumor	0.43399447319335605	-0.4669321988059395	-0.4669321988059395	unknown	True	False	TripleNeg	13.04	14.11	13.94	14.23
TCGA-FY-A40N-01	Primary Tumor	-0.9596491033916074	-1.170147272485872	-1.170147272485872	unknown	True	False	TripleNeg	14.89	15.09	14.48	16.49
TCGA-FY-A4B0-01	Primary Tumor	-0.6164390283697299	-0.9662048155829106	-0.9662048155829106				TripleNeg	13.41	13.19	12.4	14.33
TCGA-FY-A4B3-01	Primary Tumor	0.05316538915777236	-0.5809066775554357	-0.5809066775554357	BRAF	False	False	BRAF	13.95	13.86	13.32	15.17
TCGA-FY-A4B4-01	Primary Tumor	0.15142990571310233	-0.4416291252623395	-0.4416291252623395	BRAF	False	False	BRAF	15.07	15.72	15.04	16.87
TCGA-FY-A76V-01	Primary Tumor	-0.34902233979914943	-0.767278643415336	-0.767278643415336				TripleNeg	13.33	13.3	12.91	14.82
