ratio	n_tumor	n_normal	median_tumor	median_normal	iqr_tumor	iqr_normal	abs_med_tumor	abs_med_normal	MW_p_tumor_vs_normal
log2(A/B)	505	59	-0.11999999999999915	0.129999999999999	0.6200000000000009	0.7900000000000011	0.33999999999999997	0.34999999999999976	0.0005178482038114149
log2(A/C)	505	59	0.5899999999999999	0.6999999999999992	0.6300000000000007	0.5249999999999997	0.5900000000000016	0.6999999999999992	0.4029965279066019
log2(B/C)	505	59	0.7300000000000003	0.5899999999999996	0.5700000000000003	0.6399999999999995	0.7400000000000002	0.6400000000000005	0.007403331288121416
