row_id	n_model_scores	n_unique_models	n_model_families	ensemble_mean	ensemble_median	ensemble_std	ensemble_min	ensemble_max	ensemble_q05	ensemble_q25	ensemble_q75	ensemble_q95	vote_gt_050	vote_gt_080	rank_pct_median	rank_pct_q25	ensemble_width_90
CNV0_00909	37	35	15	0.7257201330473965	0.8287050619229361	0.22454487951829538	0.2821693135342403	0.9753651311734268	0.3346756857339833	0.5186495021095945	0.9183676886625884	0.9602904175390331	0.7837837837837838	0.5945945945945946	0.1958041958041958	0.1048951048951049	0.6256147318050498
CNV0_00910	35	35	15	0.5970757317051878	0.5225347997534798	0.23188359576941633	0.0226140368577343	0.9565217391304348	0.2689343399299056	0.4653244708312936	0.8414977503671617	0.8851011925264418	0.6	0.3142857142857143	0.3776223776223776	0.1783216783216783	0.6161668525965363
CNV0_00911	37	35	15	0.358687952583677	0.3953100381350635	0.14936916079390503	0.0569794640473304	0.6086956521739131	0.0809611102007704	0.2623537328507057	0.4362881590303215	0.5963802695373063	0.1891891891891892	0.0	0.6346153846153846	0.4685314685314685	0.5154191593365358
CNV0_00912	35	35	15	0.3259035030550388	0.279340527839854	0.1994710353553839	0.009090909090909	0.7686533932437529	0.12161510076303868	0.1870389223377409	0.37353451644772545	0.766638653160053	0.22857142857142856	0.0	0.7185314685314685	0.5087412587412588	0.6450235523970143
CNV0_00913	35	35	15	0.5284632596544546	0.609375	0.21315008322438342	0.054166878693272	0.8703273246008937	0.0850457637329007	0.40089136368722356	0.6719071770684503	0.8169474662243001	0.5714285714285714	0.08571428571428572	0.3566433566433566	0.2631118881118881	0.7319017024913994
CNV0_00914	35	35	15	0.4190097042980491	0.4105310064598679	0.20282086329183274	0.0133338452735169	0.7815819652970616	0.03389112300812472	0.3243049816791709	0.5493545197557661	0.7560460676537876	0.2857142857142857	0.0	0.5157342657342657	0.4353146853146853	0.7221549446456629
CNV0_00915	35	35	15	0.324814184748121	0.3320601886750925	0.1825908318446401	0.0499408928731357	0.6387618409563587	0.06867948415268595	0.1394974388276771	0.47285681378596905	0.5846491953707948	0.2	0.0	0.7045454545454546	0.5480769230769231	0.5159697112181089
CNV0_00916	37	35	15	0.5073140099966362	0.4395231245893484	0.2706220484731151	0.0213649865570109	0.971967846195497	0.11628359160227	0.2968171508785407	0.790206925866407	0.9596109605434472	0.43243243243243246	0.1891891891891892	0.4615384615384615	0.2237762237762237	0.8433273689411772
CNV0_00917	35	35	15	0.2927657562735104	0.2894193245771652	0.1474854240422508	0.0040454431577698	0.6863636363636364	0.07550267649968925	0.17163439837156713	0.3728377333857378	0.5172354962776493	0.08571428571428572	0.0	0.6625874125874126	0.5332167832167832	0.4417328197779601
CNV0_00918	37	35	15	0.2934064489345947	0.2998243992582559	0.2027689339390604	0.005375908727046	0.8929553801412019	0.008601379660411681	0.1925259719237644	0.3646049123151215	0.6778498632508403	0.08108108108108109	0.05405405405405406	0.7587412587412588	0.5874125874125874	0.6692484835904287
