subset	n	AUROC_probe_base	AUROC_tent	delta
ITSNdb_main	192	0.5672438330170778	0.5804079696394686	0.013164136622390799
ITSNdb_Val	119	0.7168141592920354	0.715339233038348	-0.001474926253687392
ITSNdb_combined	311	0.7572460688482787	0.750531236719082	-0.006714832129196768
ITSNdb_in_master	208	0.896660482374768	0.8742115027829314	-0.02244897959183667
ITSNdb_no_overlap	103	0.4498239436619718	0.4859154929577465	0.03609154929577468
