	g8_RAI	HLA_I	HLA_II	immune	DM
TCGA-DJ-A1QI-01A	-0.28732005807910677	-0.3920790663863356	-0.2914341765467502	-0.29114704555746107	DM2
TCGA-EL-A3ZK-01A	-0.6189465293862231	0.18238842618229614	0.5785822526165915	0.427477764153402	DM2
TCGA-EL-A4JZ-01A	-0.4649081833664128	1.607497371831147	1.3858723932933914	0.8651423413903215	DM2
TCGA-ET-A2N4-01A	-0.21997204556486796	-0.2999161601239677	-0.4897386489766201	-0.363149614034777	DM2
TCGA-ET-A3DS-01A	1.5065799342625301	-0.9569451668632242	-0.9637169601479139	-0.19716274950355986	DM1
TCGA-EL-A3D4-01A	0.6014430057647019	-0.38503206921196603	-0.5545520733761763	-0.5705955991441989	DM1
TCGA-DJ-A2PZ-01A	-0.02156683825531645	0.32527329315049597	0.5930825722794318	-0.14995565741786593	DM2
TCGA-FY-A3RA-01A	-0.6388589155218627	0.051040697753262594	0.009328343154877133	-0.7273581782681509	DM2
TCGA-EM-A4FV-01A	0.47364573657192033	0.6173883306144707	0.6859312715793919	1.0765279920044144	DM2
TCGA-EM-A3AN-01A	0.16974027139341938	-0.22632570843331715	0.15117384506425072	-0.393348367893132	DM2
TCGA-DJ-A3UN-01A	0.07201108810812859	-0.009494713674255337	-0.007887173767957556	-0.23304608857725964	DM2
TCGA-J8-A42S-01A	0.13101655738061252	-0.5605376957882636	-0.484809732360845	-0.454200785278081	DM2
TCGA-EL-A4JX-01A	-1.0468738617481625	1.693806153069836	1.630846898671735	2.2180926906028486	DM2
TCGA-DE-A0Y2-01A	-0.4360951669210581	-0.05270788930317436	-0.8746703022487438	-0.7245384402089273	DM2
TCGA-EL-A4JV-01A	0.7919577023507088	-0.874682186438693	-1.2607093611443576	-0.5103005484968731	DM1
TCGA-KS-A4I1-01A	-0.27179278088301795	-0.37793027947047353	-0.4452727239844309	-0.3335449946311647	DM2
TCGA-CE-A27D-01A	1.0013971685147396	1.5649320036765202	1.5030258037271742	2.085229646051935	DM2
TCGA-BJ-A0Z0-01A	1.2085629322589815	-1.7314599300608462	-1.3539769999281506	-0.8759490360917702	DM1
TCGA-EL-A3CU-01A	-0.4666279632432121	0.9418775588066184	1.1820451134939611	1.4067207072090002	DM2
TCGA-EM-A2CK-01A	0.830488394116895	-0.8102852771776408	-1.1002915473560824	-0.7059418595646567	DM1
TCGA-FK-A4UB-01A	0.1485287983370927	-0.4012727771931055	-0.4207855320742537	-0.5924086470751251	DM2
TCGA-ET-A2N5-01A	0.6215632458860191	-1.146532148736229	-0.7296593315162133	-0.6255733015642154	DM1
TCGA-EM-A2P0-01A	0.3689930582155262	-0.3507036884854002	-0.3282968862344035	-0.41333586980097925	DM2
TCGA-H2-A421-01A	-0.3073047790865273	1.3477400940604591	1.094231714939058	1.022854372629139	DM2
TCGA-CE-A483-01A	-0.35501139968394857	-0.1706346430397565	-0.6032925731804328	-0.6132879096994042	DM2
TCGA-FY-A76V-01A	0.40044737108651435	-0.8894782894330423	-0.12247714435359354	-0.2705334714641621	DM2
TCGA-EL-A3GX-01A	-0.647410600100516	0.8436563671017078	0.6652936160799449	0.3699759085775126	DM2
TCGA-IM-A3U2-01A	-0.5801254722463656	0.11302918258793568	0.16120407479227603	-0.5277292846537674	DM2
TCGA-EL-A3T0-01A	0.5028570763447766	-0.17422965733273194	-0.0013554731183638203	0.02052887164624288	DM2
TCGA-E3-A3E1-01A	0.17082947650892802	0.0724833329422485	0.15057864476799004	-0.19779136345062007	DM2
TCGA-ET-A3BX-01A	-0.18743357691558016	-0.5461104956854874	-0.4900880749935104	-0.6267427928609928	DM2
TCGA-BJ-A0ZJ-01A	0.4689976848138947	1.0464907299902209	1.072429755974781	1.7047513391602092	DM1
TCGA-EL-A3T9-01A	-1.5739874495703874	-0.5253396529929407	0.8016820670453801	0.3087139688391979	DM2
TCGA-EM-A1YD-01A	1.2681231040619225	-0.529299127641251	-0.9028119045534412	-0.18793828796451933	DM1
TCGA-ET-A3BP-01A	-0.5180194350057583	-0.16152238419812268	-0.43819896834873084	-0.21529563468868493	DM2
TCGA-EL-A3H1-01A	1.0250033666680898	-1.2317763075550825	-1.413560224255501	-0.8366804293355413	DM1
TCGA-DJ-A3VK-01A	0.5260641860761364	-0.6413238844222451	-0.405497618565124	-0.09641906737635551	DM1
TCGA-EM-A4FR-01A	0.8950976253527809	-0.7715961433946948	-0.7374718736373665	-0.6007934964658295	DM1
TCGA-EM-A22M-01A	-0.2475984924337729	1.676678182492573	1.5760223932190587	1.6569854154052899	DM2
TCGA-EL-A3ZR-01A	0.9690751318796247	-1.18572869632196	-0.986907287346155	-1.0288129031013062	DM1
TCGA-DJ-A4UW-01A	0.44273255768125463	-0.17530494353053291	0.08439271770900807	0.16308624484748366	DM2
TCGA-DJ-A13V-01A	-0.24814543798496685	-0.08098130167591895	-0.6166955188837246	-0.2387760573520897	DM2
TCGA-E8-A417-01A	-0.4296794050947321	1.1418592090670385	1.088446012917617	0.6005894875877847	DM2
TCGA-DJ-A1QQ-01A	0.6456846262504599	-0.7406694474735863	-0.5861665776626945	-0.3076487560024001	DM2
TCGA-ET-A39R-01A	0.11471383737350432	2.267390030361136	1.5814776729119562	1.7548642869570268	DM2
TCGA-ET-A3DR-01A	0.9052698149843219	-1.5645616756582583	-1.1938471005561322	-0.8291500831694013	DM2
TCGA-CE-A485-01A	-0.000333900103976624	0.020257876867641782	0.3771710511396825	0.4457531642737635	DM2
TCGA-ET-A3DT-01A	-0.49760790450962283	1.7950449349118724	1.703916895237479	1.8842660698977	DM2
TCGA-CE-A13K-01A	-0.29515414443731613	0.16773487274532647	-0.344749660908675	-0.018237123556913377	DM2
TCGA-DJ-A3V8-01A	-0.1665812202355441	0.0342509175569404	0.007370345154489544	-0.5548125627643269	DM2
TCGA-BJ-A290-01A	-0.40562916404226906	-0.9243227177445923	-0.9173513189435779	-0.5774763782709097	DM2
TCGA-ET-A3BO-01A	-0.5550470449668365	1.2497007800903375	1.2478471685243915	0.9212160093193796	DM2
TCGA-EL-A3N3-01A	-0.7166829912504183	1.119553330925955	0.8923283230726572	0.7421105946737797	DM2
TCGA-DJ-A1QH-01A	-0.5557248645101399	0.4159836351502807	0.7366354805613707	-0.16330263083724178	DM2
TCGA-DJ-A2Q9-01A	-1.2058963029295326	0.7365451828192336	1.4913492859600488	2.0619208328876377	DM2
TCGA-BJ-A190-01A	1.0786957934145425	-1.8199678307248486	-2.085901676934225	-1.228236562978033	DM1
TCGA-DE-A3KN-01A	-0.10155086072075792	-0.559204909335805	0.10301781808785324	-0.170709343321812	DM2
TCGA-EM-A3AL-01A	1.0721350027932888	-0.7025187866609836	-1.9351180323852302	-0.6665985324930265	DM1
TCGA-ET-A25R-01A	-0.6451868057113759	0.872359244959702	1.1024737772094493	-0.05747321322202432	DM2
TCGA-EM-A1YC-01A	-0.08363561210651657	-1.7537815835778614	-1.3595688754436954	-0.9159630660196936	DM1
TCGA-ET-A3DO-01A	-0.9009552241987818	1.6543955225682478	1.4859631438516296	1.6172148736250642	DM2
TCGA-EM-A3SZ-01A	-0.5955612282623503	1.006201318451223	0.8924404192380099	0.4045720981155518	DM2
TCGA-BJ-A18Z-01A	-0.38803748715258257	0.2056574207484734	0.5966590709755711	0.1162488845840852	DM2
TCGA-EM-A4FK-01A	0.8055634746564739	-1.341422211633967	-1.5412215628980728	-1.0303711402512807	DM1
TCGA-EM-A3FK-01A	0.06831825172389439	-0.7119893173963809	-1.4190098772618223	-1.0631004267781283	DM2
TCGA-EM-A3SX-01A	-0.16324553308689121	-0.5577846846601209	-1.0137859254408168	-0.25928314580094536	DM2
TCGA-BJ-A0Z5-01A	-0.12057301038456404	0.1103914439288921	-0.30550712761869325	-0.35815742294929265	DM2
TCGA-EM-A4FM-01A	-0.890161347424415	0.5141978166045819	0.6990931868560095	0.09665725137543779	DM2
TCGA-EL-A3GY-01A	-0.4877196981392494	0.12989410013642957	0.031133433540552802	0.07536025022728077	DM2
TCGA-DO-A1JZ-01A	0.17656144666451434	-1.7079072027202942	-1.0016624467568296	-0.8781585562596418	DM2
TCGA-EM-A3AO-01A	0.09283896822478212	1.8258809762180732	1.585627060261507	0.5547056586823419	DM2
TCGA-ET-A39J-01A	0.09282418912566459	-0.34261383575594034	-1.0125754480035505	-0.7820687197700135	DM2
TCGA-E8-A437-01A	0.22229653148703513	-0.04862218404384035	-0.03429603892731996	-0.23315584701088607	DM2
TCGA-EM-A2OZ-01A	-0.4186725661357531	0.5014241645912851	0.22938116751561624	-0.22683627551736213	DM2
TCGA-EM-A1CW-01A	0.4544362585172981	0.8302366029263323	0.6663822527030593	0.35762598363058234	DM1
TCGA-DJ-A3VM-01A	0.13272899178614092	-1.2551455565324325	-0.8733194273311631	-0.4711160693842774	DM1
TCGA-EM-A2CL-01A	0.9207178291381735	-1.557457388363231	-1.7766971607514546	-0.8445182692844636	DM1
TCGA-ET-A40T-01A	-0.030802573126185576	0.6222353611275776	0.5979515290223016	0.827153463598261	DM2
TCGA-ET-A25K-01A	-0.06968868577398675	-0.5493814091008573	-0.8824173591608124	-0.6545945015106538	DM2
TCGA-FE-A236-01A	-0.41784065044096497	-0.008618498499937711	0.14650327950276565	-0.43570943190854056	DM2
TCGA-EL-A3ZQ-01A	-1.0021992665680606	0.4576281469549136	0.32652812175554613	0.05706268959664015	DM2
TCGA-EL-A3CP-01A	-0.28814507779653736	-0.4868379645765639	-0.8231804359246173	-0.6693324753692474	DM2
TCGA-DJ-A1QM-01A	1.2462468081366882	-0.7445735852689132	-0.24815237304682744	-0.10457109935928523	DM2
TCGA-DJ-A3UQ-01A	-0.19820480946850888	0.49947630326752157	0.6804876558931423	0.34900037076686097	DM2
TCGA-BJ-A0ZF-01A	0.781842107551169	-1.280687557276465	-0.4599011475984396	-0.33823324789969117	DM1
TCGA-EM-A3O7-01A	-0.3958475948207071	-0.4201161705738949	-0.4565474753472582	-0.18042754723498663	DM2
TCGA-IM-A3EB-01A	-0.2029773543433134	1.520953945020908	1.13811214628866	0.600834933846634	DM2
TCGA-EL-A3ZO-01A	-1.0501502952773927	0.8844423419147112	1.3833444615891533	1.4173898046579745	DM2
TCGA-EL-A3H5-01A	-1.6861565509697605	-0.5434922665571487	0.05744490165658499	0.577722101325523	DM2
TCGA-EM-A3AK-01A	-0.04939538024950953	0.15096995687942194	-0.271082216784175	0.14641850253127547	DM2
TCGA-ET-A25L-01A	-0.6895092852708027	0.30831547786512514	0.1085822767010696	-0.23028993883413018	DM2
TCGA-FY-A3ON-01A	0.4628385583446405	0.2581913660509867	0.1310773230365041	0.311438635581554	DM2
TCGA-DE-A4MB-01A	-0.3791004145210411	0.3491044415062887	0.7238580793862394	-0.02923083659193507	DM2
TCGA-EL-A3CT-01A	-0.883869821927826	0.15454951899124145	0.051690819922251455	-0.20620014137546855	DM2
TCGA-ET-A2MZ-01A	0.06624116677899457	-0.8741856699041962	-0.8812395597859568	-0.6137470811564397	DM2
TCGA-EM-A4FU-01A	0.5744616676928115	-0.6702862441758156	-0.6662200447847209	-0.3862138142361972	DM1
TCGA-EM-A1CU-01A	0.11714975962535182	-0.41106493840675973	-0.48265627686578627	-0.4194871756546128	DM2
TCGA-FY-A3TY-01A	-0.013033011461074842	0.02771929686945321	0.792156570487362	0.9381329356190237	DM2
TCGA-EM-A3FN-01A	1.0186159648696855	-1.4439928455811035	-1.953115332376702	-0.7589981749871765	DM1
TCGA-E3-A3DZ-01A	1.0706711463017862	-0.8215458971939871	-1.328565968581097	-1.025986334570593	DM1
TCGA-EM-A1YA-01A	-0.007783862387854921	-1.0408611295178587	-1.0721719764683608	-0.7249815572627252	DM1
TCGA-EL-A4KH-01A	0.02899121111348678	-0.23763392541876385	-0.08505621130665716	-0.4411727577385018	DM2
TCGA-E3-A3E0-01A	0.3320139660995405	0.3037162487722115	0.0015545215190667038	0.2503892536120903	DM2
TCGA-FE-A232-01A	0.4904762674905587	1.1275458773997664	0.8055947045649029	0.19010704755993849	DM2
TCGA-BJ-A0ZC-01A	1.0902016907409453	-0.7867458281345513	-0.9089756124499097	-0.4604974547641366	DM1
TCGA-EM-A2CU-01A	0.465125227278003	0.13795891986099035	0.5904648133118313	0.48068131211840476	DM2
TCGA-DJ-A2PV-01A	-0.048720017035965416	-0.23187323393601617	-0.14366177418065987	-0.0581803435315144	DM2
TCGA-DJ-A3V3-01A	0.12158968618777215	0.509455635268609	0.4173687041938644	0.7101658664787006	DM2
TCGA-BJ-A45K-01A	1.0896782851120872	-0.9325783125387623	-2.337722668307007	-0.8348824008763165	DM1
TCGA-EM-A3OB-01A	0.7647545637781863	-1.514737959364088	-1.6387864538029184	-0.9978873531841852	DM1
TCGA-FY-A3R6-01A	0.13000523942018352	1.1139027760679598	1.1652650838894587	1.745559852739046	DM2
TCGA-E8-A2EA-01A	-0.35600533044126415	1.7458627802105957	1.7459308449560538	1.7283346804260302	DM2
TCGA-DJ-A3V7-01A	-0.7283150921614558	0.7674532429947911	0.7208133603684213	-0.33775215597304087	DM2
TCGA-IM-A41Z-01A	0.32225018296067703	0.7767981539182964	0.6724909672807773	0.5064530954971552	DM1
TCGA-EL-A3CX-01A	-3.7321734158336466	-0.7716235657786575	0.39343892889783094	-0.2655246297021937	DM2
TCGA-EM-A2OX-01A	-0.011794331115859119	0.13705754313988613	-0.15768833225033477	-0.28220892877208686	DM2
TCGA-DJ-A3UT-01A	1.247395599101117	-1.3947446344846857	-1.185859954719468	-0.8716333813848315	DM1
TCGA-J8-A3YH-01A	-0.20759635350622616	-0.21690429948776235	-0.44098588274350725	-0.573948172152888	DM2
TCGA-FY-A3NN-01A	-0.4239821505354966	-0.52857993534646	0.22686650145762557	-0.41774887442168634	DM2
TCGA-EM-A1YB-01A	-0.9230820319498592	-1.0689199313097366	-0.5489552618734861	-0.7834375448148707	DM1
TCGA-DJ-A4V4-01A	0.04807335111643579	0.24253889981416454	0.22307649077052508	-0.3200873097567622	DM2
TCGA-ET-A3DV-01A	1.0294197326030323	-1.2562376062168166	-1.6504364240781926	-1.2561785314795368	DM1
