	g8_RAI	HLA_I	HLA_II	immune	DM
TCGA-DJ-A2Q6-01A	-0.5432369484900694	0.5346765991644564	-0.08236704121845634	0.2085837970172231	DM2
TCGA-FK-A3SE-01A	0.16534018743192058	-1.1736048075819927	-0.3149252440239893	-0.6448298796126614	DM2
TCGA-DJ-A2QA-01A	0.4310691381383715	-0.3320771178496213	-0.5478895106114273	-0.6199244959429936	DM2
TCGA-FY-A2QD-01A	0.8429340578324147	-2.3090182852591687	-2.2794934901340964	-0.9371095662226285	DM1
TCGA-EL-A3GR-01A	0.20891144110471932	-1.2357451801109791	-0.36080776870970716	-0.335241220945707	DM2
TCGA-EL-A3T7-01A	-0.4382767674356297	0.012241404373789082	-0.16871156575913376	-0.5441566921904599	DM2
TCGA-FE-A230-01A	-0.38193510638587275	1.3341066004794968	1.168502485837533	0.7213805796913749	DM2
TCGA-EM-A3FO-01A	0.004023594263049365	-1.0222018423962667	-1.1829749661831328	-1.0162276722731975	DM2
TCGA-DJ-A3VB-01A	-0.7675367949328844	0.9845814375066695	0.6167604653954849	0.054664518433329555	DM2
TCGA-BJ-A28X-01A	-0.5392007644065019	1.3021065887722951	1.5160014484461422	2.083128992826672	DM2
TCGA-DJ-A2QB-01A	-0.049439425861351985	-1.0903711606227182	-0.9741308914595399	-0.5847063226671666	DM1
TCGA-DO-A1K0-01A	-0.44434239028686856	-0.31501168629529697	-0.26263244887880144	-0.6500361876077853	DM2
TCGA-EL-A4KD-01A	0.8063212477761592	-0.11863555547505879	0.06563619153985706	-0.16244312761222307	DM2
TCGA-BJ-A192-01A	0.45637756455968626	-0.9740974517769929	-0.04395626414152498	-0.7442461232633191	DM1
TCGA-L6-A4EU-01A	-0.5821298594697063	0.8264699429583678	1.2151733957372752	-0.06239549384023559	DM2
TCGA-DJ-A3V0-01A	-0.4050405902419311	0.8081430976555511	0.3141536954843024	-0.043700610760252855	DM2
TCGA-EM-A2P2-01A	0.17685413327000304	-0.5510614011637367	-1.3095291653802077	-0.6892177145236504	DM1
TCGA-BJ-A45G-01A	1.1409187598672392	-0.9277416196893127	-0.5776580528786649	-0.4606989267858816	DM1
TCGA-FY-A3R7-01A	0.674996510672247	0.26482241097696024	0.29495231492454715	0.34567064079566906	DM2
TCGA-DJ-A3VG-01A	1.154795188429444	-0.6633768596785342	-0.7164511157453737	-0.47660361663482104	DM1
TCGA-ET-A25O-01A	-0.4317941287635584	-0.8285440439086496	-0.4369772119388524	-0.9693718284623208	DM2
TCGA-DJ-A3UR-01A	-0.21034152053035166	-0.3091769667247993	-0.3809307604426345	-0.6585620045019889	DM2
TCGA-E8-A415-01A	0.2766874723215259	-0.06875072270284209	0.11953803247653091	-0.14684833752184392	DM2
TCGA-DJ-A4UR-01A	0.6136401193987912	0.04659263718303435	-0.48023066854944635	-0.22310300263942212	DM1
TCGA-DJ-A13L-01A	-0.7766210674759105	1.223422777819915	1.74563198336894	1.4971795554913574	DM2
TCGA-BJ-A45I-01A	-1.065692849132141	1.6041704404120714	1.1622779374068464	1.1624896475375326	DM2
TCGA-ET-A40S-01A	-0.2693282458266385	1.1126284747058302	1.5969955337003505	0.8176558573755012	DM2
TCGA-EL-A3CZ-01A	1.14762164369147	-1.4832371987644213	-1.083781722838966	-0.698325595390343	DM1
TCGA-EM-A2P3-01A	-0.29771632491125805	0.2958259068723049	0.2932054927937397	-0.06549342693716446	DM2
TCGA-BJ-A2N7-01A	0.6076082494557318	-0.972799633943869	-0.8175582413904751	-0.7167949656808335	DM1
TCGA-EL-A3GW-01A	0.40921594911385284	-0.9211009816456035	-0.8602941418718448	-0.8354101125151354	DM1
TCGA-DJ-A13P-01A	0.012129679311206842	-0.38210282235715937	-0.6601405071624477	-0.37234143950236703	DM2
TCGA-ET-A39O-01A	-0.7617338077149978	1.3375775653269342	1.0037762521358482	0.3858730806292746	DM2
TCGA-IM-A3ED-01A	0.24715629143265064	0.08556157267302988	0.12071210620491091	0.5395228659116904	DM2
TCGA-ET-A39L-01A	0.48935259209379195	-0.6891914148055042	-0.8019401361394751	-0.24597098611828158	DM1
TCGA-FY-A3YR-01A	-0.9345320745108966	0.23694160381052448	0.5553262887340852	0.10954085146496151	DM2
TCGA-KS-A4IB-01A	-0.33479342887148467	0.24586518957327577	-0.46837118872105865	-0.8366896166112289	DM2
TCGA-EM-A3ST-01A	0.26287663044287146	-0.8192315780493432	-1.0394112774463664	-0.4054755084565275	DM2
TCGA-E8-A413-01A	-0.06598439831760121	0.47249025660810556	0.540506746170116	0.3962167138604894	DM2
TCGA-EL-A3TA-01A	0.24913764280160156	-0.022109825510562425	0.21104296892372906	0.4450549348526342	DM2
TCGA-DJ-A2PW-01A	-0.4835682967952277	1.0265512916885504	0.007846710056543926	-0.11365881291891775	DM2
TCGA-DJ-A2PO-01A	-0.36400635570438106	1.1237376050943004	0.7575297937672726	0.8035470868142592	DM2
TCGA-ET-A3BT-01A	-0.2386594672074419	0.24819094935699434	0.486962331889434	0.031061473724058503	DM2
TCGA-EM-A2CJ-01A	1.3815162135499597	-1.481583418851561	-1.5672118257293521	-0.8210530455845015	DM1
TCGA-DJ-A3VD-01A	-0.30957489586339226	1.2230330757996575	1.539426197957355	1.8803863259611069	DM2
TCGA-DJ-A1QE-01A	-0.4021291799631668	-0.1977822435745798	-0.17630070891123276	-0.12392647316375394	DM2
TCGA-BJ-A0ZB-01A	-0.541147691792507	0.1322799334485401	-0.014876377014722686	-0.4627364161752795	DM2
TCGA-IM-A3U3-01A	-0.5903546939357671	0.993975852859114	0.7668885089462284	0.055010096286387755	DM2
TCGA-BJ-A45F-01A	0.19014504830432455	-0.9679720183575546	-0.6456839829820094	-0.6949048699220503	DM1
TCGA-EL-A4KG-01A	-0.72665121233383	1.0381279178951164	0.3165931429732501	-0.38401860923559256	DM2
TCGA-ET-A39S-01A	0.4865589186574888	-0.7628527020549929	-0.36904214692143783	-0.4535643465257406	DM2
TCGA-E8-A436-01A	-0.09035160037550657	0.9338503799137885	0.7384287981977631	0.4811824863640882	DM2
TCGA-EM-A22K-01A	0.733749005764237	-1.1908200318323925	-0.7593574001023915	-0.6098070305036731	DM1
TCGA-E3-A3DY-01A	-0.46551289273855667	0.37698962513584133	0.31677416418989196	0.10247387415336891	DM2
TCGA-KS-A4I7-01A	-0.15417809251673906	0.31242132848594034	0.12414430001756276	0.1997546856897541	DM2
TCGA-4C-A93U-01A	-0.9003173716206494	1.7086299409897192	1.5833177844499122	0.757164450730144	DM2
TCGA-ET-A25G-01A	-0.4341997267712889	-0.16471341974909454	-0.15858683429325154	-0.6113198268000974	DM2
TCGA-EL-A3H4-01A	-0.3564009910885359	-0.2208625564884688	-0.45747776860480166	-0.8715004670385831	DM2
TCGA-EL-A3ZL-01A	-0.6693462533209368	-0.3483660167990099	-0.7270082723487141	-0.3126021246404175	DM2
TCGA-DJ-A3VE-01A	-0.32803178658031473	-0.36126859527100336	-0.5046722980698033	-0.5975629520476655	DM2
TCGA-DJ-A1QL-01A	1.2417388425697586	-0.8874453139124286	-1.5477538056451683	-0.5110532347408852	DM1
TCGA-FE-A234-01A	-0.5131358220854357	0.3132569412943984	0.21670409070895663	-0.06428335641118542	DM2
TCGA-H2-A26U-01A	-0.6742600219466713	1.704425991694717	1.6358313588663447	1.6194873534428151	DM2
TCGA-EM-A1CS-01A	-0.014525070506485313	-0.5075625045797995	-0.5531969648807399	-0.4806082371339088	DM2
TCGA-CE-A484-01A	0.32190247528268034	-0.7216454718037517	-0.9839531260280925	-0.581380973320079	DM1
TCGA-DJ-A3VJ-01A	0.13493450754391653	0.38086158494819095	-0.048319539519998296	0.2577885896748478	DM2
TCGA-ET-A39M-01A	-0.269118460988946	0.9344945307964395	1.2426858323660492	1.2896518113950726	DM2
TCGA-BJ-A2P4-01A	0.570050392782729	-0.3745260423438828	-0.7213620308823133	-0.3636060076761862	DM1
TCGA-ET-A2MY-01A	-0.5086749946444874	0.3847942909404026	0.07484832876180882	-0.6477685138321505	DM2
TCGA-EL-A3ZP-01A	0.3884256304588904	1.2368215759667063	0.9920983861474146	1.2662804509313954	DM2
TCGA-E8-A418-01A	-0.47992105662778595	1.3604266901987119	0.7341240400290274	0.03320712286758524	DM2
TCGA-DJ-A2Q4-01A	0.18122656287106853	-0.2018490943271043	-0.11245672429410555	-0.12300622540218417	DM2
TCGA-EL-A3MW-01A	-0.11253222885915479	-0.5761928601294954	-0.3864347022021844	-0.254990052600423	DM2
TCGA-BJ-A0YZ-01A	0.331463679197059	-1.1412457196067751	-0.8949452770032575	-0.7901776360895697	DM1
TCGA-E8-A2JQ-01A	-0.6078033956691877	2.1798429156800774	1.875778201874289	2.3059269313733144	DM2
TCGA-FY-A3NM-01A	1.4885997660981953	-1.6499001263495545	-1.5535085626288696	-1.0231237657783931	DM1
TCGA-EM-A4FN-01A	-0.6430019151994961	0.1792415447896794	0.7696326876177728	-0.2202728379904705	DM2
TCGA-EL-A3H7-01A	-0.959772662883108	0.9903651821066073	0.831839592216502	0.8093760371925717	DM2
TCGA-DJ-A1QF-01A	-0.41708609102768995	-0.9814480264570804	-0.49793828134794704	-0.6501326989082921	DM2
TCGA-BJ-A2NA-01A	-0.3229740421187767	0.7509309905758945	0.2915146082638688	-0.058390743696081174	DM2
TCGA-BJ-A3PR-01A	-0.30889084917310056	2.0354112269949542	1.9350484895320872	3.417302709297299	DM2
TCGA-KS-A4I3-01A	-0.35571853488515626	0.27044575367073437	0.15115398274132194	-0.36737899102667904	DM2
TCGA-DJ-A2PY-01A	-0.6297642127725775	0.2080316113047524	0.4525873294295833	-0.15478396992896348	DM2
TCGA-EL-A3H8-01A	-0.18841246727143335	-0.3421601383032653	-0.6083404228746925	-0.6728072391216326	DM2
TCGA-EL-A3CO-01A	0.3811698346517781	0.32184033872826767	0.8479903331192918	1.321325141716199	DM2
TCGA-EL-A4K2-01A	0.9970318206026122	-0.33272829924709474	0.42304579895315725	0.3340315342990593	DM1
TCGA-FE-A23A-01A	-0.49759243127719344	1.382342406832018	1.2374966673867323	1.070938981565659	DM2
TCGA-EL-A4K1-01A	-0.85626323639091	0.1720274678566716	0.205874006671002	-0.4395043973245628	DM2
TCGA-DJ-A3VF-01A	-1.3805715314778046	0.6067251828125182	0.7622817186285771	0.8399528151483493	DM2
TCGA-CE-A482-01A	-0.22072850915906178	-0.1890307901193656	0.03367849712950116	-0.2946776373667038	DM2
TCGA-EM-A3SU-01A	-0.7591047680752713	1.6124212160058213	1.6838083461108853	0.5445683859218556	DM2
TCGA-FE-A3PC-01A	-0.14145860372110952	-0.08314827506761507	-0.12549382239353998	-0.17208670480052274	DM2
TCGA-EM-A3FQ-01A	0.4912210765073431	0.7131224451836218	1.6066537312440523	1.5036080224897057	DM2
TCGA-EL-A3GO-01A	0.5651971871867756	-0.6863711444051703	-0.7356181550326374	-0.048369578505095	DM1
TCGA-E8-A44K-01A	-0.7338838678532407	0.652056863616341	0.5004500126099329	0.21763748316312154	DM2
TCGA-DJ-A3UZ-01A	0.6426842072188709	0.5062607069613363	0.5221199918372073	0.8009147593750781	DM2
TCGA-BJ-A0ZE-01A	0.2202799107299918	-1.3655282866057288	-1.060773693561267	-0.7889241963461016	DM1
TCGA-E8-A432-01A	-0.5674445657582868	0.23768066990900794	-0.1577071377482827	0.0764457790851174	DM2
TCGA-BJ-A18Y-01A	1.1774207921418955	-1.1109595989717809	-0.8630803789977953	-0.6413782208004736	DM1
TCGA-DJ-A4UT-01A	-0.03658122736562381	1.3658704996646205	1.0861912324442746	1.6129880910524157	DM2
TCGA-DJ-A2Q3-01A	-0.2364486284051745	1.1022144800163747	1.073555141057431	1.1008954298370734	DM2
TCGA-ET-A40R-01A	1.0115921020597463	0.08369603039257985	0.5809997448125344	0.6047627912171439	DM2
TCGA-EM-A2CR-01A	0.021570272355679324	-1.3320124088551566	-0.6821251454483029	-0.841289683991221	DM1
TCGA-J8-A4HY-01A	0.1942156541820257	0.5786597600692953	0.37198015995021916	-0.3300821759184508	DM2
TCGA-DJ-A3UP-01A	0.6546322369286419	-0.018988511138575564	-0.26819326632584667	-0.24480571015692282	DM1
TCGA-EM-A3FR-01A	0.8561849638273278	-1.0862785725195254	-1.3677505908509426	-0.6823973355213783	DM1
TCGA-DJ-A4UQ-01A	0.521147078992665	-0.36578730323119085	0.07575659415545917	0.09628304565937966	DM2
TCGA-ET-A4KQ-01A	1.2791364246932269	-1.1316261643340368	-1.203120483883773	-0.8045084693638923	DM1
TCGA-CE-A481-01A	0.5330304842965713	0.39444561193517447	0.47425426423856615	0.8026529912045055	DM2
TCGA-EM-A3O3-01A	-0.9084041653384953	0.633971515666554	0.9869990845917911	1.0740563984808063	DM2
TCGA-EM-A2CP-01A	-0.030122966002533946	2.028832498031667	1.7261863447898544	2.0618975408345204	DM1
TCGA-EL-A3H3-01A	-0.8057976693803839	1.0325262653996383	1.674691768208596	0.6361160895720068	DM2
TCGA-EL-A3CS-01A	-0.6724036525665686	-0.2583312071033493	0.18548500353902136	-0.8163401743842493	DM2
TCGA-BJ-A0Z3-01A	-0.36170188645292345	0.8772592566771014	0.8412405208743448	1.702701621275611	DM2
TCGA-DJ-A2PT-01A	-0.9593678974314593	0.732769382292716	1.193093130367472	0.5948706173505727	DM2
TCGA-ET-A39I-01A	1.2206687468678867	-1.6971257041175782	-1.4304018096003601	-0.7944867661596052	DM1
TCGA-FK-A3SD-01A	1.013276805824445	-1.0173133822806504	-1.6749131430761346	-1.1217075704973916	DM1
TCGA-DJ-A13W-01A	-0.5806197496088346	-2.3976103359946896	-2.0098521633048843	-0.625211700703	DM1
TCGA-DJ-A13R-01A	-0.5353948429560512	0.8683653331025262	0.7639026879910277	1.559241308162642	DM1
