gene	F1_127C|ATC	F1_130C|ATC	F1_131C|ATC	F1_132C|ATC	F2_130C|ATC	F2_132C|ATC	F4_128C|ATC	F4_129N|ATC	F4_129C|ATC	F4_133N|ATC	F4_133C|ATC	F5_129C|ATC	F5_131C|ATC	F6_131N|ATC	F6_133C|ATC	F7_127C|ATC	F7_130C|ATC	F7_131C|ATC	F8_127C|ATC	F8_128N|ATC	F8_128C|ATC	F8_130N|ATC	F8_133N|ATC	F9_127N|ATC	F9_131N|ATC	F9_131C|ATC	F9_132N|ATC	F9_132C|ATC	F9_133C|ATC	F10_128N|ATC	F10_128C|ATC	F10_129N|ATC	F10_130C|ATC	F10_132N|ATC	F10_133C|ATC	F11_127N|ATC	F11_127C|ATC	F11_128N|ATC	F11_129C|ATC	F11_133C|ATC	F12_127C|ATC	F12_132C|ATC	F12_133C|ATC	F13_132N|ATC	F14_129N|ATC	F14_131C|ATC	F14_132N|ATC	F14_133C|ATC	F15_131N|ATC	F15_132N|ATC	F15_132C|ATC	F15_133N|ATC	F16_127C|ATC	F16_128C|ATC	F16_129C|ATC	F16_132N|ATC	F16_132C|ATC	F17_127N|ATC	F17_130C|ATC	F17_132C|ATC	F17_133N|ATC	F18_127C|ATC	F18_130N|ATC	F19_128N|ATC	F19_128C|ATC	F19_130C|ATC	F20_128C|ATC	F20_130C|ATC	F20_133C|ATC	F21_127C|ATC	F21_128N|ATC	F21_129C|ATC	F21_132N|ATC	F21_133N|ATC	F22_133N|ATC	F22_133C|ATC	F23_128C|ATC	F23_129N|ATC	F23_129C|ATC	F23_130N|ATC	F23_133C|ATC	F24_127C|ATC	F24_130N|ATC	F24_133C|ATC	F25_129N|ATC	F25_131C|ATC	F26_127N|ATC	F26_130C|ATC	F26_133N|ATC	F27_129N|ATC	F28_127N|ATC	F28_129N|ATC	F29_130N|ATC	F29_131N|ATC	F30_127N|ATC	F30_127C|ATC	F30_128C|ATC	F30_129N|ATC	F30_129C|ATC	F30_130C|ATC	F30_131N|ATC	F30_133C|ATC	F30_134N|ATC	F31_127N|ATC	F31_132N|ATC	F31_133N|ATC	F31_134N|ATC	F32_128N|ATC	F32_129C|ATC	F32_134N|ATC	F33_131C|ATC	F34_129N|ATC	F34_131N|ATC	F1_129N|ATC_P	F5_127C|ATC_P	F5_128N|ATC_P	F5_128C|ATC_P	F7_128N|ATC_P	F8_132C|ATC_P	F13_128C|ATC_P	F14_128N|ATC_P	F14_132C|ATC_P	F15_127N|ATC_P	F19_129N|ATC_P	F20_128N|ATC_P	F21_131N|ATC_P	F22_127C|ATC_P	F25_131N|ATC_P	F26_129N|ATC_P	F27_131N|ATC_P	F27_132N|ATC_P	F28_132N|ATC_P	F32_129N|ATC_P	F1_128N|PDTC	F1_130N|PDTC	F2_127N|PDTC	F2_132N|PDTC	F3_128N|PDTC	F3_133C|PDTC	F4_127N|PDTC	F4_132C|PDTC	F5_130N|PDTC	F5_130C|PDTC	F6_127C|PDTC	F6_128C|PDTC	F6_132N|PDTC	F7_129C|PDTC	F7_130N|PDTC	F8_133C|PDTC	F9_127C|PDTC	F9_129N|PDTC	F9_130N|PDTC	F10_127N|PDTC	F11_129N|PDTC	F13_127N|PDTC	F13_130N|PDTC	F13_131N|PDTC	F17_131C|PDTC	F18_128N|PDTC	F18_130C|PDTC	F19_132C|PDTC	F22_129C|PDTC	F23_127N|PDTC	F24_132N|PDTC	F24_132C|PDTC	F25_127N|PDTC	F25_130N|PDTC	F25_132C|PDTC	F26_133C|PDTC	F27_132C|PDTC	F28_131C|PDTC	F29_128N|PDTC	F29_129N|PDTC	F29_133N|PDTC	F29_133C|PDTC	F30_130N|PDTC	F31_133C|PDTC	F32_127C|PDTC	F33_131N|PDTC	F1_128C|PTC	F1_129C|PTC	F1_131N|PTC	F1_132N|PTC	F1_133N|PTC	F2_128N|PTC	F2_128C|PTC	F2_129N|PTC	F2_129C|PTC	F2_130N|PTC	F2_131N|PTC	F2_131C|PTC	F2_133N|PTC	F2_133C|PTC	F3_127N|PTC	F3_128C|PTC	F3_129C|PTC	F3_130N|PTC	F3_131N|PTC	F3_132C|PTC	F3_133N|PTC	F4_128N|PTC	F4_130N|PTC	F4_130C|PTC	F4_131N|PTC	F4_131C|PTC	F5_127N|PTC	F5_129N|PTC	F5_131N|PTC	F5_132N|PTC	F6_127N|PTC	F6_128N|PTC	F6_132C|PTC	F6_133N|PTC	F7_127N|PTC	F7_128C|PTC	F7_132C|PTC	F7_133C|PTC	F8_127N|PTC	F8_129N|PTC	F8_129C|PTC	F8_131N|PTC	F8_132N|PTC	F9_129C|PTC	F9_130C|PTC	F9_133N|PTC	F10_127C|PTC	F10_130N|PTC	F10_131N|PTC	F10_131C|PTC	F10_132C|PTC	F11_130C|PTC	F11_132C|PTC	F11_133N|PTC	F12_127N|PTC	F12_128C|PTC	F12_129C|PTC	F12_130C|PTC	F12_133N|PTC	F13_127C|PTC	F13_129N|PTC	F13_130C|PTC	F13_131C|PTC	F13_132C|PTC	F13_133N|PTC	F14_127N|PTC	F14_129C|PTC	F14_130C|PTC	F14_131N|PTC	F15_128C|PTC	F15_129C|PTC	F16_127N|PTC	F16_130N|PTC	F16_130C|PTC	F16_131C|PTC	F16_133N|PTC	F17_127C|PTC	F17_129N|PTC	F17_129C|PTC	F17_133C|PTC	F18_127N|PTC	F18_128C|PTC	F18_129N|PTC	F18_131N|PTC	F18_131C|PTC	F18_132N|PTC	F18_132C|PTC	F18_133C|PTC	F19_127C|PTC	F19_129C|PTC	F19_131N|PTC	F19_131C|PTC	F19_132N|PTC	F19_133N|PTC	F19_133C|PTC	F20_127N|PTC	F20_129N|PTC	F20_132N|PTC	F20_133N|PTC	F21_127N|PTC	F21_130N|PTC	F21_130C|PTC	F21_132C|PTC	F21_133C|PTC	F22_127N|PTC	F22_128N|PTC	F22_128C|PTC	F22_131N|PTC	F22_131C|PTC	F22_134N|PTC	F23_130C|PTC	F23_131N|PTC	F23_132N|PTC	F23_132C|PTC	F23_133N|PTC	F24_128N|PTC	F24_128C|PTC	F24_129N|PTC	F24_129C|PTC	F24_130C|PTC	F24_131N|PTC	F24_133N|PTC	F25_128N|PTC	F25_128C|PTC	F25_130C|PTC	F25_133N|PTC	F25_133C|PTC	F26_130N|PTC	F26_131C|PTC	F26_132N|PTC	F26_132C|PTC	F26_134N|PTC	F27_127N|PTC	F27_127C|PTC	F27_130N|PTC	F27_130C|PTC	F27_133C|PTC	F28_128N|PTC	F28_129C|PTC	F28_131N|PTC	F28_133N|PTC	F29_127N|PTC	F29_128C|PTC	F29_129C|PTC	F29_131C|PTC	F29_132C|PTC	F29_134N|PTC	F30_128N|PTC	F30_131C|PTC	F30_132C|PTC	F30_133N|PTC	F31_128N|PTC	F31_129N|PTC	F31_129C|PTC	F31_130C|PTC	F31_132C|PTC	F32_128C|PTC	F32_130N|PTC	F32_130C|PTC	F32_131N|PTC	F32_131C|PTC	F32_132C|PTC	F33_127N|PTC	F33_127C|PTC	F33_128N|PTC	F33_128C|PTC	F33_129N|PTC	F33_130C|PTC	F33_132C|PTC	F33_133N|PTC	F33_133C|PTC	F34_127N|PTC	F34_127C|PTC	F34_128N|PTC	F34_128C|PTC	F34_130N|PTC	F34_130C|PTC	F1_127N|PTC_P	F1_133C|PTC_P	F2_127C|PTC_P	F3_127C|PTC_P	F3_129N|PTC_P	F3_130C|PTC_P	F3_131C|PTC_P	F4_127C|PTC_P	F4_132N|PTC_P	F5_132C|PTC_P	F5_133C|PTC_P	F6_129N|PTC_P	F6_129C|PTC_P	F6_130N|PTC_P	F6_130C|PTC_P	F6_131C|PTC_P	F7_129N|PTC_P	F7_131N|PTC_P	F7_132N|PTC_P	F7_133N|PTC_P	F8_130C|PTC_P	F9_128N|PTC_P	F9_128C|PTC_P	F10_129C|PTC_P	F10_133N|PTC_P	F11_128C|PTC_P	F11_130N|PTC_P	F11_131N|PTC_P	F11_131C|PTC_P	F11_132N|PTC_P	F12_128N|PTC_P	F12_129N|PTC_P	F12_130N|PTC_P	F12_131N|PTC_P	F13_128N|PTC_P	F13_129C|PTC_P	F13_133C|PTC_P	F14_127C|PTC_P	F14_130N|PTC_P	F14_133N|PTC_P	F15_127C|PTC_P	F15_130C|PTC_P	F15_131C|PTC_P	F16_128N|PTC_P	F16_129N|PTC_P	F16_131N|PTC_P	F16_133C|PTC_P	F17_130N|PTC_P	F17_131N|PTC_P	F18_133N|PTC_P	F19_130N|PTC_P	F20_127C|PTC_P	F20_129C|PTC_P	F20_130N|PTC_P	F20_131N|PTC_P	F20_131C|PTC_P	F21_128C|PTC_P	F21_129N|PTC_P	F21_131C|PTC_P	F22_129N|PTC_P	F22_130N|PTC_P	F22_132C|PTC_P	F23_127C|PTC_P	F23_128N|PTC_P	F23_131C|PTC_P	F24_127N|PTC_P	F24_131C|PTC_P	F25_127C|PTC_P	F25_129C|PTC_P	F25_132N|PTC_P	F25_134N|PTC_P	F26_127C|PTC_P	F26_128N|PTC_P	F26_128C|PTC_P	F26_129C|PTC_P	F26_131N|PTC_P	F27_128N|PTC_P	F27_128C|PTC_P	F27_129C|PTC_P	F27_133N|PTC_P	F28_127C|PTC_P	F28_128C|PTC_P	F28_130N|PTC_P	F28_132C|PTC_P	F28_133C|PTC_P	F29_127C|PTC_P	F29_130C|PTC_P	F29_132N|PTC_P	F30_132N|PTC_P	F31_128C|PTC_P	F31_130N|PTC_P	F31_131N|PTC_P	F32_127N|PTC_P	F32_132N|PTC_P	F32_133N|PTC_P	F33_129C|PTC_P	F33_130N|PTC_P	F33_132N|PTC_P	F34_129C|PTC_P	F12_132N|T_Ca_m	F15_128N|T_Ca_m	F15_133C|T_Ca_m	F27_131C|T_Ca_m	F28_130C|T_Ca_m	F31_127C|T_Ca_m
FOXE1	0.4772961	0.8032216	0.4258637	0.9130657	0.2805591	0.6060467	0.9652591	1.2050429	0.8666334	0.8511576	0.7005548	0.5222841	0.9070232	0.6223445	0.712687	1.2370034	0.7896881	1.0074497	0.8779531	0.6435091	0.7028837	0.6474314	0.6930057	0.3534428	0.4850213	0.5585355	0.3761684	1.0865552	0.4780067	1.4803197	0.7119738	0.3079914	0.7928576	0.8203628	0.5683823	0.6442432	0.7152157	0.4120964	0.6276308	0.7114638	0.6974663	0.4807084	0.674986	1.0600922	0.8861443	0.574608	0.4456236	0.5788237	0.5385855	0.609349	0.616183	0.6268142	0.547248	0.7197939	0.7382523	1.0565502	0.6038618	0.633747	1.0694581	0.7676601	0.9152777	1.0201646	0.7071353	0.7310376	0.6785992	0.774117	0.8461086	0.7626505	0.72716	0.6241566	0.7518791	0.9821574	0.7451346	0.853861	0.6139809	0.4772393	0.5066869	0.5638012	0.6049159	0.6852362	0.3525697	1.2012565	0.8376906	1.5560229	0.8030627	0.5816417	1.0866234	0.8210827	0.9041403	1.1485624	0.3182822	0.4734039	0.912988	0.5562082	0.6738614	0.7164581	1.3985362	0.8422501	0.6556595	0.6440015	1.175614	0.4333915	0.5587259	0.6244684	1.0021808	1.8425224	0.9156308	0.4450164	0.4720751	0.5304386	0.9097943	0.6893809	1.225795	1.6933916	1.1028262	1.8396751	1.7903659	1.1773709	1.4281606	0.8594094	2.0674777	1.0665275	1.3001444	1.5425592	1.5049052	1.1956199	1.1927128	1.787786	1.3025762	1.5370827	1.5365278	1.0507635	1.3904865	0.7299189	1.576554	0.5528571	1.3769975	1.1819109	2.0833805	1.1773332	0.9121108	0.8938026	0.7233414	0.9769254	1.0825397	1.3688326	1.6910272	0.9047638	1.0952948	1.6054182	0.6100937	0.9040356	1.2720429	0.790569	0.7657546	0.8465216	1.0217526	1.2652436	0.6195061	1.2322487	1.0811398	0.4917968	0.4895702	1.0134725	0.5568228	1.562208	0.6875775	1.6021663	1.046314	3.4405221	0.6593718	1.3769271	1.3374352	0.7925619	1.2583569	1.1446083	1.024301	0.8072454	0.7342779	1.1666321	1.0440872	1.4858975	1.3385123	1.1496089	1.6044352	2.3800949	1.0219221	1.1471053	0.8166687	1.3586385	0.955759	1.6639718	1.2198375	1.6085004	1.46506	0.8563474	1.5681113	1.8015425	1.7043089	1.9742354	1.0160817	1.5165838	0.807062	0.9927364	1.0651412	0.9815302	1.0312303	1.1336933	1.1652574	1.2106372	1.1309739	1.3507878	0.9481689	1.3854808	1.2835568	1.2085969	1.3638629	1.166287	0.9227801	1.2937085	1.1979842	0.9587825	1.0086892	1.4470573	1.5331753	1.4226128	1.0766544	0.8859024	1.3522812	1.2345823	1.2791073	1.0031212	0.9895232	1.3562723	1.0779676	1.0476258	1.1254871	1.5542339	1.564005	1.0283146	1.2514138	1.2836671	1.3450207	1.2197425	1.0802549	0.8302362	1.2330067	1.4010341	0.8586619	0.8067166	1.2979622	1.185665	1.0205266	1.12687	1.0477238	1.2008633	1.2846069	1.1616322	0.7315496	1.7649042	1.0336469	1.1851979	1.4926875	1.1733073	1.8973543	1.3335723	1.5071686	0.873508	0.8541966	1.280834	1.0581567	0.7770414	0.9318428	3.7311746	1.2627086	1.0684516	1.0365316	1.3705357	1.1835873	1.1261152	0.9529252	1.1173635	1.0457404	1.3174306	0.8200596	1.3145115	1.3472659	0.7606276	1.5133946	1.3371055	1.0156769	1.110319	1.1434541	1.2891396	2.0671289	1.7412981	1.372419	0.9969005	1.7674324	1.1115664	1.2075181	1.6313638	1.8755182	0.9448952	1.5345518	1.6412242	1.1188904	1.1162907	1.0135592	1.3146872	1.148636	1.7946837	1.1652573	1.1905453	1.6808593	1.4536503	1.2583461	1.7475569	1.0076408	1.287849	1.3075324	1.7556356	1.0817073	2.3109574	1.7493946	1.6996274	0.9478674	1.3367004	1.0808543	1.182811	1.330734	1.8005122	1.3620807	1.0291119	1.4754857	1.035779	1.5603837	1.4907335	1.9263206	1.1699294	1.5901118	1.5566954	1.4626621	2.2701364	1.4679251	1.5936315	1.6322298	1.443213	1.5888033	1.4330755	1.0818593	1.2943482	1.2918004	1.1776908	1.4937823	1.7060757	1.4847314	1.777258	1.1996363	2.2621199	1.7997745	1.5335144	1.1739196	1.1478937	1.2084829	1.1335507	1.673261	1.3080568	1.693633	1.4913099	2.1393528	1.8305591	0.9101254	1.1308941	1.1052783	1.2184652	1.4391586	1.190659	1.2060472	1.4811983	1.287394	1.1810866	1.2549996	1.3742857	1.6250024	1.1387253	1.4419607	1.534239	1.714076	1.0372641	1.139221	1.7224883	1.7696003	1.6711678	2.075444	1.2228846	1.3573878	1.2802328	1.4182642	1.0571991	1.1339415	1.1097555	1.1031132	1.2315993	1.1175148	1.2796283	1.4142422	1.3149109	2.0428942	1.499278	1.5394771	1.3202102	1.2522156	1.5142816	1.2018358	1.1622609	1.2411596	1.452346	1.3194613	1.4689806	1.212403	2.1936512	1.8573554	1.4705601	0.6101525	1.5996833	2.3793398	1.2266561	2.0888748	1.6284872	1.8013824	1.7483241	1.6078311	1.6295452	2.0528032	1.614455	1.6031687	1.6580406	1.2104284	1.3458756	1.4409656	1.4023888	1.6843511	1.283236	1.650209	1.4783175	1.2806011	1.0699359	1.6726809	2.0277782	1.1045635	1.6121507	0.8573456	1.4499684	2.0981354	0.6269767	0.5503286	1.1082221	1.4008024	1.3133537	1.1458628
CCL21	0.4887223	0.4670683	0.4926951	0.7771225	0.9294299	0.5492813	0.5326404	0.7075602	0.7942097	0.8805619	0.9903441	0.4621912	2.774377	1.72055	0.5339283	0.7214423	0.6335661	0.581019	0.6833803	0.5679359	2.6670808	1.2071963	0.8712434	0.6306719	0.8951637	1.0574647	1.0535222	1.2389168	0.8449251	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.407121	0.5057638	0.4922916	2.5806225	0.3588224	0.5169723	1.075773	0.4864351	1.7328697	2.0715801	0.8822816	0.7160063	0.5233906	1.2152136	1.3713734	0.7659209	3.4313662	0.6390573	0.7999058	0.4206633	0.5265892	0.6544628	3.0220378	0.8765197	0.7198855	0.8194751	0.5080359	1.6346506	1.5962298	1.0159562	0.5878537	0.6049486	0.6834888	1.3683732	0.5655199	0.7137628	1.3215283	1.2874835	1.1175605	0.4029165	1.0893509	0.7500804	2.9525192	0.6733386	0.5348025	0.8340855	0.006907142	0.006907142	0.006907142	0.6192795	3.5689683	0.2367513	1.4984471	1.2703385	2.4192537	0.5383718	0.9046767	0.006907142	0.006907142	0.8679942	0.6325956	0.7082983	0.960693	0.5618255	0.6589371	6.9894355	0.6149998	0.5488508	0.6125535	0.6910629	0.6309436	0.7005385	0.9627212	0.6379313	0.8972082	0.8229166	0.5024122	0.881843	0.8761551	0.5281712	1.0095992	1.0090623	1.3037015	1.1522506	1.9137642	1.4991424	0.9435191	1.6475135	0.967708	1.2700785	1.7940501	1.0133486	0.8441463	1.964902	1.0697665	1.0275604	1.591752	1.3567029	0.6267552	0.9439095	0.4373502	1.3282641	0.456498	0.8952321	0.7450836	0.7826564	0.5790332	0.7244398	0.6901131	0.6624844	0.5296746	0.6687083	0.5368155	1.2338925	0.6068831	0.9827504	0.5359187	0.006907142	0.3918141	0.6239887	0.4316211	0.5420763	0.7823621	1.125457	0.4940743	1.6360113	0.5961364	0.5302517	0.006907142	0.006907142	0.6315779	0.6275652	0.4549262	0.542079	0.5322157	0.5065202	0.006907142	0.006907142	0.006907142	0.006907142	0.659824	0.659162	1.0439571	0.7426834	0.8047838	0.5013393	0.7770829	0.7977449	0.4705165	1.2616584	0.9373279	0.4674734	1.3358324	0.6830041	1.0229694	0.605133	0.4876739	0.5095915	0.6739364	0.76973	0.6702479	0.8985392	0.8037661	0.7763238	0.7693959	0.9185623	1.034912	0.81139	0.962895	1.1052182	0.4221702	0.5137656	0.6141501	0.5884713	0.5044094	0.8002272	0.7663265	0.4700848	1.0195401	1.0200606	0.8164951	1.3658405	0.98035	0.638412	1.006371	1.0567769	0.6827231	0.6774937	0.9238088	1.0604919	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	1.2072643	0.5644246	0.5345049	0.7431487	0.7880888	0.5953436	0.5983462	0.6468766	0.849614	0.84808	0.8831155	1.2558776	0.9296363	0.6177712	0.9288017	0.8227655	0.7950998	1.0297852	0.6553041	0.8639182	0.7243685	0.8859578	0.492642	0.5891967	0.5738491	0.5338607	0.9368344	0.9774833	1.1158627	1.1103778	0.6387725	0.9309907	0.9968463	0.5980851	0.5761928	1.2465489	0.9722299	0.6881169	0.4857716	0.7561016	0.7131477	0.3183975	0.7944844	0.5369017	0.6910873	1.0292521	1.6680548	0.7745704	1.425229	1.0249197	1.0930439	0.8900158	0.9751285	0.6567693	0.7467468	0.7035573	0.665758	0.833014	0.6126144	0.7122198	0.7126504	1.1476496	0.8562259	1.1975603	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.6451965	1.2850717	0.8998166	0.8716745	1.0904778	0.6443084	0.9429785	0.795384	0.6044704	0.7766397	0.4390188	0.7290989	1.1369587	0.7776387	0.6708105	0.604965	0.7488243	0.6403538	1.1388805	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.7873573	0.7973843	0.7135097	0.7799388	0.6846222	0.8473921	0.651719	0.6422163	0.6697413	0.5451894	0.7851171	0.8024722	1.1826005	0.9061555	0.8103125	1.0424147	1.5194256	1.1588491	1.3968818	0.9246582	0.6106551	1.2763749	1.064298	0.8643463	0.648135	0.6816782	0.43742	0.5739122	0.8757639	0.518989	1.4799524	2.365722	1.4479512	1.5432945	0.9014628	2.4080328	1.442593	1.6987659	1.149348	1.8167125	1.0031748	1.2375775	1.4525632	2.3240647	1.2862353	1.5854267	1.166529	2.028182	1.2498307	1.5304114	1.3834011	1.9499193	1.1645429	0.006907142	0.006907142	2.2588226	1.037939	1.9973038	1.7894535	2.3154463	0.9916713	1.8541247	1.1491562	2.8502349	1.9975349	1.8512986	1.5216895	1.697042	1.3969437	0.9837907	2.1874054	2.0022387	2.603646	1.9064915	1.5304396	1.6842023	1.4811423	1.9426103	1.593571	1.5210923	1.5481789	1.2682924	1.3384504	5.2813621	2.1741396	1.0525709	1.6822878	1.3706319	1.44485	1.7660847	1.3380688	0.8984902	1.5245652	2.0373698	1.0672964	0.006907142	0.006907142	1.8172235	0.6976162	1.7551193	2.3118743	3.2260881	1.2067248	0.6957238	1.6437446	2.4966047	1.2437948	2.4146459	3.2268863	1.093252	1.2438325	2.1332549	1.7211365	0.8544491	1.81919	0.006907142	0.006907142	0.006907142	1.2787672	1.1565924	1.4679282	1.394377	2.5293224	2.2153259	0.9009429	1.0699966	2.2464603	2.1037629	1.9888333	0.6005054	0.7243646	0.8229815	1.2370995	0.5352583	0.8948858
CXCL13	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	1.4588217	0.7835929	0.9361109	1.2200025	8.2369753	3.1448632	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.604178	1.424093	4.5432028	0.8034644	0.8418857	0.006907142	0.006907142	0.9217157	3.0585884	0.8119317	9.4812535	1.5629521	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	1.0435824	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	1.1368788	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.8595047	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.7825706	0.7640734	1.0738044	0.7119178	0.8944442	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	3.4732815	1.6045602	1.2082871	0.7911304	1.1003705	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.6678604	1.0707202	1.6258278	0.8152694	1.3476126	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.8074181	0.9216434	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.7101897	0.5965525	0.6010939	0.006907142	0.006907142	0.006907142	0.918037	0.7713637	1.070204	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142	0.006907142
